gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Lims2	invariant	P60	5	479042.5	1224908
Lin37	invariant	ChromHMM_ActiveEnhancer	11	549162	1163338
Lin37	invariant	K27ac_ChIP	30	6315	690694.25
Lin37	invariant	P60	6	214430.5	459361.5
Lin52	invariant	ChromHMM_ActiveEnhancer	59	223378	1173522
Lin52	invariant	K27ac_ChIP	48	134201.5	1032515
Lin52	invariant	P60	5	277474.5	1038119.5
Lin7a	invariant	ChromHMM_ActiveEnhancer	150	3586	1481764
Lin7a	invariant	K27ac_ChIP	46	988.5	1474824
Lin7a	invariant	P60	1	11242.5	11242.5
Lin7c	invariant	ChromHMM_ActiveEnhancer	84	5153	210103
Lin7c	invariant	K27ac_ChIP	18	611	317053.25
Lincmd1	invariant	ChromHMM_ActiveEnhancer	35	170218	332918
Lincmd1	invariant	K27ac_ChIP	12	220919.5	1803272.5
Lincmd1	invariant	P60	2	244095	1102152
Lingo2	invariant	ChromHMM_ActiveEnhancer	2	1731544	1853344
Lingo2	invariant	K27ac_ChIP	1	1725889.5	1725889.5
Lingo3	invariant	ChromHMM_ActiveEnhancer	30	6039	770639
Lingo3	invariant	ENCODE	1	573083	573083
Lingo3	invariant	K27ac_ChIP	82	1974	563952.25
Lingo3	invariant	P60	9	68279.5	307117
Lipa	invariant	ChromHMM_ActiveEnhancer	18	145826	1303024
Lipa	invariant	K27ac_ChIP	9	614.5	1135722.5
Lipc	DEG_down	ChromHMM_ActiveEnhancer	11	50126	777174
Lipc	DEG_down	K27ac_ChIP	19	5947	1023146.5
Lipc	DEG_down	P60	2	8718.5	149878.5
Litaf	invariant	ChromHMM_ActiveEnhancer	68	2143	536300
Litaf	invariant	K27ac_ChIP	32	28	531951.75
Litaf	invariant	P60	2	1073942	1120932.5
Llgl1	invariant	ChromHMM_ActiveEnhancer	19	281377	550123
Llgl1	invariant	K27ac_ChIP	67	28841	769380.5
Llgl1	invariant	P60	7	357096	768900.5
Lman1	invariant	ChromHMM_ActiveEnhancer	109	138320	1096780
Lman1	invariant	K27ac_ChIP	42	20292.5	1141189
Lman1	invariant	P60	4	866597.5	1167403.5
Lman2	invariant	ChromHMM_ActiveEnhancer	35	107817	581983
Lman2	invariant	K27ac_ChIP	35	68.5	750292.5
Lman2	invariant	P60	3	402778.5	610303
Lman2l	DEG_down	ChromHMM_ActiveEnhancer	86	3971	567571
Lman2l	DEG_down	K27ac_ChIP	40	27876	674978.75
Lman2l	DEG_down	P60	2	51133	77142.25
Lmntd1	invariant	ChromHMM_ActiveEnhancer	44	1473	454327
Lmntd1	invariant	K27ac_ChIP	17	133665	964058.5
Lmntd1	invariant	P60	1	248647	248647
Lmo1	DEG_down	ChromHMM_ActiveEnhancer	35	151793	1587993
Lmo1	DEG_down	K27ac_ChIP	32	5639	717177.75
Lmo1	DEG_down	P60	1	138740.5	138740.5
Lmo4	DEG_down	ChromHMM_ActiveEnhancer	11	276980	332480
Lmo4	DEG_down	K27ac_ChIP	7	695.5	913410
Lmo7	invariant	ChromHMM_ActiveEnhancer	55	61057	1268557
Lmo7	invariant	K27ac_ChIP	20	61191	1356970
Lmod1	invariant	ChromHMM_ActiveEnhancer	57	53007	1007193
Lmod1	invariant	ENCODE	1	612055	612055
Lmod1	invariant	K27ac_ChIP	53	11340	815529.5
Lmod1	invariant	P60	5	609589.5	1106585.5
Lnpep	invariant	ChromHMM_ActiveEnhancer	7	7650	1803950
Lnpep	invariant	K27ac_ChIP	9	224	213289.5
Lnx1	DEG_down	ChromHMM_ActiveEnhancer	56	40912	660362
Lnx1	DEG_down	K27ac_ChIP	17	25207.5	609548
Lnx1	DEG_down	P60	2	439608	541823
Lnx2	invariant	ChromHMM_ActiveEnhancer	13	358814	738686
Lnx2	invariant	K27ac_ChIP	28	5	812677.75
Lnx2	invariant	P60	2	11266.5	185565
Lonp2	invariant	ChromHMM_ActiveEnhancer	89	43343	725857
Lonp2	invariant	ENCODE	1	1865070	1865070
Lonp2	invariant	K27ac_ChIP	64	38462.5	1046409.75
Lonp2	invariant	P60	8	74771.5	965671.5
Lonrf1	DEG_down	ChromHMM_ActiveEnhancer	88	384	358334
Lonrf1	DEG_down	K27ac_ChIP	38	1917	320687.25
Lonrf1	DEG_down	P60	3	148553	245534.5
Lonrf2	invariant	ChromHMM_ActiveEnhancer	77	35689	1102989
Lonrf2	invariant	K27ac_ChIP	38	272	1026546.25
Lonrf2	invariant	P60	1	613908	613908
Lpar1	invariant	ChromHMM_ActiveEnhancer	89	45098	1293902
Lpar1	invariant	K27ac_ChIP	39	180001.5	1294054.5
Lpar1	invariant	P60	2	1285315	1363714
Lpcat3	DEG_down	ChromHMM_ActiveEnhancer	44	6573	1489573
Lpcat3	DEG_down	ENCODE	1	1927242.5	1927242.5
Lpcat3	DEG_down	K27ac_ChIP	46	30972	1668391.5
Lpcat3	DEG_down	P60	6	95687.5	458616.25
Lpo	DEG_down	ChromHMM_ActiveEnhancer	16	320811	780300
Lpo	DEG_down	K27ac_ChIP	25	49503	387835
Lpo	DEG_down	P60	3	57980	241492
Lpp	DEG_down	ChromHMM_ActiveEnhancer	74	2907	407957
Lpp	DEG_down	K27ac_ChIP	35	458	520675.5
Lpp	DEG_down	P60	4	55000.5	321504.5
Lrfn2	DEG_down	ChromHMM_ActiveEnhancer	66	269421	1062029
Lrfn2	DEG_down	K27ac_ChIP	29	497067.5	1172188.5
Lrfn2	DEG_down	P60	2	371611.5	485604.5
Lrif1	invariant	ChromHMM_ActiveEnhancer	120	404613	1070650
Lrif1	invariant	K27ac_ChIP	58	37434	1053307.25
Lrif1	invariant	P60	3	417144.5	830317
Lrit3	invariant	ChromHMM_ActiveEnhancer	29	151830	348330
Lrit3	invariant	K27ac_ChIP	9	78502.5	1498970.5
Lrp1b	invariant	ChromHMM_ActiveEnhancer	30	23524	754374
Lrp1b	invariant	K27ac_ChIP	4	1737	926549
Lrp2bp	invariant	ChromHMM_ActiveEnhancer	83	11597	1027403
Lrp2bp	invariant	K27ac_ChIP	30	923.5	1012618.25
Lrp8	invariant	ChromHMM_ActiveEnhancer	66	12231	831469
Lrp8	invariant	K27ac_ChIP	34	138.5	832363.75
Lrp8	invariant	P60	2	22245.5	417256.25
Lrrc1	invariant	ChromHMM_ActiveEnhancer	21	9570	650430
Lrrc1	invariant	K27ac_ChIP	17	206054.5	1490531.5
Lrrc14	invariant	ChromHMM_ActiveEnhancer	35	324177	1125577
Lrrc14	invariant	ENCODE	1	1098921	1098921
Lrrc14	invariant	K27ac_ChIP	63	8701	853782.5
Lrrc14	invariant	P60	5	190085.5	320235
Lrrc23	DEG_down	ChromHMM_ActiveEnhancer	47	67573	1420173
Lrrc23	DEG_down	ENCODE	1	1810542.5	1810542.5
Lrrc23	DEG_down	K27ac_ChIP	43	10843.5	451574
Lrrc23	DEG_down	P60	6	21012.5	341916.25
Lrrc24	invariant	ChromHMM_ActiveEnhancer	35	312627	1134773
Lrrc24	invariant	ENCODE	1	1087371	1087371
Lrrc24	invariant	K27ac_ChIP	63	920	865332.5
Lrrc24	invariant	P60	5	201635.5	331785
Lrrc27	invariant	ChromHMM_ActiveEnhancer	14	36912	194100
Lrrc27	invariant	K27ac_ChIP	30	153	249768.25
Lrrc27	invariant	P60	3	125650.5	225523.5
Lrrc38	invariant	ChromHMM_ActiveEnhancer	58	194057	1128457
Lrrc38	invariant	K27ac_ChIP	24	686	1291362.25
Lrrc38	invariant	P60	1	1279905.5	1279905.5
Lrrc3b	DEG_down	ChromHMM_ActiveEnhancer	91	5887	596087
Lrrc3b	DEG_down	K27ac_ChIP	32	1316.5	603212
Lrrc3b	DEG_down	P60	1	647501	647501
Lrrc40	invariant	ChromHMM_ActiveEnhancer	71	81262	1043762
Lrrc40	invariant	K27ac_ChIP	39	121.5	1089604
Lrrc40	invariant	P60	4	833079	1008649.25
Lrrc42	DEG_down	ChromHMM_ActiveEnhancer	56	53668	554800
Lrrc42	DEG_down	K27ac_ChIP	32	708.5	329489.75
Lrrc42	DEG_down	P60	2	263930	417256.25
Lrrc45	invariant	ChromHMM_ActiveEnhancer	16	86375	974625
Lrrc45	invariant	ENCODE	1	1843495.5	1843495.5
Lrrc45	invariant	K27ac_ChIP	59	100439.5	974389
Lrrc45	invariant	P60	8	472478.5	1081725.25
Lrrc47	invariant	ChromHMM_ActiveEnhancer	19	97569	1296769
Lrrc47	invariant	ENCODE	1	1259828	1259828
Lrrc47	invariant	K27ac_ChIP	57	128711.5	1282469.5
Lrrc47	invariant	P60	10	881477	1326201.5
Lrrc49	DEG_down	ChromHMM_ActiveEnhancer	21	23858	1057542
Lrrc49	DEG_down	ENCODE	2	1768731	1808088.5
Lrrc49	DEG_down	K27ac_ChIP	32	517.5	1678951
Lrrc49	DEG_down	P60	2	1668337.5	1734082.75
Lrrc4c	DEG_down	ChromHMM_ActiveEnhancer	76	6531	655631
Lrrc4c	DEG_down	K27ac_ChIP	12	2028	1819947.75
Lrrc51	invariant	ChromHMM_ActiveEnhancer	22	26205	589700
Lrrc51	invariant	K27ac_ChIP	21	27736.5	631977
Lrrc51	invariant	P60	1	603679	603679
Lrrc57	DEG_up	ChromHMM_ActiveEnhancer	57	323920	1058680
Lrrc57	DEG_up	K27ac_ChIP	56	121132.5	996798.5
Lrrc57	DEG_up	P60	4	388445	745418.75
Lrrc58	invariant	ChromHMM_ActiveEnhancer	31	55989	500389
Lrrc58	invariant	K27ac_ChIP	24	68.5	402144.5
Lrrc58	invariant	P60	1	420722.5	420722.5
Lrrc69	invariant	ChromHMM_ActiveEnhancer	63	70040	946260
Lrrc69	invariant	K27ac_ChIP	19	68746.5	963456
Lrrc7	DEG_up	ChromHMM_ActiveEnhancer	67	606821	1531121
Lrrc7	DEG_up	K27ac_ChIP	38	525437.5	1609361.5
Lrrc7	DEG_up	P60	4	1358638	1534208.25
Lrrc8a	invariant	ChromHMM_ActiveEnhancer	41	4985	1014415
Lrrc8a	invariant	K27ac_ChIP	57	26672.5	1019604
Lrrc8a	invariant	P60	10	17352.5	652768.75
Lrrc8b	invariant	ChromHMM_ActiveEnhancer	36	4475	1566750
Lrrc8b	invariant	K27ac_ChIP	27	1107	1036819
Lrrc8b	invariant	P60	1	1042977.5	1042977.5
Lrrc8c	DEG_up	ChromHMM_ActiveEnhancer	37	90988	1591312
Lrrc8c	DEG_up	K27ac_ChIP	28	91249	1047558.5
Lrrc8c	DEG_up	P60	1	939364.5	939364.5
Lrrfip1	DEG_up	ChromHMM_ActiveEnhancer	43	101737	1172463
Lrrfip1	DEG_up	K27ac_ChIP	28	252437.5	1414816.75
Lrrfip1	DEG_up	P60	1	1436099.5	1436099.5
Lrrfip2	invariant	ChromHMM_ActiveEnhancer	25	788492	1225592
Lrrfip2	invariant	K27ac_ChIP	25	1275.5	983534
Lrrfip2	invariant	P60	3	433223.5	1056510.5
Lrriq3	invariant	ChromHMM_ActiveEnhancer	73	401134	1615466
Lrriq3	invariant	K27ac_ChIP	36	102	1773666.5
Lrriq3	invariant	P60	3	1469597.5	1853945
Lrrk1	invariant	ChromHMM_ActiveEnhancer	62	127450	1127150
Lrrk1	invariant	K27ac_ChIP	28	127251	1458549.5
Lrrk1	invariant	P60	3	1120906	1762513.5
Lrrk2	DEG_down	ChromHMM_ActiveEnhancer	44	30425	385025
Lrrk2	DEG_down	K27ac_ChIP	11	382.5	378828.5
Lrrn1	DEG_down	ChromHMM_ActiveEnhancer	119	5132	709068
Lrrn1	DEG_down	K27ac_ChIP	31	1711	694225.5
Lrrn1	DEG_down	P60	3	468879	922661
Lrrn2	invariant	ChromHMM_ActiveEnhancer	115	673	1044573
Lrrn2	invariant	ENCODE	1	1832479	1832479
Lrrn2	invariant	K27ac_ChIP	78	682.5	1301551.25
Lrrn2	invariant	P60	10	32584	1097656
Lrrtm4	DEG_up	ChromHMM_ActiveEnhancer	6	731423	1454973
Lrrtm4	DEG_up	K27ac_ChIP	1	1452510	1452510
Lsamp	DEG_down	ChromHMM_ActiveEnhancer	49	161	1547639
Lsamp	DEG_down	K27ac_ChIP	24	1013.5	1747313.5
Lsamp	DEG_down	P60	2	1754460.5	1849741.25
Lsg1	invariant	ChromHMM_ActiveEnhancer	121	58608	1011008
Lsg1	invariant	K27ac_ChIP	47	14521	960291.5
Lsg1	invariant	P60	2	882933.5	1226828.5
Lsm1	DEG_up	ChromHMM_ActiveEnhancer	41	164388	748512
Lsm1	DEG_up	K27ac_ChIP	27	53	374529.5
Lsm1	DEG_up	P60	1	250563.5	250563.5
Lsm11	invariant	ChromHMM_ActiveEnhancer	14	18035	1108135
Lsm11	invariant	K27ac_ChIP	12	763	721681.25
Lsm11	invariant	P60	1	349243.5	349243.5
Lsm14a	invariant	ChromHMM_ActiveEnhancer	2	151015	396500
Lsm14a	invariant	K27ac_ChIP	6	159111.5	656329
Lsm14b	invariant	ChromHMM_ActiveEnhancer	104	4587	1704537
Lsm14b	invariant	K27ac_ChIP	68	359.5	1225559
Lsm14b	invariant	P60	5	796411.5	1115150
Lsm3	invariant	ChromHMM_ActiveEnhancer	49	103428	703728
Lsm3	invariant	K27ac_ChIP	36	105731	714718.5
Lsm3	invariant	P60	2	140151	451313
Lsm6	DEG_up	ChromHMM_ActiveEnhancer	87	2540	571160
Lsm6	DEG_up	K27ac_ChIP	17	123	539697.5
Lsm7	invariant	ChromHMM_ActiveEnhancer	30	9291	781809
Lsm7	invariant	ENCODE	1	561913	561913
Lsm7	invariant	K27ac_ChIP	82	9571	561534.75
Lsm7	invariant	P60	9	79449.5	295947
Lsmem1	DEG_up	ChromHMM_ActiveEnhancer	133	179610	873390
Lsmem1	DEG_up	K27ac_ChIP	45	22555	1075981.5
Lsmem1	DEG_up	P60	3	290494.5	873989.5
Lsmem2	invariant	ChromHMM_ActiveEnhancer	20	3275	430025
Lsmem2	invariant	ENCODE	1	532692.5	532692.5
Lsmem2	invariant	K27ac_ChIP	54	3675.5	533426
Lsmem2	invariant	P60	6	21669	404246.5
Lss	invariant	ChromHMM_ActiveEnhancer	129	197488	964712
Lss	invariant	K27ac_ChIP	73	88599.5	865106.5
Lss	invariant	P60	5	271595	870754
Ltbp2	DEG_up	ChromHMM_ActiveEnhancer	80	2468	1546582
Ltbp2	DEG_up	K27ac_ChIP	59	765	1215904.5
Ltbp2	DEG_up	P60	7	33703.5	1566213
Ltn1	invariant	ChromHMM_ActiveEnhancer	22	68212	665762
Ltn1	invariant	K27ac_ChIP	9	8238	77965.5
Luc7l	invariant	ChromHMM_ActiveEnhancer	26	204596	1327000
Luc7l	invariant	ENCODE	1	1221060	1221060
Luc7l	invariant	K27ac_ChIP	74	183917	1177945.25
Luc7l	invariant	P60	7	213390	342666.5
Luc7l3	invariant	ChromHMM_ActiveEnhancer	12	155612	803188
Luc7l3	invariant	K27ac_ChIP	45	4925.5	711015
Luc7l3	invariant	P60	6	97774.5	771056.5
Ly6a	invariant	ChromHMM_ActiveEnhancer	45	38331	1186069
Ly6a	invariant	K27ac_ChIP	50	41243.5	1349718.75
Ly6a	invariant	P60	3	1392357	1460361
Ly6i	invariant	ChromHMM_ActiveEnhancer	45	23730	1200670
Ly6i	invariant	K27ac_ChIP	50	26642.5	1349718.75
Ly6i	invariant	P60	3	1406958	1474962
Lyn	DEG_down	ChromHMM_ActiveEnhancer	30	1215	59615
Lyn	DEG_down	K27ac_ChIP	7	506	85409.5
Lypd6b	DEG_up	ChromHMM_ActiveEnhancer	50	24312	174638
Lypd6b	DEG_up	K27ac_ChIP	24	41578.5	136019.25
Lypd6b	DEG_up	P60	2	52856.5	91733
Lyrm7	invariant	ChromHMM_ActiveEnhancer	27	69684	558516
Lyrm7	invariant	K27ac_ChIP	32	290.5	552572.25
Lyrm7	invariant	P60	4	481576	696246.75
Lyrm9	DEG_down	ChromHMM_ActiveEnhancer	27	290416	889484
Lyrm9	DEG_down	K27ac_ChIP	33	313347	932871.5
Lyrm9	DEG_down	P60	2	822466.5	1241997
Lysmd1	invariant	ChromHMM_ActiveEnhancer	21	116512	762288
Lysmd1	invariant	K27ac_ChIP	34	4787	857638
Lysmd1	invariant	P60	2	144572.5	510365
Lysmd4	invariant	ChromHMM_ActiveEnhancer	56	5756	858706
Lysmd4	invariant	K27ac_ChIP	16	57	719900.75
Lysmd4	invariant	P60	1	286712	286712
Lyst	DEG_down	ChromHMM_ActiveEnhancer	64	2003	1497797
Lyst	DEG_down	K27ac_ChIP	28	485.5	1475002.5
Lyst	DEG_down	P60	1	1535768	1535768
Lyzl4	DEG_up	ChromHMM_ActiveEnhancer	50	136196	544150
Lyzl4	DEG_up	ENCODE	1	395115	395115
Lyzl4	DEG_up	K27ac_ChIP	39	598	342844.5
Lyzl4	DEG_up	P60	3	270080.5	400031.5
Lzts3	DEG_up	ChromHMM_ActiveEnhancer	88	149197	1079453
Lzts3	DEG_up	K27ac_ChIP	42	1030.5	1043936.5
Lzts3	DEG_up	P60	2	1071982.5	1470805
Macir	invariant	ChromHMM_ActiveEnhancer	11	826	99626
Macir	invariant	K27ac_ChIP	2	2114	54947.5
Macrod1	invariant	ChromHMM_ActiveEnhancer	16	34290	161840
Macrod1	invariant	ENCODE	2	522151	639015
Macrod1	invariant	K27ac_ChIP	70	16857.5	755314
Macrod1	invariant	P60	6	76944.5	656390.25
Macroh2a1	invariant	ChromHMM_ActiveEnhancer	71	23061	1596939
Macroh2a1	invariant	K27ac_ChIP	49	1112.5	1545846.5
Macroh2a1	invariant	P60	4	1176356.5	1600856.75
Mad1l1	invariant	ChromHMM_ActiveEnhancer	21	103552	880352
Mad1l1	invariant	K27ac_ChIP	19	97713.5	982752.5
Mad1l1	invariant	P60	4	745057	1088695.75
Mad2l2	invariant	ChromHMM_ActiveEnhancer	16	23115	1269385
Mad2l2	invariant	K27ac_ChIP	20	9569.5	1381384.25
Mad2l2	invariant	P60	3	1171316.5	1599384
Maea	invariant	ChromHMM_ActiveEnhancer	51	87809	1047409
Maea	invariant	K27ac_ChIP	48	34663.5	893514
Maea	invariant	P60	2	1000552.5	1411903.75
Maf	DEG_down	ChromHMM_ActiveEnhancer	85	10294	926706
Maf	DEG_down	K27ac_ChIP	28	1314.5	1076628.75
Maf	DEG_down	P60	4	1037309	1128357.25
Maf1	invariant	ChromHMM_ActiveEnhancer	34	102094	1413100
Maf1	invariant	ENCODE	1	1458250	1458250
Maf1	invariant	K27ac_ChIP	65	7092.5	735479.5
Maf1	invariant	P60	5	39094	169243.5
Magee2	DEG_up	ChromHMM_ActiveEnhancer	7	357667	864233
Magee2	DEG_up	K27ac_ChIP	9	263571	1331195
Mageh1	invariant	ChromHMM_ActiveEnhancer	15	62875	906575
Mageh1	invariant	K27ac_ChIP	17	53	815446.5
Mageh1	invariant	P60	1	864505.5	864505.5
Magi1	DEG_down	ChromHMM_ActiveEnhancer	49	65617	369283
Magi1	DEG_down	K27ac_ChIP	16	787	367647.25
Magi1	DEG_down	P60	1	377191.5	377191.5
Magi2	DEG_down	ChromHMM_ActiveEnhancer	87	2036	896836
Magi2	DEG_down	K27ac_ChIP	17	404.5	896854.5
Magi2	DEG_down	P60	1	888826.5	888826.5
Magi3	DEG_up	ChromHMM_ActiveEnhancer	111	135826	1270926
Magi3	DEG_up	K27ac_ChIP	39	252077	831937.5
Magi3	DEG_up	P60	2	373792	929746
Magoh	invariant	ChromHMM_ActiveEnhancer	66	22355	909355
Magoh	invariant	K27ac_ChIP	34	59011.5	904132
Magoh	invariant	P60	2	55640.5	472896.75
Magt1	invariant	ChromHMM_ActiveEnhancer	5	290406	1782594
Magt1	invariant	K27ac_ChIP	7	176556	891068
Mak16	invariant	ChromHMM_ActiveEnhancer	12	1864	46814
Mak16	invariant	K27ac_ChIP	5	18845	52957
Mak16	invariant	P60	1	51745	51745
Mal	invariant	ChromHMM_ActiveEnhancer	68	66105	1452405
Mal	invariant	K27ac_ChIP	28	66394	1488830.75
Mal	invariant	P60	2	129684	1021904.75
Malat1	invariant	ChromHMM_ActiveEnhancer	25	137628	1320028
Malat1	invariant	ENCODE	2	498259	615123
Malat1	invariant	K27ac_ChIP	96	564	776381
Malat1	invariant	P60	11	22222.5	1331082.5
Malsu1	invariant	ChromHMM_ActiveEnhancer	45	23405	1289705
Malsu1	invariant	K27ac_ChIP	36	853	1024831
Malsu1	invariant	P60	3	655978.5	1310677
Mamdc4	invariant	ChromHMM_ActiveEnhancer	20	36858	732550
Mamdc4	invariant	K27ac_ChIP	60	7795	532693.25
Mamdc4	invariant	P60	7	8300.5	304885
Maml1	invariant	ChromHMM_ActiveEnhancer	22	37511	345939
Maml1	invariant	K27ac_ChIP	26	33617	606483.25
Maml1	invariant	P60	2	67710	143623.5
Maml2	invariant	ChromHMM_ActiveEnhancer	38	2057	364143
Maml2	invariant	K27ac_ChIP	17	1208	373292.5
Maml2	invariant	P60	2	270713	290914.75
Maml3	DEG_down	ChromHMM_ActiveEnhancer	84	16576	565500
Maml3	DEG_down	K27ac_ChIP	44	2774	857828.5
Maml3	DEG_down	P60	4	8546.5	763248.75
Mamstr	DEG_down	ChromHMM_ActiveEnhancer	10	806023	937850
Mamstr	DEG_down	ENCODE	1	907191	907191
Mamstr	DEG_down	K27ac_ChIP	72	2900	820059.25
Mamstr	DEG_down	P60	8	67177.5	680934.25
Man1a	invariant	ChromHMM_ActiveEnhancer	33	92791	722909
Man1a	invariant	K27ac_ChIP	9	325681	572349.5
Man1a2	invariant	ChromHMM_ActiveEnhancer	54	46203	959297
Man1a2	invariant	K27ac_ChIP	19	1101.5	906673
Man1a2	invariant	P60	3	896290.5	1007818.5
Man1c1	invariant	ChromHMM_ActiveEnhancer	19	35490	1043190
Man1c1	invariant	K27ac_ChIP	51	1767	975380.5
Man1c1	invariant	P60	6	57904.5	511764.75
Man2a2	invariant	ChromHMM_ActiveEnhancer	65	6225	1557275
Man2a2	invariant	K27ac_ChIP	43	332.5	575946
Man2a2	invariant	P60	5	272368	1798519
Man2b2	invariant	ChromHMM_ActiveEnhancer	85	8747	1319547
Man2b2	invariant	ENCODE	1	72081	72081
Man2b2	invariant	K27ac_ChIP	45	37962	1045044.5
Man2b2	invariant	P60	4	71380	570481
Manba	DEG_down	ChromHMM_ActiveEnhancer	105	15311	1274689
Manba	DEG_down	K27ac_ChIP	42	303.5	1349213.75
Manba	DEG_down	P60	2	1224791	1423460
Manea	DEG_down	ChromHMM_ActiveEnhancer	57	7691	1078909
Manea	DEG_down	K27ac_ChIP	15	772.5	1065602
Maneal	invariant	ChromHMM_ActiveEnhancer	15	774929	1388629
Maneal	invariant	K27ac_ChIP	26	11912	1365710.5
Maneal	invariant	P60	3	1191856.5	1257407
Manf	invariant	ChromHMM_ActiveEnhancer	22	195721	653729
Manf	invariant	ENCODE	1	1237788.5	1237788.5
Manf	invariant	K27ac_ChIP	54	447	737587
Manf	invariant	P60	6	372367.5	591408.25
Mansc1	DEG_down	ChromHMM_ActiveEnhancer	27	20388	321712
Mansc1	DEG_down	K27ac_ChIP	20	336.5	1062188
Mansc1	DEG_down	P60	1	1913387.5	1913387.5
Maoa	DEG_down	ChromHMM_ActiveEnhancer	31	270902	1555798
Maoa	DEG_down	K27ac_ChIP	8	80	937886.5
Map10	DEG_down	ChromHMM_ActiveEnhancer	91	27618	751618
Map10	DEG_down	K27ac_ChIP	68	86716.5	869211.5
Map10	DEG_down	P60	9	298705	920326.5
Map1b	invariant	ChromHMM_ActiveEnhancer	86	10840	681140
Map1b	invariant	K27ac_ChIP	33	385	1035563
Map1b	invariant	P60	2	1707852	1840766.75
Map1s	invariant	ChromHMM_ActiveEnhancer	62	25832	663668
Map1s	invariant	ENCODE	1	490666	490666
Map1s	invariant	K27ac_ChIP	52	25848.5	591630.5
Map1s	invariant	P60	4	202863.5	401783.25
Map2k1	invariant	ChromHMM_ActiveEnhancer	21	134869	376469
Map2k1	invariant	ENCODE	2	1718027	1757384.5
Map2k1	invariant	K27ac_ChIP	45	87124	1491161
Map2k1	invariant	P60	5	142762	341084
Map2k3	invariant	ChromHMM_ActiveEnhancer	19	49067	722733
Map2k3	invariant	K27ac_ChIP	68	18374.5	699487.75
Map2k3	invariant	P60	7	124786	615540.5
Map2k5	DEG_down	ChromHMM_ActiveEnhancer	26	42998	1149300
Map2k5	DEG_down	ENCODE	2	842298	881655.5
Map2k5	DEG_down	K27ac_ChIP	39	187	962853
Map2k5	DEG_down	P60	5	889916	1021406.5
Map2k6	DEG_down	ChromHMM_ActiveEnhancer	20	68722	875322
Map2k6	DEG_down	K27ac_ChIP	10	61771	973957.25
Map3k11	invariant	ChromHMM_ActiveEnhancer	25	251558	1402358
Map3k11	invariant	ENCODE	2	612189	729053
Map3k11	invariant	K27ac_ChIP	99	50846.5	885459.5
Map3k11	invariant	P60	11	136152.5	1256642.5
Map3k14	DEG_down	ChromHMM_ActiveEnhancer	15	90045	921555
Map3k14	DEG_down	K27ac_ChIP	43	49543.5	871399
Map3k14	DEG_down	P60	11	71528	891566
Map3k19	invariant	ChromHMM_ActiveEnhancer	56	187931	347081
Map3k19	invariant	K27ac_ChIP	12	14231	331941.75
Map3k2	invariant	ChromHMM_ActiveEnhancer	72	221811	1198939
Map3k2	invariant	K27ac_ChIP	47	538.5	900646.5
Map3k2	invariant	P60	5	238243.5	984109
Map3k20	DEG_up	ChromHMM_ActiveEnhancer	52	109437	347837
Map3k20	DEG_up	K27ac_ChIP	25	49728	311928
Map3k20	DEG_up	P60	1	278115	278115
Map3k4	invariant	ChromHMM_ActiveEnhancer	69	17696	1002996
Map3k4	invariant	ENCODE	1	1233104	1233104
Map3k4	invariant	K27ac_ChIP	30	31	619538
Map3k5	DEG_down	ChromHMM_ActiveEnhancer	109	1372	300228
Map3k5	DEG_down	K27ac_ChIP	29	1187	1149018
Map3k5	DEG_down	P60	1	1948904.5	1948904.5
Map3k6	invariant	ChromHMM_ActiveEnhancer	22	199082	1416482
Map3k6	invariant	K27ac_ChIP	47	57042.5	645961.5
Map3k6	invariant	P60	7	148518.5	1182114
Map3k7	invariant	ChromHMM_ActiveEnhancer	91	57403	1103703
Map3k7	invariant	K27ac_ChIP	34	56840.5	1050422.5
Map3k7	invariant	P60	1	1950263	1950263
Map3k8	DEG_down	ChromHMM_ActiveEnhancer	21	1685	1074685
Map3k8	DEG_down	K27ac_ChIP	13	395.5	1015629
Map3k9	invariant	ChromHMM_ActiveEnhancer	75	24575	1011275
Map3k9	invariant	K27ac_ChIP	42	26494.5	1317698.25
Map3k9	invariant	P60	4	949296.5	1472566.75
Map4	invariant	ChromHMM_ActiveEnhancer	9	39460	397640
Map4	invariant	ENCODE	1	1801692.5	1801692.5
Map4	invariant	K27ac_ChIP	43	975.5	1364088.5
Map4	invariant	P60	4	129621.5	1267230
Map4k2	DEG_up	ChromHMM_ActiveEnhancer	21	41565	819665
Map4k2	DEG_up	ENCODE	2	40204	116864
Map4k2	DEG_up	K27ac_ChIP	76	26250	624695.25
Map4k2	DEG_up	P60	7	39194	604249.5
Map4k5	invariant	ChromHMM_ActiveEnhancer	68	33000	984350
Map4k5	invariant	K27ac_ChIP	25	1353.5	695911.5
Map6	invariant	ChromHMM_ActiveEnhancer	50	37653	826647
Map6	invariant	K27ac_ChIP	37	732.5	1089653.5
Map6	invariant	P60	1	1851144.5	1851144.5
Map7	invariant	ChromHMM_ActiveEnhancer	108	371	208471
Map7	invariant	K27ac_ChIP	30	1663	1140385.25
Map7	invariant	P60	1	1734905.5	1734905.5
Map9	DEG_down	ChromHMM_ActiveEnhancer	53	7356	1586644
Map9	DEG_down	K27ac_ChIP	17	238	1556944
Map9	DEG_down	P60	1	1851934.5	1851934.5
Mapk10	invariant	ChromHMM_ActiveEnhancer	15	98434	547066
Mapk10	invariant	K27ac_ChIP	21	2025	1088263
