gene_id	enriched_in	symbol
67458	Control	Ergic1
224648	Control	Bltp3a
224650	Control	Anks1
68776	Control	Taf11
328788	Control	Clpsl2
67645	Control	Armc12
18131	Control	Notch3
208292	Control	Zfp871
240066	Control	Zfp870
69481	Control	Actl9
17916	Control	Myo1f
224697	Control	Adamts10
224792	Control	Adgrf5
109115	Control	Supt3
320638	Control	A730006G06Rik
68224	Control	1700067P10Rik
76438	Control	Rftn1
13164	Control	Dazl
18519	Control	Kat2b
17158	Control	Man2a1
381107	Control	Tmem232
30960	Control	Vapa
19274	Control	Ptprm
74355	Control	Smchd1
78785	Control	Clip4
12211	Control	Birc6
240168	Control	Rasgrp3
320473	Control	Heatr5b
53951	Control	Gpatch11
225027	Control	Srsf7
106794	Control	Dhx57
378462	Control	Morn2
381112	Control	Arhgef33
240174	Control	Thada
18754	Control	Prkce
72104	Control	2010106C02Rik
210741	Control	Kcnk12
18189	Control	Nrxn1
75415	Control	Arhgap12
19330	Control	Rab18
74934	Control	Odad2
225187	Control	Ankrd29
16774	Control	Lama3
72747	Control	Ttc39c
64291	Control	Osbpl1a
71367	Control	Chst9
75433	Control	1700001G01Rik
319211	Control	Nol4
14423	Control	Galnt1
20983	Control	Syt4
26405	Control	Map3k2
27528	Control	Nrep
433171	Control	Gm10549
225363	Control	Etf1
100384868	Control	Pcdha4b
103611158	Control	Gm38666
103611159	Control	Gm38667
83885	Control	Slc25a2
72930	Control	Ppp2r2b
69456	Control	Commd10
67847	Control	Sncaip
70425	Control	Csnk1g3
269023	Control	Zfp608
107022	Control	Gramd2b
66307	Control	Isoc1
170826	Control	Ppargc1b
106877	Control	Afap1l1
667742	Control	Piezo2
83814	Control	Nedd4l
17191	Control	Mbd2
13176	Control	Dcc
107029	Control	Me2
114615	Control	Elac1
17919	Control	Myo5b
16891	Control	Lipg
69190	Control	Dym
269037	Control	Ctif
338403	Control	Cndp1
623279	Control	Dok6
70011	Control	1700030N03Rik
16973	Control	Lrp5
72056	Control	1810055G02Rik
12794	Control	Cnih2
381199	Control	Tmem151a
68090	Control	Yif1a
76308	Control	Rab1b
56327	Control	Arl2
69024	Control	Snx15
54525	Control	Syt7
21888	Control	Tle4
14675	Control	Gna14
353211	Control	Prune2
75354	Control	4930554I06Rik
22682	Control	Zfand5
72351	Control	Ptar1
102465114	Control	Mir3084-2
67155	Control	Smarca2
208449	Control	Sgms1
15958	Control	Ifit2
107371	Control	Exoc6
13095	Control	Cyp2c29
638988	Control	Cyp2c53-ps
100043108	Control	Cyp2c69
17060	Control	Blnk
72672	Control	Zfp518a
100526549	Control	Mir3085
71146	Control	Golga7b
72832	Control	Crtac1
52013	Control	R3hcc1l
66388	Control	Cutc
71972	Control	Dnmbp
12821	Control	Col17a1
20874	Control	Slk
58178	Control	Sorcs1
27360	Control	Add3
433256	Control	Acsl5
66980	Control	Zdhhc6
226251	Control	Ablim1
226255	Control	Atrnl1
78832	Control	Cacul1
497097	Mutant	Xkr4
58175	Mutant	Rgs20
71096	Mutant	Sntg1
109294	Mutant	Prex2
320492	Mutant	A830018L16Rik
17978	Mutant	Ncoa2
277328	Mutant	Trpa1
98711	Mutant	Rdh10
29819	Mutant	Stau2
654454	Mutant	Defb44-ps
241035	Mutant	Pkhd1
116837	Mutant	Rims1
12823	Mutant	Col19a1
210933	Mutant	Adgrb3
50785	Mutant	Hs6st1
12859	Mutant	Cox5b
226977	Mutant	Actr1b
381337	Mutant	Fam178b
56030	Mutant	Tmem131
18143	Mutant	Npas2
93690	Mutant	Gpr45
73122	Mutant	Tgfbrap1
73674	Mutant	Wdr75
100101919	Mutant	Dnah7c
227059	Mutant	Slc39a10
100045066	Mutant	Gm17767
98267	Mutant	Stk17b
329152	Mutant	Hecw2
227120	Mutant	Plcl1
67198	Mutant	Spats2l
71724	Mutant	Aox3
12168	Mutant	Bmpr2
72750	Mutant	Fam117b
57750	Mutant	Wdr12
269198	Mutant	Nbeal1
72823	Mutant	Pard3b
18187	Mutant	Nrp2
227195	Mutant	Ino80d
93691	Mutant	Klf7
70861	Mutant	Akr1cl
15926	Mutant	Idh1
18711	Mutant	Pikfyve
329178	Mutant	Unc80
66646	Mutant	Rpe
13869	Mutant	Erbb4
102636764	Mutant	Gm29536
252903	Mutant	Ap1s3
241134	Mutant	Nyap2
76867	Mutant	Rhbdd1
12828	Mutant	Col4a3
77629	Mutant	Sphkap
620078	Mutant	Sp140l2
208718	Mutant	Dis3l2
23956	Mutant	Neu2
53972	Mutant	Ngef
16331	Mutant	Inpp5d
12778	Mutant	Ackr3
19329	Mutant	Rab17
259040	Mutant	Or6b2
67273	Mutant	Ndufa10
208777	Mutant	Sned1
227394	Mutant	Slco4c1
18484	Mutant	Pam
102634194	Mutant	Gm29461
241175	Mutant	Cntnap5b
27392	Mutant	Pign
21934	Mutant	Tnfrsf11a
319596	Mutant	D830032E09Rik
227485	Mutant	Cdh19
269109	Mutant	Dpp10
71111	Mutant	Gpr39
210356	Mutant	Nckap5
100502745	Mutant	2900009J06Rik
266645	Mutant	Acmsd
72949	Mutant	Ccnt2
210417	Mutant	Thsd7b
17164	Mutant	Mapkapk2
108900	Mutant	Fam72a
14270	Mutant	Srgap2
98415	Mutant	Nucks1
213464	Mutant	Rbbp5
21367	Mutant	Cntn2
74626	Mutant	Tmem81
100038653	Mutant	Gm10538
269116	Mutant	Nfasc
16980	Mutant	Lrrn2
240753	Mutant	Plekha6
280287	Mutant	Kiss1
68338	Mutant	Golt1a
215690	Mutant	Nav1
226438	Mutant	Igfn1
59125	Mutant	Nek7
19735	Mutant	Rgs2
246709	Mutant	Rgs13
215378	Mutant	Brinp3
545370	Mutant	Hmcn1
19821	Mutant	Rnf2
63913	Mutant	Niban1
19734	Mutant	Rgs16
24014	Mutant	Rnasel
12290	Mutant	Cacna1e
329274	Mutant	Fam163a
170484	Mutant	Nphs2
77352	Mutant	Axdnd1
226525	Mutant	Rasal2
89867	Mutant	Sec16b
21960	Mutant	Tnr
329278	Mutant	Tnn
67647	Mutant	4930523C07Rik
75255	Mutant	4930562F07Rik
29809	Mutant	Rabgap1l
226541	Mutant	Klhl20
103967	Mutant	Dnm3
67292	Mutant	Pigc
72753	Mutant	2810442N19Rik
100038657	Mutant	Myocos
433375	Mutant	Creg1
100039795	Mutant	Ildr2
258759	Mutant	Or10j27
226695	Mutant	Ifi205
24012	Mutant	Rgs7
78825	Mutant	Desi2
269152	Mutant	Kif26b
226747	Mutant	Ahctf1
383592	Mutant	Kif28
19165	Mutant	Psen2
320404	Mutant	Itpkb
72568	Mutant	Lin9
13800	Mutant	Enah
226778	Mutant	Mark1
226791	Mutant	Lyplal1
320449	Mutant	A730004F24Rik
67223	Mutant	Rrp15
26381	Mutant	Esrrg
22283	Mutant	Ush2a
11910	Mutant	Atf3
619288	Mutant	Garin4
329324	Mutant	Syt14
18845	Mutant	Plxna2
209645	Mutant	Bend7
14007	Mutant	Celf2
65969	Mutant	Cubn
77940	Mutant	A930004D18Rik
13418	Mutant	Dnajc1
17354	Mutant	Mllt10
70882	Mutant	Armc3
208618	Mutant	Etl4
667663	Mutant	Myo3a
11308	Mutant	Abi1
100125929	Mutant	0610009E02Rik
227648	Mutant	Sec16a
22325	Mutant	Vav2
20181	Mutant	Rxra
102465170	Mutant	Mir133c
68975	Mutant	Med27
108958	Mutant	Miga2
227700	Mutant	Sh3glb2
108168742	Mutant	Gm13427
227715	Mutant	Exosc2
99326	Mutant	Garnl3
259053	Mutant	Or1b1
545417	Mutant	Or7c74
241324	Mutant	Crb2
14536	Mutant	Nr6a1
94217	Mutant	Lrp1b
76117	Mutant	Arhgap15
71409	Mutant	Fmnl2
66205	Mutant	Cd302
16420	Mutant	Itgb6
21375	Mutant	Tbr1
59029	Mutant	Psmd14
94229	Mutant	Slc4a10
13482	Mutant	Dpp4
14089	Mutant	Fap
319876	Mutant	Cobll1
110876	Mutant	Scn2a
73668	Mutant	Ttc21b
20272	Mutant	Scn7a
75721	Mutant	4932414N04Rik
329421	Mutant	Myo3b
107435	Mutant	Hat1
13392	Mutant	Dlx2
16403	Mutant	Itga6
69605	Mutant	Lnpk
241489	Mutant	Pde11a
620631	Mutant	Ift70a2
78802	Mutant	Ift70a1
99031	Mutant	Osbpl6
22193	Mutant	Ube2e3
228151	Mutant	Fads2b
258725	Mutant	Or5t15
258641	Mutant	Or9m1
67445	Mutant	C1qtnf4
68349	Mutant	Ndufs3
228361	Mutant	Ambra1
192285	Mutant	Phf21a
22034	Mutant	Traf6
72446	Mutant	Prr5l
99382	Mutant	Abtb2
98956	Mutant	Nat10
57443	Mutant	Fbxo3
70986	Mutant	4931422A03Rik
74088	Mutant	Them7
12064	Mutant	Bdnf
107723	Mutant	Slc12a6
72425	Mutant	Katnbl1
20192	Mutant	Ryr3
19419	Mutant	Rasgrp1
73938	Mutant	4930412B13Rik
21825	Mutant	Thbs1
329496	Mutant	Gm13986
140810	Mutant	Ttbk2
68968	Mutant	Cdan1
17754	Mutant	Map1a
67578	Mutant	Patl2
70928	Mutant	Trim69
74401	Mutant	Terb2
214968	Mutant	Sema6d
108011	Mutant	Ap4e1
72180	Mutant	Zfp661
100043424	Mutant	Morrbid
17289	Mutant	Mertk
66634	Mutant	Mcm8
66926	Mutant	Trmt6
18795	Mutant	Plcb1
241656	Mutant	Pak5
72899	Mutant	Macrod2
78774	Mutant	Cfap61
241694	Mutant	Ralgapa2
12396	Mutant	Cbfa2t2
56846	Mutant	Necab3
75480	Mutant	1700003F12Rik
207182	Mutant	Ggt7
16418	Mutant	Eif6
17391	Mutant	Mmp24
613262	Mutant	Mmp24os1
71405	Mutant	Fam83c
170791	Mutant	Rbm39
347740	Mutant	Norad
20779	Mutant	Src
18803	Mutant	Plcg1
21969	Mutant	Top1
19281	Mutant	Ptprt
77288	Mutant	9430021M05Rik
241764	Mutant	L3mbtl1
269389	Mutant	Tox2
15378	Mutant	Hnf4a
68314	Mutant	Hnf4aos
329559	Mutant	Zfp335
14049	Mutant	Eya2
19223	Mutant	Ptgis
77031	Mutant	Slc9a8
18019	Mutant	Nfatc2
75508	Mutant	1700017J07Rik
76829	Mutant	Dok5
17201	Mutant	Mc3r
26972	Mutant	Spo11
66679	Mutant	Rae1
14683	Mutant	Gnas
74189	Mutant	Phactr3
108115	Mutant	Slco4a1
30942	Mutant	Hnf4g
18767	Mutant	Pkia
75149	Mutant	4930539M17Rik
170753	Mutant	Zfp704
76897	Mutant	Ralyl
635702	Mutant	Naaladl2
192167	Mutant	Nlgn1
75740	Mutant	Egfem1
241919	Mutant	Slc7a14
72413	Mutant	Kcnmb2
67120	Mutant	Ttc14
67713	Mutant	Dnajc19
320478	Mutant	Sox2ot
14173	Mutant	Fgf2
229228	Mutant	Nudt6
57815	Mutant	Afg2a
100040882	Mutant	1700017G19Rik
433586	Mutant	Maml3
242022	Mutant	Frem2
170767	Mutant	Rfxap
55994	Mutant	Smad9
26422	Mutant	Nbea
329650	Mutant	Med12l
67758	Mutant	Aadac
56758	Mutant	Mbnl1
17380	Mutant	Mme
102637797	Mutant	A330015K06Rik
16497	Mutant	Kcnab1
19288	Mutant	Ptx3
72789	Mutant	Veph1
66868	Mutant	Mfsd1
100505386	Mutant	Iqschfp
30953	Mutant	Schip1
71619	Mutant	Arl14
626082	Mutant	Gm20754
100504692	Mutant	Gm20356
381489	Mutant	Rxfp1
14800	Mutant	Gria2
54635	Mutant	Pdgfc
100534287	Mutant	Dchs2
229488	Mutant	Fhip1a
99889	Mutant	Arfip1
329693	Mutant	Fcrl5
27371	Mutant	Sh2d2a
67037	Mutant	Pmf1
76022	Mutant	Gon4l
105943584	Mutant	Gm45927
12748	Mutant	Clk2
15168	Mutant	Hcn3
24045	Mutant	Scamp3
20201	Mutant	S100a8
381493	Mutant	S100a7a
229550	Mutant	S100a7l2
20755	Mutant	Sprr2a1
100042514	Mutant	Sprr2a3
100504145	Mutant	Platr30
102632400	Mutant	Gm26689
18632	Mutant	Pex11b
213119	Mutant	Itga10
77578	Mutant	Bcl9
242109	Mutant	Zfp697
100043456	Mutant	Hsd3b8
56185	Mutant	Hao2
94093	Mutant	Trim33
20501	Mutant	Slc16a1
67171	Mutant	Dram2
321000	Mutant	Lrif1
16490	Mutant	Kcna2
17306	Mutant	Sypl2
72023	Mutant	Cyb561d1
72522	Mutant	Atxn7l2
20912	Mutant	Stxbp3
329739	Mutant	Eeig2
66715	Mutant	Henmt1
99586	Mutant	Dpyd
213603	Mutant	Slc44a3
14066	Mutant	F3
214137	Mutant	Arhgap29
118449	Mutant	Synpo2
210529	Mutant	Mettl14
69608	Mutant	Sec24d
64580	Mutant	Ndst4
22239	Mutant	Ugt8a
100862268	Mutant	Gm16958
109676	Mutant	Ank2
70617	Mutant	Fam241a
13809	Mutant	Enpep
16842	Mutant	Lef1
433653	Mutant	Gimd1
271981	Mutant	Tbck
77669	Mutant	Arhgef38
74776	Mutant	Ppa2
214133	Mutant	Tet2
67006	Mutant	Cisd2
242248	Mutant	Bank1
381476	Mutant	Stpg2
12167	Mutant	Bmpr1b
16007	Mutant	Ccn1
69219	Mutant	Ddah1
242253	Mutant	Dnai3
68279	Mutant	Mcoln2
229949	Mutant	Ak5
20447	Mutant	St6galnac3
75489	Mutant	1700012D16Rik
242259	Mutant	Slc44a5
435766	Mutant	Tnni3k
74435	Mutant	Lrriq3
320840	Mutant	Negr1
433667	Mutant	Ankrd13c
76947	Mutant	Ndufaf6
17389	Mutant	Mmp16
30952	Mutant	Cngb3
269513	Mutant	Nkain3
12014	Mutant	Bach2
242384	Mutant	Lingo2
18507	Mutant	Pax5
230126	Mutant	Shb
22590	Mutant	Xpa
12819	Mutant	Col15a1
21812	Mutant	Tgfbr1
19059	Mutant	Ppp3r2
242443	Mutant	Grin3a
11641	Mutant	NA
242481	Mutant	NA
677884	Mutant	Pakap
64817	Mutant	Svep1
634731	Mutant	Susd1
100041687	Mutant	Mup8
17841	Mutant	Mup2
100039028	Mutant	Mup11
100039116	Mutant	Mup14
100048885	Mutant	NA
100182	Mutant	Akna
73750	Mutant	Whrn
56079	Mutant	Astn2
56710	Mutant	Brinp1
100502896	Mutant	Msantd5f3
100862015	Mutant	Msantd5f4
790913	Mutant	Gm11413
320226	Mutant	Ccdc171
338349	Mutant	Cntln
102466157	Mutant	Mir6402
15569	Mutant	Elavl2
12695	Mutant	Patj
320508	Mutant	Cachd1
242602	Mutant	Cimap2
72475	Mutant	Ssbp3
16975	Mutant	Lrp8
242608	Mutant	Podn
15572	Mutant	Elavl4
78933	Mutant	Agbl4
639774	Mutant	Skint8
66743	Mutant	Rnf220
18363	Mutant	Or13p10
68050	Mutant	Akirin1
14807	Mutant	Grik3
27096	Mutant	Trappc3
26445	Mutant	Psmb2
329942	Mutant	Csmd2
29876	Mutant	Clic4
75718	Mutant	Vwa5b1
18784	Mutant	Pla2g5
15565	Mutant	Htr6
17965	Mutant	Nbl1
242736	Mutant	Pramel12
242737	Mutant	Oog4
100041379	Mutant	Zfp980
667666	Mutant	Zfp600
69743	Mutant	Casz1
12571	Mutant	Cdk6
23857	Mutant	Dmtf1
623849	Mutant	Gm6455
75330	Mutant	4930558F17Rik
623898	Mutant	Speer1h
69345	Mutant	1700003C15Rik
108151	Mutant	Sema3d
19699	Mutant	Reln
100910	Mutant	Chpf2
66993	Mutant	Smarcd3
735264	Mutant	Mir671
214301	Mutant	Crygn
108099	Mutant	Prkag2
14284	Mutant	Fosl2
81840	Mutant	Sorcs2
68525	Mutant	Evc2
12182	Mutant	Bst1
242960	Mutant	Fbxl5
20563	Mutant	Slit2
723822	Mutant	Mir218-1
80334	Mutant	Kcnip4
70693	Mutant	Adgra3
319216	Mutant	4932441J04Rik
319807	Mutant	Nwd2
100532	Mutant	Rell1
245945	Mutant	Rbm47
433899	Mutant	Grxcr1
100737	Mutant	Dcun1d4
16590	Mutant	Kit
319387	Mutant	Adgrl3
13839	Mutant	Epha5
12617	Mutant	Cenpc1
435845	Mutant	Tmprss11c
56041	Mutant	Uso1
100041253	Mutant	Pramel60
320549	Mutant	Pramel48
671564	Mutant	Rnf212
231589	Mutant	Vmn2r13
209683	Mutant	Ttc28
56747	Mutant	Sez6l
67325	Mutant	1700034G24Rik
74376	Mutant	Myo18b
243219	Mutant	2900026A02Rik
333048	Mutant	Lhfpl7
23790	Mutant	Coro1c
100705	Mutant	Acacb
12123	Mutant	Hrk
76792	Mutant	Spring1
76199	Mutant	Med13l
665194	Mutant	Gm7538
269700	Mutant	Hectd4
338350	Mutant	Acad12
71985	Mutant	Acad10
77573	Mutant	Vps33a
56087	Mutant	Dnah10
73121	Mutant	Rflna
20778	Mutant	Scarb1
208151	Mutant	Tmem132b
208213	Mutant	Tmem132c
319974	Mutant	Auts2
243312	Mutant	Elfn1
74239	Mutant	Iqce
67672	Mutant	0610040B10Rik
75788	Mutant	Smurf1
100041548	Mutant	Gm3402
100041566	Mutant	Gm3409
100039805	Mutant	D5Ertd605e
72587	Mutant	Pan3
77521	Mutant	Mtus2
105242579	Mutant	Gm42788
15289	Mutant	Hmgb1
433966	Mutant	Mm2pr
667410	Mutant	Gm8615
194292	Mutant	Gm5
320365	Mutant	Fry
243362	Mutant	Stard13
625175	Mutant	1700028E10Rik
100124468	Mutant	Mir653
12311	Mutant	Calcr
723877	Mutant	Mir489
170676	Mutant	Peg10
20392	Mutant	Sgce
243725	Mutant	Ppp1r9a
213945	Mutant	Col28a1
252875	Mutant	Mios
18231	Mutant	Nxph1
75725	Mutant	Phf14
330267	Mutant	Thsd7a
21753	Mutant	Tes
232599	Mutant	Gm4876
214642	Mutant	Cped1
71777	Mutant	Ing3
627049	Mutant	Zfp800
22214	Mutant	Ube2h
54160	Mutant	Copg2
109624	Mutant	Cald1
67705	Mutant	Stmp1
70699	Mutant	Nup205
209773	Mutant	Dennd2a
434008	Mutant	Tmem178b
100040208	Mutant	Gm2663
22072	Mutant	Prss2
84543	Mutant	Sval2
29807	Mutant	Tpk1
66797	Mutant	Cntnap2
71720	Mutant	Osbpl3
15395	Mutant	Hoxa10
15396	Mutant	Hoxa11
15397	Mutant	Hoxa11os
15398	Mutant	Hoxa13
171191	Mutant	Vmn1r24
232035	Mutant	Ccser1
14804	Mutant	Grid2
14701	Mutant	Gng12
66870	Mutant	Serbp1
56753	Mutant	Tacstd2
19895	Mutant	Rpia
12386	Mutant	Ctnna2
243499	Mutant	Lrrtm4
66979	Mutant	Pole4
194388	Mutant	Tet3
320775	Mutant	B230319C09Rik
26903	Mutant	Dysf
384452	Mutant	Noto
66283	Mutant	Gkn1
232227	Mutant	Iqsec1
71699	Mutant	Slc41a3
21366	Mutant	Slc6a6
232236	Mutant	Ccdc174
101401	Mutant	Adamts9
232288	Mutant	Frmd4b
12661	Mutant	Chl1
53870	Mutant	Cntn6
102638038	Mutant	Gm15631
269784	Mutant	Cntn4
75394	Mutant	0610040F04Rik
108073	Mutant	Grm7
381802	Mutant	Tsen2
232337	Mutant	Zfp637
78752	Mutant	Csgalnact2
330409	Mutant	Cecr2
243621	Mutant	Iqsec3
17837	Mutant	Mug2
17835	Mutant	Mug-ps1
69810	Mutant	Clec4b1
56552	Mutant	Vmn2r26
72268	Mutant	1700027F06Rik
213522	Mutant	Plekhg6
381813	Mutant	Prmt8
109246	Mutant	Tspan9
11287	Mutant	Pzp
791299	Mutant	Gm10069
56760	Mutant	Clec1b
71183	Mutant	Clec12b
102638913	Mutant	Gm6619
71392	Mutant	5430401F13Rik
16974	Mutant	Lrp6
232441	Mutant	Rerg
20928	Mutant	Abcc9
67533	Mutant	Ppfibp1
18733	Mutant	Pirb
66078	Mutant	Tsen34
76846	Mutant	Rps9
18722	Mutant	Pira1
100038909	Mutant	Pira12
243819	Mutant	Ppp6r1
68255	Mutant	Tmem86b
16156	Mutant	Il11
19943	Mutant	Rpl28
664968	Mutant	Tmem238
77891	Mutant	Ube2s
78052	Mutant	Tmem190
22306	Mutant	Vmn2r30
100042891	Mutant	Vmn2r47
72716	Mutant	Gm45351
246791	Mutant	Obox3
71468	Mutant	Obox1
574429	Mutant	Psg26
100042966	Mutant	Vmn1r-ps79
100042968	Mutant	Vmn1r101
100043037	Mutant	Vmn1r250
100043058	Mutant	Gm10665
100043061	Mutant	Vmn1r256
100043536	Mutant	Vmn1r100
100043566	Mutant	Gm10668
101055864	Mutant	Gm4513
667094	Mutant	Vmn1r252
667464	Mutant	Vmn1r142
667469	Mutant	Vmn1r143
667472	Mutant	Vmn1r251
667485	Mutant	Vmn1r254
667504	Mutant	Vmn1r152
667512	Mutant	Vmn1r255
673977	Mutant	Vmn1r107
100043016	Mutant	Vmn1r131
100043083	Mutant	Vmn1r259
545929	Mutant	Gm5891
667586	Mutant	Vmn1r163
667599	Mutant	Vmn1r260
80297	Mutant	Sptbn4
13549	Mutant	Dyrk1b
14113	Mutant	Fbl
319482	Mutant	Fcgbpl1
243937	Mutant	Zfp536
545951	Mutant	Gm28453
546964	Mutant	Vmn2r62
12028	Mutant	Bax
71755	Mutant	Dhdh
78286	Mutant	Nav2
338352	Mutant	Nell1
140919	Mutant	Slc17a6
18431	Mutant	Oca2
52480	Mutant	Snhg14
75451	Mutant	1700011C11Rik
207952	Mutant	Klhl25
54608	Mutant	Abhd2
22173	Mutant	Tyr
108071	Mutant	Grm5
23859	Mutant	Dlg2
666737	Mutant	4632427E13Rik
75985	Mutant	Rab30
23966	Mutant	Tenm4
109689	Mutant	Arrb1
258808	Mutant	Or51v14
244183	Mutant	Trim30b
319236	Mutant	Trim12c
209387	Mutant	Trim30d
27397	Mutant	Mrpl17
100042856	Mutant	Gvin2
100417829	Mutant	Gvin-ps2
668108	Mutant	Gvin-ps3
18576	Mutant	Pde3b
71045	Mutant	4933406I18Rik
233765	Mutant	Plekha7
233813	Mutant	Vwa3a
14183	Mutant	Fgfr2
77938	Mutant	Fam53b
11489	Mutant	Adam12
258201	Mutant	Or13a24
338417	Mutant	Scgb1c1
54399	Mutant	Bet1l
69287	Mutant	Cimap1a
76974	Mutant	Urah
78520	Mutant	C330022C24Rik
330671	Mutant	B4galnt4
16535	Mutant	Kcnq1
63830	Mutant	Kcnq1ot1
18400	Mutant	Slc22a18
102465644	Mutant	Mir7064
27267	Mutant	Cars1
244238	Mutant	Mrgpre
381974	Mutant	Mrgprg
210274	Mutant	Shank2
270028	Mutant	Nalf1
12826	Mutant	Col4a1
12827	Mutant	Col4a2
69225	Mutant	Naxd
102334	Mutant	Ankrd10
102465714	Mutant	Mir7238
54126	Mutant	Arhgef7
244310	Mutant	Dlgap2
94109	Mutant	Csmd1
100040599	Mutant	Potefam3a
100861668	Mutant	Potefam3b
497114	Mutant	Defa23
100041787	Mutant	Defa40
382000	Mutant	Defa39
727720	Mutant	Defa-ps1
320158	Mutant	Zmat4
353188	Mutant	Adam32
11502	Mutant	Adam9
102467006	Mutant	Mir8108
320165	Mutant	Tacc1
114863	Mutant	Plpbp
244373	Mutant	Erlin2
244431	Mutant	Sgcz
80286	Mutant	Tusc3
621335	Mutant	Gm6213
69966	Mutant	2810404M03Rik
234214	Mutant	Sorbs2
212392	Mutant	Ccdc110
192169	Mutant	Ufsp2
654824	Mutant	Ankrd37
67620	Mutant	Lrp2bp
71069	Mutant	Stox2
23965	Mutant	Tenm3
76294	Mutant	Asb5
244484	Mutant	Wdr17
270049	Mutant	Galntl6
72333	Mutant	Palld
72902	Mutant	Spock3
407795	Mutant	Smim31
72925	Mutant	Marchf1
74419	Mutant	Tktl2
234353	Mutant	Psd3
234356	Mutant	Csgalnact1
69419	Mutant	1700026F02Rik
13859	Mutant	Eps15l1
78651	Mutant	Lsm6
622675	Mutant	Zfp827
17125	Mutant	Smad1
333315	Mutant	Frem3
14388	Mutant	Gab1
234515	Mutant	Inpp4b
330812	Mutant	Rnf150
71607	Mutant	Snx20
14681	Mutant	Gnao1
23802	Mutant	Amfr
67801	Mutant	Pllp
14766	Mutant	Adgrg1
54672	Mutant	Adgrg3
101985	Mutant	Usb1
73407	Mutant	Spmip8
79233	Mutant	Zfp319
234594	Mutant	Cnot1
234624	Mutant	A330008L17Rik
12560	Mutant	Cdh3
214987	Mutant	Chtf8
21771	Mutant	Utp4
17463	Mutant	Psmd7
11906	Mutant	Zfhx3
52335	Mutant	Atxn1l
20340	Mutant	Glg1
270097	Mutant	Vat1l
74440	Mutant	Cmip
234788	Mutant	Slc38a8
56453	Mutant	Mbtps1
108148	Mutant	Galnt2
436062	Mutant	Cibar2
382034	Mutant	Gse1
14234	Mutant	Foxc2
234814	Mutant	Mthfsd
100861494	Mutant	Gm22109
100861502	Mutant	Gm23284
270109	Mutant	Pcnx2
414091	Mutant	A630001O12Rik
74703	Mutant	Ccdc7a
234889	Mutant	Gucy1a2
14802	Mutant	Gria4
18667	Mutant	Pgr
244682	Mutant	Cntn5
270118	Mutant	Maml2
75747	Mutant	Sesn3
270120	Mutant	Fat3
18322	Mutant	Or1m1
258553	Mutant	Or7e176
23988	Mutant	Pin1
244723	Mutant	Olfm2
15894	Mutant	Icam1
66163	Mutant	Mrpl4
16835	Mutant	Ldlr
102465657	Mutant	Mir7083
319899	Mutant	Dock6
319845	Mutant	Bbs9
330908	Mutant	Opcml
11804	Mutant	Aplp2
330914	Mutant	Arhgap32
23871	Mutant	Ets1
57810	Mutant	Cdon
100041605	Mutant	Gm3428
77080	Mutant	Pate5
245902	Mutant	Ccdc15
258807	Mutant	Or8b46
54698	Mutant	Crtam
70989	Mutant	Jhy
72828	Mutant	Ubash3b
20660	Mutant	Sorl1
110637	Mutant	Grik4
69632	Mutant	Arhgef12
102644	Mutant	Oaf
18988	Mutant	Pou2f3
244853	Mutant	Nxpe4
26951	Mutant	Zw10
244867	Mutant	Arhgap20
11920	Mutant	Atm
244879	Mutant	Npat
64602	Mutant	Ireb2
244891	Mutant	Scaper
66069	Mutant	Snupn
102466639	Mutant	Mir6385
18854	Mutant	Pml
15211	Mutant	Hexa
102747	Mutant	Lrrc49
207667	Mutant	Skor1
76814	Mutant	Scarletltr
213550	Mutant	Dis3l
69882	Mutant	Ints14
56741	Mutant	Igdcc4
235439	Mutant	Herc1
208117	Mutant	Aph1b
76459	Mutant	Car12
235442	Mutant	Rab8b
100503019	Mutant	Gm16551
15379	Mutant	Onecut1
17918	Mutant	Myo5a
235497	Mutant	Leo1
17920	Mutant	Myo6
212531	Mutant	Sh3bgrl2
70348	Mutant	Ube3d
244958	Mutant	Mrap2
100039707	Mutant	Mthfsl
107885	Mutant	Mthfs
74700	Mutant	4930524O08Rik
245000	Mutant	Atr
73410	Mutant	1700065D16Rik
102635744	Mutant	Lrrc78
19823	Mutant	Rnf7
64085	Mutant	Clstn2
235542	Mutant	Ppp2r3a
270190	Mutant	Ephb1
28135	Mutant	Cep63
69010	Mutant	Anapc13
81907	Mutant	Tmem108
74020	Mutant	Cpne4
245026	Mutant	Col6a6
56808	Mutant	Cacna2d2
83486	Mutant	Rbm5
23807	Mutant	Arih2
74443	Mutant	P4htm
434440	Mutant	Fbxw20
382109	Mutant	Fbxw26
546161	Mutant	Fbxw18
245038	Mutant	Dclk3
620760	Mutant	2900079G21Rik
74100	Mutant	Arpp21
72179	Mutant	Fbxl2
56693	Mutant	Crtap
74486	Mutant	Osbpl10
21813	Mutant	Tgfbr2
235674	Mutant	Acaa1b
320256	Mutant	Dlec1
108737	Mutant	Oxsr1
382113	Mutant	Slc22a14
208638	Mutant	Slc25a38
12387	Mutant	Ctnnb1
78060	Mutant	4930593C16Rik
209012	Mutant	Ulk4
69032	Mutant	Lyzl4
75384	Mutant	Lyzl4os
29806	Mutant	Limd1
83493	Mutant	Sacm1l
215728	Mutant	Ulbp3
64009	Mutant	Syne1
22288	Mutant	Utrn
66125	Mutant	Sf3b5
15273	Mutant	Hivep2
