Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27me3.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-232000	0.268318426212917	9.9996204693529e-06	1.06321082927447e-05	0.343554937061168	1.34033145676513e-05	1.37860712252514e-05
-231000	0.268327851223986	1.08209247896768e-05	1.08114997786071e-05	0.343684040736289	1.32134227338858e-05	1.3084319058764e-05
-230000	0.267712379024606	1.12979315579733e-05	1.19134037573534e-05	0.343171421342273	1.46686697450819e-05	1.5181289139098e-05
-229000	0.266650642039345	1.08789297235752e-05	1.19406667088367e-05	0.342490606616484	1.37280030362452e-05	1.44088177620343e-05
-228000	0.266363527104814	9.37617812638372e-06	9.66329306091467e-06	0.342514833322791	1.25837813903473e-05	1.25595546840407e-05
-227000	0.265966854323487	1.19180846353343e-05	1.23147574166614e-05	0.342329369346575	1.52659244734012e-05	1.54513884496173e-05
-226000	0.265502625086976	1.05317856916946e-05	1.09960149282054e-05	0.34216591814789	1.39779239673604e-05	1.41413751660447e-05
-225000	0.265288443291796	8.65633499905118e-06	8.87051679423112e-06	0.342218799418053	1.20551584540452e-05	1.20022771838826e-05
-224000	0.26569548991081	1.3633626415333e-05	1.32265797963186e-05	0.342756594344993	1.65180593332912e-05	1.59802644063508e-05
-223000	0.265661901448542	7.94661268897463e-06	7.98020115124296e-06	0.34273021696502	1.05503826934025e-05	1.05767600733759e-05
-222000	0.26617388829148	1.28298437598836e-05	1.23178569169461e-05	0.343267632361313	1.58473021696502e-05	1.5309886773357e-05
-221000	0.265904042001392	8.25985198304763e-06	8.52969827313555e-06	0.343143905370359	1.16054778923398e-05	1.17292048832943e-05
-220000	0.265799797583655	1.03804162186097e-05	1.04846606363464e-05	0.34327243974951	1.33503700423809e-05	1.32218356632298e-05
-219000	0.265596622177241	9.17781010816624e-06	9.38098551458031e-06	0.343092289202353	1.23522044405086e-05	1.25323549876652e-05
-218000	0.264774369030299	1.24570814093238e-05	1.32793345562654e-05	0.342518565374154	1.60596495667025e-05	1.66333733949016e-05
-217000	0.264805996584224	9.221329622367e-06	9.18970206844202e-06	0.342813270921627	1.21284078689354e-05	1.18337023214624e-05
-216000	0.264595863115947	1.07013093807325e-05	1.09114428490101e-05	0.342535201467518	1.39382630147384e-05	1.42163324688469e-05
-215000	0.264501739515466	1.17788601429565e-05	1.18729837434373e-05	0.342470111961541	1.43997090265039e-05	1.44647985324815e-05
-214000	0.264304636599405	8.83009678031501e-06	9.02719969637548e-06	0.34255076222405	1.23859826681005e-05	1.23053324055918e-05
-213000	0.263945094566386	1.05866911253084e-05	1.09462331583275e-05	0.342377822759188	1.4325447529888e-05	1.44983869947498e-05
-212000	0.26377904990828	1.09208678600797e-05	1.10869125181859e-05	0.34226624074894	1.37475488645708e-05	1.38591308748181e-05
-211000	0.2632683281675	1.06064267189576e-05	1.11171484597381e-05	0.342019482573218	1.41631349231451e-05	1.44098930988677e-05
-210000	0.263186096527295	8.40546524131824e-06	8.48769688152319e-06	0.342199633120374	1.20978556518439e-05	1.19177051046872e-05
-209000	0.263204820039218	1.2091466885951e-05	1.20727433740274e-05	0.342545512050098	1.5485229932317e-05	1.51393510025935e-05
-208000	0.262533367069391	1.12258207350244e-05	1.18972737048517e-05	0.341935479789993	1.40842558036561e-05	1.46942880637611e-05
-207000	0.261607122525144	9.07337592510596e-06	9.9996204693529e-06	0.341227465367828	1.26953001454867e-05	1.34033145676513e-05
-206000	0.261527231323929	1.07410335884623e-05	1.08209247896768e-05	0.341297931557973	1.32838889240306e-05	1.32134227338858e-05
-205000	0.261250743247517	1.10214434815611e-05	1.12979315579733e-05	0.341258144095136	1.46288822822443e-05	1.46686697450819e-05
-204000	0.260591118982858	1.02193054589158e-05	1.08789297235752e-05	0.340821683850971	1.32915427920805e-05	1.37280030362452e-05
-203000	0.260550382693402	9.33544183692834e-06	9.37617812638372e-06	0.340931178442659	1.26932759820355e-05	1.25837813903473e-05
-202000	0.260213422733886	1.15811246758176e-05	1.19180846353343e-05	0.340881776203428	1.52165222341704e-05	1.52659244734012e-05
-201000	0.259495920045544	9.81428300335252e-06	1.05317856916946e-05	0.340377569738756	1.34737175026883e-05	1.39779239673604e-05
-200000	0.259086532987539	8.24694794104623e-06	8.65633499905118e-06	0.340150863432222	1.18284521475109e-05	1.20551584540452e-05
-199000	0.259467645012335	1.4014738440129e-05	1.3633626415333e-05	0.340822759187804	1.71899550888734e-05	1.65180593332912e-05
-198000	0.259380669239041	7.85963691568095e-06	7.94661268897463e-06	0.340833449301031	1.05610728066291e-05	1.05503826934025e-05
-197000	0.258925675248276	1.23748497691189e-05	1.28298437598836e-05	0.34050515529129	1.55190081599089e-05	1.58473021696502e-05
-196000	0.258475488645708	7.80966538047948e-06	8.25985198304763e-06	0.340194635966854	1.12949585679044e-05	1.16054778923398e-05
-195000	0.258532291732557	1.04372193054589e-05	1.03804162186097e-05	0.340462711113922	1.36184451894491e-05	1.33503700423809e-05
-194000	0.258241065216016	8.88658359162502e-06	9.17781010816624e-06	0.340323423366437	1.2212916693023e-05	1.23522044405086e-05
-193000	0.257411411221456	1.16274274147638e-05	1.24570814093238e-05	0.339523119741919	1.52593459421848e-05	1.60596495667025e-05
-192000	0.257511797077614	9.32171547852489e-06	9.221329622367e-06	0.339814219748245	1.24195078752609e-05	1.21284078689354e-05
-191000	0.257109810867228	1.0299323170346e-05	1.07013093807325e-05	0.339388133341767	1.35121766082611e-05	1.39382630147384e-05
-190000	0.256688342083623	1.13573913593523e-05	1.17788601429565e-05	0.339118034031248	1.41296097159846e-05	1.43997090265039e-05
-189000	0.256360301094313	8.50205579100512e-06	8.83009678031501e-06	0.339198937314188	1.24668859510405e-05	1.23859826681005e-05
-188000	0.255836485546208	1.00628755772029e-05	1.05866911253084e-05	0.338957302802201	1.40838130179012e-05	1.4325447529888e-05
-187000	0.255789233980644	1.08736162945158e-05	1.09208678600797e-05	0.338960149282055	1.37503953444241e-05	1.37475488645708e-05
-186000	0.255696755012967	1.05139477512809e-05	1.06064267189576e-05	0.339023720665444	1.42267063065343e-05	1.41631349231451e-05
-185000	0.25544246947941	8.1511797077614e-06	8.40546524131824e-06	0.339097286355873	1.21714213422734e-05	1.20978556518439e-05
-184000	0.254826301473844	1.14752988803846e-05	1.2091466885951e-05	0.338697450819154	1.50853943955974e-05	1.5485229932317e-05
-183000	0.254202985641091	1.06025049022709e-05	1.12258207350244e-05	0.338155607565311	1.35424125498134e-05	1.40842558036561e-05
-182000	0.253553165918148	8.42355620216332e-06	9.07337592510596e-06	0.337837434372826	1.23771269530015e-05	1.26953001454867e-05
-181000	0.253013410082864	1.02012777531786e-05	1.07410335884623e-05	0.337522423935733	1.29688784869378e-05	1.32838889240306e-05
-180000	0.252915111645265	1.09231450439623e-05	1.10214434815611e-05	0.337607059270036	1.47135176165475e-05	1.46288822822443e-05
-179000	0.252351698399646	9.65589221329623e-06	1.02193054589158e-05	0.337099879815295	1.27843633373395e-05	1.32915427920805e-05
-178000	0.252058068189006	9.04181162628883e-06	9.33544183692834e-06	0.337176165475362	1.27695616421026e-05	1.26932759820355e-05
-177000	0.251091846416598	1.06149029034094e-05	1.15811246758176e-05	0.336458726042128	1.44990828009362e-05	1.52165222341704e-05
-176000	0.250315010437093	9.03744702384718e-06	9.81428300335252e-06	0.335867986589917	1.28829780504776e-05	1.34737175026883e-05
-175000	0.250055031943829	7.98696944778291e-06	8.24694794104623e-06	0.335796634828262	1.17571003858562e-05	1.18284521475109e-05
-174000	0.249379404136884	1.33391106331836e-05	1.4014738440129e-05	0.335445822000127	1.68391422607376e-05	1.71899550888734e-05
-173000	0.249255234360175	7.73546713897147e-06	7.85963691568095e-06	0.335627870200519	1.07431210070213e-05	1.05610728066291e-05
-172000	0.2482191789487	1.13387943576444e-05	1.23748497691189e-05	0.334880890631919	1.47720285913087e-05	1.55190081599089e-05
