Distance from Center (cmd=annotatePeaks.pl tss mm10 -size 1000000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-474000	0.405110022798277	1.70740732922402e-05	1.67912057755636e-05	0.40027788567086	1.64979523769316e-05	1.62438782403107e-05
-473000	0.404953157983619	1.63749261166934e-05	1.65317909313519e-05	0.400110297221988	1.60408680233049e-05	1.62084564721776e-05
-472000	0.405285632863295	1.65218061302035e-05	1.61893312505277e-05	0.400455986658786	1.64481128092544e-05	1.61024233724563e-05
-471000	0.406112365954572	1.4021742801655e-05	1.31950097103774e-05	0.401243667145149	1.39019040783585e-05	1.31142235919953e-05
-470000	0.405795089926539	1.616699738242e-05	1.64842734104535e-05	0.401194270877311	1.63644557966731e-05	1.64138520645107e-05
-469000	0.406003166427426	1.2309148864308e-05	1.21010723634214e-05	0.401407139238369	1.15433800557291e-05	1.1330511694672e-05
-468000	0.405925462298404	1.66679684201638e-05	1.67456725491851e-05	0.401473718652368	1.68382799966225e-05	1.67717005826226e-05
-467000	0.40604872076332	1.85350629063582e-05	1.84118044414423e-05	0.401527927889893	1.82418939457908e-05	1.81876847082665e-05
-466000	0.406093662923246	1.70889343916238e-05	1.7043992231698e-05	0.401634657603648	1.71675884488728e-05	1.70608587351178e-05
-465000	0.406509161530018	1.64612007092797e-05	1.60457021025078e-05	0.402031009879254	1.59774550367305e-05	1.55811027611247e-05
-464000	0.406607658532466	1.69646415604154e-05	1.68661445579667e-05	0.402055834670269	1.70014143375834e-05	1.69765895465676e-05
-463000	0.406856687494723	1.39355948661656e-05	1.36865659039095e-05	0.402457802077176	1.40983914548678e-05	1.36964240479608e-05
-462000	0.407224626361564	1.62178924259056e-05	1.58499535590645e-05	0.402993097188212	1.61997593515157e-05	1.56644642404796e-05
-461000	0.407641940386726	1.73956556615723e-05	1.69783416364097e-05	0.403252680908554	1.73910748965634e-05	1.71314911762222e-05
-460000	0.408111394916829	1.62053111542683e-05	1.57358566241662e-05	0.40375451743646	1.61924765684371e-05	1.56906400405303e-05
-459000	0.408138014016719	1.65902431816263e-05	1.65636240817361e-05	0.403781326521996	1.59656548171916e-05	1.59388457316558e-05
-458000	0.408663767626446	1.78236933209491e-05	1.72979397112218e-05	0.404312969686735	1.76733302372709e-05	1.71416870725323e-05
-457000	0.408559993244955	1.67499577809677e-05	1.68537321624589e-05	0.404130266824284	1.66383517689774e-05	1.68210546314279e-05
-456000	0.408935362661488	1.60037574938782e-05	1.56283880773453e-05	0.404438233555687	1.61799586253483e-05	1.58719918939458e-05
-455000	0.409047960820738	1.58212657265896e-05	1.57086675673394e-05	0.404451954741197	1.51565692814321e-05	1.51428480959216e-05
-454000	0.409281178755383	1.79489149708689e-05	1.77156970362239e-05	0.404662099974669	1.75721101072364e-05	1.73619648737651e-05
-453000	0.409339187705818	1.8021616144558e-05	1.79636071941231e-05	0.404708730895888	1.7654943848687e-05	1.76083129274677e-05
-452000	0.409580490585156	1.78639069492527e-05	1.76226040699147e-05	0.404945621886346	1.74626150468631e-05	1.72257240564046e-05
-451000	0.410304272566073	1.48248543443384e-05	1.41010723634215e-05	0.405734357848518	1.46477455036731e-05	1.38590095415013e-05
-450000	0.411032825297644	1.74436587013425e-05	1.67151059697712e-05	0.406296356497509	1.74400700835937e-05	1.68780714346028e-05
-449000	0.411380667905092	1.74219158996876e-05	1.70740732922402e-05	0.406603879929072	1.68054758084945e-05	1.64979523769316e-05
-448000	0.411281073207802	1.62753314194039e-05	1.63749261166934e-05	0.406442962087309	1.58799501815419e-05	1.60408680233049e-05
-447000	0.411711665118635	1.69523980410369e-05	1.65218061302035e-05	0.40675369416533	1.67588448872752e-05	1.64481128092544e-05
-446000	0.412626319344761	1.49363970277801e-05	1.4021742801655e-05	0.407636451912522	1.4784661825551e-05	1.39019040783585e-05
-445000	0.412745545892088	1.62862239297475e-05	1.616699738242e-05	0.40777281938698	1.65008232711307e-05	1.63644557966731e-05
-444000	0.413310943173182	1.28745461454023e-05	1.2309148864308e-05	0.408401798530778	1.21723591995272e-05	1.15433800557291e-05
-443000	0.413399117622224	1.67561428692055e-05	1.66679684201638e-05	0.408437748036815	1.68742295026598e-05	1.68382799966225e-05
-442000	0.413886916321878	1.90228616060119e-05	1.85350629063582e-05	0.408914105378705	1.87182512876805e-05	1.82418939457908e-05
-441000	0.414546820906865	1.77488389766107e-05	1.70889343916238e-05	0.409548784091869	1.78022671620367e-05	1.71675884488728e-05
-440000	0.415221839905429	1.71362197078443e-05	1.64612007092797e-05	0.410251139913873	1.66798108587351e-05	1.59774550367305e-05
-439000	0.41583344591742	1.75762475724056e-05	1.69646415604154e-05	0.41082451659208	1.75747910157899e-05	1.70014143375834e-05
-438000	0.416128831377185	1.42309803259309e-05	1.39355948661656e-05	0.411155703791269	1.44295786540573e-05	1.40983914548678e-05
-437000	0.416670353795491	1.67594148442118e-05	1.62178924259056e-05	0.411683716119227	1.67277716794732e-05	1.61997593515157e-05
-436000	0.416818542599004	1.75438444650849e-05	1.73956556615723e-05	0.411831377184835	1.75387359621718e-05	1.73910748965634e-05
-435000	0.417093409609052	1.64801781643165e-05	1.62053111542683e-05	0.412069851389006	1.64309507726083e-05	1.61924765684371e-05
-434000	0.417514460018576	1.70112935911509e-05	1.65902431816263e-05	0.412556700160432	1.64525035886178e-05	1.59656548171916e-05
-433000	0.417564975090771	1.78742083931437e-05	1.78236933209491e-05	0.412606877480368	1.77235075572068e-05	1.76733302372709e-05
-432000	0.41751570548003	1.67006881702271e-05	1.67499577809677e-05	0.412598623659546	1.6630097948155e-05	1.66383517689774e-05
-431000	0.418141497086887	1.66295491007346e-05	1.60037574938782e-05	0.413076163134341	1.66574981001436e-05	1.61799586253483e-05
-430000	0.418529342227476	1.6209110867179e-05	1.58212657265896e-05	0.413450667060711	1.55310732078021e-05	1.51565692814321e-05
-429000	0.419022207211011	1.84417799544034e-05	1.79489149708689e-05	0.413760660305666	1.78821033521912e-05	1.75721101072364e-05
-428000	0.419418390610487	1.84177995440345e-05	1.8021616144558e-05	0.414367242252808	1.82615257958288e-05	1.7654943848687e-05
-427000	0.419956598834755	1.84021151735203e-05	1.78639069492527e-05	0.414740184074981	1.78355568690366e-05	1.74626150468631e-05
-426000	0.420470066706071	1.53383222156548e-05	1.48248543443384e-05	0.41518061302035	1.50881744490417e-05	1.46477455036731e-05
-425000	0.421381702271384	1.83552942666554e-05	1.74436587013425e-05	0.41597960820738	1.8239065270624e-05	1.74400700835937e-05
-424000	0.421449358270708	1.74895718990121e-05	1.74219158996876e-05	0.416069154774973	1.68950223760871e-05	1.68054758084945e-05
-423000	0.421649750907709	1.64757240564046e-05	1.62753314194039e-05	0.416440513383433	1.62513087900025e-05	1.58799501815419e-05
-422000	0.421692328801824	1.69949759351515e-05	1.69523980410369e-05	0.416435003799713	1.67533353035549e-05	1.67588448872752e-05
-421000	0.421604006586169	1.48480748121253e-05	1.49363970277801e-05	0.416350270201807	1.4699928227645e-05	1.4784661825551e-05
-420000	0.422059486616567	1.67417039601452e-05	1.62862239297475e-05	0.41636133158828	1.65118846576036e-05	1.65008232711307e-05
-419000	0.421915477497256	1.27305370260914e-05	1.28745461454023e-05	0.416308262264629	1.2119289875876e-05	1.21723591995272e-05
-418000	0.422059507726083	1.69001730980327e-05	1.67561428692055e-05	0.416384108756227	1.69500759942582e-05	1.68742295026598e-05
-417000	0.422147534408511	1.91108882884404e-05	1.90228616060119e-05	0.416477708350925	1.88118508823778e-05	1.87182512876805e-05
-416000	0.422755256269526	1.83565608376256e-05	1.77488389766107e-05	0.416832664865321	1.81572236764333e-05	1.78022671620367e-05
-415000	0.423551127248163	1.79320906864814e-05	1.71362197078443e-05	0.417589778772271	1.74369247656844e-05	1.66798108587351e-05
-414000	0.424616039010386	1.8641159334628e-05	1.75762475724056e-05	0.418654774972558	1.8639787216077e-05	1.75747910157899e-05
-413000	0.424952566917166	1.45675082327113e-05	1.42309803259309e-05	0.41874729798193	1.45221016634299e-05	1.44295786540573e-05
-412000	0.425469707844296	1.72765557713417e-05	1.67594148442118e-05	0.419190302288272	1.71707759858144e-05	1.67277716794732e-05
-411000	0.42600099214726	1.80751287680487e-05	1.75438444650849e-05	0.419643122519632	1.7991556193532e-05	1.75387359621718e-05
-410000	0.426357721861015	1.68369078780715e-05	1.64801781643165e-05	0.419854091024234	1.66419192772102e-05	1.64309507726083e-05
-409000	0.426822764502238	1.74763362323736e-05	1.70112935911509e-05	0.420221101072363	1.68195136367474e-05	1.64525035886178e-05
-408000	0.42647095330575	1.75223971966563e-05	1.78742083931437e-05	0.42001190576712	1.75143122519632e-05	1.77235075572068e-05
-407000	0.427089018829688	1.73187536941653e-05	1.67006881702271e-05	0.420672612513721	1.72908046947564e-05	1.6630097948155e-05
-406000	0.427806087984463	1.73466182555096e-05	1.66295491007346e-05	0.42143116186777	1.74160474541924e-05	1.66574981001436e-05
-405000	0.428260005910665	1.66630287933801e-05	1.6209110867179e-05	0.421777970108925	1.58778814489572e-05	1.55310732078021e-05
-404000	0.428458160938951	1.86399349826902e-05	1.84417799544034e-05	0.421973169804948	1.80773030482141e-05	1.78821033521912e-05
-403000	0.428416638520645	1.83762771257283e-05	1.84177995440345e-05	0.422014776661319	1.83031326521996e-05	1.82615257958288e-05
-402000	0.428672760280334	1.86582369332095e-05	1.84021151735203e-05	0.422311808663345	1.81325888710631e-05	1.78355568690366e-05
-401000	0.428704656759267	1.53702186945875e-05	1.53383222156548e-05	0.422248648990965	1.50250147766613e-05	1.50881744490417e-05
-400000	0.429300768386389	1.89514058937769e-05	1.83552942666554e-05	0.422818437051423	1.88088533310816e-05	1.8239065270624e-05
-399000	0.429194988600861	1.73837921134847e-05	1.74895718990121e-05	0.422828696276281	1.69052816009457e-05	1.68950223760871e-05
-398000	0.429435869289876	1.67166047454193e-05	1.64757240564046e-05	0.423254707422106	1.66773199358271e-05	1.62513087900025e-05
-397000	0.429325888710631	1.68849953559065e-05	1.69949759351515e-05	0.423148484336739	1.66471122181879e-05	1.67533353035549e-05
-396000	0.429068985898843	1.45911720003378e-05	1.48480748121253e-05	0.422718356835261	1.42698007261674e-05	1.4699928227645e-05
-395000	0.42937946466267	1.7052182723972e-05	1.67417039601452e-05	0.422984822257874	1.67783500802162e-05	1.65118846576036e-05
-394000	0.429773600439078	1.31246728024994e-05	1.27305370260914e-05	0.423502089842101	1.2636557460103e-05	1.2119289875876e-05
-393000	0.430307185679304	1.74337583382588e-05	1.69001730980327e-05	0.42394108334037	1.73890694925272e-05	1.69500759942582e-05
-392000	0.430268639702778	1.90723423119142e-05	1.91108882884404e-05	0.42398754538546	1.88583129274677e-05	1.88118508823778e-05
-391000	0.430758676011146	1.88465971459934e-05	1.83565608376256e-05	0.424474626361564	1.86443046525374e-05	1.81572236764333e-05
-390000	0.431392932533986	1.8566347209322e-05	1.79320906864814e-05	0.425062674153508	1.8024972557629e-05	1.74369247656844e-05
-389000	0.432262243519379	1.95104703200203e-05	1.8641159334628e-05	0.425845056151313	1.94221692138816e-05	1.8639787216077e-05
-388000	0.432625897154437	1.493116186777e-05	1.45675082327113e-05	0.426074453263531	1.47514987756481e-05	1.45221016634299e-05
-387000	0.433066220552225	1.77168791691295e-05	1.72765557713417e-05	0.426411698893861	1.75080216161445e-05	1.71707759858144e-05
-386000	0.433814658448028	1.88235666638521e-05	1.80751287680487e-05	0.427124271721692	1.87041290213629e-05	1.7991556193532e-05
-385000	0.434398062146416	1.74203115764587e-05	1.68369078780715e-05	0.427632525542515	1.71501730980326e-05	1.66419192772102e-05
-384000	0.434469053449295	1.75473275352529e-05	1.74763362323736e-05	0.42776190576712	1.69488938613527e-05	1.68195136367474e-05
-383000	0.434413282107574	1.74666258549354e-05	1.75223971966563e-05	0.427578062990796	1.73304694756396e-05	1.75143122519632e-05
-382000	0.435009879253567	1.79153508401587e-05	1.73187536941653e-05	0.427991134003209	1.77038757071688e-05	1.72908046947564e-05
-381000	0.435765241070675	1.81019800726167e-05	1.73466182555096e-05	0.428780165498607	1.82050789495905e-05	1.74160474541924e-05
-380000	0.435800789495905	1.66985772186102e-05	1.66630287933801e-05	0.428802056066875	1.58997720172253e-05	1.58778814489572e-05
-379000	0.435937241408427	1.87763868952124e-05	1.86399349826902e-05	0.428854534324073	1.81297813054125e-05	1.80773030482141e-05
-378000	0.435990859579498	1.84298952967998e-05	1.83762771257283e-05	0.42873214134932	1.81807396774466e-05	1.83031326521996e-05
-377000	0.435906125981593	1.85735033353035e-05	1.86582369332095e-05	0.428767373131808	1.81678206535506e-05	1.81325888710631e-05
-376000	0.435823228911593	1.52873216245883e-05	1.53702186945875e-05	0.428728932702862	1.49865743477159e-05	1.50250147766613e-05
-375000	0.436000675504517	1.9128852486701e-05	1.89514058937769e-05	0.428737587604492	1.88175082327113e-05	1.88088533310816e-05
-374000	0.436164105378705	1.75472219876721e-05	1.73837921134847e-05	0.428896732246897	1.70644262433505e-05	1.69052816009457e-05
-373000	0.436449717132483	1.70022164991979e-05	1.67166047454193e-05	0.429165984125644	1.6946571814574e-05	1.66773199358271e-05
-372000	0.436441463311661	1.68767415350841e-05	1.68849953559065e-05	0.429364202482479	1.68453305750233e-05	1.66471122181879e-05
-371000	0.436987292071266	1.51370007599426e-05	1.45911720003378e-05	0.429662184412733	1.45677826564215e-05	1.42698007261674e-05
-370000	0.437294076669763	1.7358967322469e-05	1.7052182723972e-05	0.430035485096682	1.71516507641645e-05	1.67783500802162e-05
-369000	0.438034598497002	1.38651946297391e-05	1.31246728024994e-05	0.430791036899434	1.33921092628557e-05	1.2636557460103e-05
-368000	0.438687558051169	1.80867178924259e-05	1.74337583382588e-05	0.431380477919446	1.79785105125391e-05	1.73890694925272e-05
-367000	0.438891159334628	1.92759435953728e-05	1.90723423119142e-05	0.431821793464494	1.92996284725155e-05	1.88583129274677e-05
-366000	0.439275880266824	1.92313180781896e-05	1.88465971459934e-05	0.432288377100397	1.91108882884405e-05	1.86443046525374e-05
-365000	0.439545068817023	1.88355357595204e-05	1.8566347209322e-05	0.43261728447184	1.8353879929072e-05	1.8024972557629e-05
-364000	0.440296926454446	2.02623279574432e-05	1.95104703200203e-05	0.433271637254074	2.00765219961158e-05	1.94221692138816e-05
-363000	0.440953664612007	1.55879000253315e-05	1.493116186777e-05	0.433922739170818	1.54026006923921e-05	1.47514987756481e-05
-362000	0.441202967997973	1.79661825550959e-05	1.77168791691295e-05	0.434120999746686	1.77062821920122e-05	1.75080216161445e-05
-361000	0.441606117537786	1.92267162036646e-05	1.88235666638521e-05	0.43453951701427	1.9122646288947e-05	1.87041290213629e-05
-360000	0.442143523600439	1.79577176391117e-05	1.74203115764587e-05	0.435083678122097	1.769433420586e-05	1.71501730980326e-05
-359000	0.442114730220383	1.75185341551972e-05	1.75473275352529e-05	0.434996538039348	1.68617537786034e-05	1.69488938613527e-05
-358000	0.442222452081398	1.75743477159504e-05	1.74666258549354e-05	0.434973359790594	1.73072912268851e-05	1.73304694756396e-05
-357000	0.442201764755552	1.78946635143123e-05	1.79153508401587e-05	0.434945094148442	1.76756100650172e-05	1.77038757071688e-05
-356000	0.442785569534746	1.86857848518112e-05	1.81019800726167e-05	0.435485814405134	1.87457992062822e-05	1.82050789495905e-05
-355000	0.442715042641223	1.66280503250866e-05	1.66985772186102e-05	0.435510998057925	1.5924955670016e-05	1.58997720172253e-05
-354000	0.442680971882124	1.87423161361141e-05	1.87763868952124e-05	0.435646098961412	1.82648822088998e-05	1.81297813054125e-05
-353000	0.442409144642405	1.81580680570801e-05	1.84298952967998e-05	0.43540409946804	1.7938740184075e-05	1.81807396774466e-05
-352000	0.442439542345689	1.86039010385882e-05	1.85735033353035e-05	0.435484188972389	1.82479101578992e-05	1.81678206535506e-05
-351000	0.442606898589884	1.54546778687833e-05	1.52873216245883e-05	0.435739191927721	1.52415773030482e-05	1.49865743477159e-05
-350000	0.44266898167694	1.91909355737566e-05	1.9128852486701e-05	0.436035189563455	1.91135058684455e-05	1.88175082327113e-05
-349000	0.443183842776324	1.80620830870556e-05	1.75472219876721e-05	0.436528117875538	1.75573545554336e-05	1.70644262433505e-05
-348000	0.443602930000844	1.74213037237187e-05	1.70022164991979e-05	0.436817107151904	1.72355610909398e-05	1.6946571814574e-05
-347000	0.444477581693828	1.77513932280672e-05	1.68767415350841e-05	0.437304758084945	1.73329815080638e-05	1.68453305750233e-05
-346000	0.444616376762645	1.52757958287596e-05	1.51370007599426e-05	0.437289305919108	1.45523304905851e-05	1.45677826564215e-05
-345000	0.444926496664696	1.76690872245208e-05	1.7358967322469e-05	0.437730347040446	1.7592691885502e-05	1.71516507641645e-05
-344000	0.444810394325762	1.37490922908046e-05	1.38651946297391e-05	0.437622414084269	1.3284176306679e-05	1.33921092628557e-05
-343000	0.444746981339188	1.80233049058516e-05	1.80867178924259e-05	0.43781035210673	1.81664485349996e-05	1.79785105125391e-05
-342000	0.445633813223001	2.0162775479186e-05	1.92759435953728e-05	0.438667926201131	2.01572025669172e-05	1.92996284725155e-05
-341000	0.44562919023896	1.92266950941484e-05	1.92313180781896e-05	0.438687178079878	1.91301401671874e-05	1.91108882884405e-05
-340000	0.446377332601537	1.95836781220974e-05	1.88355357595204e-05	0.439465675926708	1.91323777759014e-05	1.8353879929072e-05
-339000	0.446848243688255	2.07332390441611e-05	2.02623279574432e-05	0.439874271721692	2.04851177911002e-05	2.00765219961158e-05
-338000	0.447189289031495	1.59289453685721e-05	1.55879000253315e-05	0.440257578316305	1.5785907287005e-05	1.54026006923921e-05
-337000	0.447305729122689	1.8082622646289e-05	1.79661825550959e-05	0.440429114244701	1.78778181204087e-05	1.77062821920122e-05
-336000	0.447861711559571	1.97826986405471e-05	1.92267162036646e-05	0.440998986743224	1.96925187874694e-05	1.9122646288947e-05
-335000	0.448135396436714	1.82314025162543e-05	1.79577176391117e-05	0.44129276787976	1.79881153423964e-05	1.769433420586e-05
-334000	0.448337921134848	1.77210588533311e-05	1.75185341551972e-05	0.44152661909989	1.70956049987334e-05	1.68617537786034e-05
-333000	0.448598475892933	1.78349024740353e-05	1.75743477159504e-05	0.441726673984632	1.75073461116272e-05	1.73072912268851e-05
-332000	0.44866402094064	1.79602085620198e-05	1.78946635143123e-05	0.441780524360382	1.77294604407667e-05	1.76756100650172e-05
-331000	0.448925736722114	1.89475006332855e-05	1.86857848518112e-05	0.442121823017816	1.90870978637169e-05	1.87457992062822e-05
-330000	0.449206852148949	1.6909165751921e-05	1.66280503250866e-05	0.442371063075234	1.61741957274339e-05	1.5924955670016e-05
-329000	0.449199696022967	1.87351600101326e-05	1.87423161361141e-05	0.442690281178755	1.85841003124208e-05	1.82648822088998e-05
-328000	0.449179831968251	1.81382040023643e-05	1.81580680570801e-05	0.442692413239889	1.79408722452082e-05	1.7938740184075e-05
-327000	0.449435003799713	1.88590728700498e-05	1.86039010385882e-05	0.442984041205776	1.85395381237862e-05	1.82479101578992e-05
-326000	0.449801296124293	1.58209701933631e-05	1.54546778687833e-05	0.443313286329477	1.557082242675e-05	1.52415773030482e-05
-325000	0.449653761715781	1.90434011652453e-05	1.91909355737566e-05	0.443309993244955	1.9110212783923e-05	1.91135058684455e-05
-324000	0.449857405218272	1.82657265895466e-05	1.80620830870556e-05	0.443543612260407	1.77909735708857e-05	1.75573545554336e-05
-323000	0.450440661150046	1.80045596554927e-05	1.74213037237187e-05	0.44403979143798	1.77317402685131e-05	1.72355610909398e-05
-322000	0.451124968335726	1.84357004137465e-05	1.77513932280672e-05	0.444675947817276	1.79691378873596e-05	1.73329815080638e-05
-321000	0.451097040445833	1.52478679388668e-05	1.52757958287596e-05	0.444701954741197	1.45783374145065e-05	1.45523304905851e-05
-320000	0.451547411973318	1.81194587520054e-05	1.76690872245208e-05	0.445360803850376	1.82515409946804e-05	1.7592691885502e-05
-319000	0.451439964536013	1.36416448534999e-05	1.37490922908046e-05	0.445233429029807	1.31568014861099e-05	1.3284176306679e-05
-318000	0.451737186523685	1.83205268935236e-05	1.80233049058516e-05	0.445414991978384	1.83480114835768e-05	1.81664485349996e-05
-317000	0.452658173604661	2.1083762560162e-05	2.0162775479186e-05	0.446237418728363	2.0979629316896e-05	2.01572025669172e-05
-316000	0.453596407160348	2.01649286498354e-05	1.92266950941484e-05	0.446998606771933	1.98913282107574e-05	1.91301401671874e-05
-315000	0.45417674997889	2.016402094064e-05	1.95836781220974e-05	0.447500105547581	1.96338765515495e-05	1.91323777759014e-05
-314000	0.454415477497256	2.09719665625263e-05	2.07332390441611e-05	0.447726779532213	2.07117917757325e-05	2.04851177911002e-05
-313000	0.45427535252892	1.57888204002364e-05	1.59289453685721e-05	0.447750168876129	1.58092966309212e-05	1.5785907287005e-05
-312000	0.454284324073292	1.80915941906612e-05	1.8082622646289e-05	0.447891750401081	1.80193996453601e-05	1.78778181204087e-05
-311000	0.454643544709955	2.01419192772101e-05	1.97826986405471e-05	0.448122646288947	1.99234146753356e-05	1.96925187874694e-05
-310000	0.454750971037744	1.83388288440429e-05	1.82314025162543e-05	0.448168095077261	1.80335641307101e-05	1.79881153423964e-05
-309000	0.455171261504686	1.81413493202736e-05	1.77210588533311e-05	0.448644262433505	1.75717723549777e-05	1.70956049987334e-05
-308000	0.455324706577725	1.79883475470742e-05	1.78349024740353e-05	0.448895022376087	1.77581060542092e-05	1.75073461116272e-05
-307000	0.45546147513299	1.80969771172845e-05	1.79602085620198e-05	0.449033163049903	1.78676011145825e-05	1.77294604407667e-05
-306000	0.456005931774044	1.94919572743393e-05	1.89475006332855e-05	0.44932958287596	1.93835176897745e-05	1.90870978637169e-05
-305000	0.456578717385798	1.74819513636748e-05	1.6909165751921e-05	0.449945368572152	1.67899814236258e-05	1.61741957274339e-05
-304000	0.457031453179093	1.91878958034282e-05	1.87351600101326e-05	0.450165034197416	1.88037659376847e-05	1.85841003124208e-05
-303000	0.457383454361226	1.84902051844972e-05	1.81382040023643e-05	0.450493287173858	1.82691252216499e-05	1.79408722452082e-05
-302000	0.457677784345183	1.91534028540066e-05	1.88590728700498e-05	0.450673984632272	1.87202355822004e-05	1.85395381237862e-05
-301000	0.458297876382673	1.64410622308537e-05	1.58209701933631e-05	0.451091425314532	1.59882631090096e-05	1.557082242675e-05
-300000	0.45829943848687	1.90449632694419e-05	1.90434011652453e-05	0.450896837794478	1.89156252638689e-05	1.9110212783923e-05
-299000	0.458412205522249	1.83784936249261e-05	1.82657265895466e-05	0.450943489825213	1.78376256016212e-05	1.77909735708857e-05
-298000	0.458768090855358	1.83604449886008e-05	1.80045596554927e-05	0.45123214134932	1.80203917926201e-05	1.77317402685131e-05
-297000	0.459652178502069	1.93197880604576e-05	1.84357004137465e-05	0.451984906695939	1.87219032339779e-05	1.79691378873596e-05
-296000	0.459777526809086	1.53732162458836e-05	1.52478679388668e-05	0.452410284556278	1.50037152748459e-05	1.45783374145065e-05
-295000	0.460573777759014	1.89157097019337e-05	1.81194587520054e-05	0.453144473528667	1.89857299670692e-05	1.82515409946804e-05
-294000	0.460964346027189	1.40322131216753e-05	1.36416448534999e-05	0.453395697880605	1.34080258380478e-05	1.31568014861099e-05
-293000	0.46131812040868	1.86743012750148e-05	1.83205268935236e-05	0.453802773790425	1.87550873933969e-05	1.83480114835768e-05
-292000	0.461832369332095	2.15980114835768e-05	2.1083762560162e-05	0.454244743730474	2.14215992569451e-05	2.0979629316896e-05
-291000	0.46256630499029	2.089886430803e-05	2.01649286498354e-05	0.454816748290129	2.04633327704129e-05	1.98913282107574e-05
-290000	0.463479354893186	2.10770708435362e-05	2.016402094064e-05	0.455644220214473	2.0461348475893e-05	1.96338765515495e-05
-289000	0.463418939457908	2.09115511272481e-05	2.09719665625263e-05	0.455427847673731	2.04954192349911e-05	2.07117917757325e-05
-288000	0.463591636409693	1.59615173520223e-05	1.57888204002364e-05	0.455600734611163	1.59821835683526e-05	1.58092966309212e-05
-287000	0.464036139491683	1.85360972726505e-05	1.80915941906612e-05	0.455990944017563	1.84096090517605e-05	1.80193996453601e-05
-286000	0.464385670860424	2.04914506459512e-05	2.01419192772101e-05	0.456263953390188	2.01964240479608e-05	1.99234146753356e-05
-285000	0.464206894367981	1.81600523516001e-05	1.83388288440429e-05	0.456065059528836	1.78346702693574e-05	1.80335641307101e-05
-284000	0.464535400658617	1.84698556109094e-05	1.81413493202736e-05	0.456285843958456	1.77925567845985e-05	1.75717723549777e-05
-283000	0.46483895550114	1.82919023895972e-05	1.79883475470742e-05	0.456588406653719	1.80606687494722e-05	1.77581060542092e-05
-282000	0.46544659292409	1.87046145402348e-05	1.80969771172845e-05	0.457131575614287	1.84107700751499e-05	1.78676011145825e-05
-281000	0.466178839820991	2.02242041712404e-05	1.94919572743393e-05	0.457683610571646	1.99355526471334e-05	1.93835176897745e-05
-280000	0.466542704551212	1.78458160938951e-05	1.74819513636748e-05	0.458104682090686	1.72110529426666e-05	1.67899814236258e-05
-279000	0.466728911593346	1.93741028455628e-05	1.91878958034282e-05	0.458283205268935	1.89822891159335e-05	1.88037659376847e-05
-278000	0.467218124630583	1.89794182217343e-05	1.84902051844972e-05	0.45865625263869	1.86421725914042e-05	1.82691252216499e-05
-277000	0.467642109262856	1.95773874862788e-05	1.91534028540066e-05	0.458936650341974	1.90006332854851e-05	1.87202355822004e-05
-276000	0.467850460187453	1.66494131554505e-05	1.64410622308537e-05	0.459325677615469	1.63772903825044e-05	1.59882631090096e-05
-275000	0.468302879338006	1.94973824199949e-05	1.90449632694419e-05	0.459786941653297	1.93768893016972e-05	1.89156252638689e-05
-274000	0.468865680148611	1.89412944355315e-05	1.83784936249261e-05	0.460264628894706	1.83153128430296e-05	1.78376256016212e-05
-273000	0.468854618762138	1.83493836021278e-05	1.83604449886008e-05	0.460541332432661	1.8297095330575e-05	1.80203917926201e-05
-272000	0.469376108249599	1.98412775479186e-05	1.93197880604576e-05	0.461132947732838	1.93135185341552e-05	1.87219032339779e-05
-271000	0.470264755551803	1.62618635480875e-05	1.53732162458836e-05	0.462035337330068	1.59061048720763e-05	1.50037152748459e-05
-270000	0.471327873005151	1.99788271552816e-05	1.89157097019337e-05	0.462881512285738	1.98319049227392e-05	1.89857299670692e-05
-269000	0.471995419234991	1.46997593515157e-05	1.40322131216753e-05	0.463447458414253	1.39739719665625e-05	1.34080258380478e-05
-268000	0.472270581778266	1.89494638182892e-05	1.86743012750148e-05	0.463777948999409	1.90855779785527e-05	1.87550873933969e-05
-267000	0.472449674913451	2.17771046187621e-05	2.15980114835768e-05	0.463843219623406	2.14868698809423e-05	2.14215992569451e-05
-266000	0.472202039179262	2.06512285738411e-05	2.089886430803e-05	0.463751815418391	2.03719285653973e-05	2.04633327704129e-05
