Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27ac.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph - Tags
-68000	-1.33133237009686	-0.000265789425804035	-0.000265171670145021	-1.32035901963932	-0.000264063306041633	-0.00026387558195537
-67000	-1.33259356772088	-0.000268204580724567	-0.000266943383100551	-1.32136469203189	-0.000265596082838338	-0.000264590410445764
-66000	-1.33359233691871	-0.000266478675014715	-0.000265479905816879	-1.32202226146519	-0.00026333322630706	-0.000262675656873763
-65000	-1.33406030930593	-0.000265043720233317	-0.000264575747846096	-1.32256568737625	-0.000262625301011398	-0.000262081875100337
-64000	-1.33543286776904	-0.000269916465992401	-0.000268543907529299	-1.32355450313052	-0.000267936586932092	-0.000266947771177824
-63000	-1.33652635522021	-0.000266882913255204	-0.000265789425804035	-1.32451913094665	-0.000265027933857762	-0.000264063306041633
-62000	-1.33733022957136	-0.000269008455075721	-0.000268204580724567	-1.32550280943972	-0.000266579761331407	-0.000265596082838338
-61000	-1.33809942740943	-0.000267247872852785	-0.000266478675014715	-1.32592534917322	-0.000263755766040563	-0.00026333322630706
-60000	-1.3389168940975	-0.000265861186921388	-0.000265043720233317	-1.32662883287847	-0.000263328784716647	-0.000262625301011398
-59000	-1.34007850377268	-0.000271078075667576	-0.000269916465992401	-1.3277299727083	-0.00026903772676192	-0.000267936586932092
-58000	-1.34100160539412	-0.000267806014876652	-0.000266882913255204	-1.32826419435972	-0.000265562155509178	-0.000265027933857762
-57000	-1.34197698935089	-0.000269983839032482	-0.000269008455075721	-1.32904596778509	-0.000267361534756782	-0.000266579761331407
-56000	-1.34297335045754	-0.000268244233959437	-0.000267247872852785	-1.32955300476267	-0.000264262803018141	-0.000263755766040563
-55000	-1.34396757103869	-0.000266855407502541	-0.000265861186921388	-1.33081195483491	-0.000264587734788891	-0.000263328784716647
-54000	-1.34530341948948	-0.000272413924118371	-0.000271078075667576	-1.33195371113608	-0.000270179483063091	-0.00026903772676192
-53000	-1.34607534649757	-0.000268577941884733	-0.000267806014876652	-1.33289136833093	-0.000266499812704019	-0.000265562155509178
-52000	-1.34708369454701	-0.000270992187081929	-0.000269983839032482	-1.33371621983197	-0.000268186386257827	-0.000267361534756782
-51000	-1.34777235511318	-0.000268932894525606	-0.000268244233959437	-1.3343699898325	-0.000264916573018676	-0.000264262803018141
-50000	-1.34899170546369	-0.000268074757853054	-0.000266855407502541	-1.33543586450474	-0.000265653609461121	-0.000264587734788891
-49000	-1.35012415047894	-0.000273546369133623	-0.000272413924118371	-1.33619767752983	-0.00027094129608819	-0.000270179483063091
-48000	-1.35091405790121	-0.000269367849307005	-0.000268577941884733	-1.33696371809279	-0.000267265853266977	-0.000266499812704019
-47000	-1.35220153047573	-0.000272279659656446	-0.000270992187081929	-1.33774479584738	-0.000268967464012415	-0.000268186386257827
-46000	-1.35314560924707	-0.000269876973296944	-0.000268932894525606	-1.33873532402205	-0.000265907101193343	-0.000264916573018676
-45000	-1.35451565259271	-0.000269444801198694	-0.000268074757853054	-1.33963584309948	-0.000266554128538556	-0.000265653609461121
-44000	-1.35533381495157	-0.000274364531492481	-0.000273546369133623	-1.34024273559159	-0.000271548188580298	-0.00027094129608819
-43000	-1.35677759940065	-0.000270811633756087	-0.000269367849307005	-1.34111173543105	-0.000268134853106438	-0.000267265853266977
-42000	-1.35742409161449	-0.000272926151870284	-0.000272279659656446	-1.34150783967464	-0.000269363568256007	-0.000268967464012415
-41000	-1.35811906673088	-0.000270571948413335	-0.000269876973296944	-1.34245710922031	-0.000266856370739016	-0.000265907101193343
-40000	-1.35890383689196	-0.000270229571359769	-0.000269444801198694	-1.34288350189972	-0.000266980521217959	-0.000266554128538556
-39000	-1.3598630598812	-0.000275323754481725	-0.000274364531492481	-1.34346743725585	-0.000272132123936427	-0.000271548188580298
-38000	-1.3606752822818	-0.000271623856156686	-0.000270811633756087	-1.34396757103869	-0.000268634986889282	-0.000268134853106438
-37000	-1.36145983839032	-0.000273710707978809	-0.000272926151870284	-1.34451260234388	-0.000269908599561193	-0.000269363568256007
-36000	-1.36266870016589	-0.000271780810188901	-0.000270571948413335	-1.34539085995612	-0.000267734628351261	-0.000266856370739016
-35000	-1.36323331727939	-0.000270794188473271	-0.000270229571359769	-1.34560689249211	-0.000267196553753947	-0.000266980521217959
-34000	-1.36382709905282	-0.000275917536255151	-0.000275323754481725	-1.34588195001873	-0.000272407181463049	-0.000272132123936427
-33000	-1.3645214855247	-0.000272318242628566	-0.000271623856156686	-1.34626542516188	-0.000269018462032429	-0.000268634986889282
-32000	-1.36490522823353	-0.000274094450687644	-0.000273710707978809	-1.34660592925563	-0.000270249103654948	-0.000269908599561193
-31000	-1.36562155509177	-0.000272497137047146	-0.000271780810188901	-1.34726392679403	-0.000268392625889656	-0.000267734628351261
-30000	-1.36590158934018	-0.000271074222721677	-0.000270794188473271	-1.34751650880291	-0.000267449135762829	-0.000267196553753947
-29000	-1.36670471450741	-0.000276720661422379	-0.000275917536255151	-1.34794766415155	-0.000272838336811687	-0.000272407181463049
-28000	-1.36703976026114	-0.000272653288382298	-0.000272318242628566	-1.34835372183871	-0.000269424519719592	-0.000269018462032429
-27000	-1.36771761117354	-0.000274772301600044	-0.000274094450687644	-1.34870904907155	-0.000270604430887783	-0.000270249103654948
-26000	-1.36861395622625	-0.000273393482099854	-0.000272497137047146	-1.34931037619736	-0.000268993953015466	-0.000268392625889656
-25000	-1.36906491143576	-0.000271525177931182	-0.000271074222721677	-1.34958163429122	-0.000267720393856692	-0.000267449135762829
-24000	-1.36953026167924	-0.000277186011665864	-0.000276720661422379	-1.34964007063734	-0.000272896773157809	-0.000272838336811687
-23000	-1.36974934446407	-0.000272872371167121	-0.000272653288382298	-1.34991443249318	-0.000269698881575427	-0.000269424519719592
-22000	-1.37036281907208	-0.000275385776208059	-0.000274772301600044	-1.3503811205651	-0.000271071118959705	-0.000270604430887783
-21000	-1.37110365494729	-0.000274134317975062	-0.000273393482099854	-1.35087708032322	-0.000269489912773587	-0.000268993953015466
-20000	-1.37169101514422	-0.000272112538128112	-0.000271525177931182	-1.35103761973565	-0.000267880933269117	-0.000267720393856692
-19000	-1.37217370364424	-0.000277668700165891	-0.000277186011665864	-1.3514840798416	-0.000273343233263767	-0.000272896773157809
-18000	-1.37291496762455	-0.000273613635147429	-0.000272872371167121	-1.35185861829079	-0.000270073420024616	-0.000269698881575427
-17000	-1.37425589982341	-0.000276726708406913	-0.000275385776208059	-1.35244876117087	-0.000271661261839782	-0.000271071118959705
-16000	-1.37531096484187	-0.000275189382993525	-0.000274134317975062	-1.35332948038744	-0.000270370631990153	-0.000269489912773587
-15000	-1.37629068336277	-0.000273092256649006	-0.000272112538128112	-1.35382940011773	-0.000268380852999411	-0.000267880933269117
-14000	-1.37718333600899	-0.000278561352812115	-0.000277668700165891	-1.35450034783539	-0.000274014180981431	-0.000273343233263767
-13000	-1.37818140953604	-0.00027461170867448	-0.000273613635147429	-1.35534981537968	-0.000270922887568899	-0.000270073420024616
-12000	-1.37984946754428	-0.000278394766415155	-0.000276726708406913	-1.35639241183711	-0.000272703858297212	-0.000271661261839782
-11000	-1.38097479531225	-0.000276314710761491	-0.000275189382993525	-1.35728131856371	-0.000271259538716755	-0.000270370631990153
-10000	-1.38134296569808	-0.000273460427034837	-0.000273092256649006	-1.35750200674266	-0.00026860154117836	-0.000268380852999411
-9000	-1.38213544175095	-0.000279353828864986	-0.000278561352812115	-1.35805442286081	-0.000274566597099588	-0.000274014180981431
-8000	-1.38322978541232	-0.000275706052335848	-0.00027461170867448	-1.35880671054744	-0.000271675175255525	-0.000270922887568899
-7000	-1.38433627655589	-0.000279501257558731	-0.000278394766415155	-1.35972858136673	-0.000273625729116498	-0.000272703858297212
-6000	-1.38528474340451	-0.000277263177610104	-0.000276314710761491	-1.36087269224595	-0.000272403649595976	-0.000271259538716755
-5000	-1.38618986461176	-0.000274365548242093	-0.000273460427034837	-1.36165318135602	-0.000269382030288435	-0.00026860154117836
-4000	-1.387627869642	-0.000280791833895221	-0.000279353828864986	-1.36282586825066	-0.00027573928399422	-0.000274566597099588
-3000	-1.38876448868197	-0.000276842671375822	-0.000275706052335848	-1.36371825333119	-0.000272567560336061	-0.000271675175255525
-2000	-1.38878487718735	-0.000279521646064108	-0.000279501257558731	-1.36424787285279	-0.00027415534863809	-0.000273625729116498
-1000	-1.38903820838016	-0.000277516508802911	-0.000277263177610104	-1.36409600256863	-0.00027225177931182	-0.000272403649595976
0	-1.38889752234173	-0.000274224862203671	-0.000274365548242093	-1.36407015572323	-0.000269356183443035	-0.000269382030288435
1000	-1.38890827848237	-0.000280802590035854	-0.000280791833895221	-1.36431834965484	-0.00027598747792583	-0.00027573928399422
2000	-1.38850757210895	-0.000276441965002408	-0.000276842671375822	-1.36409787552844	-0.000272347086209665	-0.000272567560336061
3000	-1.38741954299781	-0.000278433616952961	-0.000279521646064108	-1.36326911756836	-0.000273326590678012	-0.00027415534863809
4000	-1.38634045058062	-0.000276437416385723	-0.000277516508802911	-1.36208133996896	-0.000271064001712421	-0.00027225177931182
5000	-1.38523058810938	-0.000273114999732435	-0.000274224862203671	-1.36079381388131	-0.00026806865735538	-0.000269356183443035
6000	-1.3847596724996	-0.000280331674426071	-0.000280802590035854	-1.36044608551399	-0.000275639749558517	-0.00027598747792583
7000	-1.38414903408787	-0.000275831326590678	-0.000276441965002408	-1.35960154117836	-0.00027150254187403	-0.000272347086209665
8000	-1.38337956868411	-0.000277664151549205	-0.000278433616952961	-1.35909429014823	-0.000272819339647882	-0.000273326590678012
9000	-1.38239990367635	-0.000275457751377964	-0.000276437416385723	-1.35830384759458	-0.000270273559158774	-0.000271064001712421
10000	-1.38172290897415	-0.000272438005030235	-0.000273114999732435	-1.35822250762562	-0.000267987317386418	-0.00026806865735538
11000	-1.38063017070691	-0.000279238936158827	-0.000280331674426071	-1.35778958634345	-0.000275206828276341	-0.000275639749558517
12000	-1.37941654626211	-0.000274617702145877	-0.000275831326590678	-1.35699598651469	-0.000270708942045272	-0.00027150254187403
13000	-1.37836576229464	-0.000276613367581741	-0.000277664151549205	-1.35624096965805	-0.000272064322791245	-0.000272819339647882
14000	-1.37670792529566	-0.00027379991437898	-0.000275457751377964	-1.35510429710494	-0.000269136886605662	-0.000270273559158774
15000	-1.37611243110184	-0.000271842510836411	-0.000272438005030235	-1.35468957028951	-0.000267572590570986	-0.000267987317386418
16000	-1.37521651415422	-0.000278343019211216	-0.000279238936158827	-1.35390330176058	-0.000274420559747417	-0.000275206828276341
17000	-1.37405950660887	-0.000273460694600524	-0.000274617702145877	-1.35318547653449	-0.000269991116819179	-0.000270708942045272
18000	-1.37314726815433	-0.000275701129127201	-0.000276613367581741	-1.35275790656606	-0.000271636752822817	-0.000272064322791245
19000	-1.37250377267619	-0.000273156418900839	-0.00027379991437898	-1.35250024080912	-0.000268879220848719	-0.000269136886605662
20000	-1.37202343875421	-0.000271362176914433	-0.000271842510836411	-1.35251265585701	-0.000267585005618879	-0.000267572590570986
21000	-1.37128378016803	-0.000277603360625034	-0.000278343019211216	-1.3520202814791	-0.000273928185369508	-0.000274420559747417
22000	-1.37065136190935	-0.000272828276341841	-0.000273460694600524	-1.35156520575801	-0.000269536041098089	-0.000269991116819179
23000	-1.37028185369508	-0.000275331620912934	-0.000275701129127201	-1.35114555573393	-0.000271217102798738	-0.000271636752822817
24000	-1.36982067747632	-0.000272695242682079	-0.000273156418900839	-1.35060223684915	-0.000268335901963932	-0.000268879220848719
