loop_id	sample	group	center_value	background_mean	enrichment
1	ctrl_M1	ctrl	32.5276260375977	13.5321451425552	2.40373020647749
1	ctrl_M2	ctrl	36.7948760986328	18.5186219215393	1.98691221487902
1	ctrl_M3	ctrl	36.9662246704102	16.3670769929886	2.25857217426459
1	mut_M1	mut	50.9690475463867	17.2471481561661	2.95521596294542
1	mut_M2	mut	41.4225120544434	14.5911864042282	2.83887210449453
1	mut_M3	mut	40.2755699157715	12.0469542145729	3.34321598624913
2	ctrl_M1	ctrl	32.6601257324219	3.81242172420025	8.56676624338383
2	ctrl_M2	ctrl	26.822473526001	7.57887233793736	3.53911140470548
2	ctrl_M3	ctrl	36.735668182373	5.2403424680233	7.0101655390912
2	mut_M1	mut	28.0846271514893	8.14669391512871	3.44736496105924
2	mut_M2	mut	41.6523361206055	6.75174337625504	6.16912311375623
2	mut_M3	mut	36.726432800293	9.21054118871689	3.98743483665038
3	ctrl_M1	ctrl	52.8525810241699	24.8727116584778	2.12492235466233
3	ctrl_M2	ctrl	51.7975616455078	34.9656388759613	1.4813846768039
3	ctrl_M3	ctrl	50.3238372802734	34.394971370697	1.46311612642152
3	mut_M1	mut	65.2864532470703	33.4527461528778	1.95160220774443
3	mut_M2	mut	49.8776359558105	34.1303739547729	1.46138556881635
3	mut_M3	mut	52.0605888366699	35.3737585544586	1.47172907160888
4	ctrl_M1	ctrl	25.1928749084473	10.5443877577782	2.38922121294937
4	ctrl_M2	ctrl	29.5479183197021	14.4632005691528	2.04297231296938
4	ctrl_M3	ctrl	31.0735721588135	13.5796980857849	2.28823733506572
4	mut_M1	mut	34.4173622131348	14.028251349926	2.45343210316205
4	mut_M2	mut	28.5136337280273	14.2761389017105	1.99729310035019
4	mut_M3	mut	19.8699569702148	11.8564600944519	1.6758760044672
5	ctrl_M1	ctrl	11.9549827575684	2.90504202246666	4.11525295163112
5	ctrl_M2	ctrl	5.55076169967651	3.48274946212769	1.59378725344356
5	ctrl_M3	ctrl	2.30034995079041	3.27061465382576	0.703338728119377
5	mut_M1	mut	11.9035749435425	4.4248620569706	2.69015729536483
5	mut_M2	mut	5.51699018478394	3.0052550137043	1.83578104341423
5	mut_M3	mut	10.1102705001831	3.03869593143463	3.32717413269114
6	ctrl_M1	ctrl	35.740592956543	6.04818519949913	5.90930862360213
6	ctrl_M2	ctrl	41.9444770812988	7.7618442773819	5.40393179537568
6	ctrl_M3	ctrl	45.0686264038086	8.67945948243141	5.19256141411047
6	mut_M1	mut	54.7337799072266	8.13490760326385	6.72826079613572
6	mut_M2	mut	53.342586517334	9.06810545921326	5.88244002644869
6	mut_M3	mut	39.4546089172363	7.64910849928856	5.15806631856588
7	ctrl_M1	ctrl	49.0189247131348	23.0549918413162	2.12617402124989
7	ctrl_M2	ctrl	67.9233093261719	23.9880868196487	2.83154341723224
7	ctrl_M3	ctrl	49.4599227905273	27.5308275520802	1.79652873481423
7	mut_M1	mut	50.7181663513184	27.3716391324997	1.85294589431797
7	mut_M2	mut	42.350154876709	28.1519680023193	1.50434082879108
7	mut_M3	mut	58.2359275817871	24.5228673219681	2.3747601296859
8	ctrl_M1	ctrl	34.6207427978516	4.94692188501358	6.9984413747735
8	ctrl_M2	ctrl	48.4286308288574	6.15859484672546	7.86358447570342
8	ctrl_M3	ctrl	38.8153648376465	6.05156204104424	6.41410673382911
8	mut_M1	mut	53.3910751342773	5.62036508321762	9.49957419913927
8	mut_M2	mut	46.165168762207	6.58983731269836	7.00550963120873
8	mut_M3	mut	44.9521408081055	5.56989580392838	8.07055327254081
9	ctrl_M1	ctrl	18.6896343231201	11.3778904676437	1.64262737247027
9	ctrl_M2	ctrl	28.5849742889404	12.8392169475555	2.2263798801517
9	ctrl_M3	ctrl	21.9589996337891	13.3601514101028	1.64361906985454
9	mut_M1	mut	35.6653099060059	14.2460243701935	2.50352722831412
9	mut_M2	mut	32.7897262573242	13.9931471347809	2.34327031235334
9	mut_M3	mut	28.6996574401855	10.0683211088181	2.85049087429778
10	ctrl_M1	ctrl	20.304594039917	0.289763659238815	70.0729487377936
10	ctrl_M2	ctrl	13.6852235794067	2.41820868849754	5.65924009970765
10	ctrl_M3	ctrl	11.228609085083	0.270804286003113	41.4639267746078
10	mut_M1	mut	21.5754070281982	2.12600815296173	10.1483181041153
10	mut_M2	mut	25.2824687957764	2.44035890698433	10.3601436343719
10	mut_M3	mut	22.0874061584473	1.44988392293453	15.2339134251126
11	ctrl_M1	ctrl	23.4085483551025	8.27344274520874	2.82936004708061
11	ctrl_M2	ctrl	31.7597789764404	11.1945539712906	2.83707408601461
11	ctrl_M3	ctrl	34.390079498291	11.9430106878281	2.87951509022263
11	mut_M1	mut	29.4999885559082	12.2945413589478	2.39943790456556
11	mut_M2	mut	35.7090263366699	11.8767626285553	3.00662962235304
11	mut_M3	mut	37.5733375549316	8.72773337364197	4.30505103059224
12	ctrl_M1	ctrl	17.3719043731689	32.8102399557829	0.529465934920939
12	ctrl_M2	ctrl	22.6260643005371	38.9767446517944	0.580501642778816
12	ctrl_M3	ctrl	24.3276672363281	38.3609017729759	0.634178710925566
12	mut_M1	mut	37.3294944763184	41.6902138143778	0.89540184760205
12	mut_M2	mut	27.3958930969238	38.0745328813791	0.719533268662166
12	mut_M3	mut	28.0080585479736	31.009550601244	0.90320749591418
13	ctrl_M1	ctrl	14.2983255386353	12.6763868331909	1.12794960636556
13	ctrl_M2	ctrl	18.4590473175049	8.1555073261261	2.26338430944345
13	ctrl_M3	ctrl	27.4437942504883	0	NA
13	mut_M1	mut	16.7077960968018	9.35316973924637	1.78632448277882
13	mut_M2	mut	21.4765357971191	14.629486143589	1.46803076925095
13	mut_M3	mut	10.0110177993774	13.3668730258942	0.748942387646251
14	ctrl_M1	ctrl	18.373327255249	9.24101442098618	1.9882370504177
14	ctrl_M2	ctrl	32.6006813049316	13.4538147449493	2.42315521084235
14	ctrl_M3	ctrl	30.7280406951904	17.0261290073395	1.80475789194035
14	mut_M1	mut	32.8661499023438	15.0841262340546	2.17885672609552
14	mut_M2	mut	29.8395900726318	14.446541428566	2.06551791099483
14	mut_M3	mut	30.4335269927979	12.5220346450806	2.43039792297285
15	ctrl_M1	ctrl	16.2529258728027	5.6754062473774	2.86374669307826
15	ctrl_M2	ctrl	17.8275318145752	8.12429541349411	2.19434805201254
15	ctrl_M3	ctrl	18.2485389709473	10.9054422080517	1.67334241223836
15	mut_M1	mut	27.3445072174072	7.81659632921219	3.49826267927068
