loop_id	sample	group	center_value	background_mean	enrichment
1	ctrl_M1	ctrl	30.4890422821045	18.6238214969635	1.63709914676081
1	ctrl_M2	ctrl	24.8332061767578	21.4396319389343	1.1582850977801
1	ctrl_M3	ctrl	36.4134407043457	22.2524201869965	1.63638113959507
1	mut_M1	mut	15.7001161575317	20.5714297294617	0.763200048028095
1	mut_M2	mut	20.2804870605469	23.3413836956024	0.868863959610405
1	mut_M3	mut	27.4908466339111	29.1752376556396	0.942266416417591
2	ctrl_M1	ctrl	103.456413269043	54.6876173019409	1.8917703563101
2	ctrl_M2	ctrl	137.752365112305	62.9567070007324	2.18804908443992
2	ctrl_M3	ctrl	102.301429748535	66.211817741394	1.54506299990279
2	mut_M1	mut	59.1690330505371	46.3561105728149	1.27640201732619
2	mut_M2	mut	77.4181976318359	44.3153042793274	1.74698558186253
2	mut_M3	mut	73.9071807861328	38.8122863769531	1.90422125788547
3	ctrl_M1	ctrl	9.03894710540771	3.01728317141533	2.99572383230036
3	ctrl_M2	ctrl	13.1700210571289	3.27982497215271	4.01546459611373
3	ctrl_M3	ctrl	13.6678352355957	3.5173062980175	3.88588143241874
3	mut_M1	mut	2.83079123497009	0.702429860830307	4.02999842806221
3	mut_M2	mut	3.9527804851532	1.03639771044254	3.81396103573536
3	mut_M3	mut	4.9810152053833	0.843603923916817	5.90444764914874
4	ctrl_M1	ctrl	27.8713512420654	5.37195229530334	5.18830952136956
4	ctrl_M2	ctrl	19.6115798950195	5.78577589988708	3.38961968703321
4	ctrl_M3	ctrl	16.3015956878662	4.47652763128281	3.64157155513743
4	mut_M1	mut	10.1822061538696	5.71854120492935	1.78056007449813
4	mut_M2	mut	7.68788528442383	2.66367888450623	2.88619072259116
4	mut_M3	mut	9.23107433319092	3.80417913198471	2.42656142440246
5	ctrl_M1	ctrl	55.4721069335938	15.1596372127533	3.65919752267732
5	ctrl_M2	ctrl	33.6934852600098	12.1179158687592	2.78046865689784
5	ctrl_M3	ctrl	24.7912769317627	10.3807153701782	2.38820505598133
5	mut_M1	mut	15.0901098251343	8.80810308456421	1.71320767709667
5	mut_M2	mut	19.3876953125	8.37516570091248	2.31490289325114
5	mut_M3	mut	18.8098430633545	9.20459842681885	2.04352674512659
6	ctrl_M1	ctrl	54.5850028991699	30.5623164176941	1.7860230930522
6	ctrl_M2	ctrl	50.8237228393555	33.4330172538757	1.52016560316475
6	ctrl_M3	ctrl	44.0179138183594	34.3829646110535	1.28022450409086
6	mut_M1	mut	34.8063659667969	25.4669373035431	1.36672759476085
6	mut_M2	mut	50.1755256652832	26.7852215766907	1.87325408235366
6	mut_M3	mut	41.9058456420898	29.4403223991394	1.42341666894636
7	ctrl_M1	ctrl	74.8388595581055	29.3001728057861	2.55421222441823
7	ctrl_M2	ctrl	60.0568237304688	24.6195464134216	2.43939602793527
7	ctrl_M3	ctrl	62.684684753418	28.9315023422241	2.16665847531646
7	mut_M1	mut	36.3633880615234	24.3010573387146	1.49637061279601
7	mut_M2	mut	40.809024810791	22.849205493927	1.7860150464154
7	mut_M3	mut	49.5193099975586	24.0380711555481	2.06003675074942
8	ctrl_M1	ctrl	62.5451889038086	22.7451009750366	2.74983122618157
8	ctrl_M2	ctrl	41.110897064209	20.1722071170807	2.03799697403457
8	ctrl_M3	ctrl	59.5182304382324	23.8097376823425	2.49974322406633
8	mut_M1	mut	43.0740814208984	20.2790815830231	2.12406470404254
8	mut_M2	mut	32.2908363342285	23.1025197505951	1.3977192394088
8	mut_M3	mut	49.3113784790039	21.4671649932861	2.29706058039923
9	ctrl_M1	ctrl	57.833324432373	18.7534654140472	3.08387400171134
9	ctrl_M2	ctrl	43.4103202819824	26.5135941505432	1.63728538784671
9	ctrl_M3	ctrl	60.0374526977539	15.647389292717	3.83689902351302
9	mut_M1	mut	34.181282043457	17.7902591228485	1.92134818315024
9	mut_M2	mut	26.2605590820312	12.9869627952576	2.02207086414545
9	mut_M3	mut	35.2261085510254	10.455689907074	3.36908504977683
10	ctrl_M1	ctrl	180.474563598633	35.5368390083313	5.07852044905632
10	ctrl_M2	ctrl	136.353927612305	31.3751001358032	4.34592804555567
10	ctrl_M3	ctrl	128.619262695312	32.8281660079956	3.91795455962986
10	mut_M1	mut	101.245986938477	26.8072699308395	3.77681081287586
10	mut_M2	mut	136.416015625	34.8034133911133	3.91961598973026
10	mut_M3	mut	122.462432861328	31.8548061847687	3.84439422268039
11	ctrl_M1	ctrl	83.9911346435547	22.6892027854919	3.7018107439747
11	ctrl_M2	ctrl	62.2343902587891	18.7656328678131	3.31640242016744
11	ctrl_M3	ctrl	68.7429809570312	23.2627096176147	2.95507196225234
11	mut_M1	mut	48.4674758911133	17.4081513881683	2.78418281242974
11	mut_M2	mut	60.8065567016602	18.8185985088348	3.23119474987009
11	mut_M3	mut	54.8926048278809	16.3425667285919	3.35887291999513
12	ctrl_M1	ctrl	106.700187683105	21.8197076320648	4.89008328994775
12	ctrl_M2	ctrl	83.0023345947266	13.9980893135071	5.92954743578009
12	ctrl_M3	ctrl	88.3927993774414	17.0702447891235	5.17817995403099
12	mut_M1	mut	63.83154296875	12.9395787715912	4.93304643802563
12	mut_M2	mut	77.4472732543945	12.1054481267929	6.39772046794212
12	mut_M3	mut	65.4314041137695	13.4139451980591	4.87786427838076
13	ctrl_M1	ctrl	75.7049865722656	35.0445284843445	2.16025125309035
13	ctrl_M2	ctrl	83.9998397827148	27.3116760253906	3.07560179406871
13	ctrl_M3	ctrl	71.4101943969727	31.6744899749756	2.25450179161181
