gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Tubg2	0.0662330302702338	-0.0639935004064375	1.74460305343951e-08	1.88697593290977e-09	0.130226530676671	0	0	0
Zfand6	0.0763736059124908	-0.0537528213872206	3.07546152118832e-104	1.2623387904877e-77	0.130126427299711	0	0	0
Snx30	0.0930945433570074	-0.0367309342744498	3.55247795269558e-254	1.52243847464537e-47	0.129825477631457	0	1	1
Traf3	0.0727088495786465	-0.0570998595761757	2.27517473018172e-236	3.12952172006441e-187	0.129808709154822	3	3	0
Ndufc2	0.0781780305506964	-0.0515724987291604	6.86273523533241e-18	7.7795498622189e-10	0.129750529279857	0	1	1
Sppl2c	0.0900436180218791	-0.0394686078302704	9.9559698653154e-13	0.00209807793095853	0.12951222585215	2	2	0
Sem1	0.085373463692039	-0.0440176969961313	1.76904581392277e-37	8.99206089374284e-13	0.12939116068817	0	0	0
Qk	0.0673308868896071	-0.0620325666233439	5.21011009906031e-104	8.34562300156398e-133	0.129363453512951	0	0	0
Cbfa2t2	0.0812301682298538	-0.0480823968655327	1.15193938698061e-169	2.95616995004498e-80	0.129312565095387	0	0	0
Brinp1	0.0827878571632678	-0.046462095488366	1.79176309716745e-254	4.8276669893488e-89	0.129249952651634	2	3	1
Bhlhe41	0.102419237463644	-0.0267714025084663	1.4915061572408e-40	0.000401359508095233	0.12919063997211	3	3	0
Ubtd2	0.0889994621451365	-0.0401309379442717	4.46644877406805e-88	2.82232969705445e-23	0.129130400089408	1	1	0
Sgk1	0.076575825600841	-0.052528889186772	1.40382896140284e-241	1.86775012063865e-141	0.129104714787613	2	2	0
Tmem65	0.111322026879293	-0.0177296271604361	5.1674266009813e-173	7.79466028171528e-06	0.129051654039729	4	4	0
Leap2	0.0645732129568519	-0.0640946624843924	0.019220172600577	0.00554912691176181	0.128667875441244	0	0	0
Ubl3	0.0935890443621044	-0.0346818010957911	4.00923519344736e-146	1.74863338665542e-23	0.128270845457895	0	1	1
Pln	0.0647351062222625	-0.0633506447449463	1.2714039600286e-10	3.65834155730289e-13	0.128085750967209	0	0	0
Tprgl	0.096975640446691	-0.0310523747617114	2.89648165159948e-13	0.0179312589149775	0.128028015208402	0	0	0
Svep1	0.0749873190799152	-0.0529199355626119	4.8151057076211e-306	7.07674626726131e-306	0.127907254642527	2	5	3
Ulk1	0.087286295662369	-0.0405888841792781	6.0228266155475e-38	2.41341006733136e-14	0.127875179841647	0	0	0
Gm14862	0.0866467726860081	-0.0411887516835781	3.55778020339735e-15	1.66543188111836e-08	0.127835524369586	0	0	0
Fgf1	0.094244219786531	-0.0335424374916495	6.4187072322112e-276	9.67100545468013e-47	0.12778665727818	9	14	5
Napb	0.0766993920639272	-0.0510527940199326	4.39364676225835e-76	8.87195789214767e-45	0.12775218608386	1	1	0
Peak1	0.0770618365988038	-0.0506868610968671	4.8151057076211e-306	2.03585476073507e-200	0.127748697695671	0	1	1
Galnt15	0.076962206698413	-0.0507723968744328	3.99898279140923e-70	1.48300074817784e-51	0.127734603572846	3	3	0
Fbxo45	0.0746642777194696	-0.0528984373239413	2.62245210420616e-31	1.0515098297499e-19	0.127562715043411	0	0	0
Slc29a1	0.0953056988936956	-0.032224387090315	1.06132445732227e-28	2.31072978277167e-05	0.127530085984011	3	2	-1
Dnajc24	0.0687466373108868	-0.0587589671653511	1.5344974968803e-37	2.71515232007836e-41	0.127505604476238	3	3	0
Ccnjl	0.0935663629349349	-0.0339366262554029	1.36413945339001e-159	5.98049417793804e-26	0.127502989190338	0	0	0
Mpzl1	0.0775329869880599	-0.049951057222714	2.38918903758256e-112	1.18323903275912e-64	0.127484044210774	4	3	-1
Tpra1	0.076856079012106	-0.0502711577958536	1.16268672471754e-10	5.8981654799018e-07	0.12712723680796	0	2	2
Tmtc4	0.0746786908427238	-0.0524397184150954	1.55103556331814e-109	6.96512369857548e-68	0.127118409257819	1	2	1
Rims2	0.0766967482766715	-0.0502960509946944	4.8151057076211e-306	7.07674626726131e-306	0.126992799271366	0	0	0
Foxo1	0.0654772853819996	-0.0610322744548997	1.50531477661938e-168	8.55334859299868e-212	0.126509559836899	6	4	-2
Itprid2	0.0704560112904822	-0.0556322556950458	1.52627661280057e-64	3.94476455757572e-63	0.126088266985528	1	2	1
Kcnc4	0.0770357612339445	-0.0487371938622148	4.08592423894628e-44	1.93751929229765e-27	0.125772955096159	4	6	2
Ric3	0.0807605096298978	-0.0450081361230947	2.28795770458698e-68	5.78832676464741e-25	0.125768645752993	0	1	1
Mllt3	0.0723271352645487	-0.0533576935627765	4.8151057076211e-306	1.37025323786397e-272	0.125684828827325	8	8	0
Maml3	0.0796891491724255	-0.0459758938953871	4.8151057076211e-306	7.07674626726131e-306	0.125665043067813	4	10	6
Dynlt1c	0.0785215580264593	-0.0470860985779554	1.46294726421786e-06	0.000389340781434569	0.125607656604415	1	2	1
Polr2l	0.0829220662534771	-0.0425759697976301	1.50096605426257e-08	3.14195642086136e-06	0.125498036051107	0	0	0
Ptar1	0.0753871684402255	-0.0501013814803416	2.7765329444279e-121	3.31712909859535e-79	0.125488549920567	0	1	1
Tmem132c	0.0677716697789223	-0.0577149591439013	4.8151057076211e-306	7.07674626726131e-306	0.125486628922824	1	1	0
Dnajb2	0.0681411906792506	-0.0572520764678856	3.22462829551042e-23	7.82092900735934e-25	0.125393267147136	1	0	-1
Armh4	0.0737727945450812	-0.0515097803718732	1.91860292084189e-118	2.41807246141352e-89	0.125282574916954	1	4	3
Sybu	0.0961783809519351	-0.0289549995455817	1.527938424369e-227	7.15648387540859e-29	0.125133380497517	0	0	0
Foxj2	0.0830850820876073	-0.0419796345346963	9.14306001577732e-70	2.5058180425576e-32	0.125064716622304	2	2	0
Fbxo33	0.0721794468915877	-0.0528836521313865	9.13787883633073e-34	1.60817559759983e-24	0.125063099022974	0	0	0
Asf1a	0.0781292357210233	-0.0466391396385359	1.0168415209287e-26	2.54289143899092e-18	0.124768375359559	0	2	2
Usp2	0.1029900526084	-0.0216303943271601	2.63442370736904e-97	7.36155218165267e-07	0.12462044693556	1	2	1
Cdc40	0.0831193310898309	-0.0414399093481019	1.42859296494113e-143	3.78285288347829e-45	0.124559240437933	0	2	2
Klhl23	0.0910066799240734	-0.0332517555630308	1.24154207063894e-52	2.01418217767287e-11	0.124258435487104	0	0	0
Rcan3	0.0969579441804137	-0.0271577472218333	3.43495958812643e-104	9.71404256970165e-13	0.124115691402247	0	0	0
Saraf	0.0749498006323338	-0.0491625794504092	1.29625351123749e-40	3.18058799481922e-28	0.124112380082743	0	0	0
Rab33b	0.0701437744814882	-0.0538907197141558	9.21321636062797e-28	8.70481834955827e-23	0.124034494195644	0	0	0
Pan3	0.0878948852670351	-0.0361365623518864	1.85494381920905e-265	2.52657940076705e-48	0.124031447618921	0	0	0
Cln5	0.0827571999725597	-0.0410626184463131	3.46145313005871e-28	1.45139448566511e-09	0.123819818418873	0	1	1
Rflnb	0.0845046719509519	-0.0389033187138778	5.21293280788264e-21	5.27247637840527e-06	0.12340799066483	2	2	0
Ccdc71	0.0971002670835063	-0.0262713582288155	1.00835591319553e-21	0.00189555175492899	0.123371625312322	1	1	0
Tnfsfm13	0.0928201741804231	-0.0302227548224064	8.22800906207448e-39	2.77259133181914e-08	0.123042929002829	0	0	0
Slc2a8	0.0702625195565684	-0.0527283650520111	2.0943733035559e-12	1.0490532909043e-09	0.122990884608579	0	0	0
Carnmt1	0.0705990408449142	-0.0522671776813826	1.2227642286282e-62	5.05811174272256e-69	0.122866218526297	0	1	1
Psmc5	0.0746148896514307	-0.0480025591477194	2.71231279619057e-18	2.12565809531323e-10	0.12261744879915	0	0	0
Crtam	0.0859873426242221	-0.0365348250037837	5.20801418117543e-101	7.12480455798595e-29	0.122522167628006	0	0	0
Plcl2	0.0725272526885019	-0.0499614541123332	1.82372277225775e-301	1.28297112747231e-168	0.122488706800835	4	7	3
B4galt6	0.0793670812739087	-0.0430539949059271	3.27530588466955e-147	5.76260668080896e-54	0.122421076179836	2	3	1
Lrrc49	0.0984106577060959	-0.0239230922856924	4.8151057076211e-306	5.56107236444638e-25	0.122333749991788	0	1	1
Cuedc2	0.0675512384009672	-0.0546866492817427	1.19531657962661e-13	3.97656930607665e-13	0.12223788768271	0	0	0
Cox14	0.0781578508888922	-0.0440789393969351	2.50159038121153e-06	0.00514200314756303	0.122236790285827	0	0	0
Cd276	0.0858464833923023	-0.0363327073824432	3.00270565815349e-77	3.89897415801757e-19	0.122179190774746	0	1	1
Btbd2	0.072119594630417	-0.0497953703579484	6.05985820907989e-24	4.42218463768535e-16	0.121914964988365	0	0	0
Scd2	0.0920971237060903	-0.0298075736412426	2.32217943486725e-85	2.46247700712655e-11	0.121904697347333	1	2	1
Aig1	0.0808819806409217	-0.0410188900482102	4.8151057076211e-306	1.57785517460631e-141	0.121900870689132	1	2	1
Arhgap26	0.0846430903164772	-0.0371017973603898	4.8151057076211e-306	1.2523504429982e-303	0.121744887676867	1	4	3
Gap43	0.0800887201154188	-0.0415633619834631	1.077410854135e-150	6.09886117228598e-47	0.121652082098882	1	7	6
Msantd2	0.0772282110668445	-0.0444139541784741	1.99784239939971e-66	1.49443113882873e-31	0.121642165245319	0	0	0
Dynlrb1	0.0708988063850706	-0.0506771841323295	3.17007774055298e-18	6.05774739995073e-14	0.1215759905174	0	0	0
Spout1	0.063366901180974	-0.0579424064754437	2.9822154611954e-08	1.93893508192856e-11	0.121309307656418	0	0	0
Fam210a	0.0669919978390477	-0.0542719974223707	4.45854250099837e-56	1.54464536355299e-50	0.121263995261418	0	0	0
Polr1d	0.0869400247105536	-0.0341871152938671	5.09892546809877e-105	5.56571186389067e-21	0.121127140004421	0	0	0
Rad52	0.0794576492981724	-0.0414782738787784	8.14274225896929e-30	2.89921764135e-11	0.120935923176951	0	0	0
Pigm	0.0672286945929397	-0.0535538869409371	5.83999702766453e-12	1.73949399118569e-11	0.120782581533877	0	0	0
Vps37c	0.0886243515986417	-0.0321311775875029	8.48157193768279e-55	8.96201732839144e-10	0.120755529186145	0	1	1
Prr13	0.0931966833079389	-0.0275493686290554	1.87078041743656e-15	0.00457203919043696	0.120746051936994	0	0	0
Chac2	0.0668677198363278	-0.0537925517239656	1.43880114952907e-09	1.78874524139276e-10	0.120660271560293	0	0	0
Lysmd2	0.0685458650777445	-0.0520143551818935	5.06350397501315e-21	9.80568025435067e-16	0.120560220259638	0	0	0
Tor1b	0.0733703234225837	-0.0470787340243398	1.50239520550201e-10	8.01538308789558e-07	0.120449057446924	0	0	0
Pqlc2	0.0712098841088513	-0.0489662923316267	7.97243813060359e-24	1.80291700322854e-16	0.120176176440478	0	0	0
Bnip3l	0.0643635424094593	-0.0556586070282611	2.59473989724892e-29	3.59542273105395e-32	0.12002214943772	0	0	0
Avpi1	0.0828951210019844	-0.0369791654594044	1.8147045529254e-18	7.80879940164576e-06	0.119874286461389	1	1	0
Angpt1	0.05093380525349	-0.0689229276602719	7.56236485526864e-172	7.07674626726131e-306	0.119856732913762	4	6	2
Fam181b	0.06306989315693	-0.0565588152771245	0.015435228996648	0.0102148437058367	0.119628708434055	0	0	0
Rab43	0.0841555982708596	-0.0353011114231149	9.00428435726579e-38	1.4301220347597e-09	0.119456709693974	1	1	0
Leng8	0.0665638184454027	-0.0527490101531275	8.10023862301947e-15	9.70895830643813e-14	0.11931282859853	0	0	0
Klhdc8a	0.07163297049207	-0.0474845406947673	6.96602678503301e-13	4.66673594082549e-07	0.119117511186837	3	3	0
Sidt2	0.0776451821972112	-0.0414594905250104	3.63499613912175e-34	2.05399176994736e-16	0.119104672722222	0	0	0
Lrrtm3	0.0836559320581863	-0.0352477698752303	4.8151057076211e-306	1.25590000587087e-66	0.118903701933417	6	8	2
Rnf187	0.0598091277335654	-0.0590456049004299	2.33349274521959e-09	1.98896990544413e-11	0.118854732633995	0	0	0
Btf3	0.0607389307362525	-0.0580880645464011	6.76351710183275e-10	1.40259312376402e-13	0.118826995282654	0	0	0
Ikzf5	0.0649749352462373	-0.0537147009962642	1.48104601128765e-23	1.74794211484206e-24	0.118689636242502	0	0	0
Cabp1	0.072279990572406	-0.0463957627839877	2.14293411096481e-73	1.33627298853923e-54	0.118675753356394	1	0	-1
Tmem126a	0.07250913201408	-0.0461033254494145	2.00949919917424e-11	3.75793154911346e-06	0.118612457463495	0	0	0
Klhl33	0.0899943838182167	-0.0284251823548867	6.91516792560367e-24	5.67738051518678e-05	0.118419566173103	0	1	1
Zranb1	0.0731285993615188	-0.0452010998899015	9.13222011274879e-61	1.82029913002405e-25	0.11832969925142	1	1	0
Tlcd4	0.0837329867204418	-0.0343998424843242	6.65559826654062e-218	6.14499245221851e-51	0.118132829204766	2	3	1
Slc25a44	0.0707907299532017	-0.0470872800024362	1.24052452475926e-23	7.50541467532402e-15	0.117878009955638	1	0	-1
Gramd1b	0.0785315494832169	-0.0393402875183748	4.8151057076211e-306	2.99678750476568e-146	0.117871837001592	1	3	2
Ephx4	0.0661858003402195	-0.0515920105960814	2.22098185450208e-26	1.12451948179279e-27	0.117777810936301	0	0	0
Tmem62	0.0809744631636121	-0.0367736465493163	2.65824396466513e-42	8.36100227838748e-14	0.117748109712928	0	0	0
Srxn1	0.0714337288916805	-0.0462900891725747	1.98453516432943e-11	8.09170356262609e-07	0.117723818064255	0	0	0
Numa1	0.0755435142183216	-0.0421600290471826	4.36857748581132e-92	2.32471406264059e-39	0.117703543265504	0	0	0
Ypel2	0.0836866091020344	-0.0338874475091653	5.90094241900367e-136	1.4685068954754e-26	0.1175740566112	0	1	1
Zfp746	0.0640085308413394	-0.0533892448142353	1.57946766556697e-31	2.48372853406308e-33	0.117397775655575	0	0	0
Acot7	0.0833695807748285	-0.033699954022798	1.48913259637703e-167	4.01016539458521e-35	0.117069534797626	2	2	0
Paxx	0.0874408040334622	-0.0296262957772643	1.90594160916184e-10	0.0217831730768992	0.117067099810727	1	1	0
Pip4p1	0.0777913760726331	-0.0392734180744404	9.79323943882079e-11	1.56663858311156e-05	0.117064794147073	0	1	1
Rtn4rl1	0.107151308886847	-0.00985640342869265	1.46356723097773e-249	0.00197180101627074	0.117007712315539	1	1	0
Mcur1	0.0698344080492073	-0.047172511355312	3.67616292583196e-60	2.67643930504236e-42	0.117006919404519	1	3	2
Prnp	0.083019132864693	-0.0338687862873712	1.65836391286181e-37	1.4422068762571e-08	0.116887919152064	0	0	0
Fut8	0.0738969667880364	-0.0429682059239301	3.58316811648974e-197	2.44736945866196e-73	0.116865172711966	6	13	7
Pfdn2	0.0713603099421455	-0.0454222377135615	8.94383718907827e-27	1.7213168588027e-17	0.116782547655707	0	0	0
Tmem129	0.0645750876468218	-0.0520231659138896	1.13611043039262e-06	1.43232959076097e-07	0.116598253560711	1	0	-1
Fam107b	0.0783636379478725	-0.037967949878282	4.8151057076211e-306	1.20147954749248e-123	0.116331587826154	4	8	4
Fxyd6	0.0873431160872751	-0.0289431380138696	8.18044773312742e-61	5.14555560567799e-09	0.116286254101145	4	4	0
Fem1c	0.0830753934451072	-0.0332098652925634	4.93743254572544e-65	1.41545572335833e-11	0.116285258737671	0	1	1
Bmt2	0.0663076307423306	-0.0499551113865206	1.09212548914814e-53	1.81511154041527e-38	0.116262742128851	0	0	0
Vps45	0.0756685497322745	-0.0405580319627646	2.00486393878582e-120	2.56272746336366e-57	0.116226581695039	1	0	-1
Eno2	0.0595439726460866	-0.0565841171987257	6.48622093450798e-13	1.50043516166194e-17	0.116128089844812	0	0	0
Mfsd6	0.0693548190977483	-0.0467642181109743	1.95277791610025e-89	9.70747141600754e-52	0.116119037208723	0	2	2
Slc39a2	0.0722408237902885	-0.0438080491719277	8.32810892984736e-08	1.7115709015873e-07	0.116048872962216	0	0	0
Ccnq	0.0679723613423291	-0.0478534372509179	7.93842787420953e-06	0.000111875324048763	0.115825798593247	0	0	0
Speg	0.0715365465889024	-0.044270120474847	8.6352846698691e-88	2.35798061047924e-49	0.115806667063749	1	1	0
Crbn	0.0615518812833331	-0.0542353606358521	2.37968724723629e-35	2.46317185597372e-43	0.115787241919185	0	4	4
Ndufb7	0.0755218872281166	-0.0402049213857446	5.2763208567121e-08	0.00124892970716959	0.115726808613861	0	0	0
Plcxd3	0.0676974143908038	-0.0480220267109308	3.02572892271562e-171	5.02960226894811e-110	0.115719441101735	1	3	2
Scamp4	0.0778610440205574	-0.0377953546435078	3.74060029612637e-20	1.34351371524945e-07	0.115656398664065	0	0	0
Cpeb4	0.0808881893998538	-0.0347282881386165	1.84936727378625e-74	2.6542914323877e-16	0.11561647753847	0	0	0
Cntn6	0.0601156302345282	-0.05549487333954	2.57862683263825e-301	7.07674626726131e-306	0.115610503574068	2	10	8
Cyth1	0.0782518744745134	-0.037258277306406	5.11927590168854e-208	2.7285349657251e-62	0.115510151780919	0	2	2
Rer1	0.0727329662422174	-0.0426527179423094	2.9677040041818e-26	2.66607739768943e-13	0.115385684184527	0	0	0
Snx13	0.0699022248873642	-0.0454653376840674	1.06076101182694e-138	1.76247854283859e-79	0.115367562571432	0	2	2
Snapc3	0.0643229634765339	-0.050942074684409	4.05872225209658e-61	6.1489882030949e-49	0.115265038160943	0	0	0
Mcrs1	0.0678856155630038	-0.0471750036166692	3.79436355595147e-14	3.50259233878955e-13	0.115060619179673	0	0	0
Dnase1l2	0.0865092936809942	-0.0284222819531892	1.11233529326755e-14	0.00178432446754794	0.114931575634183	0	0	0
Map4k3	0.0700060731614279	-0.0447896364575548	1.03041242317267e-264	1.04086684958161e-139	0.114795709618983	2	4	2
Nmt2	0.0702297060479047	-0.0444416273648441	2.53958717229387e-64	1.95943870976646e-37	0.114671333412749	1	1	0
Nabp1	0.074061353586522	-0.0406054751613712	3.21728259835248e-18	2.32401174566854e-11	0.114666828747893	2	2	0
Sptb	0.0805401967548386	-0.0341249566314848	2.07266414023487e-305	3.49071702458221e-67	0.114665153386323	4	4	0
Utp3	0.0703599139712926	-0.0442130149281677	6.20041881102511e-05	0.00323831334100792	0.11457292889946	0	0	0
Gabarapl2	0.0818361262981748	-0.0326634734898308	1.24856333152801e-23	3.60385140850337e-05	0.114499599788006	0	0	0
Ghrl	0.0631128382501688	-0.0513848014088519	0.000197666472126204	0.000548082343021528	0.114497639659021	0	0	0
Plekho1	0.0788499959717053	-0.0354324729964902	3.43955424867751e-16	3.16964528906418e-05	0.114282468968196	1	0	-1
Pias4	0.0658561495821774	-0.0483732005851548	7.4829196476447e-20	1.04604677197888e-14	0.114229350167332	0	0	0
Gdap1	0.0911582263069803	-0.0230588763303675	1.17541853936257e-28	0.00198019310311074	0.114217102637348	1	1	0
Ube4b	0.068978646972802	-0.045203051157207	5.61429476788675e-205	5.86853016475538e-129	0.114181698130009	0	0	0
Arl1	0.0799118933149866	-0.0342446572681593	7.95976924159471e-32	4.20482907989409e-15	0.114156550583146	0	0	0
Itgb1bp1	0.0775233877276833	-0.0365039963480906	1.12014914581558e-45	3.53033582355e-15	0.114027384075774	0	0	0
Efemp2	0.0872403360668247	-0.0267204039166965	6.60711905110002e-22	0.00212303161490107	0.113960739983521	0	0	0
Smad5	0.0625496697347261	-0.0513937023361243	4.36454718444524e-48	6.16421265151925e-43	0.11394337207085	3	2	-1
Lnpep	0.0745177051719574	-0.0393925749110557	5.2573706696535e-117	1.93320199091895e-39	0.113910280083013	0	1	1
Gpat4	0.0614704792261713	-0.0523556468601587	3.19445451796175e-44	5.30507961894897e-49	0.11382612608633	1	1	0
Ndufa4	0.0759657831246999	-0.0378279828591427	3.88995405805883e-12	0.000277123780009445	0.113793765983843	0	1	1
Pithd1	0.0601267343190554	-0.0535856465663785	9.12590024615046e-20	2.14614008643899e-24	0.113712380885434	0	0	0
Fgf9	0.0857278843995736	-0.0276590828930702	8.32900983118097e-114	9.24213979250334e-13	0.113386967292644	6	7	1
Wdfy2	0.0647975460102186	-0.048446190857751	7.99898619145862e-166	1.30257894232082e-128	0.11324373686797	0	1	1
Reep3	0.0911945118268505	-0.0219556265139648	2.92702741165597e-295	3.88001469893093e-21	0.113150138340815	0	1	1
Uqcc2	0.0716568937792067	-0.0413400974422616	1.24151712612619e-23	5.64248192086018e-10	0.112996991221468	1	1	0
Cnnm1	0.0893341782706405	-0.0236579517376939	3.3744590366695e-148	1.02654382421079e-13	0.112992130008334	3	4	1
Ntf3	0.0625273588684472	-0.0503928254329841	9.80165878977693e-89	1.13865087369983e-77	0.112920184301431	6	6	0
5730409E04Rik	0.0661568021239899	-0.0467494197092778	4.76077774551009e-05	0.00168341447405269	0.112906221833268	0	0	0
Ocel1	0.0760564739461674	-0.036804128336747	1.26038984647585e-10	0.000463863771275999	0.112860602282914	1	1	0
Vps26a	0.0672646171315209	-0.0455802011963075	2.99791774400622e-44	2.28528318199366e-30	0.112844818327828	1	1	0
Zadh2	0.0870280053110527	-0.0256403926161575	9.83618966811735e-37	1.50079855832665e-05	0.11266839792721	0	0	0
Cep85l	0.0643345876647606	-0.0483249661341589	1.06811108931615e-105	8.6271675128848e-79	0.11265955379892	0	0	0
Atp5mpl	0.0631440647401453	-0.0494117469658335	1.54546884448925e-09	2.0033574237421e-08	0.112555811705979	0	0	0
