Gene_Name	mean_ctrl_pc1	mean_mut_pc1	n_bins	ctrl_label	mc_diff	mc_sig	mc_direction	hmc_diff	hmc_sig	hmc_direction
0610040J01Rik	-0.895833333333335	-0.975500000000001	2	B.2	-0.0147585280320162	TRUE	Hypomethylated	0.00513643863186417	TRUE	Hypermethylated
1110002E22Rik	1.63133333333333	1.62733333333333	1	A.1	-0.0115823910944359	FALSE	Hypomethylated	0.00118158409637498	FALSE	Hypermethylated
1110004F10Rik	0.6655	0.783333333333333	2	B.1	0.00876479388734297	TRUE	Hypermethylated	-0.00288357532489843	FALSE	Hypomethylated
1110032F04Rik	0.123333333333333	0.148444444444444	3	B.1	-0.0286657822688701	FALSE	Hypomethylated	0.0193618785540773	FALSE	Hypermethylated
1110038F14Rik	1.46733333333333	1.44733333333333	1	A.1	0.0338685892985557	FALSE	Hypermethylated	-0.00691498938477153	FALSE	Hypomethylated
1110059E24Rik	1.17333333333333	1.058	1	A.1	0.0405534839634105	TRUE	Hypermethylated	-0.0379783402117584	TRUE	Hypomethylated
1110059G10Rik	0.675	0.469333333333333	1	A.1	0.0202977526326662	FALSE	Hypermethylated	-0.00573169973229094	FALSE	Hypomethylated
1190005I06Rik	1.615	1.634	1	A.1	-0.0131913284317379	TRUE	Hypomethylated	0.00672942292290674	FALSE	Hypermethylated
1500009L16Rik	1.24266666666666	1.34644444444445	3	A.1	-0.00160626803010322	FALSE	Hypomethylated	0.012559110825439	TRUE	Hypermethylated
1500011B03Rik	1.35266666666667	1.33366666666667	1	A.1	0.0486209412835271	TRUE	Hypermethylated	-0.0231333815003732	TRUE	Hypomethylated
1600014C10Rik	1.12133333333333	1.01733333333333	1	A.1	0.0586341861139184	TRUE	Hypermethylated	-0.0185889291059423	TRUE	Hypomethylated
1700001F09Rik	-1.13233333333333	-1.213	1	B.2	-0.0165622602620117	FALSE	Hypomethylated	0.00293141768327399	FALSE	Hypermethylated
1700001K19Rik	1.50633333333333	1.41866666666667	1	A.1	0.0221956173654407	TRUE	Hypermethylated	-0.0215130810387609	TRUE	Hypomethylated
1700003H04Rik	-1.09324242424242	-1.19390909090909	11	B.2	-0.00788975415031423	FALSE	Hypomethylated	0.00755354809597074	TRUE	Hypermethylated
1700006A11Rik	-0.765666666666667	-0.989666666666667	1	B.2	-0.00230036701285863	FALSE	Hypomethylated	0.00206852352539726	FALSE	Hypermethylated
1700008O03Rik	1.18233333333333	1.04966666666667	1	A.1	-0.00294252227032588	FALSE	Hypomethylated	0.00404399204082177	FALSE	Hypermethylated
1700008P02Rik	-1.05742592592593	-1.11664814814815	18	B.2	-0.00905244596809829	FALSE	Hypomethylated	-0.00116544023859456	FALSE	Hypomethylated
1700009N14Rik	-1.16047222222222	-1.02030555555555	12	B.2	0.0066300695165944	FALSE	Hypermethylated	-0.00511180042253491	FALSE	Hypomethylated
1700010B08Rik	0.441666666666667	0.337666666666667	1	A.2	-0.0202841743195137	FALSE	Hypomethylated	-0.00284539614886908	FALSE	Hypomethylated
1700010I14Rik	0.776916666666667	0.784250000000001	4	A.1	-0.0046202218339928	FALSE	Hypomethylated	-0.000810398831288611	FALSE	Hypomethylated
1700011L22Rik	1.189	1.03026666666667	5	A.1	0.0106158822583213	TRUE	Hypermethylated	0.00626333387536795	FALSE	Hypermethylated
1700012A03Rik	0.28025	0.77025	8	B.1	-0.00333158547399615	FALSE	Hypomethylated	0.0310112797148558	TRUE	Hypermethylated
1700012B09Rik	-0.234	-0.396	1	B.1	-0.0067365163676274	FALSE	Hypomethylated	-0.00178671816831613	FALSE	Hypomethylated
1700017B05Rik	0.702166666666665	0.895333333333332	2	B.1	-0.0252713653390511	TRUE	Hypomethylated	0.00758231183058466	FALSE	Hypermethylated
1700017N19Rik	-0.330555555555556	-0.415333333333333	3	B.2	0.0133544142840057	TRUE	Hypermethylated	0.00186165199824236	FALSE	Hypermethylated
1700018B08Rik	0.720866666666667	1.04933333333333	5	A.2	-0.00148632650116243	FALSE	Hypomethylated	-0.00248425727021831	FALSE	Hypomethylated
1700019A02Rik	0.322	-0.00333333333333335	2	A.1	0.0226803104872516	TRUE	Hypermethylated	-0.0214100573444768	TRUE	Hypomethylated
1700019D03Rik	0.833	0.915	4	A.1	0.0202343810969583	TRUE	Hypermethylated	0.00753689579154349	TRUE	Hypermethylated
1700020N01Rik	-0.391916666666666	-0.396416666666667	4	B.1	0.00349404627188354	FALSE	Hypermethylated	0.00220231445940061	FALSE	Hypermethylated
1700020N15Rik	0.154133333333333	0.236433333333333	10	NA	0.0225554203894996	FALSE	Hypermethylated	-0.000623595287917535	FALSE	Hypomethylated
1700024G13Rik	1.05466666666667	1.279	1	A.1	-0.000907634546384539	FALSE	Hypomethylated	0.00697714300733182	FALSE	Hypermethylated
1700025C18Rik	1.508	1.445	1	A.1	-0.0236697280271946	TRUE	Hypomethylated	0.012731495285646	TRUE	Hypermethylated
1700025G04Rik	1.40304761904762	1.39071428571429	7	A.1	0.0628224610672886	TRUE	Hypermethylated	-0.0327439834859851	TRUE	Hypomethylated
1700028K03Rik	1.05133333333333	0.951	1	A.1	0.0111574232828888	FALSE	Hypermethylated	-0.0147866796007016	TRUE	Hypomethylated
1700029F12Rik	0.2565	0.831	2	A.2	-0.00130520239424092	FALSE	Hypomethylated	0.0182569997745927	TRUE	Hypermethylated
1700029H14Rik	1.6625	1.66583333333333	2	A.1	-0.00621577895269276	FALSE	Hypomethylated	-0.0028327551311885	FALSE	Hypomethylated
1700031L13Rik	-1.0628125	-0.9150625	16	B.2	0.0134596121470794	FALSE	Hypermethylated	-0.00340158254835421	FALSE	Hypomethylated
1700034E13Rik	-0.787	-0.437666666666667	1	B.1	0.00841452619331418	FALSE	Hypermethylated	0.00241623637597878	FALSE	Hypermethylated
1700034J05Rik	0.102666666666667	-0.169666666666667	1	B.1	-0.0152981219903908	FALSE	Hypomethylated	-0.00090087106296656	FALSE	Hypomethylated
1700049E17Rik1	-0.858333333333333	-0.954333333333333	2	B.2	-0.0245035350654311	FALSE	Hypomethylated	0.00071157495256167	FALSE	Hypermethylated
1700056E22Rik	0.0844444444444443	-0.154333333333333	3	A.2	0.0216226180505799	FALSE	Hypermethylated	-0.0203827901599309	FALSE	Hypomethylated
1700084M14Rik	-1.30516666666666	-1.28233333333334	2	NA	0.00303146134213661	FALSE	Hypermethylated	0.000735626679127341	FALSE	Hypermethylated
1700093K21Rik	0.112	0.158666666666667	1	A.2	-0.00798605327392821	FALSE	Hypomethylated	-0.0112605952908188	TRUE	Hypomethylated
1700109H08Rik	-0.0316666666666667	-0.078	1	B.1	0.0276300346058507	TRUE	Hypermethylated	-0.0290616042755484	TRUE	Hypomethylated
1700113H08Rik	-0.923111111111112	-0.904222222222222	3	B.2	-0.00679635862457939	TRUE	Hypomethylated	0.00786637944823363	TRUE	Hypermethylated
1700123K08Rik	0.483	0.290333333333333	3	B.1	-0.00996330689731284	FALSE	Hypomethylated	0.000890959838246261	FALSE	Hypermethylated
1700129C05Rik	0.796638888888889	0.790472222222222	12	A.2	0.000164603255766838	FALSE	Hypermethylated	-0.00386053498479841	FALSE	Hypomethylated
1810010H24Rik	1.45833333333333	1.486	1	A.1	-0.02270721304351	TRUE	Hypomethylated	-0.00736031781283958	FALSE	Hypomethylated
1810024B03Rik	1.61166666666667	1.53066666666667	1	A.1	0.00376451146370371	FALSE	Hypermethylated	-0.00457689621868565	FALSE	Hypomethylated
1810030O07Rik	1.45333333333333	1.46566666666667	1	NA	0.0197321697956611	TRUE	Hypermethylated	-0.0218059018321378	TRUE	Hypomethylated
1810037I17Rik	1.255	1.06533333333333	1	A.1	0.0961384309740294	TRUE	Hypermethylated	0.00652360281572054	FALSE	Hypermethylated
1810055G02Rik	1.58233333333333	1.597	1	A.1	0.0464935163311001	TRUE	Hypermethylated	-0.0229376027437294	TRUE	Hypomethylated
1810065E05Rik	-0.911333333333333	-0.972666666666667	1	B.2	0.0130289931629068	FALSE	Hypermethylated	-0.00804553512700501	FALSE	Hypomethylated
2010106E10Rik	-0.648666666666666	-0.672222222222222	3	NA	-0.000906100082472938	FALSE	Hypomethylated	-0.00265289513566047	FALSE	Hypomethylated
2010109A12Rik	0.749666666666667	0.651666666666667	1	A.1	0.0369192890993502	TRUE	Hypermethylated	-0.0168626599619253	TRUE	Hypomethylated
2200002J24Rik	0.605666666666667	0.504333333333333	1	A.1	0.0415164360410847	FALSE	Hypermethylated	-0.0199735901120482	FALSE	Hypomethylated
2210408I21Rik	-0.814166666666667	-0.76625	4	B.2	-6.24580149879428e-05	FALSE	Hypomethylated	-0.0040161707970014	TRUE	Hypomethylated
2300002M23Rik	1.13366666666667	1.00166666666667	1	A.2	-0.0325871978259685	FALSE	Hypomethylated	-0.00295279248807562	FALSE	Hypomethylated
2300009A05Rik	0.697666666666667	0.748333333333333	1	A.1	0.108212361496636	TRUE	Hypermethylated	0.00331313454249668	FALSE	Hypermethylated
2310002L09Rik	-1.214	-1.20616666666667	2	B.2	-0.00737688228082212	FALSE	Hypomethylated	0.00674518659146393	FALSE	Hypermethylated
2310011J03Rik	1.202	1.19833333333333	1	NA	0.00371144472015339	FALSE	Hypermethylated	0.00128954487990066	FALSE	Hypermethylated
2310022A10Rik	1.24033333333333	1.14466666666667	1	A.1	0.0181284731811874	TRUE	Hypermethylated	-0.0229847993641139	TRUE	Hypomethylated
2310057J18Rik	-1.08653333333333	-1.06346666666667	5	B.2	-0.00629268178353737	FALSE	Hypomethylated	-0.00715717507494784	FALSE	Hypomethylated
2410004B18Rik	0.854666666666666	0.798166666666666	2	A.2	-0.00287396737949108	FALSE	Hypomethylated	-0.0288492997782869	TRUE	Hypomethylated
2410004P03Rik	0.208333333333334	0.25275	4	A.1	-0.0104506671528654	FALSE	Hypomethylated	0.0130951486606477	TRUE	Hypermethylated
2510009E07Rik	0.919750000000001	0.800583333333334	4	A.1	0.0173639340252084	TRUE	Hypermethylated	-0.0227706228159603	TRUE	Hypomethylated
2510039O18Rik	0.757666666666667	0.743	1	A.1	0.0347586550230047	TRUE	Hypermethylated	-0.030801448867854	TRUE	Hypomethylated
2610008E11Rik	0.4185	0.209833333333333	2	B.1	0.0127548036128103	TRUE	Hypermethylated	-0.0155515824470883	TRUE	Hypomethylated
2610042L04Rik	-0.966285714285715	-1.0017619047619	7	B.2	-0.0194030453801464	FALSE	Hypomethylated	0.00434595624345776	FALSE	Hypermethylated
2700049A03Rik	1.39577777777778	1.344	3	A.1	0.0166587963679423	TRUE	Hypermethylated	-0.0249876404534078	TRUE	Hypomethylated
2700097O09Rik	0.967666666666669	0.916166666666669	2	A.2	0.0251939863091359	TRUE	Hypermethylated	-0.0292067885153869	TRUE	Hypomethylated
2810004N23Rik	1.546	1.533	1	A.1	0.0423909108582382	TRUE	Hypermethylated	-0.0294865064396144	TRUE	Hypomethylated
2810021J22Rik	0.540333333333333	0.433	1	B.2	0.0208176984241558	TRUE	Hypermethylated	-0.0238235641745195	TRUE	Hypomethylated
2900026A02Rik	1.366	1.385	1	A.1	-0.0135734869510554	TRUE	Hypomethylated	0.00809125182554435	TRUE	Hypermethylated
2900092C05Rik	-0.493333333333333	-0.664	1	B.1	-0.00507523730348258	FALSE	Hypomethylated	-0.00169578308828304	FALSE	Hypomethylated
3110009E18Rik	0.0663333333333333	-0.103666666666667	1	A.2	-0.00593231524801952	TRUE	Hypomethylated	-0.00574497617656139	TRUE	Hypomethylated
3110040M04Rik	-0.455666666666667	-0.596166666666667	2	B.1	0.00528666152678581	FALSE	Hypermethylated	0.00687245054988547	FALSE	Hypermethylated
3110040N11Rik	1.345	1.25833333333333	1	A.1	0.0245080616923585	TRUE	Hypermethylated	-0.015092400521053	TRUE	Hypomethylated
3110082J24Rik	1.213	1.14233333333333	1	A.1	-0.0896590691306595	TRUE	Hypomethylated	-0.00380491567809662	FALSE	Hypomethylated
3300002I08Rik	-0.989333333333332	-0.937	2	B.2	0.00512644021331876	FALSE	Hypermethylated	-0.00407120552452711	FALSE	Hypomethylated
3425401B19Rik	0.2	0.697777777777778	3	A.2	-0.00886765169194725	FALSE	Hypomethylated	0.00575282740640437	TRUE	Hypermethylated
3830403N18Rik	-1.23966666666667	-1.24622222222222	3	NA	-0.0130710880569305	FALSE	Hypomethylated	-0.000278402022644723	FALSE	Hypomethylated
4833439L19Rik	1.60433333333333	1.545	1	A.1	0.0930258982587455	TRUE	Hypermethylated	-0.0486476853795895	TRUE	Hypomethylated
4921504E06Rik	-0.949333333333333	-0.916666666666667	1	B.2	-0.00456987383094243	FALSE	Hypomethylated	0.00526949566052792	TRUE	Hypermethylated
4921511C20Rik	-1.30125	-1.312875	8	NA	-0.0453675806153938	TRUE	Hypomethylated	-0.00274234449159406	FALSE	Hypomethylated
4921517D22Rik	1.53966666666667	1.47	1	A.1	-0.0274460586467958	TRUE	Hypomethylated	0.00146982463193125	FALSE	Hypermethylated
4921524J17Rik	1.41583333333334	1.39166666666667	2	A.1	0.0235202837423768	TRUE	Hypermethylated	-0.0178473826211527	TRUE	Hypomethylated
4921524L21Rik	-0.65225	-0.74225	4	B.1	-0.000252550746522862	FALSE	Hypomethylated	-0.00574690630057881	TRUE	Hypomethylated
4921536K21Rik	-1.12033333333333	-1.21433333333333	1	A.1	-0.0286531524862343	TRUE	Hypomethylated	0.00210880120846169	FALSE	Hypermethylated
4921539E11Rik	0.273	0.278333333333333	1	A.2	0.00376293211115886	FALSE	Hypermethylated	-0.00432291659565119	TRUE	Hypomethylated
4930402F06Rik	0.536333333333333	0.645	1	A.1	0.00275576799071919	FALSE	Hypermethylated	0.00642219880766151	FALSE	Hypermethylated
4930402K13Rik	0.690222222222222	0.508777777777778	3	NA	0.0200009993233143	FALSE	Hypermethylated	0.000512127257450173	FALSE	Hypermethylated
4930432M17Rik	0.0913333333333333	0.600833333333334	2	B.1	-0.00185312116494551	FALSE	Hypomethylated	0.0127929013609838	TRUE	Hypermethylated
4930433I11Rik	-1.34033333333333	-1.36166666666667	1	B.2	-0.00164939747949178	FALSE	Hypomethylated	0.000742443412079383	FALSE	Hypermethylated
4930438A08Rik	-0.398333333333333	-0.512	1	A.2	0.000632102167190118	FALSE	Hypermethylated	-0.00545555286552703	TRUE	Hypomethylated
4930444P10Rik	-0.360444444444445	-0.629777777777778	3	A.2	-0.00382914033853043	FALSE	Hypomethylated	-0.000712879322423449	FALSE	Hypomethylated
4930447A16Rik	1.42633333333333	1.42033333333334	2	A.1	0.125827757823792	TRUE	Hypermethylated	-0.0383205693445708	TRUE	Hypomethylated
4930447C04Rik	0.028	-0.1375	2	B.1	0.00499158273987443	FALSE	Hypermethylated	0.00495745342918167	TRUE	Hypermethylated
4930453N24Rik	0.587333333333333	0.468	1	A.1	0.0271276459229466	TRUE	Hypermethylated	-0.0330687351755923	TRUE	Hypomethylated
4930455H04Rik	-0.9265	-0.938666666666667	2	B.2	-0.0221542749096515	TRUE	Hypomethylated	0.0145842188557266	TRUE	Hypermethylated
4930469K13Rik	-1.13	-1.111	1	B.2	-0.00439813023981228	FALSE	Hypomethylated	0.0113877808458981	TRUE	Hypermethylated
4930470P17Rik	-0.537333333333333	-0.407666666666667	1	B.1	-0.00688497669902677	FALSE	Hypomethylated	0.00718282668932174	TRUE	Hypermethylated
4930474N05Rik	-1.15702777777778	-1.17794444444444	12	B.2	-0.0212157195441876	FALSE	Hypomethylated	0.0240151302001067	TRUE	Hypermethylated
4930480E11Rik	-1.15466666666666	-1.15016666666667	2	NA	-0.00644744009674042	FALSE	Hypomethylated	0.00159632790534728	FALSE	Hypermethylated
4930486L24Rik	-1.04533333333333	-1.05733333333333	1	B.2	-0.00135613332095752	FALSE	Hypomethylated	-0.00395322045592237	FALSE	Hypomethylated
4930505A04Rik	0.0409166666666667	-0.0457499999999999	4	B.1	0.00862595448850256	FALSE	Hypermethylated	0.00324249621036517	FALSE	Hypermethylated
4930512M02Rik	-1.08566666666667	-1.08866666666667	1	B.2	0.00118250058529645	FALSE	Hypermethylated	-1.73826246725496e-05	FALSE	Hypomethylated
4930513O06Rik	-0.543666666666667	-0.626	1	NA	0.0146942605126948	FALSE	Hypermethylated	-0.00732539713671521	FALSE	Hypomethylated
4930522H14Rik	-0.0145	-0.145833333333333	2	B.1	-0.00514045193405066	FALSE	Hypomethylated	0.00244384191499504	FALSE	Hypermethylated
4930524B15Rik	0.589333333333333	0.545	1	A.1	-0.00198965685626129	FALSE	Hypomethylated	0.0132098317661079	TRUE	Hypermethylated
4930544D05Rik	1.21266666666667	1.22833333333333	1	A.1	-0.0088296020161357	FALSE	Hypomethylated	0.0242185754331421	FALSE	Hypermethylated
4930544G11Rik	-1.0668	-0.990066666666667	5	B.2	-0.016538973037781	FALSE	Hypomethylated	0.0112362650438821	FALSE	Hypermethylated
4930555G01Rik	-0.672111111111111	-0.539	3	B.2	-0.00827690828832406	FALSE	Hypomethylated	0.0155782358191614	FALSE	Hypermethylated
4930558K02Rik	-0.0716666666666665	-0.0276666666666665	2	A.1	0.00460622766317209	FALSE	Hypermethylated	-0.00824055714064333	TRUE	Hypomethylated
4930563M21Rik	0.331	0.373333333333333	1	A.2	-0.0013361922197056	FALSE	Hypomethylated	0.000415907106507265	FALSE	Hypermethylated
4930564D02Rik	1.11438095238095	1.32319047619048	7	A.1	0.00444783478679434	FALSE	Hypermethylated	0.00033106218962449	FALSE	Hypermethylated
4930568D16Rik	0.942333333333333	0.891666666666667	1	A.1	0.00283580721746035	FALSE	Hypermethylated	0.000720391894570606	FALSE	Hypermethylated
4930579F01Rik	0.565	0.569333333333333	1	B.1	-0.0122976752256545	TRUE	Hypomethylated	0.00536978417542346	TRUE	Hypermethylated
4930579G24Rik	0.774333333333333	0.677333333333333	1	A.1	0.0458902000533207	TRUE	Hypermethylated	-0.0138184506973756	FALSE	Hypomethylated
4930583I09Rik	-0.372142857142857	-0.375142857142857	7	A.2	-0.00976607114897365	FALSE	Hypomethylated	0.0150332897256906	FALSE	Hypermethylated
4930590J08Rik	0.745	0.991333333333333	1	A.2	-0.0183200938727393	TRUE	Hypomethylated	0.0119876966207334	TRUE	Hypermethylated
4930595D18Rik	1.55666666666667	1.493	1	A.1	0.0554776588344748	TRUE	Hypermethylated	-0.0559794721952173	TRUE	Hypomethylated
4930596D02Rik	-1.1265	-1.12611111111111	18	B.2	0.00309072142771094	FALSE	Hypermethylated	-0.0100116833567821	FALSE	Hypomethylated
4931400O07Rik	0.511583333333333	0.540833333333333	4	NA	-0.0109217428916976	FALSE	Hypomethylated	-0.0110393142755592	FALSE	Hypomethylated
4931429L15Rik	0.918888888888889	1.02222222222222	6	A.1	-0.0213631686704442	TRUE	Hypomethylated	-0.00700302343678576	FALSE	Hypomethylated
4932414N04Rik	-1.011	-0.967333333333332	3	B.1	-0.00472905482275177	FALSE	Hypomethylated	-0.00508909012662249	TRUE	Hypomethylated
4933402D24Rik	1.041	1.01444444444445	3	A.1	0.0152561422353837	FALSE	Hypermethylated	-0.00851658556860138	FALSE	Hypomethylated
4933402J07Rik	1.29566666666667	1.33966666666667	1	A.1	-0.0194846216751456	TRUE	Hypomethylated	0.0127895463345078	TRUE	Hypermethylated
4933402N03Rik	0.390666666666667	0.406666666666667	1	B.1	-0.00992948308492125	FALSE	Hypomethylated	0.00191534075417089	FALSE	Hypermethylated
4933405O20Rik	-0.66247619047619	-0.232809523809524	7	B.2	-0.0185169294751707	FALSE	Hypomethylated	0.01872560498757	TRUE	Hypermethylated
4933407L21Rik	1.0385	0.7845	2	A.1	-0.00933084108606774	FALSE	Hypomethylated	0.000783468058484102	FALSE	Hypermethylated
4933409G03Rik	-0.948666666666669	-0.939	2	B.1	-0.00276119371029515	FALSE	Hypomethylated	-0.000107295569041904	FALSE	Hypomethylated
4933412E24Rik	-1.16738888888889	-1.15455555555555	12	B.2	0.0186715256898212	FALSE	Hypermethylated	0.00266471837255428	FALSE	Hypermethylated
4933421I07Rik	-1.21066666666667	-1.28466666666667	1	B.2	0.00920405559054349	FALSE	Hypermethylated	-0.00535325297231517	FALSE	Hypomethylated
4933424G06Rik	1.504	1.52583333333333	2	A.1	-0.00677099080913424	FALSE	Hypomethylated	-0.00538733220907416	TRUE	Hypomethylated
4933427D14Rik	0.673666666666667	0.599333333333333	1	A.2	0.0220612983554079	TRUE	Hypermethylated	-0.0226167900856331	TRUE	Hypomethylated
4933428G20Rik	0.148333333333333	0.326333333333333	1	A.1	-0.0129437264274919	FALSE	Hypomethylated	-0.012583743681412	FALSE	Hypomethylated
4933428M09Rik	-0.00133333333333352	-0.0455	2	NA	0.0033703709371592	FALSE	Hypermethylated	0.000225574069909078	FALSE	Hypermethylated
4933436I01Rik	0.56975	0.62425	4	NA	-0.00820500298740134	FALSE	Hypomethylated	-0.0133870371636569	FALSE	Hypomethylated
5031439G07Rik	1.58083333333334	1.663	2	A.1	-0.0326524808623219	TRUE	Hypomethylated	0.0115932285156087	TRUE	Hypermethylated
5430401F13Rik	-1.15066666666667	-1.12666666666667	1	B.2	-0.0115256217756661	TRUE	Hypomethylated	-0.000874175721681126	FALSE	Hypomethylated
5430402E10Rik	-1.04844444444444	-1.05388888888889	3	NA	0.0029755115501191	FALSE	Hypermethylated	-0.00539161219110298	FALSE	Hypomethylated
5530400C23Rik	-1.13583333333333	-1.09216666666667	2	B.2	-0.00381697962059302	FALSE	Hypomethylated	0.00926776058231043	FALSE	Hypermethylated
5530401A14Rik	-0.89211111111111	-0.636444444444444	3	B.2	-0.000744868622565509	FALSE	Hypomethylated	0.00650924816129934	TRUE	Hypermethylated
5730409E04Rik	1.40233333333333	1.36166666666667	2	A.1	0.0661568021239899	TRUE	Hypermethylated	-0.0467494197092778	TRUE	Hypomethylated
5730455P16Rik	-1.249	-1.248	1	A.1	0.021738662062928	TRUE	Hypermethylated	-0.0190662717790774	TRUE	Hypomethylated
5730507C01Rik	-0.595	-0.646458333333333	16	B.2	-0.00751176381148344	FALSE	Hypomethylated	0.000898969089772454	FALSE	Hypermethylated
5730522E02Rik	-1.10266666666667	-1.099	1	B.2	-0.00390659425292461	TRUE	Hypomethylated	0.0030220636605551	TRUE	Hypermethylated
6030498E09Rik	-0.397962962962964	-0.401	9	NA	-0.00496169638727184	TRUE	Hypomethylated	0.00554102505958452	TRUE	Hypermethylated
6330403K07Rik	-0.385333333333333	-0.543666666666667	1	A.1	-0.0546137273642647	TRUE	Hypomethylated	0.00226238555519089	FALSE	Hypermethylated
6330409D20Rik	1.54433333333333	1.48366666666667	1	A.1	-0.00368093188327412	FALSE	Hypomethylated	0.00291384650566695	FALSE	Hypermethylated
6430548M08Rik	1.634	1.563	1	A.1	0.0448290722531025	TRUE	Hypermethylated	-0.0163309129873369	TRUE	Hypomethylated
6430550D23Rik	1.50133333333333	1.452	1	A.1	0.0328045992716215	TRUE	Hypermethylated	-0.0306868000580936	TRUE	Hypomethylated
7530416G11Rik	1.68266666666667	1.70366666666667	1	A.1	-0.0254754667681767	TRUE	Hypomethylated	0.0242033534836532	TRUE	Hypermethylated
8030474K03Rik	1.632	1.58166666666667	1	NA	0.00113241343937109	FALSE	Hypermethylated	-0.00533378469668331	FALSE	Hypomethylated
9030624G23Rik	-0.674666666666667	-0.726166666666666	2	B.2	0.000712734991840103	FALSE	Hypermethylated	0.00105875170836457	FALSE	Hypermethylated
9130008F23Rik	-0.873666666666667	-0.843333333333333	1	B.2	0.00338525638887222	FALSE	Hypermethylated	-0.00272703495217522	FALSE	Hypomethylated
9130230L23Rik	-0.998333333333333	-1.04833333333333	1	B.2	-0.00395695667089813	FALSE	Hypomethylated	-0.00765597944001972	TRUE	Hypomethylated
9230112D13Rik	1.34	1.26333333333333	1	A.1	0.00475666930138774	FALSE	Hypermethylated	0.00427774308986867	FALSE	Hypermethylated
9330159F19Rik	0.3505	0.302666666666666	2	A.2	0.0129186017659719	FALSE	Hypermethylated	-0.0188314504131973	TRUE	Hypomethylated
9330182O14Rik	0.75	0.821333333333333	1	A.2	-0.00851262898453531	FALSE	Hypomethylated	0.00158041361001073	FALSE	Hypermethylated
9430015G10Rik	1.012	0.856666666666667	1	A.1	0.0142315134312361	TRUE	Hypermethylated	-0.01556740010943	TRUE	Hypomethylated
9430038I01Rik	0.719333333333335	0.797999999999998	2	B.1	-0.010765324782974	TRUE	Hypomethylated	0.0019371502198757	FALSE	Hypermethylated
9430069I07Rik	-0.909333333333333	-1.00166666666667	1	B.1	-0.0013200586423745	FALSE	Hypomethylated	-0.00501172033544171	FALSE	Hypomethylated
9530002B09Rik	-0.79625	-0.746791666666667	8	B.2	-0.00303905196924059	FALSE	Hypomethylated	-0.000364505328616076	FALSE	Hypomethylated
9530068E07Rik	-0.624083333333334	-0.414833333333333	4	A.2	0.03160077262629	TRUE	Hypermethylated	-0.0347592803642562	TRUE	Hypomethylated
9930012K11Rik	1.60233333333333	1.56733333333333	1	A.1	-0.0372491676925133	TRUE	Hypomethylated	0.0167564742630091	TRUE	Hypermethylated
9930111J21Rik2	-0.847333333333333	-0.870666666666667	1	B.2	-0.0319276938686713	TRUE	Hypomethylated	0.0202672778105362	TRUE	Hypermethylated
A130010J15Rik	1.57966666666667	1.60633333333333	1	A.1	0.0301327641655809	TRUE	Hypermethylated	-0.0011105937077949	FALSE	Hypomethylated
A1bg	-1.0308717948718	-0.951051282051282	13	B.2	0.0018286623554773	FALSE	Hypermethylated	-0.00425164237703503	FALSE	Hypomethylated
A1cf	-0.967416666666665	-0.991666666666667	4	B.2	0.00284856781624476	FALSE	Hypermethylated	-0.00151749535461109	FALSE	Hypomethylated
A2m	-1.16411111111111	-1.16166666666667	3	B.2	-0.00448954651471667	FALSE	Hypomethylated	7.83945841325573e-05	FALSE	Hypermethylated
A2ml1	-0.064	-0.0493333333333333	1	B.1	-0.000946352641201242	FALSE	Hypomethylated	-0.000609676246115347	FALSE	Hypomethylated
A330070K13Rik	1.01166666666667	1.075	1	A.1	0.185823966874757	TRUE	Hypermethylated	-0.0553867696751865	TRUE	Hypomethylated
A430005L14Rik	1.11466666666667	1.102	1	A.1	0.0444216291281958	TRUE	Hypermethylated	-0.0148823993767069	FALSE	Hypomethylated
A430033K04Rik	0.945833333333335	0.838833333333334	2	A.2	0.0375962499829573	TRUE	Hypermethylated	-0.03742874092198	TRUE	Hypomethylated
A4galt	0.82	0.723166666666667	2	A.2	0.00139464693927915	FALSE	Hypermethylated	0.00363962114157229	FALSE	Hypermethylated
A4gnt	0.102	0.036	1	A.2	0.00261606352152877	FALSE	Hypermethylated	-0.00142229010115445	FALSE	Hypomethylated
A630010A05Rik	-0.90188888888889	-0.991222222222221	3	B.2	-0.00211852032232396	FALSE	Hypomethylated	-0.000113899500080875	FALSE	Hypomethylated
A630073D07Rik	-1.096	-1.05633333333333	1	B.2	-0.0245248162370011	TRUE	Hypomethylated	-0.000445545954905284	FALSE	Hypomethylated
A630089N07Rik	-0.071	-0.119166666666667	2	B.1	0.00892527813909472	TRUE	Hypermethylated	-0.0101556922416221	TRUE	Hypomethylated
A730049H05Rik	-0.602888888888889	-0.664222222222222	3	B.2	-0.0127453736536667	TRUE	Hypomethylated	0.0135838933801209	TRUE	Hypermethylated
A830018L16Rik	-1.18111111111111	-1.15444444444444	9	B.2	-0.000545693630364164	FALSE	Hypomethylated	0.000633178662261771	FALSE	Hypermethylated
A930003A15Rik	-1.05	-1.088	1	B.2	0.00922128394388433	FALSE	Hypermethylated	0.00939058566713921	FALSE	Hypermethylated
A930009A15Rik	0.0474444444444445	0.518444444444445	3	A.2	-0.013205648020806	TRUE	Hypomethylated	0.0382840136958078	TRUE	Hypermethylated
A930018P22Rik	1.47208333333333	1.49891666666667	4	A.1	-0.00792619592262478	FALSE	Hypomethylated	0.0225903621370349	FALSE	Hypermethylated
