ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0032838	plasma membrane bounded cell projection cytoplasm	95/6233	306/28779	0.310457516339869	1.43344406589846	4.00794060549687	7.71483993744554e-05	0.000229052999693151	7.96350266900744e-05	Dst/Map2/Atg16l1/Septin2/Kifap3/Uhmk1/Kif5c/Dync1i2/Ckap5/Ambra1/Map1a/Bloc1s6/Kif3b/Inpp5e/Madd/Abhd12/Kcnab1/Spag17/Bbs7/Kif1b/Htt/Ccdc63/Dync1i1/Arl8b/Gabarapl1/Iqub/Tulp3/Dlg2/Lrrc51/Abhd13/Prkaca/Hsbp1/Ap3m2/Rpgrip1l/Cfap20/Ccsap/Septin7/Prkar2a/Dync2h1/Map2k1/Lca5/Tmem108/Bsn/Oprm1/Atg5/Ap3d1/Rab21/Bloc1s1/Kif3a/Dlg4/Flot2/Prkar1a/Cfap36/Canx/Map2k4/Ndel1/Pafah1b1/Dusp3/Kif3c/Togaram1/Hif1a/Dnal1/Spata7/Zc3h14/Dnah11/Ap3b1/Bloc1s5/Dtnbp1/Agtpbp1/Nek4/Rpgrip1/Ift88/Ap3m1/Mapk8/Atg14/Lrrk2/Sybu/Kif21a/Mapk1/Ift57/Sod1/Arl6/Arl13b/Brwd1/Lca5l/Rsph3a/Ift140/Spast/Pacrg/Mapk8ip3/Tubb4a/Ap3s1/Kif5b/Arl3/Fmr1	95
GO:0043679	axon terminus	69/6233	208/28779	0.331730769230769	1.53166690320749	4.04624978210138	7.88554086328579e-05	0.000233217154489456	8.10827814838977e-05	Arpc2/Ptprn/Adora1/Tnn/Tanc1/Slc4a10/Rapgef4/Bdnf/Prnp/Fkbp1a/Kcnip3/Flrt3/Kcna2/Kcnc4/Ror1/Srsf10/Sri/Pclo/P2rx7/P2rx4/Gper1/Git2/Pebp1/Ap1s1/Aak1/Snca/Slc8a2/Kcnc3/Kcnc1/Cyfip1/Ilk/Polg/Clcn3/Cdh8/Atp6v0d1/Calb2/Septin7/Dixdc1/Unc13c/Snap91/Ap3d1/Ppp2ca/Git1/Septin4/Tspoap1/Calm1/Ptprn2/Amph/Cplx2/Ntrk2/Hcn1/Sncb/Hnrnpk/Lrrk2/Npff/Itsn1/Grin2a/Synj1/Synj2/Prkn/Pacsin1/Rab5a/Tbc1d24/Grm4/Calm2/Bin1/Syt7/Got1/Fmr1	69
GO:0031970	organelle envelope lumen	41/6233	108/28779	0.37962962962963	1.75282546303724	4.12124917826588	8.38740230262335e-05	0.000247105775531134	8.59114486867898e-05	Ndufs1/Cacybp/Chchd5/Pank2/Fbxl4/Coa7/Stoml2/Park7/Triap1/Diablo/Chchd2/Cox19/Sdhaf3/Agk/Immt/Chchd4/Coa4/Clpb/Timm10b/Micu3/Ndufb7/Ciapin1/Sorl1/Micu1/Ccar1/Bloc1s1/Nbr1/Timm9/Timm23/Micu2/Golph3/Opa1/Sod1/App/Igf2r/Uqcc2/Cd2ap/Prelid3a/Ccs/Arl2/Cmc4	41
GO:0098837	postsynaptic recycling endosome	10/6233	14/28779	0.714285714285714	3.29799912905961	4.5219505069547	9.44344507844517e-05	0.000277152449428697	9.63577981386016e-05	Snx27/Stx12/Zdhhc2/Rab4a/Vps26b/Rab11a/Ap3m1/Rab11fip3/Abhd17b/Gripap1	10
GO:0032432	actin filament bundle	42/6233	112/28779	0.375	1.7314495427563	4.07799207187778	9.57992045473339e-05	0.000280084697264343	9.73772549235656e-05	Dst/Vil1/Ppp1r12b/Bloc1s6/Tpm3/Cttnbp2nl/Ror1/Luzp1/Prkcz/Limch1/Septin11/Pxn/Ptpn11/Zyx/Nox4/Ilk/Ppp1r12c/Sipa1l3/Myh14/Klhl2/Fhod1/Septin7/Cryab/Dixdc1/Coro2b/Tpm1/Ppp1r12a/Mprip/Myh10/Rflnb/Flnb/Fermt2/Myh9/Lima1/Lpp/Myl12a/Dctn4/Synpo/Afap1l1/Ablim3/Cfl1/Ablim1	42
GO:0048787	presynaptic active zone membrane	31/6233	75/28779	0.413333333333333	1.9084421626825	4.14191154450472	9.67378982356126e-05	0.000281753726420073	9.79575275309586e-05	Atp2b4/Snap25/Napb/Ntng1/Cacna2d1/Gabrb1/Kctd8/Cntnap2/Atp2b2/Napa/Lrfn3/Stx1b/Cacna1a/Nptn/Ryk/Snap91/Atp2b1/Gabrb2/Vdac1/Flot2/Canx/Itga3/Nrxn3/Hcn1/Cacna1d/Fzd3/Kctd12/Cdh10/Afdn/Grm4/Apba1	31
GO:0098803	respiratory chain complex	43/6233	116/28779	0.370689655172414	1.71154782387404	4.03753577812781	0.000108390837692843	0.000314497657851203	0.00010934163451471	Ndufb3/Ndufs1/Ndufa10/Sdhc/Ndufs2/Rab5if/Ndufb5/Ndufc1/Atp5pb/Sdhb/Cox6a1/Ndufb2/Ndufa4/Ndufa5/Ndufa9/Dmac2/Ndufc2/Uqcrc2/Cox6b1/Ndufab1/Ndufb7/Cox4i1/Cox5a/Sdhd/Cox7a2/Ndufa12/Uqcr11/Uqcr10/Uqcrfs1/Ndufs6/Sdha/Ndufs4/Ndufb9/Cox6c/Ndufa6/Ndufb4/Ndufv3/Ndufa7/Ndufv2/Cox7a2l/Ndufv1/Cox8a/Ndufb8	43
GO:0044298	cell body membrane	20/6233	41/28779	0.48780487804878	2.25229208813827	4.21903774875427	0.000111269294977098	0.000321631245103612	0.000111821774098136	Rgs8/Dab2ip/Kcna2/Amigo1/P2ry12/Kcnc4/Kcnd2/Reg1/Atp2b2/Kcnc3/Kcnc1/Insr/Atp2b1/Atp1b2/Unc5a/Il6st/Adcy8/Cadm2/Kcnj6/Adrb2	20
GO:0033010	paranodal junction	9/6233	12/28779	0.75	3.46289908551259	4.48677271393983	0.00012013956748247	0.000345965822148767	0.00012028219459068	Sptan1/Kcna2/Ank2/Cntnap2/Sirt2/Jam3/Cntnap1/Marveld2/Sptbn2	9
GO:0070822	Sin3-type complex	13/6233	22/28779	0.590909090909091	2.72834473404023	4.26396900085312	0.000153041806533067	0.000439063759566775	0.000152649623705365	Csnk2a1/Rbbp4/Ing1/Sin3b/Ing2/Sap30/Morf4l1/Hdac2/Phf12/Brms1l/Arid4a/Arid4b/Sap130	13
