ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	is_neuronal
GO:0051962	positive regulation of nervous system development	41/1506	384/28832	0.106770833333333	2.04410137228862	4.83544798670966	1.26329837886299e-05	0.00157350831411713	0.00127245913903721	Sgk1/Clstn2/Myb/Ptprz1/Adgrb3/Ptprd/Nrp1/Lif/Vegfc/Nkx6-1/Bmp2/Sema4d/Ctnnb1/Islr2/Lig4/Cx3cr1/Tnik/Xrcc2/Nkx6-2/Slitrk4/Kdr/Nin/Nap1l1/Man2a1/Pparg/Slc30a1/Rnf112/Lyn/Fmr1/Etv5/Ufl1/Camk2b/Cxcr4/Actr3/Mir124a-3/Iqsec1/Lrrtm2/Numb/Pax6/Cbln1/Notch1	41	TRUE
GO:0045765	regulation of angiogenesis	36/1506	320/28832	0.1125	2.15378486055777	4.87237034222666	1.35446237183085e-05	0.00165038295524172	0.00133462585196879	Col4a2/Rock2/Adgrb3/Tcf4/Nrp1/Lif/Cd40/Vegfc/Sema3e/Mtdh/Nfe2l2/Ctnnb1/Hk2/Ninj1/Hhip/Dll1/Adamts1/Cx3cr1/Cxcr3/Htatip2/Fyn/Kdr/Itgb2/Creb3l1/Pparg/Tnn/Il10/F3/Pgk1/Mir23b/Cxcr4/Serpine1/Jcad/Stat1/Ccn6/Ptk2b	36	FALSE
GO:0043524	negative regulation of neuron apoptotic process	28/1506	221/28832	0.126696832579186	2.42557973235264	4.99430932934173	1.3865429925167e-05	0.00165352627086301	0.00133716777732966	Gclm/Oxr1/Ptprz1/Nrp1/Sema3e/Bbs10/Grm7/Ctnnb1/Tgfb3/Lig4/Cx3cr1/Xrcc2/Nr4a2/Fyn/Kdr/Cacna1a/Clu/Btg2/Kif14/Gfral/Slc1a1/Fmr1/Gdnf/Il10/Nfix/Foxq1/F2r/Ptk2b	28	TRUE
GO:0006813	potassium ion transport	30/1506	248/28832	0.120967741935484	2.31589769952448	4.88585724364501	1.73379127421112e-05	0.00202456251915694	0.00163721605849848	Kcnd2/Kcnk1/Snap25/Dpp10/Kcnab1/Slc9a9/Kcnv1/Kcna1/Nedd4l/Kcnk12/Tmem38b/Kcne2/Kcnip3/Kcnj3/Dlg1/Kcnd3/Kcnk10/Lrrc52/Kcnj5/Kcns2/Kcna6/Kcne5/Cav1/Lrrc55/Kcnj10/Kcnk3/Wnk2/Ptk2b/Kcnc1/Kcne4	30	FALSE
GO:0007613	memory	24/1506	177/28832	0.135593220338983	2.59589889031445	4.99972487376463	1.80817540143225e-05	0.00206833125000567	0.00167261080098116	Adcy1/Fgf13/Sgk1/Calb1/Ptchd1/Snap25/Tacr1/Adcy8/Tac1/Chat/Fos/Grm7/Cx3cr1/Slc6a1/Jph3/Asic1/Syt4/Camk2n1/Sorcs3/Slc1a1/Nfix/Lmx1a/Camk4/Prkcz	24	FALSE
GO:0007616	long-term memory	11/1506	46/28832	0.239130434782609	4.57809342340782	5.70156707720825	1.86850787809375e-05	0.00209459733134309	0.00169385156275193	Adcy1/Sgk1/Calb1/Ptchd1/Snap25/Tacr1/Adcy8/Tac1/Camk2n1/Camk4/Prkcz	11	FALSE
GO:0003338	metanephros morphogenesis	9/1506	31/28832	0.290322580645161	5.55815447885876	5.96101768024112	2.00079653492475e-05	0.00219891462318691	0.00177821050142126	Kif26b/Calb1/Lgr4/Lif/Ctnnb1/Gdnf/Hes5/Fras1/Stat1	9	FALSE
GO:0086003	cardiac muscle cell contraction	14/1506	73/28832	0.191780821917808	3.67159671815023	5.36537088117338	2.15534837833803e-05	0.00232321685780474	0.00187873079293999	Fgf13/Ryr2/Nedd4l/Kcne2/Dlg1/Cacna2d1/Kcnd3/Cacnb2/Kcnj5/Kcne5/Cav1/Dsp/Gpd1l/Kcne4	14	FALSE
GO:1990778	protein localization to cell periphery	42/1506	408/28832	0.102941176470588	1.97078353253652	4.63622166458515	2.39280074809172e-05	0.00251398012627843	0.00203299655829004	Fgf13/Gnai1/Rapgef4/Dpp10/Efr3a/Rock2/Lrrc7/Wdr19/Arf6/Epb41l3/Tspan14/Lyplal1/Gphn/Fyb2/Kcnip3/Dlg1/Rab11fip2/Cacnb2/Arhgef16/Tnik/Tmem108/Ldlrap1/Efr3b/Arl6/Errfi1/Negr1/Adam10/Mex3b/Slc1a1/Gpr158/Cdh2/Camk2b/Rhoq/Stx8/Actr3/Atp2c1/Gpc6/Rab38/Lgi1/Numb/Epb41l1/Prkcz	42	FALSE
GO:0050773	regulation of dendrite development	21/1506	146/28832	0.143835616438356	2.75369753861267	4.98712702702707	2.42203259266789e-05	0.00251398012627843	0.00203299655829004	Rapgef4/Sgk1/Elavl4/Csmd3/Ptprz1/Adgrb3/Ptprd/Arf6/Cobl/Nedd4l/Sema4d/Trpc6/Tnik/Slc30a1/Kndc1/Sdc2/Neurog3/Camk2b/Actr3/Numb/Ppp3ca	21	TRUE
GO:0051402	neuron apoptotic process	41/1506	396/28832	0.103535353535354	1.9821589064617	4.62007905021118	2.6042118461099e-05	0.00265392861771745	0.00214616960944483	Max/Gclm/Oxr1/Tmtc4/Myb/Ptprz1/Map3k5/Nrp1/Ndp/Sema3e/Bbs10/Kcnip3/Grm7/Ctnnb1/Tgfb3/Casp12/Epha7/Parp1/Nqo1/Lig4/Cx3cr1/Foxo3/Pcsk9/Xrcc2/Fbxw7/Nr4a2/Fyn/Kdr/Cacna1a/Clu/Btg2/Kif14/Gfral/Slc1a1/Fmr1/Gdnf/Il10/Nfix/Foxq1/F2r/Ptk2b	41	TRUE
GO:0007612	learning	26/1506	206/28832	0.12621359223301	2.41632821464949	4.78929391891844	2.9602812178138e-05	0.00295987260396984	0.00239357931033272	Fgf13/Sgk1/Clstn2/Elavl4/Tanc1/Snap25/Adgrb3/Tacr1/Tac1/Fos/Ckap5/Grm7/Rag1/Jph4/Slc6a1/Ntsr1/Jph3/Btg2/Asic1/Vdac1/Amph/Sorcs3/Slc1a1/Grm4/Nfix/Gucy2d	26	FALSE
GO:0050769	positive regulation of neurogenesis	35/1506	319/28832	0.109717868338558	2.1005216334245	4.64009396674024	3.01003993624052e-05	0.00295987260396984	0.00239357931033272	Sgk1/Myb/Ptprz1/Ptprd/Nrp1/Lif/Vegfc/Nkx6-1/Bmp2/Sema4d/Ctnnb1/Islr2/Lig4/Cx3cr1/Tnik/Xrcc2/Nkx6-2/Kdr/Nin/Nap1l1/Man2a1/Pparg/Slc30a1/Rnf112/Lyn/Fmr1/Etv5/Ufl1/Camk2b/Cxcr4/Actr3/Mir124a-3/Numb/Pax6/Notch1	35	FALSE
GO:0032964	collagen biosynthetic process	13/1506	66/28832	0.196969696969697	3.77093645619542	5.29069959716587	3.1302833571666e-05	0.00302504107188256	0.00244627951650806	Myb/Serpinh1/Tgfb3/Tmem131/Col1a1/Creb3l1/Pparg/Errfi1/Mkx/Serpine1/Cbx8/F2r/Notch1	13	FALSE
GO:0061351	neural precursor cell proliferation	27/1506	219/28832	0.123287671232877	2.36031217595372	4.74387516831239	3.1957177121577e-05	0.00303593182654981	0.00245508661347922	Fgf13/Ptprz1/Cep120/Kcna1/Vegfc/Pde9a/Racgap1/Neurod4/Ctnnb1/Hhip/Cx3cr1/Foxo3/Nap1l1/Gbx2/Lef1/Btg2/Kif14/Rere/Appl2/Lyn/Rrm1/Cdh2/Nfix/Cxcr4/Numb/Pax6/Notch1	27	FALSE
GO:0032409	regulation of transporter activity	26/1506	208/28832	0.125	2.39309428950863	4.73370647398678	3.50040032803206e-05	0.00326995730643662	0.00264433751096597	Fgf13/Kcnab1/Nedd4l/Gnb5/Kcne2/Slc5a3/Trpc6/Shisa9/Asph/Cacnb2/Pcsk9/Lrrc52/Casq1/Jph3/Ndufa4/Kcne5/Fmr1/Cav1/Cacng4/Lrrc55/Pirt/Cacnb4/Gpd1l/Pim1/Wnk2/Kcne4	26	FALSE
GO:0031644	regulation of nervous system process	23/1506	173/28832	0.132947976878613	2.54525635415947	4.78572104507962	3.67725837236623e-05	0.00328600676640694	0.00265731633149881	Rapgef4/Rock2/Tac1/Rims1/Shisa9/Abat/Tmem108/Prkar1b/Mgll/Nmur2/Ntsr1/Glra1/Sgms1os1/Fmr1/Cacng4/Pirt/Cdk18/F2r/Tac4/Ptk2b/Prkcz/Cbln1/Notch1	23	TRUE
GO:0086065	cell communication involved in cardiac conduction	10/1506	41/28832	0.24390243902439	4.66945227221196	5.51974613282068	3.71685003552354e-05	0.00328600676640694	0.00265731633149881	Ryr2/Cacna2d1/Cacnb2/Kcnj5/Gja1/Kcne5/Cav1/Dsp/Scn10a/Gjd3	10	FALSE
GO:0014003	oligodendrocyte development	12/1506	58/28832	0.206896551724138	3.96098365160049	5.2991253605471	3.75585319610102e-05	0.00328600676640694	0.00265731633149881	Cntn1/Fa2h/9630013A20Rik/Ckap5/Nkx6-2/Clu/Gpm6b/Lyn/B4galt5/Hes5/Kcnj10/Hdac11	12	FALSE
GO:1901136	carbohydrate derivative catabolic process	31/1506	271/28832	0.114391143911439	2.1899903461186	4.62057140366824	3.79403238080095e-05	0.00328600676640694	0.00265731633149881	Zbtb20/Upp2/Edem3/Gnpda2/Pde9a/Prkaa2/Hk2/Chit1/Neu4/Dctd/Spam1/Chil5/Rptor/Aldob/Ids/Cbfa2t3/Dut/Ahcyl/Myog/Hyal2/Manba/Pgk1/Esrrb/Gnpda1/Pfkfb3/Upp1/Stab2/Entpd7/Galk1/Gpd1l/Lipa	31	FALSE
GO:0022898	regulation of transmembrane transporter activity	25/1506	197/28832	0.126903553299492	2.42953734975496	4.72644200217187	3.81071257478057e-05	0.00328600676640694	0.00265731633149881	Fgf13/Kcnab1/Nedd4l/Gnb5/Kcne2/Trpc6/Shisa9/Asph/Cacnb2/Pcsk9/Lrrc52/Casq1/Jph3/Ndufa4/Kcne5/Fmr1/Cav1/Cacng4/Lrrc55/Pirt/Cacnb4/Gpd1l/Pim1/Wnk2/Kcne4	25	FALSE
GO:0061337	cardiac conduction	13/1506	68/28832	0.191176470588235	3.66002656042497	5.15549175202383	4.35742828952457e-05	0.00370051296405836	0.00299251773759056	Ryr2/Kcne2/Cacna2d1/Kcnd3/Cacnb2/Kcnj5/Gja1/Kcne5/Cav1/Dsp/Scn10a/Kcne4/Gjd3	13	FALSE
GO:0032412	regulation of monoatomic ion transmembrane transporter activity	24/1506	187/28832	0.128342245989305	2.45708076783774	4.69282460711858	4.49544597112289e-05	0.00376074248778266	0.00304122393584527	Fgf13/Kcnab1/Nedd4l/Gnb5/Kcne2/Trpc6/Shisa9/Asph/Cacnb2/Pcsk9/Lrrc52/Casq1/Jph3/Ndufa4/Kcne5/Fmr1/Cav1/Cacng4/Lrrc55/Pirt/Cacnb4/Gpd1l/Wnk2/Kcne4	24	FALSE
GO:0070661	leukocyte proliferation	39/1506	379/28832	0.102902374670185	1.97004068160077	4.46272194163114	4.63661150093013e-05	0.00381312327763569	0.00308358304774858	Cd276/Tacr1/Tac1/Cd40/Ndp/Cd6/Nfatc2/Gpam/Ctnnb1/Nck2/Azi2/Il7/Dlg1/Ptpn22/Fyn/Il15/Satb1/Itgb2/Crtam/Clu/Lef1/Csf1/Lyn/Gja1/Rasgrp1/Il10/Il20rb/Nfix/Pla2g5/Bcl6/Cxcr4/Gapt/Tnfsf18/Cd55/Bmi1/Adk/Il12b/Ppp3ca/Lipa	39	FALSE
GO:0006898	receptor-mediated endocytosis	32/1506	287/28832	0.111498257839721	2.13460675301118	4.53498229396563	4.73985450355671e-05	0.00381312327763569	0.00308358304774858	Vac14/Mrc1/Sdcbp/Sh3gl2/Tspan7/Syt17/Nedd4l/Inpp5f/Lmbrd1/Apln/Dll1/Tmem108/Pcsk9/Ldlrap1/Cav2/Fnbp1l/Itgb2/Clu/Itgav/Rab11fip5/Snx9/Fmr1/Cav1/Cacng4/Ccdc32/Dnm3/Serpine1/Stab2/Dnajc6/Iqsec1/Lrrtm2/Numb	32	FALSE
GO:0018212	peptidyl-tyrosine modification	33/1506	300/28832	0.11	2.1059229747676	4.52036711658077	4.76215217545938e-05	0.00381312327763569	0.00308358304774858	Bank1/Ptprz1/Cntn1/Nrp1/Lif/Slc35b3/Cd40/Inpp5f/Sema4d/Lrp4/Epha7/Dyrk2/Il7/Fbxw7/Ptpn22/Fyn/Il15/Cav2/Fer/Kdr/Itgb2/Errfi1/Ptprj/Tgfa/Lyn/Cav1/Hyal2/Gdnf/Hes5/Tnfsf18/Il12b/Ptk2b/Prkcz	33	FALSE
GO:0071559	response to transforming growth factor beta	32/1506	288/28832	0.111111111111111	2.12719492400767	4.51327876637514	5.07056614481346e-05	0.00400289059741964	0.00323704341283421	Col4a2/Sdcbp/Rock2/Cd109/Mir145b/Cited2/Nrep/Fos/Ndp/Map3k1/Ldlrad4/Nrros/Bmp2/Mstn/Tgfb3/Parp1/Fbn1/Cx3cr1/Col1a1/Fyn/Cav2/Pparg/Appl2/Cav1/Hyal2/Gdnf/Fbn2/Zfhx3/Serpine1/Actr3/Map3k7/Wfikkn2	32	FALSE
GO:0009100	glycoprotein metabolic process	39/1506	382/28832	0.102094240837696	1.95456915792328	4.40912337484357	5.5084724304367e-05	0.00428819277397191	0.00346776056804977	Fut9/Ndst3/Tmtc2/Galnt7/Tmtc4/St8sia3/Itm2b/Hs3st5/Gcnt1/Edem3/Lipc/Bmp2/Pomgnt2/Ctnnb1/Cog3/Dsel/Srd5a3/Neu4/B3gat2/Aqp11/Pofut2/Man1c1/Mgat4a/Il15/Ids/Dpy19l1/Man2a1/Galnt13/Bace2/Alg14/Manba/Slc35c1/B4galt5/Chst7/Nagpa/B3galnt1/Dolpp1/Galnt10/Alg8	39	FALSE
GO:1904375	regulation of protein localization to cell periphery	22/1506	166/28832	0.132530120481928	2.53725659610554	4.66306176460444	5.64345175475316e-05	0.00433308864183445	0.00350406679970686	Gnai1/Rapgef4/Dpp10/Arf6/Lyplal1/Dlg1/Rab11fip2/Arhgef16/Tnik/Tmem108/Ldlrap1/Adam10/Camk2b/Rhoq/Stx8/Actr3/Atp2c1/Gpc6/Rab38/Numb/Epb41l1/Prkcz	22	FALSE
GO:0048814	regulation of dendrite morphogenesis	16/1506	100/28832	0.16	3.06316069057105	4.85181723277153	5.98071516564876e-05	0.00452998763560288	0.0036632943816904	Sgk1/Ptprz1/Adgrb3/Ptprd/Nedd4l/Sema4d/Trpc6/Tnik/Slc30a1/Kndc1/Sdc2/Neurog3/Camk2b/Actr3/Numb/Ppp3ca	16	TRUE
GO:0032943	mononuclear cell proliferation	36/1506	344/28832	0.104651162790698	2.00352080051885	4.39570892616044	6.31512212210076e-05	0.00470071594736336	0.00380135834909557	Cd276/Tacr1/Tac1/Cd40/Cd6/Nfatc2/Gpam/Ctnnb1/Nck2/Azi2/Il7/Dlg1/Ptpn22/Fyn/Il15/Satb1/Itgb2/Crtam/Lef1/Csf1/Lyn/Gja1/Rasgrp1/Il10/Il20rb/Pla2g5/Bcl6/Cxcr4/Gapt/Tnfsf18/Cd55/Bmi1/Adk/Il12b/Ppp3ca/Lipa	36	FALSE
GO:0009101	glycoprotein biosynthetic process	34/1506	318/28832	0.106918238993711	2.04692341744135	4.40710815317433	6.52857592738656e-05	0.00470071594736336	0.00380135834909557	Fut9/Ndst3/Tmtc2/Galnt7/Tmtc4/St8sia3/Itm2b/Hs3st5/Gcnt1/Edem3/Lipc/Pomgnt2/Ctnnb1/Cog3/Srd5a3/B3gat2/Aqp11/Pofut2/Man1c1/Mgat4a/Il15/Dpy19l1/Man2a1/Galnt13/Bace2/Alg14/Slc35c1/B4galt5/Chst7/Nagpa/B3galnt1/Dolpp1/Galnt10/Alg8	34	FALSE
GO:0099003	vesicle-mediated transport in synapse	34/1506	318/28832	0.106918238993711	2.04692341744135	4.40710815317433	6.52857592738656e-05	0.00470071594736336	0.00380135834909557	Stxbp5l/Vac14/Rapgef4/Snap25/Efr3a/Arf6/Cadps2/Sh3gl2/Tspan7/Syt17/Nedd4l/Rims1/Ppfia2/Ctnnb1/Prkar1b/Syn2/Cacna1a/Syt4/Rab11fip5/Unc13c/Amph/Snx9/Fmr1/Cdh2/Rab4a/Dnm3/Cacnb4/Dnajc6/Iqsec1/Numb/Capn2/Slc4a8/Bltp1/Rims3	34	TRUE
GO:0007264	small GTPase-mediated signal transduction	43/1506	440/28832	0.0977272727272727	1.87096462634311	4.32198413980637	6.5415850828607e-05	0.00470071594736336	0.00380135834909557	Psd2/Rapgef4/Heg1/Sdcbp/Rock2/Arf6/Nrp1/Arhgap17/Rras2/Abca1/Rtn4r/Psd3/Sema4d/Rgl1/Lrp4/Racgap1/Rnd3/Map4k4/Kank2/Ywhaq/Rasa2/Iqsec3/Arl6/Kndc1/Dock4/Kif14/Csf1/Kank1/Itgav/Rasgrp1/Mapre2/Cdh2/Nfix/Bcl6/Rab4a/Rhoq/Eps8l3/Mras/F2r/Iqsec1/Spry4/Notch1/Lipa	43	FALSE
GO:0010038	response to metal ion	39/1506	386/28832	0.101036269430052	1.9343145552505	4.33840878694231	6.90276310339942e-05	0.00489746673348782	0.00396046607904569	Adcy1/Foxa2/Micu3/Slc30a5/Ryr2/Adcy8/Kcna1/Fos/Fgg/Prkaa2/Gphn/Nfatc2/Kcnip3/Nfe2l2/Sucnr1/Asph/Nqo1/Lig4/Abat/Sec31a/Aldob/Otc/Pparg/Slc30a1/Glra1/Slc1a1/Myog/Cav1/Pam/Camk2b/Cebpa/Kcnj10/Mt2/Hspa8/Kcnk3/Ptk2b/Kcnc1/Ppp3ca/Ect2	39	FALSE
GO:1903522	regulation of blood circulation	31/1506	280/28832	0.110714285714286	2.11959779927907	4.41954022778986	7.05109444231626e-05	0.00494017304364783	0.00399500166692287	Kcnd2/Fgf13/Chrm2/Ryr2/Tacr1/Tac1/Fgg/Tmem38b/Kcne2/Apln/Add3/Dlg1/Cacna2d1/Kcnd3/Cacnb2/Mgll/Kcnj5/Dock4/Itga9/Slc1a1/Gja1/Kcne5/Cav1/Dsp/Dusp5/F2r/Scn10a/Gpd1l/Kcne4/Mybpc3/Gjd3	31	FALSE
GO:0071692	protein localization to extracellular region	44/1506	456/28832	0.0964912280701754	1.8473008550593	4.2815279677801	7.27781747592562e-05	0.00503606999414359	0.00407255127372784	Stxbp5l/Foxa2/Rapgef4/Snap25/Neurod1/Arf6/Adcy8/Rap1gds1/Vegfc/Abca1/Fgg/Nkx6-1/Nrros/Lyst/Tgfb3/Fam3d/Map4k4/Fbn1/Sucnr1/Bmal1/Exph5/Rab11fip2/Abat/Rptor/Pparg/Gnaz/Syt4/Rab11fip5/Gpr27/Negr1/Camk2n1/Gja1/Sergef/Fbn2/Pim3/Nagpa/Mcu/F2r/Vsnl1/Il12b/Slc4a8/Rsad2/Cbln1/Ppp3ca	44	FALSE
GO:1905475	regulation of protein localization to membrane	27/1506	230/28832	0.117391304347826	2.24742768058202	4.45897873007315	7.51678230573456e-05	0.00513799571020027	0.00415497620134699	Rapgef4/Dpp10/Arf6/Stom/Lyplal1/Lrp4/Slc5a3/Dlg1/Rab11fip2/Arhgef16/Tnik/Tmem108/Ldlrap1/Fyn/Slc30a1/Adam10/Slc1a1/Cdh2/Camk2b/Rhoq/Stx8/Actr3/Atp2c1/Gpc6/Numb/Epb41l1/Prkcz	27	FALSE
GO:0032970	regulation of actin filament-based process	41/1506	416/28832	0.0985576923076923	1.8868628051895	4.27736135463353	7.9392728208315e-05	0.00536140050129645	0.00433563839778065	Fgf13/Mtpn/Rock2/Arf6/Ryr2/Tacr1/Nrp1/Arhgap17/Tac1/Myo3b/Gpr65/Map3k1/Neb/Sptb/Siglec15/Kirrel1/Tgfb3/Nck2/Rnd3/Add3/Arhgef5/Daam2/Kank2/Cotl1/Dlg1/Arhgef16/Fer/Arhgef10/Kank1/Gpm6b/Snx9/Gja1/Cav1/Dsp/Pam/Evl/Arap2/Actr3/Ptk2b/Ect2/Pfn3	41	FALSE
GO:0051224	negative regulation of protein transport	20/1506	147/28832	0.136054421768707	2.60472847837674	4.57917358817906	8.33635955699308e-05	0.00556253515677931	0.00449829125970078	Stxbp5l/Bard1/Lyplal1/Fam3d/Map4k4/Fbn1/Rptor/Mdfic/Insig1/Pkig/Gnaz/Syt4/Rab11fip5/Sergef/Pim3/F2r/Vsnl1/Il12b/Rsad2/Ppp3ca	20	FALSE
GO:0018108	peptidyl-tyrosine phosphorylation	32/1506	296/28832	0.108108108108108	2.06970316930476	4.34277067830385	8.56665207017834e-05	0.00563169600672702	0.00455422001126185	Bank1/Ptprz1/Cntn1/Nrp1/Lif/Cd40/Inpp5f/Sema4d/Lrp4/Epha7/Dyrk2/Il7/Fbxw7/Ptpn22/Fyn/Il15/Cav2/Fer/Kdr/Itgb2/Errfi1/Ptprj/Tgfa/Lyn/Cav1/Hyal2/Gdnf/Hes5/Tnfsf18/Il12b/Ptk2b/Prkcz	32	FALSE
GO:0090287	regulation of cellular response to growth factor stimulus	35/1506	336/28832	0.104166666666667	1.99424524125719	4.30353674658774	8.69952235980643e-05	0.00563169600672702	0.00455422001126185	Sdcbp/Tcf4/Nrp1/Cd109/Cited2/Vwc2l/Nrep/Vegfc/Ldlrad4/Grb10/Nrros/Bmp2/Apln/Ctnnb1/Tgfb3/Hhip/Dll1/Fbn1/Tmem108/Cav2/Kdr/Creb3l1/Ccn1/Pparg/Cav1/Skor1/Hes5/Myof/Fbn2/Jcad/Scube3/Spry4/Il12b/Notch1/Wfikkn2	35	FALSE
GO:0099170	postsynaptic modulation of chemical synaptic transmission	10/1506	45/28832	0.222222222222222	4.25438984801535	5.12899099352642	8.74143715584746e-05	0.00563169600672702	0.00455422001126185	Rnf19a/Clmp/Trio/Sorcs3/Slc1a1/Fmr1/Iqsec1/Camk4/Ptk2b/Ppp3ca	10	TRUE
GO:0086091	regulation of heart rate by cardiac conduction	9/1506	37/28832	0.243243243243243	4.65683213093572	5.22518476405133	9.29817205438237e-05	0.00592230163236514	0.00478922594092948	Kcne2/Cacna2d1/Kcnd3/Cacnb2/Kcnj5/Kcne5/Cav1/Dsp/Kcne4	9	FALSE
GO:0003407	neural retina development	16/1506	104/28832	0.153846153846154	2.94534681785678	4.66568398022405	9.69218657088691e-05	0.00609631351558307	0.00492994525528911	Calb1/Neurod1/Irx6/Fos/Ndp/Bbs10/Neurod4/Atoh7/Trpm1/Arl6/Gpm6a/Slc1a1/Vsx1/Atp8a2/Rho/Notch1	16	FALSE
GO:0051924	regulation of calcium ion transport	31/1506	285/28832	0.108771929824561	2.08241187297593	4.31110943060005	9.79616182817363e-05	0.00609631351558307	0.00492994525528911	Cxcl11/Ryr2/Il16/Chd7/Gnb5/Tmem38b/Ctnnb1/Trpc6/Jph4/Cacna2d1/Asph/Cacnb2/Cxcr3/Ptpn22/Fyn/Ntsr1/Casq1/Jph3/Slc30a1/Vdac1/Lyn/Gja1/Fmr1/Cav1/Cxcr4/Serpine1/Cacnb4/F2r/Ptk2b/Ppp3ca/Plpp4	31	FALSE
GO:0002027	regulation of heart rate	17/1506	115/28832	0.147826086956522	2.83009411628847	4.61643917569822	9.89767225545154e-05	0.00609631351558307	0.00492994525528911	Ryr2/Tac1/Kcne2/Apln/Cacna2d1/Kcnd3/Cacnb2/Kcnj5/Slc1a1/Kcne5/Cav1/Dsp/Scn10a/Gpd1l/Kcne4/Mybpc3/Gjd3	17	FALSE
GO:0032956	regulation of actin cytoskeleton organization	37/1506	366/28832	0.101092896174863	1.93539866036764	4.22793567074395	0.00010340885686663	0.00624612515149156	0.00505109439923426	Mtpn/Rock2/Arf6/Tacr1/Nrp1/Arhgap17/Tac1/Myo3b/Gpr65/Map3k1/Neb/Sptb/Siglec15/Kirrel1/Tgfb3/Nck2/Rnd3/Add3/Arhgef5/Daam2/Kank2/Cotl1/Dlg1/Arhgef16/Fer/Arhgef10/Kank1/Gpm6b/Snx9/Gja1/Pam/Evl/Arap2/Actr3/Ptk2b/Ect2/Pfn3	37	FALSE
GO:0014015	positive regulation of gliogenesis	15/1506	94/28832	0.159574468085106	3.05501398660676	4.6849476847774	0.000103838766016616	0.00624612515149156	0.00505109439923426	Myb/Ptprz1/Lif/Vegfc/Nkx6-1/Bmp2/Nkx6-2/Pparg/Rnf112/Lyn/Etv5/Ufl1/Cxcr4/Actr3/Notch1	15	FALSE
GO:0090257	regulation of muscle system process	30/1506	273/28832	0.10989010989011	2.10381915561198	4.30191731521653	0.00010475214348621	0.00624612515149156	0.00505109439923426	Fgf13/Chrm2/Mtpn/Rock2/Ryr2/Tacr1/Kcna1/Pde9a/Tmem38b/Mstn/Parp1/Gucy1a1/Dlg1/Abat/Foxo3/Cacnb2/Casq1/Pparg/Dock4/Errfi1/Setd3/Myog/Cav1/Dsp/Sgca/F2r/Scn10a/Adk/Ppp3ca/Notch1	30	FALSE
GO:1901379	regulation of potassium ion transmembrane transport	14/1506	84/28832	0.166666666666667	3.19079238601151	4.72053644340392	0.000108230333247973	0.00638558966163039	0.00516387606610272	Dpp10/Kcnab1/Nedd4l/Kcne2/Kcnip3/Dlg1/Lrrc52/Kcns2/Kcne5/Cav1/Lrrc55/Wnk2/Kcnc1/Kcne4	14	FALSE
GO:0007411	axon guidance	29/1506	261/28832	0.111111111111111	2.12719492400767	4.29448276815089	0.00011158682212708	0.00647814490291249	0.00523872331131812	Unc5c/Lgr4/Cntn1/Nrp1/Sema3d/Lama3/Boc/Ndp/Sema3e/Rtn4r/Sema4d/Lama1/Epha7/Sema6d/Atoh7/Gbx2/Lamc1/Lhx4/Ptprj/Trio/Gdnf/Ntn3/Drgx/Evl/Cxcr4/Lmx1a/Lgi1/Pax6/Notch1	29	TRUE
GO:0006486	protein glycosylation	26/1506	223/28832	0.116591928251121	2.23212382160446	4.33620448054212	0.000113266405082145	0.00647814490291249	0.00523872331131812	Fut9/Tmtc2/Galnt7/Tmtc4/St8sia3/Gcnt1/Edem3/Pomgnt2/Cog3/Srd5a3/B3gat2/Aqp11/Pofut2/Mgat4a/Il15/Dpy19l1/Man2a1/Galnt13/Alg14/Slc35c1/B4galt5/Nagpa/B3galnt1/Dolpp1/Galnt10/Alg8	26	FALSE
GO:0043413	macromolecule glycosylation	26/1506	223/28832	0.116591928251121	2.23212382160446	4.33620448054212	0.000113266405082145	0.00647814490291249	0.00523872331131812	Fut9/Tmtc2/Galnt7/Tmtc4/St8sia3/Gcnt1/Edem3/Pomgnt2/Cog3/Srd5a3/B3gat2/Aqp11/Pofut2/Mgat4a/Il15/Dpy19l1/Man2a1/Galnt13/Alg14/Slc35c1/B4galt5/Nagpa/B3galnt1/Dolpp1/Galnt10/Alg8	26	FALSE
GO:0097485	neuron projection guidance	29/1506	262/28832	0.110687022900763	2.11907585941222	4.27178473755195	0.00011933879715889	0.00675650462702604	0.00546382626864625	Unc5c/Lgr4/Cntn1/Nrp1/Sema3d/Lama3/Boc/Ndp/Sema3e/Rtn4r/Sema4d/Lama1/Epha7/Sema6d/Atoh7/Gbx2/Lamc1/Lhx4/Ptprj/Trio/Gdnf/Ntn3/Drgx/Evl/Cxcr4/Lmx1a/Lgi1/Pax6/Notch1	29	TRUE
GO:1903531	negative regulation of secretion by cell	24/1506	199/28832	0.120603015075377	2.30891509339526	4.34969589023093	0.000121110990370514	0.00678827101026728	0.0054895149951098	Stxbp5l/Lif/Grm7/Fam3d/Map4k4/Fbn1/Abat/Rptor/Pparg/Slc30a1/Asic1/Gnaz/Syt4/Rab11fip5/Gja1/Fmr1/Sergef/Pim3/F2r/Vsnl1/Il12b/Rsad2/Ppp3ca/Notch1	24	FALSE
