	ctrl_M1	ctrl_M2	ctrl_M3	mut_M1	mut_M2	mut_M3
loop_179	77.8116338253021	54.1036896705627	55.8006074428558	47.2030585408211	51.4487874507904	57.1956891417503
loop_180	97.0715956091881	144.688212811947	95.7802348136902	128.475168466568	139.558363676071	97.1915546059608
loop_181	90.935194849968	65.639727473259	62.147650539875	86.0006144046783	97.2334890365601	78.4283555150032
loop_182	124.611024677753	96.428181886673	95.7784668803215	132.59598338604	112.489193320274	150.068704426289
loop_183	46.4054199457169	40.6096332669258	47.0680972635746	41.2980883419514	44.6638223826885	39.8607177138329
loop_184	400.664527893066	310.933359146118	298.031008720398	310.512565135956	366.745770454407	360.204073905945
loop_185	357.124597072601	230.07803440094	254.554366111755	275.936003684998	294.902283668518	283.244544744492
loop_186	364.814313411713	250.317561626434	253.640229225159	283.187788963318	307.22923374176	294.17453956604
loop_187	390.469755172729	261.648564338684	296.494010925293	281.348873138428	328.202262878418	304.912418365479
loop_188	444.736260414124	307.922998905182	300.068948745728	336.968339443207	403.094153404236	381.747841835022
loop_189	396.606862545013	282.227620124817	298.756838798523	337.994915246964	339.764031887054	337.570905685425
loop_190	306.708969593048	205.779806613922	206.678319454193	268.349396705627	239.068098545074	278.755393981934
loop_191	283.240646839142	193.924070835114	201.201944112778	233.439774036407	239.271614074707	236.663992881775
loop_192	348.892488479614	249.291247367859	245.371988296509	281.16757440567	286.078159809113	278.536816596985
loop_193	351.453667163849	237.290853023529	244.930445194244	275.850185155869	278.116327285767	266.476759433746
loop_194	143.670961976051	118.411413311958	125.670459806919	115.691500544548	124.63529086113	120.390464007854
loop_195	222.146884441376	155.131797790527	155.620677232742	208.938760519028	231.441462993622	209.336689949036
loop_196	171.475479841232	118.30030798912	125.01483631134	135.785755395889	172.695292592049	138.106700897217
loop_197	241.083793640137	171.17604136467	172.982249498367	200.584211349487	245.378036499023	216.957112789154
loop_198	282.932839393616	213.258014202118	218.923267364502	241.804581165314	263.219314813614	262.959144592285
loop_199	262.615534305573	221.464714765549	212.171669721603	235.551971197128	276.012801408768	222.987396240234
loop_200	192.686535596848	150.517657518387	144.01831817627	160.161487817764	187.634178161621	174.125950455666
loop_201	264.037657260895	198.890852451324	167.075521469116	228.676471233368	245.884754657745	235.427062511444
loop_202	93.7748169898987	79.046359360218	99.9131722450256	112.1583994627	113.646004080772	117.348427772522
loop_203	179.421022415161	158.118421792984	170.871303081512	169.168211221695	183.23074388504	174.238707542419
loop_204	101.946542322636	74.1145397424698	78.2769414186478	85.6294170022011	80.6377207040787	76.0494704842567
loop_205	97.5733723640442	78.8010224103928	74.1152975559235	87.4330660104752	100.578594207764	89.8722214102745
loop_206	133.361146450043	109.272286653519	107.14530134201	117.184025526047	127.234795510769	115.159402608871
loop_207	141.935325443745	115.720804333687	101.885957837105	147.120215654373	140.978004455566	119.216530799866
loop_208	70.5224697589874	67.1663511395454	67.1248504519463	60.9234285950661	64.9752086699009	72.5191057324409
loop_209	80.2659614682198	62.0513873100281	63.2784878611565	70.1775397658348	72.3001698255539	70.1964831352234
loop_210	142.169376850128	132.367667198181	145.538311719894	152.281831264496	133.42900621891	121.698262095451
loop_211	141.449898302555	123.923438072205	147.061784982681	141.59434479475	133.740872621536	124.418106079102
loop_212	69.6196512579918	36.5099895298481	43.8806733191013	55.9411336183548	44.1322897672653	50.0557392239571
loop_213	69.1351783871651	50.1361792683601	56.737968981266	72.1960228681564	72.5734697580338	76.0581066608429
loop_214	123.120377242565	105.580632567406	103.803821802139	106.152655124664	114.983759045601	99.6206438541412
loop_215	199.360203146935	185.907507061958	184.521797299385	182.035838007927	160.401064395905	190.996217727661
loop_216	119.599247097969	77.3503668308258	91.5299601554871	79.2876368761063	125.745540976524	160.763702750206
loop_217	115.38976931572	115.110263347626	120.035430014133	137.068487644196	140.429845452309	139.888586163521
loop_218	65.8422331809998	35.6210358142853	43.2182744443417	50.5557271242142	51.4240038394928	54.9615751206875
loop_219	55.7957736849785	30.7078650593758	39.9366399347782	44.5093620121479	47.7487786412239	50.6423062384129
loop_220	128.713212251663	116.461975693703	120.202800154686	116.340670824051	120.903868675232	128.653653740883
loop_221	53.8690545558929	36.0748378038406	41.5818480849266	40.0121357440948	37.4632467627525	44.7341035604477
loop_222	457.117172241211	307.266082286835	297.809693336487	358.839968681335	410.60991859436	392.363778114319
loop_223	368.714987277985	258.206789493561	267.917256355286	297.539113044739	345.878656387329	329.661535739899
loop_224	375.528801441193	268.831776618958	256.96222114563	296.011244773865	341.959263324738	339.859468460083
loop_225	422.886743545532	309.794519424438	286.027764320374	332.157146453857	341.393326282501	340.566439628601
loop_226	343.544079780579	233.270399093628	272.976955413818	301.911698818207	315.777707576752	322.218053340912
loop_227	132.332396030426	99.3531022667885	99.80311024189	104.368640840054	123.252068996429	129.861268997192
loop_228	323.104659557343	216.003411769867	220.714050769806	263.078713178635	268.564963579178	226.892142295837
loop_229	264.538173437119	173.577232122421	188.798571586609	188.874797582626	248.645632743835	194.541898488998
loop_230	138.761180639267	96.1445009708405	85.3945208787918	98.3109273910522	116.88282418251	108.611995816231
loop_231	346.051440238953	211.114835262299	248.148862361908	281.56450176239	317.457842826843	276.699634552002
loop_232	194.80183672905	161.297454595566	150.128875494003	185.329653501511	190.6116938591	188.094860553741
loop_233	201.885853409767	159.772019147873	187.455810904503	177.908128857613	193.641752481461	196.100989818573
loop_234	188.898420810699	128.198295712471	149.599856615067	153.819749355316	181.932904243469	156.104713201523
loop_235	165.331394195557	118.535389780998	127.763562321663	150.279400110245	158.728322505951	144.546267032623
loop_236	234.794106006622	163.575878977776	183.658842921257	212.493657112122	213.277076721191	200.332501888275
loop_237	259.939694643021	202.493846416473	255.49312376976	262.087910175323	240.247756481171	277.85146355629
loop_238	176.731289386749	118.741036176682	138.078877329826	129.710044920444	177.932505965233	149.684656918049
loop_239	164.342116355896	126.675379157066	122.832590937614	135.74936580658	155.285250663757	143.862003564835
loop_240	185.466913223267	127.547371864319	122.237686276436	125.316672205925	158.39037156105	149.839478731155
loop_241	164.305066108704	118.637150764465	130.922011375427	115.553854584694	140.683525562286	129.957622289658
loop_242	181.054651260376	140.209931135178	151.681043386459	151.773286819458	178.380356550217	148.986861228943
loop_243	119.023836135864	103.41896957159	99.3669243454933	102.712801277637	122.312904894352	105.008402228355
loop_244	288.493669629097	343.169018268585	355.92106294632	406.419168710709	373.534718990326	307.050116300583
loop_245	258.343766689301	176.194671154022	170.598249912262	203.299990653992	184.792572498322	211.700204610825
loop_246	148.830796957016	118.048851847649	122.749299585819	103.156655073166	119.676956176758	128.950935602188
loop_247	52.2356742620468	43.2884814143181	43.501728862524	52.6347500085831	56.63717263937	54.0916019380093
loop_248	164.613023519516	151.139397382736	161.102758407593	178.44943010807	166.902633309364	162.435832977295
loop_249	446.779047966003	297.817352294922	318.101314067841	337.817200660706	350.519589424133	356.553996086121
loop_250	246.997494220734	159.48268532753	168.702276229858	174.666397809982	195.365838289261	192.785064220428
loop_251	218.083272576332	168.141294240952	176.607707023621	205.736672639847	243.117666006088	228.171842575073
loop_252	277.004880428314	195.127067089081	209.009069442749	240.623548984528	277.733105182648	237.771778583527
loop_253	171.813343048096	113.138456821442	104.257937788963	118.053527832031	142.69911813736	126.687956094742
loop_254	360.891177654266	238.397418022156	239.318082332611	243.986996173859	326.964447975159	292.101465702057
loop_255	215.140150547028	159.160762071609	163.103426337242	172.919317364693	191.291855812073	186.382611751556
loop_256	156.549489498138	127.522280275822	120.320842206478	118.109649181366	138.522447347641	125.641445159912
loop_257	176.228109836578	167.582774162292	165.871732354164	185.246440172195	192.922246932983	197.694089353085
loop_258	290.686139583588	208.134323596954	226.810112953186	265.838996887207	286.483091831207	250.515367031097
loop_259	137.728600502014	88.2884355783463	96.6569111347198	96.5415086746216	106.498532652855	100.09444975853
loop_260	135.075141787529	92.4730895757675	98.4445216655731	104.403441786766	107.581108093262	110.191313505173
loop_261	93.5401688814163	63.8631630539894	85.8628437519073	82.2828263640404	105.043651401997	94.9906238913536
loop_262	98.6378419399261	65.0046993494034	72.3317488431931	76.2753881216049	81.1574283838272	79.1482864618301
loop_263	103.824477851391	78.7803604602814	72.2976531386375	86.2449796199799	85.915609061718	106.647494196892
loop_264	69.0944046974182	62.2251251339912	80.7476770877838	73.3415503501892	101.313725650311	87.70627617836
loop_265	89.7321352362633	75.6871471405029	83.6302154064178	70.6850306987762	81.5972737073898	98.671973824501
loop_266	81.7992930412292	30.5719971060753	44.5259159803391	50.1126135587692	69.6260299086571	55.1433546543121
loop_267	93.0341085791588	81.6017551422119	100.360268831253	92.4643878936768	133.856454253197	95.8127164840698
loop_268	78.283146739006	49.0567866563797	37.3892394304276	68.1604487895966	43.3525702953339	58.5031443834305
loop_269	62.3886509537697	42.2539520561695	42.8116993904114	42.9020237028599	53.0453608632088	55.5975649952888
loop_270	260.177916765213	174.25452208519	178.13561296463	172.229485273361	216.714616537094	226.439471960068
loop_271	348.123217582703	231.983835220337	233.8306183815	269.543395042419	309.741498470306	276.817406892776
loop_272	386.116263389587	276.849386692047	302.926496982574	337.063906669617	338.238802909851	317.485117435455
loop_273	423.504726886749	323.517853736877	314.901422023773	345.957354068756	368.622211933136	364.730175971985
loop_274	363.194931983948	236.772428035736	250.34353017807	257.267643451691	289.558718681335	310.614398479462
loop_275	317.563485622406	236.512668609619	205.392467498779	228.197616100311	302.172941684723	269.213538646698
loop_276	286.024329185486	201.48172044754	196.22060918808	230.940036296844	297.388890504837	249.903227806091
loop_277	218.821190834045	181.773410797119	174.097295761108	187.352961540222	238.992759227753	207.801776409149
loop_278	281.063819885254	199.213181495667	214.53998541832	234.903954029083	264.522576808929	216.120792388916
loop_279	248.033888578415	173.623274803162	175.241630554199	195.840699911118	228.893624067307	219.585623264313
loop_280	276.866645336151	226.366142034531	218.175259113312	224.10159444809	241.938456296921	228.47061085701
loop_281	233.979305267334	189.269469738007	165.468178987503	217.647506475449	242.72331404686	218.087008953094
loop_282	277.470843315125	206.092082023621	219.573498725891	209.384070634842	221.54801940918	223.714221715927
loop_283	282.764718532562	217.334275722504	210.715177536011	225.834433555603	293.930222034454	247.115090847015
loop_284	177.80098003149	156.99107670784	150.710381984711	151.423783779144	140.821375250816	145.877704620361
loop_285	133.424536824226	129.910334467888	113.971969366074	131.57125043869	144.761049032211	141.858563303947
loop_286	217.429785251617	215.49197268486	200.211750745773	216.169859647751	220.309483647346	239.391627311707
loop_287	130.671373009682	118.406084001064	99.9009357690811	126.695294141769	146.497782945633	129.334428787231
