gene	log2FC	padj	baseMean	dysregulated	max_delta_unnorm	sum_delta_unnorm	n_enhancers	n_gained_enh	n_lost_enh	has_boundary	boundary_direction	n_diff_loops	n_lost_loops	n_gained_loops	max_loop_logFC_abs	mean_loop_logFC	has_abc	has_loops	n_layers	z_boundary	z_loop_count	z_loop_strength	z_abc	combined_score	go_group
Iqsec2	0.274841	6.4e-4	1965.378557	FALSE	-0.329907	0.695765	11	3	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.641495995409392	0.025372593555404332	Synapse Assembly
Kalrn	0.498909	0.001567	1044.42878	FALSE	0.139023	0.185688	4	1	1	TRUE	Mutant	2	0	2	0.386108684958794	0.386108684958794	TRUE	TRUE	3	1	2.0768818606272355	2.1987315152000346	-0.17239195205091695	5.103221423776352	Axon Guidance
Kdr	0.118639	0.871029	31.403477	FALSE	-0.023483	0.048055	8	1	6	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6650294358084036	-1.281152837662391	Cell Fate Commitment
Kirrel3	-0.055608	0.940618	32682.096794	FALSE	-0.164596	-0.276869	10	0	1	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.06335423029109177	0.3205223678549206	Synapse Assembly
Klf7	-0.059646	0.799061	2648.319142	FALSE	-0.442144	-0.912516	8	2	4	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	1.1200502040340157	1.503926802180028	Axon Guidance
L1cam	0.528636	2e-6	1151.652741	TRUE	0.601523	1.274738	11	4	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.799607669187075	1.1834842673330874	Synapse Assembly
Lgi1	-1.423459	0	755.034399	TRUE	0.014012	-0.80312	7	2	2	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.7054117242683929	-1.3215351261223804	Axon Guidance
Lgr4	-0.376916	6e-6	1564.875121	FALSE	-0.187937	-0.448402	5	0	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.03616672789121302	-0.5799566739627746	Axon Guidance
Lmo4	-0.319502	0.015038	163.664968	FALSE	0.081455	0.297444	8	3	1	FALSE	NA	4	0	4	0.38891856911948	0.3448781435399065	TRUE	TRUE	2	0	4.421687961938113	2.217266659434519	-0.41784940977076285	6.221105211601869	Cell Fate Commitment
Lrp4	-0.142296	0.596571	91.799583	FALSE	-0.174879	-0.448001	13	2	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.019509750063653297	-0.6356331519176409	Synapse Assembly
Lrrn1	-0.937618	0	1642.730612	TRUE	-0.272027	-0.792114	9	1	3	FALSE	NA	2	2	0	0.354737548497228	-0.33568684498020396	TRUE	TRUE	2	0	2.0768818606272355	1.9917946787103533	0.3947082374045163	4.463384776742105	Synapse Assembly
Lrrtm4	1.4680280000000001	0	1733.6792	TRUE	0.007018	0.05842	3	0	2	TRUE	Mutant	1	0	1	0.58452689551119	0.58452689551119	FALSE	TRUE	2	1	0.9044788099717969	3.5075791192376045	-0.7352326223244762	4.6768253068849255	Synapse Assembly
Magi2	-0.498975	0.009677	13913.6326	FALSE	-0.348581	-0.49165	3	1	2	TRUE	Control	2	2	0	0.33159148644279	-0.33159148644279	TRUE	TRUE	3	1	2.0768818606272355	1.8391137943373124	0.7211178784947934	5.637113533459342	Synapse Assembly
Map1b	0.063847	0.711322	10060.743426000001	FALSE	0.467603	-0.149102	9	2	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.2286018545358492	0.6124784526818616	Synapse Assembly
Mapt	0.250151	3.1e-5	5753.38416	FALSE	-0.198279	0.528114	11	0	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.08026277131357701	-0.5358606305404106	Synapse Assembly
Mdga2	0.515385	0.010271	2918.587301	TRUE	0.246447	0.636251	5	1	3	FALSE	NA	2	0	2	0.491843426610525	0.491843426610525	TRUE	TRUE	2	0	2.0768818606272355	2.896201081572598	0.28564066916393716	5.258723611363771	Synapse Assembly
Mitf	-1.204026	0	777.094214	TRUE	-0.157635	-0.37639	6	2	3	FALSE	NA	3	0	3	0.545545065200164	0.45080483923969433	TRUE	TRUE	2	0	3.249284911282674	3.2504390358675233	-0.09303442350933536	6.406689523640862	Cell Fate Commitment
Nae1	0.275908	0.016052	525.888166	FALSE	0.499673	1.015636	8	3	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.3653413742182328	0.7492179723642451	Synapse Assembly
Ndp	-0.703759	1e-5	100.924396	TRUE	-1.352447	-3.152776	9	1	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	5.001384628275762	4.3852612264217745	Axon Guidance
Nectin1	0.310155	0.036296	791.633631	FALSE	0.150317	0.190253	5	1	2	FALSE	NA	1	0	1	0.36009883642145	0.36009883642145	TRUE	TRUE	2	0	0.9044788099717969	2.027159924846975	-0.1242367872460264	2.8074019475727456	Axon Guidance
Nectin3	-0.170735	0.557495	830.003607	FALSE	0.369643	0.094482	7	1	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.8109216753002304	0.1947982734462428	Synapse Assembly
Nfia	-0.526537	0	10843.062568	TRUE	-0.236949	-0.560479	9	1	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.24514325856389726	-0.3709801432900903	Cell Fate Commitment
Nfix	0.240192	0.019094	5783.847513	FALSE	0.360441	2.142222	16	1	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.771686344457783	0.15556294260379533	Cell Fate Commitment
Nlgn1	-0.382123	0.028958	10740.368034	FALSE	0.36331	0.576459	12	5	5	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.7839191377839058	1.1677957359299183	Synapse Assembly
Nptxr	-0.559851	0.001748	770.101746	TRUE	-0.743959	-1.905493	8	1	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	2.4069238595668687	1.790800457712881	Synapse Assembly
Nr4a3	-0.144391	0.915537	547.920919	FALSE	0.071643	-0.534822	8	2	5	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.45968564822176217	-1.0758090500757498	Axon Guidance
Nrcam	0.331309	6.64e-4	6480.980234	FALSE	0.362578	0.537043	11	2	1	FALSE	NA	2	0	2	0.370478287581787	0.370478287581787	TRUE	TRUE	2	0	2.0768818606272355	2.09562702645328	0.7807980486536437	4.953306935734159	Axon Guidance
Nrxn1	0.396847	0.04944	73795.543228	FALSE	0.306314	0.416486	7	1	1	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.5409005639199476	0.92477716206596	Synapse Assembly
Ntn1	0.298701	0.04124	779.703062	FALSE	0.103755	0.378367	7	2	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.32276704965485536	-0.938890451508843	Axon Guidance
Numb	-0.328242	6.5e-5	1292.789605	FALSE	-0.180236	-0.247412	3	0	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.0033313352789887014	-0.612792066574999	Synapse Assembly
Otx2	-1.339522	0	91.765708	TRUE	-0.42442	-0.838447	8	2	4	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.0444789147652112	0.42835551291122353	Cell Fate Commitment
Palld	0.690218	0	231.201576	TRUE	0.051376	0.261764	12	12	0	TRUE	Mutant	2	0	2	0.706476262210604	0.6572566102477471	TRUE	TRUE	3	1	2.0768818606272355	4.312006978828034	-0.5460997375701522	6.842789101885117	Axon Guidance
Pax6	-0.248179	4.45e-4	1563.603645	FALSE	-0.116813	-1.041234	12	4	4	FALSE	NA	2	2	0	0.354616987800563	-0.3480653502482075	TRUE	TRUE	2	0	2.0768818606272355	1.9909994110858154	-0.26709057169998895	3.800790700013062	Cell Fate Commitment
Pik3r1	-0.056418	0.679824	1635.167807	FALSE	0.090956	-0.09174	7	1	1	TRUE	Mutant	1	1	0	0.386708339277142	-0.386708339277142	TRUE	TRUE	3	1	0.9044788099717969	2.2026870801435723	-0.37733920782182845	3.729826682293541	Synapse Assembly
Plxna1	-0.283458	0.090978	705.208126	FALSE	-0.251514	-0.579742	11	2	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.30724525744677594	-0.3088781444072117	Synapse Assembly
Plxnc1	-0.565587	1.6e-5	475.152934	TRUE	-0.18848	-0.065361	8	3	1	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.03848196204112061	0.42235856018713297	Synapse Assembly
Plxnd1	-0.713449	1e-6	141.998234	TRUE	-0.157339	-1.009337	13	0	4	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.09429650326692762	-0.7104199051209152	Synapse Assembly
Pml	-1.355008	0	169.021239	TRUE	-0.30674	-0.448891	7	2	2	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.5427169354629691	0.9265935336089814	Cell Fate Commitment
Prdm1	-0.802914	0.32631	5.09197	FALSE	0.115447	0.246373	15	5	3	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.27291489922995893	0.11096169891605345	Cell Fate Commitment
Prickle2	-0.04543	0.859481	669.778705	FALSE	-0.023572	-0.028836	6	0	3	FALSE	NA	3	0	3	0.396865022152964	0.33939847903492465	FALSE	TRUE	1	0	3.249284911282674	2.2696847111068785	-0.664649959124533	4.85431966326502	Synapse Assembly
Ptch1	-0.054595	0.629768	2882.918787	FALSE	-0.426713	-0.273795	7	3	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.0542557691035865	0.4381323672495989	Cell Fate Commitment
Ptprd	-0.093293	0.738074	13095.776833	FALSE	-0.018016	-0.072761	9	1	7	TRUE	Control	NA	NA	NA	NA	NA	FALSE	FALSE	1	1	-0.26792424068364157	-0.3481991611703461	-0.6883395372771779	-0.3044629391311655	Synapse Assembly
Ptprj	-0.376517	0.006682	3350.367436	FALSE	-0.638232	-1.191845	8	0	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.9561268780433463	1.3400034761893587	Axon Guidance
Ptprs	0.349931	4.95e-4	3608.933349	FALSE	0.316741	1.253641	11	3	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.5853590288943229	-0.03076437295966472	Synapse Assembly
Rara	-0.483171	0.020478	377.433888	FALSE	-0.141489	-0.247217	8	0	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.16187746325962424	-0.7780008651136119	Cell Fate Commitment
Rbpj	-0.019635	0.925337	879.77582399999994	FALSE	0.212131	0.708125	11	11	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.13932469294252536	-0.47679870891146225	Cell Fate Commitment
Reln	0.193247	0.040503	14190.245738	FALSE	-0.303916	0.134923	10	3	1	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.5306760123702641	0.9145526105162765	Axon Guidance
Robo1	-1.743519	0	945.309098	TRUE	0.019698	-0.02663	15	5	9	TRUE	Control	3	2	1	0.53178552848782	-0.1706623060581827	FALSE	TRUE	2	1	3.249284911282674	3.159675508626344	-0.6811678543303189	6.727792565578699	Axon Guidance
Runx2	0.246019	0.564397	46.056345	FALSE	0.133608	0.295992	6	6	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.1954803368055196	-0.8116037386595072	Cell Fate Commitment
Sdcbp	-0.248139	1.65e-4	752.005176	FALSE	-0.408002	-0.965773	9	2	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.9744761260484858	0.35835272419449815	Synapse Assembly
Sdk2	1.12447	0	547.710751	TRUE	0.447543	0.741357	7	2	1	TRUE	Control	2	0	2	0.466496399917686	0.3878088608925775	TRUE	TRUE	3	1	2.0768818606272355	2.729001734980174	1.143070368261181	6.94895396386859	Synapse Assembly
Sema3a	-1.387878	0	315.184441	TRUE	-0.013446	0.020877	18	9	6	FALSE	NA	1	0	1	0.303217391462154	0.303217391462154	FALSE	TRUE	1	0	0.9044788099717969	1.6519466682517099	-0.7078250254264916	1.8486004527970152	Axon Guidance
Sema4c	-0.593305	6.85e-4	160.558836	TRUE	-0.749696	-1.699946	8	0	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	2.4313851824361494	1.8152617805821618	Axon Guidance
Sema5a	-1.242074	0	1601.816825	TRUE	0.033698	-0.324874	8	3	4	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6214748928225743	-1.237598294676562	Axon Guidance
Sema6d	-0.31677	0.043631	2614.029274	FALSE	-0.035229	0.091109	12	4	4	TRUE	Control	NA	NA	NA	NA	NA	FALSE	FALSE	1	1	-0.26792424068364157	-0.3481991611703461	-0.6149470411034058	-0.23107044295739343	Axon Guidance
Sfrp2	-0.263103	0.915436	1.920988	FALSE	0.043535	0.038754	11	5	5	FALSE	NA	1	0	1	0.406798218860207	0.406798218860207	FALSE	TRUE	1	0	0.9044788099717969	2.3352081359705243	-0.579532059797454	2.660154886144867	Cell Fate Commitment
Shank3	0.373327	1.94e-4	3429.883283	FALSE	-0.268638	1.224147	17	4	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.3802582769366772	-0.23586512491731043	Synapse Assembly
Shh	-0.038786	0.982388	6.01688	FALSE	0.054159	0.188536	15	4	2	FALSE	NA	1	0	1	0.359857917293681	0.359857917293681	TRUE	TRUE	2	0	0.9044788099717969	2.025570723824199	-0.5342336295790054	2.3958159042169904	Cell Fate Commitment
Sipa1l1	0.279625	2.5e-5	2458.683855	FALSE	0.389216	0.455514	11	2	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.8943766992710223	0.27825329741703464	Synapse Assembly
Slitrk1	0.152098	0.203976	889.638617	FALSE	0.383751	0.437414	4	2	1	TRUE	Mutant	1	1	0	0.72167848607225	-0.72167848607225	TRUE	TRUE	3	1	0.9044788099717969	4.412287060086523	0.8710751253681778	7.187840995426498	Synapse Assembly
Slitrk2	-0.814635	0	306.773932	TRUE	0.128481	-1.003151	5	2	2	FALSE	NA	1	1	0	0.309229687577133	-0.309229687577133	TRUE	TRUE	2	0	0.9044788099717969	1.6916062304609794	-0.21734075206624862	2.3787442883665277	Synapse Assembly
Slitrk5	0.349828	0.002587	213.685738	FALSE	-0.041363	0.118041	2	0	1	FALSE	NA	1	1	0	0.371825423414605	-0.371825423414605	FALSE	TRUE	1	0	0.9044788099717969	2.104513284938266	-0.5887929963970842	2.420199098512979	Synapse Assembly
Smad1	0.337959	2.21e-4	1085.199285	FALSE	0.346365	-0.246559	9	1	6	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.7116693354447104	1.095545933590723	Cell Fate Commitment
Smad5	-0.119939	0.2836	562.728838	FALSE	-0.723696	-1.050074	2	0	2	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	2.320526825350338	2.70440342349635	Cell Fate Commitment
Snap25	-0.160328	0.546431	21745.69861	FALSE	-0.824426	-2.09823	15	4	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	2.7500176833985606	2.133894281544573	Synapse Assembly
Snca	-1.759795	0	423.37045	TRUE	-0.190715	-0.998482	7	1	4	TRUE	Control	1	1	0	0.508546412605396	-0.508546412605396	TRUE	TRUE	3	1	0.9044788099717969	3.006380803175757	0.0480115169675355	4.95887113011509	Synapse Assembly
Sox18	-0.434278	0.793597	3.787242	FALSE	-0.139731	-0.079806	15	1	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.16937319371181106	-0.7854965955657986	Cell Fate Commitment
Sox5	-0.258454	0.311107	1291.1889410000001	FALSE	0.061801	0.010554	11	4	6	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.5016498001617067	-1.1177732020156943	Cell Fate Commitment
Spdef	0.189126	0.671116	27.598564	FALSE	-0.236153	-0.246652	6	0	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.24174928732388554	-0.37437411453010205	Cell Fate Commitment
Srcin1	0.100223	0.55802	5020.5701	FALSE	-0.185673	0.141412	9	0	1	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.026513523258817798	0.41039012140483017	Synapse Assembly
Srgap3	0.240127	0.009289	9616.150783	FALSE	-0.063207	0.164853	9	0	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.4956549213131431	-1.1117783231671308	Synapse Assembly
St8sia2	0.275312	0.667083	13.603372	FALSE	0.122574	0.440394	11	5	2	FALSE	NA	1	0	1	0.445920189932227	0.445920189932227	TRUE	TRUE	2	0	0.9044788099717969	2.5932726450712096	-0.24252691803955204	3.2552245370034543	Synapse Assembly
Syndig1	0.263722	0.23809	2600.902679	FALSE	0.579549	1.175328	6	2	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.7059153023177047	1.089791900463717	Synapse Assembly
Tlx3	-2.713249	0	38.390776	TRUE	-0.031943	-1.802184	9	4	5	FALSE	NA	1	1	0	0.634982271628178	-0.634982271628178	FALSE	TRUE	1	0	0.9044788099717969	3.840403399618339	-0.6289578319258665	4.115924377664269	Cell Fate Commitment
Tpbg	-1.115249	0.001206	20.130067	TRUE	-0.270617	-0.436416	11	2	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.3886963034240934	-0.22742709842989423	Synapse Assembly
Unc5b	0.331258	1.3e-5	2981.908024	FALSE	-0.416414	-0.02727	8	2	2	FALSE	NA	1	0	1	0.323900807478822	0.323900807478822	TRUE	TRUE	2	0	0.9044788099717969	1.788382932954236	1.0103430683487107	3.7032048112747438	Axon Guidance
Unc5c	-0.81904	6e-6	9907.626315	TRUE	-0.250644	-0.77828	6	1	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.30353576626736595	-0.31258763558662167	Axon Guidance
Unc5d	1.279547	0	773.636483	TRUE	-0.021051	0.270845	10	5	2	TRUE	Control	NA	NA	NA	NA	NA	FALSE	FALSE	1	1	-0.26792424068364157	-0.3481991611703461	-0.6753989559788919	-0.2915223578328795	Axon Guidance
Wnt16	-0.532839	0.588411	7.530564	FALSE	0.06407	-0.055851	13	2	8	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.49197527661448714	-1.1080986784684748	Cell Fate Commitment
Wnt5b	0.274892	0.299475	140.643958	FALSE	0.113287	0.217482	8	2	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.28212467043401096	-0.8982480722879986	Cell Fate Commitment
Wnt7a	0.153151	0.386364	967.10254	FALSE	-0.301035	-0.813757	9	0	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.5183920536485631	-0.0977313482054245	Cell Fate Commitment
Wnt7b	-0.089607	0.926788	24.80567	FALSE	0.123768	0.20368	7	2	1	FALSE	NA	1	0	1	0.46416738076503	0.46416738076503	TRUE	TRUE	2	0	0.9044788099717969	2.7136385728529433	-0.2374359611795344	3.380681421645206	Cell Fate Commitment
Zfp521	0.017693	0.956352	14161.731099	FALSE	-0.434447	-0.083793	10	3	2	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	1.0872318665536507	1.471108464699663	Cell Fate Commitment
