gene	log2FC	padj	baseMean	dysregulated	max_delta_unnorm	sum_delta_unnorm	n_enhancers	n_gained_enh	n_lost_enh	has_boundary	boundary_direction	n_diff_loops	n_lost_loops	n_gained_loops	max_loop_logFC_abs	mean_loop_logFC	has_abc	has_loops	n_layers	z_boundary	z_loop_count	z_loop_strength	z_abc	combined_score	go_group
Rbfox1	0.267326	0.322572	53440.464603	FALSE	-0.082031	-0.053417	9	1	1	FALSE	NA	5	0	5	0.622747055696839	0.46487691811645476	TRUE	TRUE	2	0	5.594091012593551	3.7596949151902597	-0.4153934707830156	8.938392457000795	Other
Cdk6	0.193452	0.729141	24.598694	FALSE	0.088794	0.537247	12	4	4	TRUE	Mutant	3	0	3	0.817891350203598	0.7625443513787183	TRUE	TRUE	3	1	3.249284911282674	5.046946431045085	-0.38655750659181015	8.909673835735948	Other
Cetn3	-0.1821	0.329235	330.025507	FALSE	0.21591	-0.26815	11	3	3	FALSE	NA	5	5	0	0.525642294253882	-0.4407775554498538	TRUE	TRUE	2	0	5.594091012593551	3.1191522250741617	0.1554375287666516	8.868680766434363	Other
Irx2	0.065571	0.945088	22.156315	FALSE	0.167401	0.407053	8	3	3	FALSE	NA	4	0	4	0.732222450010076	0.5366555884102717	TRUE	TRUE	2	0	4.421687961938113	4.481839355204303	-0.051394319074718656	8.852132998067697	Other
Shisal1	1.342708	0	132.413644	TRUE	0.897137	1.119591	8	2	2	FALSE	NA	2	0	2	0.61216815327462	0.5157111805512405	TRUE	TRUE	2	0	2.0768818606272355	3.6899121515511726	3.060041606554962	8.82683561873337	Other
Tenm2	-1.30981	0	3717.062853	TRUE	0.062528	-0.019195	3	2	1	TRUE	Mutant	5	5	0	0.465288004966291	-0.3859040670227312	TRUE	TRUE	3	1	5.594091012593551	2.721030668048055	-0.49855002994626874	8.816571650695337	Other
Nrp2	-0.25803	0.115609	332.1938	FALSE	0.243645	0.496679	7	2	0	TRUE	Control	4	0	4	0.521015948509435	0.430248639480366	TRUE	TRUE	3	1	4.421687961938113	3.0886349579029115	0.27369354929645856	8.784016469137482	Other
Gm45159	-1.166758	1.82e-4	219.974937	TRUE	-0.094746	-0.135466	11	3	5	FALSE	NA	6	6	0	0.410173549331985	-0.3611821310570695	TRUE	TRUE	2	0	6.76649406324899	2.357473195152958	-0.361179470385089	8.762787788016858	Other
Serpinb8	-0.579919	0.086082	44.345085	FALSE	-0.242236	-0.906083	5	1	2	FALSE	NA	5	5	0	0.487062228529982	-0.3966953745088932	TRUE	TRUE	2	0	5.594091012593551	2.8646623451092164	0.2676858790990006	8.726439236801767	Other
Cdr1	0.178206	0.856244	2289.895497	FALSE	-0.375711	-0.780325	20	10	9	FALSE	NA	4	4	0	0.56954623464094	-0.3824643412470212	TRUE	TRUE	2	0	4.421687961938113	3.408760558016137	0.836794310330873	8.667242830285122	Other
Ptprm	0.039107	0.927059	1992.907167	FALSE	-0.048517	0.040522	7	2	3	TRUE	Control	5	0	5	0.444377306982187	0.3608383283944674	FALSE	TRUE	2	1	5.594091012593551	2.5830951586053845	-0.5582898930666266	8.618896278132308	Axon Guidance
Zic4	-0.663368	4e-6	529.577348	TRUE	-0.917245	-2.173709	20	5	5	FALSE	NA	3	3	0	0.38983780048867	-0.35474816462798764	TRUE	TRUE	2	0	3.249284911282674	2.2233302852064227	3.1457777544119425	8.61839295090104	Other
A230001M10Rik	0.229546	0.356118	125.056688	FALSE	-0.074225	-0.014423	10	4	1	FALSE	NA	5	0	5	0.575567926878824	0.43560109167209576	TRUE	TRUE	2	0	5.594091012593551	3.448482100891985	-0.4486765606065481	8.593896552878986	Other
Stim2	0.018423	0.943367	1351.353848	FALSE	-0.733703	-0.803377	2	0	1	TRUE	Control	2	1	1	0.519428844767133	0.1096429194826175	TRUE	TRUE	3	1	2.0768818606272355	3.0781657730196903	2.363194501479481	8.518242135126407	Other
Syt4	-0.780504	0	476.167395	TRUE	-0.484144	-2.108434	11	1	6	TRUE	Control	3	3	0	0.492470365486045	-0.428279963129324	TRUE	TRUE	3	1	3.249284911282674	2.900336626605576	1.2991290885572495	8.448750626445499	Other
Sulf2	0.358413	0.009713	201.260037	FALSE	0.065622	0.231077	6	3	1	FALSE	NA	4	0	4	0.736217840084926	0.512313658741463	TRUE	TRUE	2	0	4.421687961938113	4.508194580927307	-0.4853578854530572	8.444524657412362	Other
Ptgis	1.265924	0.002167	11.935995	TRUE	0.197498	0.560459	15	2	1	TRUE	Control	4	1	3	0.496344555902839	0.2439710251334425	TRUE	TRUE	3	1	4.421687961938113	2.9258923698535835	0.07693275681803781	8.424513088609736	Other
Ctnna3	-0.291257	0.1336	1470.860028	FALSE	0.099149	-0.110663	6	1	2	TRUE	Mutant	4	0	4	0.557068062742277	0.4411099737465055	TRUE	TRUE	3	1	4.421687961938113	3.3264494367391855	-0.3424060339909033	8.405731364686394	Other
Wdr27	-0.018242	0.986038	18.69906	FALSE	-0.417194	-0.001291	7	3	2	FALSE	NA	2	1	1	0.858330345772178	-0.277835668081918	TRUE	TRUE	2	0	2.0768818606272355	5.3136985719512495	1.013668819061285	8.40424925163977	Other
Cdh7	-1.247981	0	1664.910068	TRUE	-0.639598	-2.536474	7	0	5	FALSE	NA	4	4	0	0.358942489685756	-0.328432453523571	TRUE	TRUE	2	0	4.421687961938113	2.019532189216076	1.9619512055733161	8.403171356727505	Other
Idh1	-0.229351	0.393426	95.496764	FALSE	0.086941	-0.030438	10	3	1	TRUE	Mutant	3	2	1	0.738948254977035	-0.236368546644996	TRUE	TRUE	3	1	3.249284911282674	4.526205513389686	-0.3944582964256566	8.381032128246703	Other
Slco4a1	0.290003	0.049265	203.702528	FALSE	0.111371	0.143095	9	1	3	TRUE	Mutant	4	0	4	0.540603347081185	0.3865801309560255	TRUE	TRUE	3	1	4.421687961938113	3.2178414436311655	-0.2902940785946423	8.349235326974634	Other
Kbtbd11	-0.122436	0.343419	835.608663	FALSE	-0.58198	-0.477702	7	2	3	FALSE	NA	2	2	0	0.741045192005028	-0.6159827760996676	TRUE	TRUE	2	0	2.0768818606272355	4.540037766978031	1.7162805587052286	8.333200186310496	Other
Pik3c3	0.096312	0.441359	795.234477	FALSE	-0.104328	0.01011	8	3	3	FALSE	NA	5	5	0	0.513502405322124	-0.4089623148068986	TRUE	TRUE	2	0	5.594091012593551	3.0390725564924423	-0.32032390201600264	8.31283966706999	Other
Npm1	-0.083091	0.758706	323.131852	FALSE	-0.280243	-0.623526	10	1	4	FALSE	NA	4	3	1	0.576485630207349	-0.24713536587824048	TRUE	TRUE	2	0	4.421687961938113	3.4545356470832007	0.4297394782436328	8.305963087264946	Other
Nars2	-0.014754	0.976206	273.736093	FALSE	0.057671	0.205329	5	4	0	FALSE	NA	5	0	5	0.537962529194775	0.4461060284824506	TRUE	TRUE	2	0	5.594091012593551	3.200421529633834	-0.5192592238064913	8.275253318420893	Other
Fam81b	-0.953187	7.53e-4	23.419458	TRUE	-1.166102	-1.123647	3	1	1	TRUE	Control	1	1	0	0.376046735690883	-0.376046735690883	TRUE	TRUE	3	1	0.9044788099717969	2.1323587858291324	4.206849991692857	8.243687587493785	Other
Astn2	-0.091112	0.812613	25194.431193	FALSE	-0.666849	-0.489093	9	3	3	TRUE	Control	3	3	0	0.343233662789112	-0.33229410451426233	TRUE	TRUE	3	1	3.249284911282674	1.9159103473061365	2.078143555148141	8.243338813736951	Other
H1f5	-0.349393	0.660473	11.543363	FALSE	0.473148	1.187531	15	2	2	FALSE	NA	4	4	0	0.438108404388366	-0.40388893392033826	TRUE	TRUE	2	0	4.421687961938113	2.5417429151947384	1.252244531075881	8.215675408208732	Other
Dgkb	-0.652493	1.74e-4	611.399323	TRUE	0.114217	0.686457	15	15	0	FALSE	NA	5	5	0	0.485649137589992	-0.4391427422767054	TRUE	TRUE	2	0	5.594091012593551	2.855341019783562	-0.27815935227671074	8.171272680100401	Other
Gm29683	0.167782	0.737818	29.608233	FALSE	0.0616	0.037913	13	5	4	FALSE	NA	5	0	5	0.518988134266449	0.4669620773033684	TRUE	TRUE	2	0	5.594091012593551	3.0752586664527644	-0.5025068205376392	8.166842858508675	Other
Slc25a51	0.109055	0.553671	246.548248	FALSE	0.316932	0.694724	6	4	1	FALSE	NA	4	0	4	0.53146528715076	0.438417259367067	TRUE	TRUE	2	0	4.421687961938113	3.1575630658946117	0.5861734114406071	8.16542443927333	Other
Bdnf	-1.362386	0	329.854532	TRUE	-0.077786	-1.010772	8	2	3	TRUE	Mutant	4	1	3	0.533831813853622	0.20905536481529752	TRUE	TRUE	3	1	4.421687961938113	3.1731736431511477	-0.4334932294687568	8.161368375620503	Axon Guidance
Gfra1	-0.210432	0.596343	35.619105	FALSE	-0.090484	-0.091418	9	3	4	TRUE	Mutant	3	1	2	0.696587804835094	0.21843739355092134	TRUE	TRUE	3	1	3.249284911282674	4.246778672880047	-0.3793517133812324	8.116711870781486	Other
Fgfr1	0.183346	0.090764	1656.989853	FALSE	1.977318	5.785402	10	10	0	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	7.6656989532976105	8.049575551443622	Cell Fate Commitment
Ntf3	-1.724033	5e-6	299.889718	TRUE	-0.285282	-0.547582	10	3	2	FALSE	NA	4	4	0	0.530984267119101	-0.505327199925212	TRUE	TRUE	2	0	4.421687961938113	3.1543900611881472	0.45122468060345583	8.027302703729715	Cell Fate Commitment
Adgra3	0.620559	4e-6	116.62857	TRUE	0.145487	0.081821	11	4	6	TRUE	Mutant	4	3	1	0.468984760584422	-0.2522730202685127	TRUE	TRUE	3	1	4.421687961938113	2.7454159788521024	-0.1448308589661983	8.022273081824016	Other
Atp8a1	-0.128662	0.230332	4934.116161	FALSE	-0.389988	-0.69543	8	0	2	FALSE	NA	3	3	0	0.638633307655441	-0.467283196042312	TRUE	TRUE	2	0	3.249284911282674	3.8644871253168738	0.8976683397198779	8.011440376319426	Other
Srgap1	0.16824	0.245299	880.286967	FALSE	-0.066366	0.336566	11	6	2	TRUE	Control	4	0	4	0.518034814074546	0.3899679174323385	TRUE	TRUE	3	1	4.421687961938113	3.0689701768752244	-0.48218563092721706	8.00847250788612	Other
Syt17	0.122355	0.864784	30.263146	FALSE	0.3846	0.832646	13	6	5	FALSE	NA	4	0	4	0.46079191713743	0.37381386122816473	TRUE	TRUE	2	0	4.421687961938113	2.6913726353202914	0.8746950771053259	7.987755674363729	Other
Tox3	0.57469	0.415945	13.299608	FALSE	0.062786	0.247462	15	8	4	FALSE	NA	5	0	5	0.489643717385458	0.4463939684621732	TRUE	TRUE	2	0	5.594091012593551	2.8816909005726132	-0.49744997394134033	7.978331939224824	Other
Ppp2r5c	-0.10565	0.333555	1021.454355	FALSE	-0.314629	-0.377368	6	0	2	TRUE	Control	3	0	3	0.530490907371143	0.4357380908360607	TRUE	TRUE	3	1	3.249284911282674	3.1511356586701242	0.5763539192725831	7.976774489225381	Other
Atrnl1	0.777725	0	937.712174	TRUE	-0.052731	0.164755	8	0	1	TRUE	Control	3	2	1	0.696587804835094	-0.040197393549359986	TRUE	TRUE	3	1	3.249284911282674	4.246778672880047	-0.5403223116527954	7.955741272509924	Other
Dicer1	0.097371	0.393049	1333.912679	FALSE	0.283024	0.522716	3	2	0	FALSE	NA	4	0	4	0.517357134314328	0.43616706301529096	TRUE	TRUE	2	0	4.421687961938113	3.064499924230587	0.44159705866884963	7.9277849448375495	Other
Dll1	0.502112	0.280706	15.09395	FALSE	0.661265	1.201201	11	4	4	FALSE	NA	3	1	2	0.449490280780529	0.16195845438983034	TRUE	TRUE	2	0	3.249284911282674	2.6168224232895883	2.0543345910724806	7.920441925644743	Cell Fate Commitment
Mocs1	-0.306454	0.12252	245.332121	FALSE	-0.176809	-0.584443	7	2	3	TRUE	Mutant	3	3	0	0.610648956106594	-0.5707876022366843	TRUE	TRUE	3	1	3.249284911282674	3.6798909061831395	-0.01128064894151427	7.917895168524299	Other
Fstl4	1.021347	0	1376.841758	TRUE	0.29406	0.395167	6	3	2	TRUE	Mutant	4	0	4	0.356058151486337	0.32478229352364074	TRUE	TRUE	3	1	4.421687961938113	2.000505915715103	0.48865216746881174	7.910846045122027	Other
Iqsec3	1.629625	0	1043.078088	TRUE	-0.021762	0.250987	6	1	3	TRUE	Mutant	2	0	2	0.879348111485193	0.8404621257224735	FALSE	TRUE	2	1	2.0768818606272355	5.452340343889004	-0.6723674062908914	7.856854798225348	Other
Add2	0.23202	0.002537	1708.850517	FALSE	0.333142	0.428278	5	1	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.6552893333006456	0.03916593144665803	Synapse Assembly
Adgrb1	0.64473	0	1217.539254	TRUE	-0.060804	0.784795	10	3	4	FALSE	NA	1	0	1	0.338957786325481	0.338957786325481	TRUE	TRUE	2	0	0.9044788099717969	1.887704918736836	-0.505900791777651	2.2862829369309816	Synapse Assembly
Adgrb3	0.132847	0.641327	26119.814345	FALSE	0.082574	0.119233	7	2	0	TRUE	Control	3	1	2	0.527846692192903	0.14274977669311165	TRUE	TRUE	3	1	3.249284911282674	3.133693334747516	-0.41307823663310816	6.969900009397081	Synapse Assembly
Adgrl2	0.445202	2e-6	528.201497	FALSE	-0.055032	0.471526	6	3	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.5305113470507011	-1.1466347489046886	Synapse Assembly
Adgrl4	0.268901	0.361605	101.505882	FALSE	-0.085459	-0.043924	8	2	2	FALSE	NA	1	1	0	0.360601189016308	-0.360601189016308	TRUE	TRUE	2	0	0.9044788099717969	2.0304736478582424	-0.4007772227795479	2.5341752350504914	Synapse Assembly
Ank3	-0.09315	0.419354	16284.243249	FALSE	0.027272	-0.06708	12	2	5	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6488739621546291	-1.2649973640086167	Axon Guidance
App	0.058693	0.633266	9719.766262	FALSE	-0.175579	-0.254542	11	1	1	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.01652510198826604	0.3673514961577463	Synapse Assembly
Arhgef25	0.801177	0	246.96876	TRUE	0.449117	2.702523	10	3	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.1497815626478372	0.5336581607938495	Axon Guidance
Atoh7	-1.607143	0.072254	3.6193	FALSE	-1.47157	-2.38006	6	2	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	5.5092992463962664	4.893175844542279	Cell Fate Commitment
Barhl2	-1.119654	0	349.899707	TRUE	-0.034529	-2.900458	12	3	6	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6179316891787932	-1.2340550910327808	Cell Fate Commitment
Boc	-0.871549	0	2263.646586	TRUE	-1.228987	-1.921348	10	2	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	4.474977983436752	3.858854581582764	Axon Guidance
Cadm1	-0.439715	6.98e-4	7423.558954	FALSE	0.221716	-0.046951	4	1	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.18019305266050628	-0.43593034919348134	Synapse Assembly
Cdh4	0.054855	0.817822	1545.335683	FALSE	0.130395	0.403638	4	3	0	FALSE	NA	2	0	2	0.408011135604309	0.408011135604309	TRUE	TRUE	2	0	2.0768818606272355	2.343209030495252	-0.20917987147154696	4.210911019650941	Axon Guidance
Chl1	-0.50066600000000006	0.005278	3893.771676	TRUE	0.152164	-1.459128	7	2	3	TRUE	Mutant	2	0	2	0.509786751093454	0.509786751093454	TRUE	TRUE	3	1	2.0768818606272355	3.014562582730016	-0.116361580109969	5.975082863247282	Axon Guidance
Chrd	-0.394212	0.043951	117.877383	FALSE	-0.174917	-0.567477	9	0	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.019347726310989494	-0.6354711281649771	Cell Fate Commitment
Chrnb2	-0.391299	0.005784	464.610775	FALSE	0.226311	-0.16518	7	1	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.1997851353839411	-0.4163382664700465	Synapse Assembly
Clstn1	0.195934	0.026525	3410.029369	FALSE	0.426599	2.371193	8	1	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.053769697845595	0.4376462959916074	Synapse Assembly
Clstn2	-0.667624	0.042464	5154.661143	TRUE	-0.206963	-0.133956	7	2	2	TRUE	Control	1	0	1	0.340296934262244	0.340296934262244	TRUE	TRUE	3	1	0.9044788099717969	1.8965384857950434	0.11728946258023802	3.9183067583470783	Synapse Assembly
Cntn5	-1.047053	0.003524	202.336928	TRUE	0.044067	0.17609	15	9	3	TRUE	Control	1	1	0	0.341591457242593	-0.341591457242593	FALSE	TRUE	2	1	0.9044788099717969	1.9050776884039387	-0.5772637272601597	3.232292771115576	Axon Guidance
Cntn6	-1.004547	2.72e-4	5484.076832	TRUE	-0.298864	-0.91632	4	1	3	TRUE	Control	2	2	0	0.345097384687407	-0.345097384687407	TRUE	TRUE	3	1	2.0768818606272355	1.9282042185913615	0.5091353808318979	5.514221460050495	Axon Guidance
Crtac1	0.656454	1.5e-5	71.706001	TRUE	-0.036849	0.207197	12	1	2	TRUE	Control	1	0	1	0.322623730404163	0.322623730404163	FALSE	TRUE	2	1	0.9044788099717969	1.7799588106688604	-0.6080397127003669	3.07639790794029	Synapse Assembly
Csmd2	1.197995	0	3860.787384	TRUE	0.408014	1.084481	9	5	2	TRUE	Control	3	0	3	0.41182293660839697	0.3712771467646733	TRUE	TRUE	3	1	3.249284911282674	2.368353227680475	0.9745272914440639	7.592165430407212	Synapse Assembly
Ctnnb1	0.18743	0.191763	1289.377086	FALSE	0.103428	0.254003	13	3	2	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.32416130668435766	0.05971529146165472	Cell Fate Commitment
Cxcr4	0.459329	0.761632	5.074368	FALSE	0.057765	0.13002	12	4	4	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.5188584282077965	-1.134981830061784	Axon Guidance
Dcc	-0.632408	4.17e-4	1009.841044	TRUE	0.071909	-0.06681	10	4	5	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.458551481953115	-0.07467488380710263	Axon Guidance
Dclk1	-0.184151	0.330751	4163.79886	FALSE	0.091338	0.110666	9	1	4	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.37571044272925996	-0.9918338445832475	Synapse Assembly
Diaph2	-0.893135	0	2484.591798	TRUE	-0.132115	-0.229315	4	0	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.20184616477202405	-0.8179695666260116	Axon Guidance
Dock10	-4.93e-4	0.999038	814.477876	FALSE	-0.035853	0.016309	14	4	6	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6122864405333465	-1.2284098423873342	Synapse Assembly
Dock4	-0.063275	0.809223	11737.117688	FALSE	-0.76673500000000006	-1.241822	7	0	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	2.5040357803740396	1.887912378520052	Synapse Assembly
Dscam	0.736538	0	1781.457965	TRUE	0.72449	0.932384	5	2	1	TRUE	Mutant	1	0	1	0.380175707614157	0.380175707614157	TRUE	TRUE	3	1	0.9044788099717969	2.1595951720150084	2.32391226902442	6.387986251011226	Axon Guidance
Dscaml1	-1.01986	0	2128.220442	TRUE	-0.511691	-1.533502	8	1	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.4165835178896669	0.8004601160356792	Axon Guidance
Efna1	-1.807653	3.8e-5	15.373232	TRUE	-0.810788	-0.475021	9	2	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	2.6918682113240875	2.0757448094701	Axon Guidance
Efna5	0.229314	0.290069	604.00569	FALSE	-0.029596	0.436534	8	6	2	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6389649305443433	-1.2550883323983308	Axon Guidance
Efnb2	0.117407	0.630322	264.260702	FALSE	0.164468	0.360758	6	1	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.06389999451059111	-0.6800233963645788	Axon Guidance
Elavl2	-0.354002	0.03659	482.781015	FALSE	-0.071188	-0.101422	12	6	4	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.46162566947076383	-0.07774907132475145	Synapse Assembly
Elmo1	-0.523875	1e-5	3210.817896	TRUE	-0.051503	-0.064883	3	0	1	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.5455582371336176	-0.16168163898760524	Synapse Assembly
Emb	-0.567441	0	354.783215	TRUE	-0.742438	-1.476142	5	0	5	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	2.4004386456773488	1.7843152438233612	Axon Guidance
Eomes	-1.241259	0.004625	137.852235	TRUE	-0.062945	-1.960237	11	2	4	FALSE	NA	1	1	0	0.427661869333732	-0.427661869333732	TRUE	TRUE	2	0	0.9044788099717969	2.472833300806589	-0.4967720324499309	2.880540078328455	Cell Fate Commitment
Epas1	0.090419	0.701833	459.338996	FALSE	0.130926	0.174586	10	5	3	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.2069158027172176	-0.8230392045712052	Cell Fate Commitment
Epha3	-2.3578	0	1563.731323	TRUE	0.036514	-1.229044	8	2	5	TRUE	Control	3	3	0	0.572242398544398	-0.42929309189172166	FALSE	TRUE	2	1	3.249284911282674	3.4265455569600802	-0.609468079993588	7.066362388249166	Axon Guidance
Epha4	-0.103035	0.571756	327.778406	FALSE	-0.091107	0.022215	9	3	2	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.3766953765941378	-0.9928187784481255	Axon Guidance
Epha8	-0.616854	4e-6	203.42619	TRUE	-0.146122	-0.661948	11	0	4	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	-0.1421233567835256	-0.7582467586375132	Axon Guidance
Ephb1	0.333391	0.064476	5036.214797	FALSE	0.280023	0.90044	10	3	2	TRUE	Mutant	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	0.4288014459913682	0.8126780441373807	Synapse Assembly
Ephb2	0.126199	0.216756	2785.096872	FALSE	0.224189	0.541618	7	1	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.1907373879325529	-0.4253860139214347	Synapse Assembly
Ephb6	0.324004	0.321185	85.516778	FALSE	-0.041228	0.260858	7	3	2	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.5893686070973374	-1.205492008951325	Axon Guidance
Erbb4	-0.951184	0.01542	4417.854806	TRUE	0.052099	-0.022618	5	2	1	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	-0.5430170224865736	-0.1591404243405612	Synapse Assembly
Ext1	-0.654142	1.16e-4	4258.706748	TRUE	-0.331884	-0.859634	8	1	6	TRUE	Control	1	1	0	0.315993423612167	-0.315993423612167	TRUE	TRUE	3	1	0.9044788099717969	1.7362225974726107	0.6499254943308784	4.290626901775286	Axon Guidance
Eya1	0.166658	0.406031	215.913408	FALSE	0.027049	0.124861	12	4	3	FALSE	NA	2	0	2	0.394596701057986	0.394596701057986	FALSE	TRUE	1	0	2.0768818606272355	2.2547219381734647	-0.6498247857557882	3.6817790130449115	Cell Fate Commitment
Foxp1	0.006898	0.985418	2534.823435	FALSE	-0.180027	-0.176342	7	2	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.002440204639337308	-0.6136831972146503	Axon Guidance
Fzd1	-0.389442	0.080328	145.080028	FALSE	-0.659788	-1.196049	6	1	2	FALSE	NA	2	2	0	0.363396869145835	-0.363396869145835	TRUE	TRUE	2	0	2.0768818606272355	2.0489150964984653	2.0480369836334136	6.173833940759114	Synapse Assembly
Fzd7	-1.445745	0	387.156777	TRUE	-0.622977	-3.070387	9	1	2	TRUE	Control	NA	NA	NA	NA	NA	TRUE	FALSE	2	1	-0.26792424068364157	-0.3481991611703461	1.8910828689147288	2.274959467060741	Cell Fate Commitment
Gabra2	-0.259534	0.419704	304.03277	FALSE	-0.036875	-0.037639	9	1	4	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6079288543432811	-1.2240522561972687	Synapse Assembly
Gabrg2	-0.430683	0.017137	266.682962	FALSE	0.042199	-0.222923	8	2	1	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.5852284738384789	-1.2013518756924664	Synapse Assembly
Gdnf	0.71357	0.039785	16.816445	TRUE	0.218158	0.265072	13	3	5	FALSE	NA	1	0	1	0.355494836202299	0.355494836202299	TRUE	TRUE	2	0	0.9044788099717969	1.996790057892485	0.16502251287160946	3.0662913807358914	Axon Guidance
Gli2	0.024318	0.946319	351.499265	FALSE	0.078196	0.33927	12	4	5	FALSE	NA	2	0	2	0.4170040354981	0.4170040354981	TRUE	TRUE	2	0	2.0768818606272355	2.402529873307862	-0.43174507845317284	4.047666655481924	Cell Fate Commitment
Grin1	0.021312	0.948689	2444.803776	FALSE	0.39468	1.604487	15	3	0	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.9176740093909019	0.3015506075369143	Synapse Assembly
Hapln4	0.874758	0	528.977854	TRUE	0.37095	0.957547	9	4	1	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	0.8164944396352749	0.2003710377812873	Synapse Assembly
Il1rap	0.332922	0.035717	368.022593	FALSE	-0.019734	-0.004359	2	0	1	FALSE	NA	NA	NA	NA	NA	NA	FALSE	FALSE	0	0	-0.26792424068364157	-0.3481991611703461	-0.6810143581435847	-1.2971377599975722	Synapse Assembly
Il1rapl1	-1.509211	0	5495.361131	TRUE	-0.459003	-0.640153	8	3	5	FALSE	NA	NA	NA	NA	NA	NA	TRUE	FALSE	1	0	-0.26792424068364157	-0.3481991611703461	1.1919333210382346	0.575809919184247	Synapse Assembly
