Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Concordant	GO:0090009	primitive streak formation	3/578	12/28832	0.25	12.4705882352941	5.68438031240163	0.00154061683937555	0.0282883474974702	0.0224968013274996	Otx2/Prickle1/Zic3	3
Concordant	GO:0098911	regulation of ventricular cardiac muscle cell action potential	3/578	12/28832	0.25	12.4705882352941	5.68438031240163	0.00154061683937555	0.0282883474974702	0.0224968013274996	Dsc2/Dsg2/Trpm4	3
Concordant	GO:0002790	peptide secretion	16/578	343/28832	0.0466472303206997	2.32687360658549	3.53583356926143	0.00167508232507357	0.0306270348842901	0.0243566832280992	Acvr1c/Chrm3/Cnr1/Doc2b/Epha5/Exoc3l/Gpr68/Mcu/Ndufaf2/Nucb2/Prkcb/Prkn/Ptprn2/Slc16a1/Slc16a10/Trpm4	16
Concordant	GO:1902993	positive regulation of amyloid precursor protein catabolic process	4/578	26/28832	0.153846153846154	7.67420814479638	4.86966117157436	0.00168299698369538	0.0306419071082091	0.0243685106233485	Chrna7/Efna1/Lyn/Spon1	4
Concordant	GO:0051899	membrane depolarization	8/578	110/28832	0.0727272727272727	3.62780748663102	3.94944755437434	0.00170322346865884	0.0308798708708525	0.0245577554525777	Chrna4/Chrnb4/Gclm/Ptpn3/Scn1a/Scn4b/Scn9a/Trpm4	8
Concordant	GO:0007422	peripheral nervous system development	7/578	86/28832	0.0813953488372093	4.06019151846785	4.06502222127354	0.00172043861243515	0.0309320525527404	0.0245992538444676	Fa2h/Gdnf/Nab1/Nab2/Ncmap/Ntf3/Onecut2	7
Concordant	GO:1904888	cranial skeletal system development	7/578	86/28832	0.0813953488372093	4.06019151846785	4.06502222127354	0.00172043861243515	0.0309320525527404	0.0245992538444676	Ext1/Grhl2/Mef2c/Tgfb3/Tgfbr1/Tmem107/Zic3	7
Concordant	GO:0060048	cardiac muscle contraction	9/578	136/28832	0.0661764705882353	3.30103806228374	3.84712570161107	0.00173276789242686	0.0310244541735348	0.0246727378436844	Dsc2/Dsg2/Kcnd3/Mybpc3/Myh7b/Pde4d/Scn1a/Scn4b/Trpm4	9
Concordant	GO:0097061	dendritic spine organization	8/578	112/28832	0.0714285714285714	3.56302521008403	3.88707995001241	0.00190943785855471	0.0340463816515024	0.0270759783335727	Arc/Chrna7/Cntnap2/Dbn1/Efna1/Epha5/Il1rapl1/Pak3	8
Concordant	GO:0050775	positive regulation of dendrite morphogenesis	6/578	65/28832	0.0923076923076923	4.60452488687783	4.16112940464817	0.00191956442650436	0.0340559050083826	0.0270835519490949	Cdkl5/Dbn1/Grip1/Il1rapl1/Pak3/Wls	6
Concordant	GO:0046580	negative regulation of Ras protein signal transduction	4/578	27/28832	0.148148148148148	7.38997821350762	4.75117603395092	0.00194468629832618	0.0340559050083826	0.0270835519490949	Rasa4/Rasal1/Spry2/Spry4	4
Concordant	GO:0051560	mitochondrial calcium ion homeostasis	4/578	27/28832	0.148148148148148	7.38997821350762	4.75117603395092	0.00194468629832618	0.0340559050083826	0.0270835519490949	Mcu/Mcur1/Micu1/Slc8a3	4
Concordant	GO:0051969	regulation of transmission of nerve impulse	4/578	27/28832	0.148148148148148	7.38997821350762	4.75117603395092	0.00194468629832618	0.0340559050083826	0.0270835519490949	Chrnb4/Cntnap2/Kcnc4/Tymp	4
Concordant	GO:0060998	regulation of dendritic spine development	7/578	88/28832	0.0795454545454545	3.96791443850267	3.98816311371594	0.00196439388924953	0.0340559050083826	0.0270835519490949	Cdkl5/Dbn1/Efna1/Fstl4/Il1rapl1/Mef2c/Pak3	7
Concordant	GO:0051589	negative regulation of neurotransmitter transport	3/578	13/28832	0.230769230769231	11.5113122171946	5.42179335067387	0.00197311153003376	0.0340559050083826	0.0270835519490949	Prkn/Snca/Syt4	3
Concordant	GO:0098917	retrograde trans-synaptic signaling	3/578	13/28832	0.230769230769231	11.5113122171946	5.42179335067387	0.00197311153003376	0.0340559050083826	0.0270835519490949	Cnr1/Mgll/Syt4	3
Concordant	GO:2000095	regulation of Wnt signaling pathway, planar cell polarity pathway	3/578	13/28832	0.230769230769231	11.5113122171946	5.42179335067387	0.00197311153003376	0.0340559050083826	0.0270835519490949	Dact1/Nkd1/Znrf3	3
Concordant	GO:0001504	neurotransmitter uptake	5/578	45/28832	0.111111111111111	5.54248366013072	4.36169434912113	0.00200635650098568	0.0343548742133064	0.0273213124194375	Gdnf/Itgb3/Prkn/Slc29a1/Snca	5
Concordant	GO:0031338	regulation of vesicle fusion	5/578	45/28832	0.111111111111111	5.54248366013072	4.36169434912113	0.00200635650098568	0.0343548742133064	0.0273213124194375	Cplx2/Doc2b/Snca/Syt1/Syt4	5
Concordant	GO:0060348	bone development	13/578	255/28832	0.0509803921568627	2.54302191464821	3.53987289952395	0.00205693659036043	0.03508174461425	0.0278993687729353	Col9a1/Comp/Ext1/Gpr68/Mapk11/Mef2c/Nab1/Nab2/Phex/Rflnb/Ripply2/Tmem107/Tnn	13
Concordant	GO:0003002	regionalization	19/578	452/28832	0.0420353982300885	2.09682457053618	3.36166160910327	0.00214842154355715	0.0363635671524262	0.0289187604847007	Arc/Daam2/Dnah11/Emx1/En1/Ext1/Gdnf/Ift57/Lama5/Mef2c/Otx1/Otx2/Prickle1/Ripply2/Sema3a/Tgfbr1/Tmem107/Wls/Zic3	19
Concordant	GO:0045860	positive regulation of protein kinase activity	14/578	288/28832	0.0486111111111111	2.42483660130719	3.47582331604885	0.0021902996427516	0.0363635671524262	0.0289187604847007	Angpt1/Card10/Ccnd1/Clspn/Dok7/Efna1/Itgb3/Map3k5/Ntf3/Rgcc/Sez6/Snca/Snx9/Tnfrsf11a	14
Concordant	GO:0045765	regulation of angiogenesis	15/578	320/28832	0.046875	2.33823529411765	3.44308250355664	0.00220126820065621	0.0363635671524262	0.0289187604847007	Adam12/Atp2b4/Cemip2/Efna1/Ism1/Itgb3/Plxnd1/Pml/Prkcb/Ptgis/Rgcc/Slc12a2/Spry2/Tnn/Tspan18	15
Concordant	GO:0030534	adult behavior	11/578	197/28832	0.0558375634517767	2.78530904747686	3.59626533738935	0.00220151319581918	0.0363635671524262	0.0289187604847007	Cdh23/Chrna4/Chrna7/Chrnb4/Cntnap2/En1/Pbx3/Prkn/Scn1a/Sez6/Snca	11
Concordant	GO:0007431	salivary gland development	5/578	46/28832	0.108695652173913	5.42199488491049	4.29299411408644	0.00221447169286833	0.0363635671524262	0.0289187604847007	Lama5/Nfib/Plxnd1/Sema3a/Tgfb3	5
Concordant	GO:1902991	regulation of amyloid precursor protein catabolic process	5/578	46/28832	0.108695652173913	5.42199488491049	4.29299411408644	0.00221447169286833	0.0363635671524262	0.0289187604847007	Chrna7/Efna1/Lyn/Rtn2/Spon1	5
Concordant	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	5/578	46/28832	0.108695652173913	5.42199488491049	4.29299411408644	0.00221447169286833	0.0363635671524262	0.0289187604847007	Cx3cl1/Eya2/Gdnf/Inhba/Wwox	5
Concordant	GO:0098656	monoatomic anion transmembrane transport	9/578	141/28832	0.0638297872340425	3.18397997496871	3.71825497268268	0.00221894063084662	0.0363635671524262	0.0289187604847007	Ano10/Ano3/Ano5/Aqp6/Gabra3/Lrrc8c/Slc12a2/Slc12a8/Slc13a1	9
Concordant	GO:0031630	regulation of synaptic vesicle fusion to presynaptic active zone membrane	4/578	28/28832	0.142857142857143	7.12605042016807	4.63860063729395	0.00223322023068203	0.0363635671524262	0.0289187604847007	Cplx2/Doc2b/Syt1/Syt4	4
Concordant	GO:1901632	regulation of synaptic vesicle membrane organization	4/578	28/28832	0.142857142857143	7.12605042016807	4.63860063729395	0.00223322023068203	0.0363635671524262	0.0289187604847007	Cplx2/Doc2b/Syt1/Syt4	4
Concordant	GO:1904862	inhibitory synapse assembly	4/578	28/28832	0.142857142857143	7.12605042016807	4.63860063729395	0.00223322023068203	0.0363635671524262	0.0289187604847007	Clstn2/Cntnap2/Gabra3/Hapln4	4
Concordant	GO:1905207	regulation of cardiocyte differentiation	4/578	28/28832	0.142857142857143	7.12605042016807	4.63860063729395	0.00223322023068203	0.0363635671524262	0.0289187604847007	Fzd7/Mef2c/Myocd/Prickle1	4
Concordant	GO:0010770	positive regulation of cell morphogenesis	6/578	67/28832	0.0895522388059701	4.46707638279192	4.06370734268069	0.00224268718191366	0.0363804330449528	0.0289321733796539	Cdkl5/Dbn1/Grip1/Il1rapl1/Pak3/Wls	6
Concordant	GO:0006820	monoatomic anion transport	10/578	169/28832	0.0591715976331361	2.95161851722938	3.63941233272898	0.0022619595683837	0.0365556387175119	0.0290715087440602	Ano10/Ano3/Ano5/Aqp6/Car7/Gabra3/Lrrc8c/Slc12a2/Slc12a8/Slc13a1	10
Concordant	GO:0006814	sodium ion transport	13/578	258/28832	0.0503875968992248	2.51345189238486	3.49258315763375	0.00227761772935625	0.036671345157359	0.0291635263067611	Atp2b4/Fxyd6/Nkain3/Ptpn3/Scn1a/Scn4b/Scn9a/Scnn1g/Slc12a2/Slc13a1/Slc8a3/Slc9a5/Trpm4	13
Concordant	GO:0051651	maintenance of location in cell	12/578	228/28832	0.0526315789473684	2.62538699690402	3.52423306691606	0.00231817891865616	0.0371856581189641	0.0295725426523933	Cx3cl1/Dbn1/Gp5/Itgb3/Itpr2/Lyn/Mtln/Pde4d/Pgr/Pml/Rit2/Snca	12
Concordant	GO:0051258	protein polymerization	14/578	290/28832	0.0482758620689655	2.40811359026369	3.44705561149121	0.00233299518045212	0.037284719272781	0.0296513227613018	Add3/Carmil1/Daam2/Dbn1/Diaph2/Esam/Fhdc1/Fmn1/Gas7/Pak3/Prkn/Snca/Snx9/Svil	14
Concordant	GO:0030324	lung development	13/578	259/28832	0.0501930501930502	2.50374744492392	3.47696777591554	0.00235536117935622	0.0373544722588856	0.0297067950390845	Ext1/Grhl2/Heg1/Lama5/Myocd/Nfib/Pgr/Phex/Spry2/Tgfb3/Tnc/Trp73/Zic3	13
Concordant	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	10/578	170/28832	0.0588235294117647	2.93425605536332	3.61775357898431	0.00236136005650995	0.0373544722588856	0.0297067950390845	Angpt1/Crlf1/Ctf1/Dok7/Efna1/Gdnf/Il11/Itgb3/Ntf3/Tgfa	10
Concordant	GO:0006942	regulation of striated muscle contraction	7/578	91/28832	0.0769230769230769	3.83710407239819	3.87702702075503	0.00237954512299656	0.0373544722588856	0.0297067950390845	Arg2/Dsc2/Dsg2/Myh7b/Pde4d/Slc8a3/Trpm4	7
Concordant	GO:0060042	retina morphogenesis in camera-type eye	7/578	91/28832	0.0769230769230769	3.83710407239819	3.87702702075503	0.00237954512299656	0.0373544722588856	0.0297067950390845	Cabp4/Dscam/Fat3/Miat/Ndp/Sdk2/Zhx2	7
Concordant	GO:0060349	bone morphogenesis	8/578	116/28832	0.0689655172413793	3.44016227180527	3.76651353311397	0.00238064423434381	0.0373544722588856	0.0297067950390845	Col9a1/Comp/Ext1/Mef2c/Nab1/Nab2/Ripply2/Tmem107	8
Concordant	GO:0051058	negative regulation of small GTPase mediated signal transduction	6/578	68/28832	0.0882352941176471	4.40138408304498	4.01642159282579	0.00241882646779956	0.0376795530994769	0.0299653212427383	Bcl6/Heg1/Rasa4/Rasal1/Spry2/Spry4	6
Concordant	GO:0061337	cardiac conduction	6/578	68/28832	0.0882352941176471	4.40138408304498	4.01642159282579	0.00241882646779956	0.0376795530994769	0.0299653212427383	Dsc2/Dsg2/Kcnd3/Pde4d/Scn4b/Trpm4	6
Concordant	GO:0030833	regulation of actin filament polymerization	9/578	143/28832	0.0629370629370629	3.13944878650761	3.6683098356391	0.0024414019823247	0.0378944228551477	0.0301362001604639	Add3/Carmil1/Daam2/Dbn1/Esam/Fmn1/Pak3/Snx9/Svil	9
Concordant	GO:0042983	amyloid precursor protein biosynthetic process	3/578	14/28832	0.214285714285714	10.6890756302521	5.18642673233738	0.00247404349271732	0.0379910949148586	0.0302130803006498	Itm2c/Necab1/Necab3	3
Concordant	GO:0042984	regulation of amyloid precursor protein biosynthetic process	3/578	14/28832	0.214285714285714	10.6890756302521	5.18642673233738	0.00247404349271732	0.0379910949148586	0.0302130803006498	Itm2c/Necab1/Necab3	3
Concordant	GO:0099011	neuronal dense core vesicle exocytosis	3/578	14/28832	0.214285714285714	10.6890756302521	5.18642673233738	0.00247404349271732	0.0379910949148586	0.0302130803006498	Syt4/Syt6/Unc13b	3
Concordant	GO:0050891	multicellular organismal-level water homeostasis	4/578	29/28832	0.137931034482759	6.88032454361055	4.53142957350551	0.00254993841078389	0.0385096374409724	0.030625460281166	Aqp2/Aqp6/Ext1/Scnn1g	4
Concordant	GO:0099188	postsynaptic cytoskeleton organization	4/578	29/28832	0.137931034482759	6.88032454361055	4.53142957350551	0.00254993841078389	0.0385096374409724	0.030625460281166	Actn2/Cit/Cpne6/Dbn1	4
Concordant	GO:1905962	glutamatergic neuron differentiation	4/578	29/28832	0.137931034482759	6.88032454361055	4.53142957350551	0.00254993841078389	0.0385096374409724	0.030625460281166	Cabp4/Cntnap2/Ndp/Zhx2	4
Concordant	GO:2000050	regulation of non-canonical Wnt signaling pathway	4/578	29/28832	0.137931034482759	6.88032454361055	4.53142957350551	0.00254993841078389	0.0385096374409724	0.030625460281166	Daam2/Dact1/Nkd1/Znrf3	4
Concordant	GO:0048259	regulation of receptor-mediated endocytosis	9/578	144/28832	0.0625	3.11764705882353	3.64366542156448	0.00255907866811673	0.0385096374409724	0.030625460281166	Angpt1/Arc/Cblb/Gsg1l/Itgb3/Ldlrap1/Ntf3/Ptpn5/Sh3gl3	9
Concordant	GO:0060541	respiratory system development	14/578	293/28832	0.0477815699658703	2.38345713712106	3.40434797059757	0.00256135943118402	0.0385096374409724	0.030625460281166	Ext1/Grhl2/Heg1/Hydin/Lama5/Myocd/Nfib/Pgr/Phex/Spry2/Tgfb3/Tnc/Trp73/Zic3	14
Concordant	GO:0051495	positive regulation of cytoskeleton organization	11/578	201/28832	0.054726368159204	2.72988001170617	3.52005583767628	0.00257297700633647	0.0385499853553537	0.0306575476632197	Actn2/Add3/Arhgef15/Carmil1/Cx3cl1/Fmn1/Kiss1r/Rgcc/Snx9/Tgfb3/Tgfbr1	11
Concordant	GO:0030323	respiratory tube development	13/578	262/28832	0.049618320610687	2.47507858105074	3.43055577160795	0.00260176180285232	0.0387630491560259	0.0308269903637603	Ext1/Grhl2/Heg1/Lama5/Myocd/Nfib/Pgr/Phex/Spry2/Tgfb3/Tnc/Trp73/Zic3	13
Concordant	GO:0034331	cell junction maintenance	6/578	69/28832	0.0869565217391304	4.33759590792839	3.9700411733331	0.00260516436969815	0.0387630491560259	0.0308269903637603	Cntnap2/Csmd2/Itgb3/L1cam/Prickle1/Sema3a	6
Concordant	GO:0061138	morphogenesis of a branching epithelium	12/578	232/28832	0.0517241379310345	2.58012170385396	3.45625133283396	0.00267324624140642	0.0395618895135395	0.0314622820794386	Angpt1/Ext1/Gdnf/Grhl2/Lama5/Pgr/Plxnd1/Pml/Sema3a/Slc12a2/Spry2/Tnc	12
Concordant	GO:0030279	negative regulation of ossification	5/578	48/28832	0.104166666666667	5.19607843137255	4.16142857309962	0.00267718927878413	0.0395618895135395	0.0314622820794386	Cyp27b1/Mef2c/Mkx/Rflnb/Trpm4	5
Concordant	GO:0034109	homotypic cell-cell adhesion	7/578	93/28832	0.0752688172043011	3.75458570524984	3.80553516462451	0.00269175313740307	0.0396413473989565	0.0315254723475266	Comp/Dsc2/Dsg2/Itgb3/L1cam/Lyn/Zfp703	7
Concordant	GO:0030038	contractile actin filament bundle assembly	8/578	119/28832	0.0672268907563025	3.3534354918438	3.67951261124031	0.00279032136318845	0.0405735218792898	0.0322668003479868	Arhgef15/Carmil1/Fhdc1/Itgb5/Kiss1r/Rgcc/Tgfb3/Tgfbr1	8
Concordant	GO:0043149	stress fiber assembly	8/578	119/28832	0.0672268907563025	3.3534354918438	3.67951261124031	0.00279032136318845	0.0405735218792898	0.0322668003479868	Arhgef15/Carmil1/Fhdc1/Itgb5/Kiss1r/Rgcc/Tgfb3/Tgfbr1	8
Concordant	GO:0001754	eye photoreceptor cell differentiation	6/578	70/28832	0.0857142857142857	4.27563025210084	3.92453452727492	0.0028020647786856	0.0405735218792898	0.0322668003479868	Cabp4/Dscam/Miat/Ndp/Otx2/Sdk2	6
Concordant	GO:0060038	cardiac muscle cell proliferation	6/578	70/28832	0.0857142857142857	4.27563025210084	3.92453452727492	0.0028020647786856	0.0405735218792898	0.0322668003479868	Fgf20/Mapk11/Mef2c/Tenm4/Tgfbr1/Trp73	6
Concordant	GO:0060135	maternal process involved in female pregnancy	6/578	70/28832	0.0857142857142857	4.27563025210084	3.92453452727492	0.0028020647786856	0.0405735218792898	0.0322668003479868	Cnr1/Cyp27b1/Dsg2/Ndp/Pgr/Ptgis	6
Concordant	GO:0007517	muscle organ development	17/578	395/28832	0.0430379746835443	2.14683544303797	3.28255164049385	0.00282862077889641	0.0408210657556455	0.0324636639295979	Angpt1/Boc/Cflar/Cntnap2/Foxn2/Heg1/Jph1/Ky/Lama5/Mef2c/Mkx/Mybpc3/Myocd/Sap30/Svil/Tgfbr1/Xk	17
Concordant	GO:0060395	SMAD protein signal transduction	7/578	94/28832	0.074468085106383	3.71464330413016	3.77052852884861	0.00285918083562128	0.0410954104811355	0.0326818413535407	Atoh8/Bmp5/Inhba/Pmepa1/Pml/Tgfb3/Tgfbr1	7
Concordant	GO:0050796	regulation of insulin secretion	12/578	234/28832	0.0512820512820513	2.55806938159879	3.42279345412627	0.00286667869173158	0.0410954104811355	0.0326818413535407	Acvr1c/Chrm3/Cnr1/Doc2b/Epha5/Gpr68/Mcu/Ndufaf2/Prkcb/Prkn/Slc16a1/Trpm4	12
Concordant	GO:0031340	positive regulation of vesicle fusion	4/578	30/28832	0.133333333333333	6.65098039215686	4.42921647405455	0.00289616101002805	0.0412440091032047	0.0328000169973647	Doc2b/Snca/Syt1/Syt4	4
Concordant	GO:0098810	neurotransmitter reuptake	4/578	30/28832	0.133333333333333	6.65098039215686	4.42921647405455	0.00289616101002805	0.0412440091032047	0.0328000169973647	Gdnf/Itgb3/Prkn/Snca	4
Concordant	GO:0006694	steroid biosynthetic process	10/578	175/28832	0.0571428571428571	2.85042016806723	3.5117841760696	0.00291226175169146	0.0413368732189101	0.0328738688037194	Bmp5/Cyb5r1/Cyb5r3/Cyp11a1/Cyp27b1/Dhrs11/Gnai1/Inhba/Lpcat3/Stard4	10
Concordant	GO:0034205	amyloid-beta formation	5/578	49/28832	0.102040816326531	5.09003601440576	4.09836793644049	0.00293306743486057	0.0413600849066123	0.032892328302874	Aph1c/Chrna7/Efna1/Rtn2/Spon1	5
Concordant	GO:0060219	camera-type eye photoreceptor cell differentiation	5/578	49/28832	0.102040816326531	5.09003601440576	4.09836793644049	0.00293306743486057	0.0413600849066123	0.032892328302874	Cabp4/Dscam/Miat/Ndp/Sdk2	5
Concordant	GO:0010810	regulation of cell-substrate adhesion	12/578	235/28832	0.051063829787234	2.54718397997497	3.40619459323766	0.00296756817453885	0.0416042916757804	0.0330865379918385	Bcl6/Carmil1/Dbn1/Fmn1/Fzd7/Itgb3/L1cam/Nexmif/Onecut2/Spry4/Triobp/Utrn	12
Concordant	GO:0002090	regulation of receptor internalization	7/578	95/28832	0.0736842105263158	3.67554179566563	3.73599795769607	0.00303447059360601	0.0416042916757804	0.0330865379918385	Angpt1/Arc/Cblb/Gsg1l/Itgb3/Ntf3/Ptpn5	7
Concordant	GO:0046530	photoreceptor cell differentiation	7/578	95/28832	0.0736842105263158	3.67554179566563	3.73599795769607	0.00303447059360601	0.0416042916757804	0.0330865379918385	Cabp4/Dscam/Miat/Ndp/Nphp1/Otx2/Sdk2	7
Concordant	GO:0002829	negative regulation of type 2 immune response	3/578	15/28832	0.2	9.97647058823529	4.97371230095473	0.00304680328378832	0.0416042916757804	0.0330865379918385	Arg2/Bcl6/Stat6	3
Concordant	GO:0009078	pyruvate family amino acid metabolic process	3/578	15/28832	0.2	9.97647058823529	4.97371230095473	0.00304680328378832	0.0416042916757804	0.0330865379918385	Hmgcl/Hmgcll1/Ilvbl	3
Concordant	GO:0010950	positive regulation of endopeptidase activity	3/578	15/28832	0.2	9.97647058823529	4.97371230095473	0.00304680328378832	0.0416042916757804	0.0330865379918385	Aph1c/Efna1/Lyn	3
Concordant	GO:0060040	retinal bipolar neuron differentiation	3/578	15/28832	0.2	9.97647058823529	4.97371230095473	0.00304680328378832	0.0416042916757804	0.0330865379918385	Cabp4/Ndp/Zhx2	3
Concordant	GO:0086069	bundle of His cell to Purkinje myocyte communication	3/578	15/28832	0.2	9.97647058823529	4.97371230095473	0.00304680328378832	0.0416042916757804	0.0330865379918385	Dsc2/Dsg2/Trpm4	3
Concordant	GO:0098970	postsynaptic neurotransmitter receptor diffusion trapping	3/578	15/28832	0.2	9.97647058823529	4.97371230095473	0.00304680328378832	0.0416042916757804	0.0330865379918385	Cacng8/Itgb3/Zdhhc2	3
Concordant	GO:0099628	neurotransmitter receptor diffusion trapping	3/578	15/28832	0.2	9.97647058823529	4.97371230095473	0.00304680328378832	0.0416042916757804	0.0330865379918385	Cacng8/Itgb3/Zdhhc2	3
Concordant	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	9/578	148/28832	0.0608108108108108	3.03338632750397	3.5471920437833	0.0030754692014318	0.0418632479627074	0.0332924774918402	Cidea/Myocd/Nrep/Onecut2/Pmepa1/Sap30/Spry2/Tgfb3/Zfp703	9
Concordant	GO:0055017	cardiac muscle tissue growth	8/578	121/28832	0.0661157024793388	3.2980068060282	3.62304424759988	0.00309262057090856	0.0419643325895297	0.0333728668029193	Fgf20/Heg1/Mapk11/Mef2c/Myocd/Tenm4/Tgfbr1/Trp73	8
Concordant	GO:0007613	memory	10/578	177/28832	0.0564971751412429	2.81821203057494	3.47044172070056	0.00315943808905704	0.0425641593168323	0.033849889460968	Aph1c/Arc/Chrna7/Cnr1/Pak6/Pde4d/Shisa7/Slc8a3/Syt4/Trpm4	10
Concordant	GO:2001236	regulation of extrinsic apoptotic signaling pathway	10/578	177/28832	0.0564971751412429	2.81821203057494	3.47044172070056	0.00315943808905704	0.0425641593168323	0.033849889460968	Cflar/Cx3cl1/Eya2/Gclm/Gdnf/Inhba/Itm2c/Pml/Tgfbr1/Wwox	10
Concordant	GO:0033674	positive regulation of kinase activity	14/578	300/28832	0.0466666666666667	2.3278431372549	3.30670228032754	0.00316641834083503	0.0425641593168323	0.033849889460968	Angpt1/Card10/Ccnd1/Clspn/Dok7/Efna1/Itgb3/Map3k5/Ntf3/Rgcc/Sez6/Snca/Snx9/Tnfrsf11a	14
Concordant	GO:0017158	regulation of calcium ion-dependent exocytosis	5/578	50/28832	0.1	4.98823529411765	4.03700318531382	0.00320614360741837	0.0428714778539053	0.0340942898832057	Doc2b/Syt1/Syt4/Syt6/Unc13b	5
Concordant	GO:0033273	response to vitamin	7/578	96/28832	0.0729166666666667	3.63725490196078	3.70193142112405	0.00321785984894211	0.0428714778539053	0.0340942898832057	Alad/Cyp27b1/Gstt1/Hlcs/Phex/Prkcb/Tnc	7
Concordant	GO:0009267	cellular response to starvation	11/578	207/28832	0.0531400966183575	2.65075305484513	3.40916747594609	0.00322360178289095	0.0428714778539053	0.0340942898832057	Bmf/Dsc2/Hrk/Klf10/Map3k5/Mcu/Micu1/Pak3/Pak6/Plin2/Tnfrsf11a	11
Concordant	GO:0060350	endochondral bone morphogenesis	6/578	72/28832	0.0833333333333333	4.15686274509804	3.83602394243325	0.00322902208633122	0.0428714778539053	0.0340942898832057	Col9a1/Comp/Ext1/Mef2c/Nab1/Nab2	6
Concordant	GO:0086005	ventricular cardiac muscle cell action potential	4/578	31/28832	0.129032258064516	6.43643263757116	4.33156540307506	0.00327318619853596	0.0433245351125235	0.0344545915635364	Dsc2/Dsg2/Kcnd3/Trpm4	4
Concordant	GO:0051592	response to calcium ion	9/578	150/28832	0.06	2.99294117647059	3.5001704656909	0.00336274301478967	0.0443738107303285	0.0352890462842888	Cpne5/Cpne6/Mef2c/Micu1/Rasa4/Rasal1/Rasgrp2/Sdc1/Syt1	9
Concordant	GO:0061448	connective tissue development	15/578	335/28832	0.0447761194029851	2.23353819139596	3.24809882455342	0.00338846118869819	0.0445768598452216	0.035450524631438	Bmp5/Cflar/Col9a1/Comp/Ext1/Itgb3/Maf/Mef2c/Mkx/Nfia/Nfib/Rflnb/Tgfbr1/Trpm4/Zfp516	15
Concordant	GO:0010976	positive regulation of neuron projection development	12/578	239/28832	0.0502092050209205	2.50455328574945	3.34064605146203	0.0034003119521036	0.0445829470856544	0.0354553656154743	Bmp5/Cflar/Cnr1/Cx3cl1/Dbn1/Dpysl3/Il1rapl1/Lyn/Pak3/Ptpn5/Rit2/Tnn	12
Concordant	GO:0050772	positive regulation of axonogenesis	7/578	97/28832	0.0721649484536082	3.59975742874469	3.66831731804897	0.00340958807375804	0.0445829470856544	0.0354553656154743	Cdkl5/Dbn1/Dscam/L1cam/Plxnc1/Plxnd1/Tiam2	7
Concordant	GO:0032147	activation of protein kinase activity	6/578	73/28832	0.0821917808219178	4.09991941982272	3.79296422352484	0.00345981925197944	0.0448321924092831	0.0356535823026805	Angpt1/Card10/Clspn/Itgb3/Ntf3/Sez6	6
Concordant	GO:0035176	social behavior	6/578	73/28832	0.0821917808219178	4.09991941982272	3.79296422352484	0.00345981925197944	0.0448321924092831	0.0356535823026805	Cntnap2/Dscam/Efr3b/En1/Ext1/Grid1	6
Concordant	GO:0051932	synaptic transmission, GABAergic	6/578	73/28832	0.0821917808219178	4.09991941982272	3.79296422352484	0.00345981925197944	0.0448321924092831	0.0356535823026805	Car7/Cnr1/Cntnap2/Gabra3/Hapln4/Tpbg	6
Concordant	GO:0003382	epithelial cell morphogenesis	5/578	51/28832	0.0980392156862745	4.89042675893887	3.97725277813657	0.00349705632127042	0.0450441732127817	0.0358221637308455	Bcl11b/Dact2/Grhl2/Heg1/Palld	5
Concordant	GO:0009409	response to cold	5/578	51/28832	0.0980392156862745	4.89042675893887	3.97725277813657	0.00349705632127042	0.0450441732127817	0.0358221637308455	Chrna7/Cidea/Hspa2/P2rx3/Zfp516	5
Concordant	GO:0007584	response to nutrient	10/578	180/28832	0.0555555555555556	2.77124183006536	3.40949802504054	0.00356122974992877	0.045734245151615	0.0363709554660645	Alad/Cnr1/Cyp27b1/Gclm/Gstt1/Hlcs/Phex/Prkcb/Slc16a1/Tnc	10
Concordant	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	4/578	32/28832	0.125	6.23529411764706	4.23812373796739	0.00368228780447771	0.0467416065936315	0.0371720772080841	Dact1/Nkd1/Prickle1/Znrf3	4
Concordant	GO:1900273	positive regulation of long-term synaptic potentiation	4/578	32/28832	0.125	6.23529411764706	4.23812373796739	0.00368228780447771	0.0467416065936315	0.0371720772080841	Chrna7/Ptpn5/Shisa7/Zdhhc2	4
Concordant	GO:0030202	heparin proteoglycan metabolic process	3/578	16/28832	0.1875	9.35294117647059	4.78009324491904	0.0036944931631368	0.0467416065936315	0.0371720772080841	Angpt1/Ext1/Ndst3	3
Concordant	GO:0098953	receptor diffusion trapping	3/578	16/28832	0.1875	9.35294117647059	4.78009324491904	0.0036944931631368	0.0467416065936315	0.0371720772080841	Cacng8/Itgb3/Zdhhc2	3
Concordant	GO:0035148	tube formation	10/578	181/28832	0.0552486187845304	2.75593110172246	3.38946121130413	0.00370381220924028	0.0467416065936315	0.0371720772080841	Atoh8/Bmp5/Cecr2/Gdnf/Grhl2/Ift57/Nfib/Prickle1/Sema4c/Zic5	10
