loop_id	direction	logFC	FDR	anchor1_type	anchor2_type	anchor1_dist_to_boundary	anchor2_dist_to_boundary	min_dist_to_boundary	nearest_boundary_type	nearest_boundary_enriched	nearest_boundary_gap_score	near_boundary_10kb	near_boundary_25kb	near_boundary_50kb	near_boundary_100kb
loop_966	down_in_mutant	-1.07245055489017	0.019455386982868	Repressed_Promoter	Repressed_Promoter	9999	504999	9999	Complex	Matrix 1	-2.623201391873309	TRUE	TRUE	TRUE	TRUE
loop_1268	down_in_mutant	-0.702232013364356	0.008925482244469	Repressed_Promoter	Polycomb	189999	149999	149999	Shifted	Matrix 1	-2.1605507620408453	FALSE	FALSE	FALSE	FALSE
loop_1271	down_in_mutant	-0.707195567120944	0.0143081055854705	Polycomb	Repressed_Promoter	4999	0	0	Split	Matrix 2	2.0414571780378767	TRUE	TRUE	TRUE	TRUE
loop_1294	down_in_mutant	-0.577623803711098	0.0022367399412622	Polycomb	Other	134999	0	0	Complex	Matrix 2	2.593312707503351	TRUE	TRUE	TRUE	TRUE
loop_1310	down_in_mutant	-0.606222476164762	0.0038780013920774	Other	Polycomb	89999	0	0	Complex	Matrix 2	2.593312707503351	TRUE	TRUE	TRUE	TRUE
loop_1314	up_in_mutant	0.386219870675121	0.011857211712961	Other	Other	139999	1114999	139999	Shifted	Matrix 2	2.045034155032496	FALSE	FALSE	FALSE	FALSE
loop_1325	down_in_mutant	-1.79635431192262	0.0022367399412622	Repressed_Promoter	Repressed_Promoter	279999	1189999	279999	Strength Change	Matrix 2	3.330738358994006	FALSE	FALSE	FALSE	FALSE
loop_1446	down_in_mutant	-0.70073650896796	0.0155236594351187	Repressed_Promoter	Repressed_Promoter	224999	0	0	Split	Matrix 2	3.0537445050002923	TRUE	TRUE	TRUE	TRUE
loop_1512	down_in_mutant	-0.478277577110739	0.0141387214545522	Repressed_Promoter	Repressed_Promoter	234999	94999	94999	Split	Matrix 2	2.1456573598625477	FALSE	FALSE	FALSE	TRUE
loop_1516	down_in_mutant	-0.680888985246812	0.0022367399412622	Repressed_Promoter	Repressed_Promoter	39999	119999	39999	Strength Change	Matrix 1	-2.431868569017891	FALSE	FALSE	TRUE	TRUE
loop_2061	down_in_mutant	-0.81435560868903	0.0081050498653018	Repressed_Promoter	Repressed_Promoter	369999	444999	369999	Split	Matrix 2	3.4925990754353013	FALSE	FALSE	FALSE	FALSE
loop_2070	down_in_mutant	-0.783590382483065	0.0139417069502811	Repressed_Promoter	Repressed_Promoter	29999	0	0	Complex	Matrix 1	-2.562164347005723	TRUE	TRUE	TRUE	TRUE
loop_2167	down_in_mutant	-0.775689703733717	0.0203861789965565	Repressed_Promoter	Repressed_Promoter	149999	629999	149999	Split	Matrix 2	2.3781163701616053	FALSE	FALSE	FALSE	FALSE
loop_2250	down_in_mutant	-0.469375079554381	0.0139417069502811	Active_Enhancer	Other	249999	19999	19999	Shifted	Matrix 2	3.0791251947890417	FALSE	TRUE	TRUE	TRUE
loop_2329	down_in_mutant	-0.558153256743829	0.0123851974764148	Other	Polycomb	654999	809999	654999	Split	Matrix 2	2.0652534473900244	FALSE	FALSE	FALSE	FALSE
loop_2330	up_in_mutant	0.377730818414886	0.0223169101301851	Other	Other	39999	554999	39999	Split	Matrix 2	2.3429592506581516	FALSE	FALSE	TRUE	TRUE
loop_2586	down_in_mutant	-0.747824757412843	0.0244189885990721	Repressed_Promoter	Repressed_Promoter	1189999	639999	639999	Merge	Matrix 1	-2.5551335389897742	FALSE	FALSE	FALSE	FALSE
loop_2588	down_in_mutant	-1.35315780232522	0.0159162927948547	Repressed_Promoter	Repressed_Promoter	554999	1189999	554999	Split	Matrix 2	2.0063377215767315	FALSE	FALSE	FALSE	FALSE
loop_2729	down_in_mutant	-0.739012623139261	0.0022367399412622	Repressed_Promoter	Repressed_Promoter	0	94999	0	Strength Change	Matrix 1	-2.431868569017891	TRUE	TRUE	TRUE	TRUE
loop_3100	down_in_mutant	-0.616306378294882	0.0141387214545522	Repressed_Promoter	Repressed_Promoter	209999	639999	209999	Complex	Matrix 1	-4.066608206893365	FALSE	FALSE	FALSE	FALSE
loop_3102	down_in_mutant	-0.890281662427113	0.0105621375536239	Repressed_Promoter	Polycomb	0	614999	0	Shifted	Matrix 1	-3.1702614785343273	TRUE	TRUE	TRUE	TRUE
loop_3208	down_in_mutant	-0.762544348724794	0.0244189885990721	Repressed_Promoter	Repressed_Promoter	0	0	0	Strength Change	Matrix 2	2.2521857198770623	TRUE	TRUE	TRUE	TRUE
loop_3291	up_in_mutant	0.407124621294818	0.0244189885990721	Other	Other	69999	9999	9999	Merge	Matrix 1	-2.3355814056681017	TRUE	TRUE	TRUE	TRUE
loop_3471	down_in_mutant	-0.330340115478846	0.0203861789965565	Other	Other	184999	394999	184999	Strength Change	Matrix 1	-2.8731307022546595	FALSE	FALSE	FALSE	FALSE
loop_3596	down_in_mutant	-0.315074710081474	0.0203861789965565	Poised_Enhancer	Active_Promoter	4999	0	0	Complex	Matrix 1	-2.0884826676008013	TRUE	TRUE	TRUE	TRUE
loop_3664	down_in_mutant	-0.53381622452861	0.0081050498653018	Polycomb	Poised_Enhancer	94999	39999	39999	Shifted	Matrix 2	5.503986028288311	FALSE	FALSE	TRUE	TRUE
loop_3726	up_in_mutant	0.340584929654899	0.019455386982868	Bivalent_Promoter	Other	14999	404999	14999	Strength Change	Matrix 1	-3.0949031297681477	FALSE	TRUE	TRUE	TRUE
loop_3951	up_in_mutant	0.328589988286789	0.0295775368310501	Other	Other	44999	1439999	44999	Strength Change	Matrix 2	2.434671038537772	FALSE	FALSE	TRUE	TRUE
loop_4540	up_in_mutant	0.432076375592215	0.0239805708872319	Other	Other	1099999	124999	124999	Strength Change	Matrix 2	2.341362757144705	FALSE	FALSE	FALSE	FALSE
loop_4819	up_in_mutant	0.328223450544882	0.0105621375536239	Polycomb	Polycomb	154999	84999	84999	Split	Matrix 2	2.2978576768894787	FALSE	FALSE	FALSE	TRUE
loop_4884	up_in_mutant	0.366895361704927	0.0198980828799264	Other	Active_Promoter	0	4999	0	Shifted	Matrix 1	-3.4273883826498732	TRUE	TRUE	TRUE	TRUE
loop_4888	up_in_mutant	0.484837454264023	0.0081050498653018	Poised_Enhancer	Active_Promoter	289999	739999	289999	Shifted	Matrix 2	2.045034155032496	FALSE	FALSE	FALSE	FALSE
