TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	999321.0	999308.0	999337.0
2000000.0	1997407.0	1997358.5	1997460.6
3000000.0	2994431.0	2994329.3	2994536.6
4000000.0	3990526.5	3990353.6	3990695.0
5000000.0	4985801.5	4985545.1	4986038.7
6000000.0	5980340.0	5979991.1	5980653.5
7000000.0	6974223.5	6973768.8	6974616.1
8000000.0	7967505.7	7966938.6	7967983.2
9000000.0	8960244.8	8959560.2	8960808.8
10000000.0	9952475.3	9951680.4	9953137.6
11000000.0	10944248.2	10943342.4	10945010.9
12000000.0	11935594.2	11934586.0	11936465.8
13000000.0	12926551.2	12925447.3	12927536.3
14000000.0	13917160.3	13915960.1	13918253.7
15000000.0	14907471.4	14906155.6	14908647.3
16000000.0	15897492.8	15896062.1	15898741.3
17000000.0	16887207.2	16885624.1	16888557.7
18000000.0	17876646.2	17874915.5	17878134.2
19000000.0	18865848.5	18863951.0	18867488.4
20000000.0	19854849.3	19852764.5	19856640.3
21000000.0	20843554.3	20841209.9	20845587.4
22000000.0	21832086.9	21829324.6	21834338.2
23000000.0	22820384.5	22817109.9	22822899.3
24000000.0	23808418.6	23804721.9	23811277.9
25000000.0	24796317.7	24792095.4	24799665.6
26000000.0	25784089.0	25779237.5	25787991.5
27000000.0	26771588.2	26766155.1	26776079.7
28000000.0	27758900.5	27752795.3	27763899.2
29000000.0	28746304.2	28738963.7	28751751.9
30000000.0	29733429.9	29724841.9	29739511.9
31000000.0	30720279.1	30710435.7	30727160.2
32000000.0	31707232.3	31695979.3	31714700.2
33000000.0	32694032.2	32681459.4	32702135.3
34000000.0	33680564.0	33666740.0	33689468.8
35000000.0	34666828.5	34651447.2	34676703.6
36000000.0	35653097.0	35635921.9	35663842.8
37000000.0	36639214.8	36620173.4	36650889.2
38000000.0	37625173.0	37604206.6	37637845.5
39000000.0	38611078.8	38587983.8	38624714.3
40000000.0	39597125.9	39571547.5	39611498.1
41000000.0	40582827.0	40554901.9	40598199.3
42000000.0	41568481.2	41538050.0	41584820.2
43000000.0	42554114.5	42520994.2	42571362.9
44000000.0	43539657.2	43503736.6	43557829.6
45000000.0	44524997.0	44486279.3	44544222.2
46000000.0	45510240.1	45468623.9	45530542.6
47000000.0	46495532.6	46450771.8	46516792.7
48000000.0	47480569.5	47432724.3	47502974.1
49000000.0	48465448.2	48414482.8	48489088.5
50000000.0	49450400.8	49396048.2	49475137.5
51000000.0	50435303.0	50377421.5	50461122.5
52000000.0	51420127.9	51358603.7	51447045.0
53000000.0	52404859.4	52339595.6	52432906.2
54000000.0	53389451.2	53320398.0	53418707.6
55000000.0	54373962.7	54301011.5	54404450.3
56000000.0	55358395.1	55281436.8	55390135.4
57000000.0	56342668.5	56261674.7	56375764.1
58000000.0	57326796.5	57241671.2	57361439.1
59000000.0	58310839.0	58221478.1	58347114.7
60000000.0	59294796.9	59201099.8	59332748.0
61000000.0	60278670.9	60180536.9	60318340.1
62000000.0	61262539.6	61159789.9	61303891.9
63000000.0	62246369.8	62138859.2	62289404.4
64000000.0	63230125.5	63117745.3	63274878.5
65000000.0	64213807.3	64096448.7	64260315.0
66000000.0	65197416.1	65074969.6	65245714.7
67000000.0	66180693.1	66053308.6	66231078.3
68000000.0	67163826.0	67031466.0	67216406.7
69000000.0	68146993.7	68009442.0	68201700.4
70000000.0	69130227.3	68987237.2	69186960.3
71000000.0	70113468.0	69964851.8	70172186.8
72000000.0	71096638.6	70942286.1	71157380.7
73000000.0	72079739.7	71919540.5	72142546.3
74000000.0	73062771.8	72896615.2	73127692.2
75000000.0	74045735.2	73873510.5	74112808.0
76000000.0	75028630.5	74850226.7	75097894.2
77000000.0	76011458.0	75826764.1	76082951.3
78000000.0	76994218.2	76803123.0	77067979.8
79000000.0	77976728.3	77779303.5	78052980.2
80000000.0	78959141.2	78755305.9	79037952.8
81000000.0	79941480.3	79731130.5	80022898.2
82000000.0	80923793.2	80706777.5	81007922.8
83000000.0	81906137.1	81682247.1	81992979.4
84000000.0	82888414.2	82657539.6	82978016.7
85000000.0	83870624.9	83632700.4	83962999.3
86000000.0	84852769.6	84607757.6	84947635.8
87000000.0	85834848.4	85582641.2	85932239.9
88000000.0	86816861.8	86557351.5	86916812.1
89000000.0	87798809.9	87531888.6	87901352.5
90000000.0	88780693.1	88506252.7	88885861.6
91000000.0	89762511.5	89480444.0	89870353.1
92000000.0	90744265.6	90454462.8	90854836.1
93000000.0	91725955.5	91428309.1	91839289.6
94000000.0	92707581.3	92401983.1	92823921.1
95000000.0	93689143.5	93375485.1	93808642.0
96000000.0	94670642.2	94348815.2	94793344.7
97000000.0	95652077.5	95321973.6	95778029.6
98000000.0	96633449.8	96294960.3	96762696.9
99000000.0	97614826.6	97267775.6	97747346.9
100000000.0	98596156.8	98240419.6	98731979.6
101000000.0	99577327.0	99212892.5	99716595.5
102000000.0	100558435.4	100185194.4	100701194.7
103000000.0	101539482.0	101157325.4	101685777.4
104000000.0	102520467.1	102129285.7	102670343.8
105000000.0	103501390.9	103101075.4	103654894.1
106000000.0	104482253.5	104072694.7	104639428.5
107000000.0	105463055.1	105044143.6	105623947.2
108000000.0	106443795.8	106015422.4	106608450.3
109000000.0	107424475.8	106986531.0	107592938.1
110000000.0	108405095.3	107957469.7	108577410.7
111000000.0	109385654.3	108928238.6	109561868.2
112000000.0	110366153.1	109898837.7	110546310.9
113000000.0	111346632.4	110869267.3	111530738.9
114000000.0	112327335.2	111839527.3	112515221.9
115000000.0	113307985.7	112809617.9	113499768.3
116000000.0	114288584.1	113779539.3	114484304.2
117000000.0	115269130.5	114749291.5	115468829.6
118000000.0	116249625.0	115718874.6	116453344.7
119000000.0	117230067.8	116688288.7	117437849.7
120000000.0	118210459.0	117657534.0	118422344.7
121000000.0	119190798.7	118626610.5	119406829.8
122000000.0	120171087.0	119595518.4	120391305.2
123000000.0	121151324.0	120564257.6	121375770.9
124000000.0	122131509.9	121532828.4	122360227.2
125000000.0	123111644.7	122501230.8	123344674.0
126000000.0	124091688.7	123469464.9	124329111.6
127000000.0	125071620.6	124437530.8	125313540.0
128000000.0	126051499.4	125405428.5	126297959.3
129000000.0	127031325.1	126373158.3	127282369.7
130000000.0	128011097.8	127340720.1	128266771.3
131000000.0	128990817.6	128308114.0	129251164.1
132000000.0	129970484.5	129275340.2	130235548.2
133000000.0	130950098.8	130242398.7	131219923.7
134000000.0	131929660.4	131209289.5	132204290.8
135000000.0	132909169.4	132176012.9	133188649.5
136000000.0	133888485.9	133142568.8	134173000.0
137000000.0	134867579.0	134108957.3	135157355.6
138000000.0	135846614.4	135075178.5	136141703.5
139000000.0	136825592.1	136041232.5	137126043.5
140000000.0	137804512.2	137007119.4	138110375.9
141000000.0	138783374.7	137972839.2	139094700.7
142000000.0	139762179.7	138938392.1	140079018.0
143000000.0	140740927.2	139903778.0	141063327.8
144000000.0	141719617.4	140868997.1	142047630.2
145000000.0	142698250.3	141834049.4	143031925.3
146000000.0	143676825.9	142798935.0	144016213.1
147000000.0	144655344.2	143763654.0	145000493.8
148000000.0	145633805.5	144728206.5	145984767.3
149000000.0	146612209.6	145692592.5	146969033.9
150000000.0	147590556.7	146656812.0	147953293.4
151000000.0	148568846.8	147620865.2	148937546.0
152000000.0	149547080.0	148584752.1	149921791.7
153000000.0	150525256.2	149548424.7	150906030.7
154000000.0	151503375.6	150511647.1	151890262.8
155000000.0	152481438.3	151474698.3	152874488.4
156000000.0	153459444.1	152437578.6	153858707.2
157000000.0	154437393.3	153400287.8	154842919.5
158000000.0	155415285.8	154362826.1	155827125.3
159000000.0	156393121.7	155325193.6	156811324.5
160000000.0	157370901.0	156287390.3	157795517.4
161000000.0	158348623.8	157249416.2	158779703.9
162000000.0	159326290.1	158211271.5	159763884.0
163000000.0	160303899.9	159172956.2	160748057.9
164000000.0	161281453.4	160134470.3	161732225.5
165000000.0	162258950.5	161095814.0	162716387.0
166000000.0	163236391.2	162056987.3	163700542.2
167000000.0	164213775.6	163017990.2	164684691.4
168000000.0	165191103.8	163978822.8	165668834.6
169000000.0	166168375.8	164939485.1	166652971.7
170000000.0	167145591.6	165899977.3	167637102.8
171000000.0	168122751.2	166860299.4	168621228.0
172000000.0	169099854.7	167820451.4	169605347.3
173000000.0	170076902.2	168780433.4	170589460.8
174000000.0	171053893.5	169740245.5	171573568.4
175000000.0	172030828.9	170699887.7	172557670.2
176000000.0	173007630.2	171659360.1	173541766.3
177000000.0	173984021.5	172618662.7	174525856.7
178000000.0	174960350.5	173577795.7	175509941.4
179000000.0	175936617.2	174536758.9	176494020.4
180000000.0	176912821.7	175495552.6	177478093.9
181000000.0	177888964.0	176454176.7	178462161.7
182000000.0	178865044.1	177412631.4	179446224.0
183000000.0	179841062.1	178370916.6	180430280.8
184000000.0	180817017.9	179329032.5	181414332.2
185000000.0	181792911.7	180286979.0	182398378.0
186000000.0	182768743.3	181244756.3	183382418.4
187000000.0	183744512.9	182202364.4	184366453.5
188000000.0	184720220.5	183159803.4	185350483.2
189000000.0	185695866.0	184117073.3	186334507.5
190000000.0	186671449.6	185074174.1	187318526.5
191000000.0	187646971.2	186031105.9	188302540.3
192000000.0	188622430.8	186987868.9	189286548.8
193000000.0	189597828.5	187944462.9	190270552.0
194000000.0	190573164.4	188900888.1	191254550.1
195000000.0	191548438.3	189857144.6	192238542.9
196000000.0	192523650.4	190813232.3	193222530.6
197000000.0	193498800.7	191769151.4	194206513.2
198000000.0	194473889.1	192724901.9	195190330.3
199000000.0	195448915.7	193680483.8	196174010.5
200000000.0	196423880.6	194635897.3	197157682.0
201000000.0	197398783.7	195591142.3	198141344.8
202000000.0	198373625.0	196546218.8	199124999.0
203000000.0	199348404.7	197501127.1	200108644.5
204000000.0	200323122.6	198455867.0	201092281.4
205000000.0	201297778.9	199410438.7	202075909.8
206000000.0	202272373.4	200364842.3	203059529.6
207000000.0	203246906.4	201319077.7	204043140.8
208000000.0	204221377.7	202273145.0	205026743.5
209000000.0	205195787.4	203227044.2	206010337.7
210000000.0	206170135.5	204180775.5	206993923.4
211000000.0	207144422.0	205134338.9	207977500.6
212000000.0	208118647.0	206087734.4	208961069.3
213000000.0	209092810.4	207040962.0	209944629.6
214000000.0	210066912.3	207994021.9	210928181.5
215000000.0	211040952.7	208946914.0	211911725.0
216000000.0	212014931.6	209899638.5	212895415.7
217000000.0	212988849.0	210852195.3	213879153.7
218000000.0	213962705.0	211804584.6	214862885.7
219000000.0	214936499.5	212756806.3	215846611.8
220000000.0	215910232.6	213708860.6	216830331.9
221000000.0	216883904.2	214660747.4	217814046.2
222000000.0	217857514.5	215612466.9	218797754.6
223000000.0	218831063.4	216564019.0	219781457.2
224000000.0	219804924.6	217515403.9	220765153.9
225000000.0	220778898.8	218466621.5	221748844.7
226000000.0	221752817.5	219417671.9	222732529.8
227000000.0	222726680.9	220368555.2	223716209.0
228000000.0	223700488.9	221319271.5	224699882.5
229000000.0	224674241.5	222269820.7	225683550.2
230000000.0	225647938.9	223220202.9	226667212.1
231000000.0	226621580.9	224170418.2	227650868.3
232000000.0	227595167.6	225120466.6	228634518.7
233000000.0	228568699.1	226070348.1	229618163.4
234000000.0	229542175.2	227020062.9	230601802.5
235000000.0	230515596.1	227969610.9	231585435.8
236000000.0	231488961.8	228918992.3	232569063.4
237000000.0	232462272.3	229868207.0	233552685.4
238000000.0	233435527.5	230817255.1	234536301.7
239000000.0	234408727.5	231766136.6	235519912.3
240000000.0	235381872.4	232714851.7	236503517.4
241000000.0	236354962.0	233663400.3	237487116.8
242000000.0	237327996.5	234611782.5	238470710.6
243000000.0	238300975.9	235559998.4	239454298.7
244000000.0	239274062.4	236508047.9	240437881.3
245000000.0	240247162.4	237455931.2	241421458.4
246000000.0	241220209.4	238403648.3	242405029.8
247000000.0	242193203.2	239351199.2	243388595.7
248000000.0	243166144.0	240298584.0	244372156.0
249000000.0	244139031.7	241245802.7	245355710.9
250000000.0	245111866.3	242192855.4	246339260.1
251000000.0	246084647.9	243139742.2	247322803.9
252000000.0	247057376.4	244086463.0	248306342.2
253000000.0	248030052.0	245033017.9	249289874.9
254000000.0	249002674.5	245979407.0	250273402.2
255000000.0	249975244.0	246925630.3	251256924.0
256000000.0	250947760.5	247871687.8	252240440.3
257000000.0	251920224.1	248817579.7	253223951.2
258000000.0	252892634.7	249763305.9	254207456.6
259000000.0	253864992.3	250708866.6	255190956.5
260000000.0	254837297.0	251654261.6	256174451.1
261000000.0	255809548.8	252599491.2	257157940.2
262000000.0	256781747.6	253544555.3	258141423.9
263000000.0	257753893.6	254489454.0	259124902.1
264000000.0	258725986.6	255434187.3	260108375.0
265000000.0	259698026.8	256378755.3	261091842.5
266000000.0	260670014.1	257323158.1	262075304.6
267000000.0	261641948.5	258267395.6	263058761.4
268000000.0	262613830.0	259211467.9	264042245.7
269000000.0	263585658.7	260155375.1	265025727.4
270000000.0	264557434.6	261099117.2	266009204.0
271000000.0	265529157.7	262042694.2	266992675.6
272000000.0	266500827.9	262986106.3	267976142.2
273000000.0	267472445.3	263929353.4	268959603.8
274000000.0	268444010.0	264872435.6	269943060.3
275000000.0	269415521.8	265815353.0	270926511.8
276000000.0	270386980.9	266758105.5	271909958.4
277000000.0	271358387.2	267700693.3	272893399.9
278000000.0	272329740.8	268643116.3	273876836.5
279000000.0	273301041.6	269585374.7	274860268.1
280000000.0	274272289.7	270527468.4	275843694.7
281000000.0	275243485.0	271469397.5	276827116.4
282000000.0	276214627.7	272411162.2	277810533.1
283000000.0	277185717.6	273352762.3	278793944.8
284000000.0	278156754.8	274294197.9	279777351.6
285000000.0	279127739.3	275235469.2	280760753.4
286000000.0	280098671.2	276176576.1	281744150.4
287000000.0	281069550.4	277117518.7	282727542.4
288000000.0	282040376.9	278058297.0	283710929.5
289000000.0	283011150.7	278998911.1	284694311.6
290000000.0	283981872.0	279939361.1	285677688.9
291000000.0	284952540.5	280879646.9	286661061.2
292000000.0	285923156.5	281819768.6	287644428.7
293000000.0	286893719.8	282759726.2	288627791.2
294000000.0	287864230.5	283699519.9	289611148.9
295000000.0	288834688.7	284639149.6	290594501.7
296000000.0	289805094.2	285578615.4	291577849.6
297000000.0	290775447.1	286517917.4	292561192.7
298000000.0	291745747.5	287457055.5	293544530.9
299000000.0	292715995.3	288396029.9	294527864.2
300000000.0	293686190.5	289334840.5	295511192.7
301000000.0	294656333.2	290273487.4	296494516.3
302000000.0	295626423.3	291211970.7	297477835.1
303000000.0	296596461.0	292150290.5	298461149.1
304000000.0	297566446.0	293088446.6	299444458.2
305000000.0	298536378.6	294026439.3	300427762.5
306000000.0	299506258.6	294964268.5	301411061.9
307000000.0	300476086.2	295901934.3	302394356.6
308000000.0	301445861.2	296839436.7	303377646.4
309000000.0	302415583.8	297776775.8	304360931.4
310000000.0	303385253.9	298713951.6	305344211.7
311000000.0	304354871.5	299650964.2	306327487.1
312000000.0	305324436.6	300587813.5	307310757.7
313000000.0	306293949.3	301524499.8	308294023.5
314000000.0	307263409.6	302461022.9	309277284.6
315000000.0	308232817.4	303397382.9	310260540.8
316000000.0	309202172.7	304333580.0	311243792.3
317000000.0	310171475.7	305269614.1	312227039.0
318000000.0	311140726.2	306205485.2	313210281.0
319000000.0	312109924.3	307141193.5	314193518.2
320000000.0	313079070.0	308076738.9	315176750.6
321000000.0	314048163.3	309012121.5	316159978.2
322000000.0	315017204.2	309947341.4	317143201.2
323000000.0	315986192.8	310882398.5	318126419.3
324000000.0	316955128.9	311817293.0	319109632.7
325000000.0	317924012.7	312752024.9	320092841.4
326000000.0	318892844.2	313686594.2	321076045.3
327000000.0	319861623.3	314621001.0	322059244.5
328000000.0	320830350.0	315555245.3	323042439.0
329000000.0	321799024.4	316489327.1	324025628.7
330000000.0	322767646.5	317423246.6	325008813.8
331000000.0	323736216.2	318357003.6	325991994.1
332000000.0	324704733.6	319290598.4	326975169.7
333000000.0	325673198.7	320224030.9	327958340.5
334000000.0	326641611.6	321157301.2	328941506.7
335000000.0	327609972.1	322090409.3	329924668.2
336000000.0	328578280.3	323023355.2	330907824.9
337000000.0	329546536.2	323956139.1	331890977.0
338000000.0	330514739.9	324888760.9	332874124.4
339000000.0	331482891.3	325821220.7	333857267.1
340000000.0	332450990.4	326753518.5	334840405.0
341000000.0	333419037.3	327685654.4	335823538.4
342000000.0	334387031.9	328617628.5	336806667.0
343000000.0	335354974.3	329549440.7	337789790.9
344000000.0	336322864.5	330481091.1	338772910.2
345000000.0	337290702.4	331412579.7	339756024.8
346000000.0	338258488.1	332343906.7	340739134.7
347000000.0	339226221.5	333275072.0	341722240.0
348000000.0	340193902.8	334206075.7	342705340.6
349000000.0	341161531.9	335136917.8	343688436.5
350000000.0	342129108.7	336067598.3	344671527.8
351000000.0	343096633.4	336998117.4	345654614.5
352000000.0	344064105.9	337928475.0	346637696.5
353000000.0	345031526.2	338858671.3	347620773.8
354000000.0	345998894.4	339788706.2	348603846.5
355000000.0	346966210.4	340718579.7	349586914.5
356000000.0	347933474.2	341648292.0	350569977.9
357000000.0	348900685.8	342577843.1	351553036.7
358000000.0	349867845.4	343507232.9	352536090.8
359000000.0	350834952.8	344436461.7	353519140.3
360000000.0	351802008.0	345365529.3	354502185.2
361000000.0	352769011.1	346294435.9	355485225.5
362000000.0	353735962.1	347223181.4	356468261.1
363000000.0	354702861.0	348151766.0	357451292.1
364000000.0	355669707.8	349080189.7	358434318.5
365000000.0	356636502.5	350008452.4	359417340.3
366000000.0	357603245.0	350936554.3	360400357.4
367000000.0	358569935.5	351864495.5	361383370.0
368000000.0	359536573.9	352792275.8	362366377.9
369000000.0	360503160.3	353719895.5	363349381.2
370000000.0	361469694.5	354647354.5	364332380.0
371000000.0	362436176.7	355574652.8	365315374.1
372000000.0	363402606.8	356501790.6	366298363.6
373000000.0	364368984.9	357428767.8	367281348.5
374000000.0	365335310.9	358355584.5	368264328.9
375000000.0	366301584.9	359282240.8	369247304.6
376000000.0	367267806.9	360208736.6	370230275.8
377000000.0	368233976.8	361135072.1	371213242.3
378000000.0	369200094.7	362061247.2	372196204.3
379000000.0	370166160.5	362987262.1	373179161.7
380000000.0	371132174.4	363913116.7	374162114.6
381000000.0	372098136.3	364838811.1	375145062.8
382000000.0	373064046.1	365764345.3	376128006.5
383000000.0	374029904.0	366689719.5	377110945.5
384000000.0	374995709.8	367614933.5	378093880.1
385000000.0	375961463.7	368539987.5	379076810.0
386000000.0	376927165.6	369464881.5	380059735.4
387000000.0	377892815.6	370389615.6	381042656.2
388000000.0	378858413.5	371314189.8	382025572.5
389000000.0	379823959.5	372238604.1	383008484.1
390000000.0	380789453.6	373162858.5	383991391.3
391000000.0	381754895.7	374086953.2	384974293.8
392000000.0	382720285.8	375010888.2	385957191.8
393000000.0	383685624.1	375934663.5	386940085.3
394000000.0	384650910.3	376858279.1	387922974.2
395000000.0	385616144.7	377781735.1	388905858.6
396000000.0	386581327.1	378705031.5	389888738.4
397000000.0	387546457.7	379628168.4	390871613.6
398000000.0	388511536.3	380551145.8	391854484.4
399000000.0	389476563.0	381473963.8	392837350.5
400000000.0	390441537.8	382396622.4	393820212.2
401000000.0	391406460.7	383319121.6	394803069.2
402000000.0	392371331.7	384241461.5	395785921.8
403000000.0	393336150.9	385163642.1	396768769.8
404000000.0	394300918.2	386085663.5	397751613.3
405000000.0	395265633.5	387007525.7	398734452.3
406000000.0	396230297.1	387929228.8	399717286.7
407000000.0	397194908.7	388850772.7	400700116.6
408000000.0	398159468.6	389772157.6	401682941.9
409000000.0	399123976.5	390693383.5	402665762.8
410000000.0	400088432.6	391614450.4	403648579.1
411000000.0	401052836.9	392535358.3	404631390.9
412000000.0	402017153.1	393456107.4	405614198.2
413000000.0	402981061.1	394376697.6	406597000.9
414000000.0	403944915.2	395297128.9	407579799.1
415000000.0	404908715.3	396217401.5	408562592.9
416000000.0	405872461.5	397137515.4	409545382.1
417000000.0	406836153.8	398057470.6	410528166.8
418000000.0	407799792.2	398977267.2	411510946.9
419000000.0	408763376.7	399896905.1	412493722.6
420000000.0	409726907.3	400816384.5	413476493.8
421000000.0	410690384.0	401735705.3	414459260.4
422000000.0	411653806.9	402654867.7	415442022.6
423000000.0	412617175.8	403573871.6	416424780.2
424000000.0	413580490.9	404492717.2	417407533.4
425000000.0	414543752.1	405411404.4	418390282.0
426000000.0	415506959.5	406329933.2	419373026.1
427000000.0	416470113.0	407248303.8	420355765.8
428000000.0	417433212.6	408166516.2	421338500.9
429000000.0	418396258.4	409084570.4	422321231.6
430000000.0	419359250.4	410002466.4	423303957.7
431000000.0	420322188.5	410920204.4	424286679.4
432000000.0	421285072.8	411837784.2	425269396.6
433000000.0	422247903.3	412755206.1	426252109.3
434000000.0	423210679.9	413672470.0	427234817.5
435000000.0	424173402.8	414589575.9	428217521.2
436000000.0	425136071.8	415506523.9	429200220.4
437000000.0	426098687.0	416423314.1	430182915.1
438000000.0	427061248.4	417339946.4	431165605.4
439000000.0	428023756.1	418256421.0	432148291.2
440000000.0	428986209.9	419172737.9	433130972.5
441000000.0	429948610.0	420088897.0	434113649.3
442000000.0	430910956.3	421004898.5	435096321.6
443000000.0	431873248.8	421920742.4	436078989.5
444000000.0	432835487.6	422836428.8	437061652.9
445000000.0	433797672.6	423751957.6	438044311.8
446000000.0	434759803.8	424667328.9	439026966.2
447000000.0	435721881.3	425582542.8	440009616.2
448000000.0	436683905.1	426497599.2	440992261.7
449000000.0	437645875.1	427412498.3	441974902.7
450000000.0	438607791.4	428327240.1	442957539.2
451000000.0	439569653.9	429241824.6	443940171.3
452000000.0	440531462.8	430156251.9	444922798.9
453000000.0	441493217.9	431070522.0	445905422.1
454000000.0	442454919.3	431984634.9	446888040.8
455000000.0	443416567.0	432898590.7	447870655.0
456000000.0	444378160.9	433812389.5	448853264.8
457000000.0	445339701.2	434726031.2	449835870.1
458000000.0	446301187.8	435639515.9	450818470.9
459000000.0	447262620.7	436552843.6	451801067.3
460000000.0	448224000.0	437466014.5	452783659.3
461000000.0	449185325.5	438379028.4	453766246.7
462000000.0	450146597.4	439291885.6	454748829.7
463000000.0	451107815.6	440204585.9	455731408.3
464000000.0	452068980.2	441117129.6	456713982.4
465000000.0	453030091.1	442029516.5	457696552.1
466000000.0	453991148.3	442941746.7	458679117.3
467000000.0	454952151.9	443853820.3	459661678.1
468000000.0	455913101.9	444765737.4	460644234.4
469000000.0	456873998.2	445677497.9	461626786.2
470000000.0	457834840.9	446589101.9	462609333.6
471000000.0	458795630.0	447500549.4	463591876.6
472000000.0	459756365.4	448411840.5	464574415.1
473000000.0	460717047.3	449322975.3	465556949.2
474000000.0	461677675.5	450233953.7	466539478.8
475000000.0	462638250.1	451144775.8	467522004.0
476000000.0	463598771.1	452055441.6	468504524.8
477000000.0	464559238.6	452965951.3	469487041.1
478000000.0	465519652.4	453876304.7	470469553.0
479000000.0	466480012.7	454786502.0	471452060.4
480000000.0	467440319.3	455696543.3	472434563.4
481000000.0	468400572.4	456606428.4	473417062.0
482000000.0	469360772.0	457516157.6	474399556.1
483000000.0	470320917.9	458425730.8	475382045.8
484000000.0	471281010.3	459335148.1	476364531.1
485000000.0	472241049.2	460244409.4	477347011.9
486000000.0	473201034.5	461153515.0	478329488.3
487000000.0	474160966.3	462062464.7	479311960.2
488000000.0	475120844.5	462971258.6	480294427.8
489000000.0	476080669.2	463879896.8	481276890.9
490000000.0	477040440.3	464788379.3	482259347.6
491000000.0	478000158.0	465696706.2	483241580.7
492000000.0	478959822.1	466604877.5	484223808.3
493000000.0	479919432.7	467512893.2	485206030.5
494000000.0	480878989.8	468420753.4	486188247.4
495000000.0	481838493.4	469328458.1	487170458.8
496000000.0	482797943.5	470236007.3	488152664.8
497000000.0	483757340.1	471143401.1	489134865.4
498000000.0	484716683.2	472050639.6	490117060.6
499000000.0	485675972.8	472957722.8	491099250.3
500000000.0	486635208.9	473864650.6	492081434.7
501000000.0	487594391.6	474771423.2	493063613.7
502000000.0	488553520.8	475678040.7	494045787.2
503000000.0	489512596.5	476584502.9	495027955.4
504000000.0	490471618.8	477490810.0	496010118.1
505000000.0	491430587.6	478396962.1	496992275.4
506000000.0	492389503.0	479302959.1	497974427.4
507000000.0	493348364.9	480208801.1	498956573.9
508000000.0	494307173.4	481114488.1	499938715.0
509000000.0	495265928.5	482020020.3	500920958.1
510000000.0	496224630.1	482925397.5	501903206.0
511000000.0	497183278.3	483830619.9	502885449.0
512000000.0	498141873.1	484735687.5	503867687.1
513000000.0	499100414.5	485640600.3	504849920.3
514000000.0	500058902.4	486545358.4	505832148.6
515000000.0	501017337.0	487449961.9	506814371.9
516000000.0	501975718.1	488354410.6	507796590.4
517000000.0	502934045.9	489258704.8	508778803.9
518000000.0	503892320.2	490162844.5	509761012.5
519000000.0	504850541.2	491066829.6	510743216.3
520000000.0	505808708.8	491970660.2	511725415.1
521000000.0	506766823.0	492874336.4	512707609.0
522000000.0	507724883.9	493777858.2	513689798.0
523000000.0	508682891.4	494681225.6	514671982.1
524000000.0	509640845.5	495584438.7	515654161.3
525000000.0	510598746.3	496487497.5	516636335.5
526000000.0	511556593.7	497390402.1	517618504.9
527000000.0	512514387.8	498293152.5	518600669.4
528000000.0	513472128.5	499195748.7	519582829.0
529000000.0	514429815.9	500098190.8	520564983.6
530000000.0	515387449.9	501000478.8	521547133.4
531000000.0	516345030.7	501902612.7	522529278.3
532000000.0	517302558.1	502804592.7	523511418.2
533000000.0	518260032.2	503706418.7	524493553.3
534000000.0	519217453.0	504608090.8	525475683.4
535000000.0	520174820.4	505509609.0	526457808.7
536000000.0	521132134.6	506410973.4	527439929.1
537000000.0	522089395.5	507312183.9	528422044.6
538000000.0	523046603.1	508213240.7	529404155.1
539000000.0	524003757.3	509114143.8	530386260.8
540000000.0	524960858.3	510014893.2	531368361.6
541000000.0	525917906.1	510915488.9	532350457.5
542000000.0	526874900.5	511815931.0	533332548.5
543000000.0	527831841.7	512716219.6	534314634.6
544000000.0	528788729.6	513616354.6	535296715.8
545000000.0	529745564.3	514516336.2	536278792.1
546000000.0	530702345.7	515416164.3	537260863.5
547000000.0	531659073.9	516315839.0	538242930.0
548000000.0	532615748.8	517215360.4	539224991.7
549000000.0	533572370.4	518114728.4	540207048.4
550000000.0	534528938.9	519013943.1	541189100.3
551000000.0	535485454.1	519913004.6	542171147.3
552000000.0	536441916.1	520811912.8	543153189.3
553000000.0	537398324.8	521710667.9	544135226.5
554000000.0	538354680.3	522609269.9	545117258.8
555000000.0	539310982.7	523507718.8	546099286.2
556000000.0	540267231.8	524406014.6	547081308.8
557000000.0	541223427.7	525304157.4	548063326.4
558000000.0	542179570.4	526202147.3	549045339.2
559000000.0	543135660.0	527099984.2	550027347.0
560000000.0	544091696.3	527997668.2	551009350.0
561000000.0	545047679.5	528895199.4	551991348.1
562000000.0	546003609.4	529792577.7	552973341.3
563000000.0	546959486.2	530689803.3	553955329.7
564000000.0	547915309.9	531586876.2	554937313.1
565000000.0	548871080.4	532483796.3	555919291.7
566000000.0	549826797.7	533380563.8	556901265.4
567000000.0	550782461.8	534277178.7	557883234.2
568000000.0	551738072.8	535173641.0	558865198.1
569000000.0	552693630.7	536069950.7	559847157.1
570000000.0	553649135.4	536966108.0	560829111.3
571000000.0	554604587.0	537862112.8	561811060.6
572000000.0	555559985.5	538757965.2	562793005.0
573000000.0	556515330.8	539653665.2	563774944.5
574000000.0	557470623.0	540549212.8	564756879.2
575000000.0	558425862.1	541444608.2	565738809.0
576000000.0	559381048.1	542339851.2	566720733.8
577000000.0	560336180.9	543234942.1	567702653.9
578000000.0	561291260.7	544129880.8	568684569.0
579000000.0	562246287.4	545024667.3	569666479.3
580000000.0	563201260.9	545919301.7	570648384.7
581000000.0	564156181.4	546813784.1	571630285.2
