TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
8699000000.0	6649251422.4	4572687161.5	8422178761.9
8700000000.0	6649841050.2	4572964883.6	8423128931.0
8701000000.0	6650430646.9	4573242575.5	8424079096.0
8702000000.0	6651020212.7	4573520237.4	8425029257.0
8703000000.0	6651609747.5	4573797869.1	8425979414.0
8704000000.0	6652199251.4	4574075470.8	8426929566.9
8705000000.0	6652788724.2	4574353042.4	8427879715.8
8706000000.0	6653378166.1	4574630583.9	8428829860.6
8707000000.0	6653967577.1	4574908095.3	8429780001.4
8708000000.0	6654556957.0	4575185576.7	8430730138.1
8709000000.0	6655146306.0	4575463028.0	8431680270.8
8710000000.0	6655735624.1	4575740449.2	8432630399.4
8711000000.0	6656324911.1	4576017840.4	8433580524.0
8712000000.0	6656914167.3	4576295201.5	8434530644.6
8713000000.0	6657503392.4	4576572532.6	8435480761.1
8714000000.0	6658092586.6	4576849833.7	8436430873.5
8715000000.0	6658681749.9	4577127104.7	8437380981.9
8716000000.0	6659270882.2	4577404345.7	8438331086.3
8717000000.0	6659859983.6	4577681556.6	8439281186.6
8718000000.0	6660449054.1	4577958737.6	8440231282.8
8719000000.0	6661038093.5	4578235888.5	8441181375.1
8720000000.0	6661627102.1	4578513009.4	8442131463.2
8721000000.0	6662216079.7	4578790100.3	8443081547.4
8722000000.0	6662805026.4	4579067161.2	8444031627.4
8723000000.0	6663393942.2	4579344192.1	8444981703.5
8724000000.0	6663982827.0	4579621193.0	8445931775.5
8725000000.0	6664571681.0	4579898163.9	8446881843.4
8726000000.0	6665160504.0	4580175104.9	8447831907.3
8727000000.0	6665749296.0	4580452015.8	8448781967.2
8728000000.0	6666338057.2	4580728896.8	8449732023.0
8729000000.0	6666926787.4	4581005747.8	8450682074.7
8730000000.0	6667515486.8	4581282568.9	8451632122.4
