loop_id	shift_detected	ctrl_peak_row	ctrl_peak_col	mut_peak_row	mut_peak_col	ctrl_centered	mut_centered
loop_4558	FALSE	4	2	4	2	FALSE	FALSE
loop_4559	FALSE	3	5	3	5	FALSE	FALSE
loop_4560	FALSE	3	2	3	2	FALSE	FALSE
loop_4561	FALSE	5	1	5	1	FALSE	FALSE
loop_4562	FALSE	3	4	3	4	FALSE	FALSE
loop_4563	FALSE	5	1	5	1	FALSE	FALSE
loop_4564	FALSE	5	3	5	3	FALSE	FALSE
loop_4565	FALSE	3	3	3	3	TRUE	TRUE
loop_4566	FALSE	3	1	3	1	FALSE	FALSE
loop_4567	TRUE	4	1	3	1	FALSE	FALSE
loop_4568	FALSE	4	3	4	3	FALSE	FALSE
loop_4569	FALSE	2	2	2	2	FALSE	FALSE
loop_4570	FALSE	2	1	2	1	FALSE	FALSE
loop_4571	FALSE	3	2	3	2	FALSE	FALSE
loop_4572	FALSE	2	3	2	3	FALSE	FALSE
loop_4573	TRUE	3	4	3	3	FALSE	TRUE
loop_4574	TRUE	4	4	3	3	FALSE	TRUE
loop_4575	FALSE	3	1	3	1	FALSE	FALSE
loop_4576	FALSE	3	3	3	3	TRUE	TRUE
loop_4577	FALSE	3	4	3	4	FALSE	FALSE
loop_4578	FALSE	3	4	3	4	FALSE	FALSE
loop_4579	FALSE	3	2	3	2	FALSE	FALSE
loop_4580	FALSE	4	5	4	5	FALSE	FALSE
loop_4581	TRUE	4	1	3	3	FALSE	TRUE
loop_4582	FALSE	2	3	2	3	FALSE	FALSE
loop_4583	TRUE	2	4	2	3	FALSE	FALSE
loop_4584	TRUE	3	5	3	4	FALSE	FALSE
loop_4585	TRUE	3	4	3	3	FALSE	TRUE
loop_4586	TRUE	3	4	4	5	FALSE	FALSE
loop_4587	TRUE	3	3	3	4	TRUE	FALSE
loop_4588	TRUE	4	2	4	3	FALSE	FALSE
loop_4589	TRUE	3	4	3	3	FALSE	TRUE
loop_4590	TRUE	5	3	3	2	FALSE	FALSE
loop_4591	TRUE	4	3	3	3	FALSE	TRUE
loop_4592	TRUE	4	3	3	3	FALSE	TRUE
loop_4593	TRUE	5	2	3	3	FALSE	TRUE
loop_4594	FALSE	2	3	2	3	FALSE	FALSE
loop_4595	TRUE	3	2	3	3	FALSE	TRUE
loop_4596	TRUE	4	3	3	3	FALSE	TRUE
loop_4597	TRUE	1	4	3	3	FALSE	TRUE
loop_4598	TRUE	2	3	3	3	FALSE	TRUE
loop_4599	TRUE	3	4	3	3	FALSE	TRUE
loop_4600	TRUE	5	3	3	3	FALSE	TRUE
loop_4601	FALSE	4	3	4	3	FALSE	FALSE
loop_4602	FALSE	3	3	3	3	TRUE	TRUE
loop_4603	TRUE	4	3	3	3	FALSE	TRUE
loop_4604	TRUE	4	4	3	4	FALSE	FALSE
loop_4605	TRUE	3	2	2	3	FALSE	FALSE
loop_4606	TRUE	3	3	3	4	TRUE	FALSE
loop_4607	FALSE	4	3	4	3	FALSE	FALSE
loop_4608	FALSE	5	1	5	1	FALSE	FALSE
loop_4609	FALSE	5	1	5	1	FALSE	FALSE
loop_4610	FALSE	5	1	5	1	FALSE	FALSE
loop_4611	FALSE	3	4	3	4	FALSE	FALSE
loop_4612	FALSE	2	3	2	3	FALSE	FALSE
loop_4613	TRUE	5	1	3	3	FALSE	TRUE
loop_4614	FALSE	3	3	3	3	TRUE	TRUE
loop_4615	FALSE	3	3	3	3	TRUE	TRUE
loop_4616	FALSE	4	4	4	4	FALSE	FALSE
loop_4617	FALSE	4	1	4	1	FALSE	FALSE
loop_4618	TRUE	2	4	3	4	FALSE	FALSE
loop_4619	TRUE	5	1	2	3	FALSE	FALSE
loop_4620	TRUE	5	2	4	2	FALSE	FALSE
loop_4621	FALSE	3	3	3	3	TRUE	TRUE
loop_4622	FALSE	3	1	3	1	FALSE	FALSE
loop_4623	FALSE	3	3	3	3	TRUE	TRUE
loop_4624	TRUE	2	4	3	4	FALSE	FALSE
loop_4625	FALSE	3	2	3	2	FALSE	FALSE
loop_4626	TRUE	3	4	3	3	FALSE	TRUE
loop_4627	FALSE	4	3	4	3	FALSE	FALSE
loop_4628	TRUE	2	2	2	3	FALSE	FALSE
loop_4629	TRUE	4	4	4	3	FALSE	FALSE
loop_4630	FALSE	3	3	3	3	TRUE	TRUE
loop_4631	TRUE	4	3	5	3	FALSE	FALSE
loop_4632	FALSE	3	2	3	2	FALSE	FALSE
loop_4633	FALSE	3	4	3	4	FALSE	FALSE
loop_4634	FALSE	3	3	3	3	TRUE	TRUE
loop_4635	FALSE	3	2	3	2	FALSE	FALSE
loop_4636	TRUE	1	4	3	3	FALSE	TRUE
loop_4637	TRUE	3	4	3	3	FALSE	TRUE
loop_4638	FALSE	3	2	3	2	FALSE	FALSE
loop_4639	TRUE	3	3	3	4	TRUE	FALSE
loop_4640	TRUE	3	1	3	3	FALSE	TRUE
loop_4641	FALSE	2	3	2	3	FALSE	FALSE
loop_4642	TRUE	4	1	3	3	FALSE	TRUE
loop_4643	FALSE	1	2	1	2	FALSE	FALSE
loop_4644	TRUE	3	2	3	3	FALSE	TRUE
loop_4645	TRUE	4	3	3	3	FALSE	TRUE
loop_4646	FALSE	3	5	3	5	FALSE	FALSE
loop_4647	TRUE	5	1	5	2	FALSE	FALSE
loop_4648	TRUE	3	3	3	4	TRUE	FALSE
loop_4649	TRUE	3	2	3	3	FALSE	TRUE
loop_4650	FALSE	5	3	5	3	FALSE	FALSE
loop_4651	TRUE	2	1	3	3	FALSE	TRUE
loop_4652	FALSE	3	3	3	3	TRUE	TRUE
loop_4653	FALSE	2	3	2	3	FALSE	FALSE
loop_4654	TRUE	3	2	1	3	FALSE	FALSE
loop_4655	TRUE	4	3	3	2	FALSE	FALSE
loop_4656	TRUE	3	5	3	3	FALSE	TRUE
loop_4657	TRUE	3	4	3	3	FALSE	TRUE
loop_4658	TRUE	2	1	3	3	FALSE	TRUE
loop_4659	TRUE	2	4	2	3	FALSE	FALSE
loop_4660	FALSE	3	3	3	3	TRUE	TRUE
loop_4661	TRUE	2	3	1	3	FALSE	FALSE
loop_4662	TRUE	3	3	4	1	TRUE	FALSE
loop_4663	TRUE	3	4	3	3	FALSE	TRUE
loop_4664	FALSE	3	3	3	3	TRUE	TRUE
loop_4665	FALSE	3	3	3	3	TRUE	TRUE
loop_4666	TRUE	3	1	3	3	FALSE	TRUE
loop_4667	FALSE	3	3	3	3	TRUE	TRUE
loop_4668	TRUE	2	3	3	3	FALSE	TRUE
loop_4669	TRUE	4	3	3	3	FALSE	TRUE
loop_4670	FALSE	3	3	3	3	TRUE	TRUE
loop_4671	FALSE	1	1	1	1	FALSE	FALSE
loop_4672	FALSE	3	3	3	3	TRUE	TRUE
loop_4673	FALSE	3	3	3	3	TRUE	TRUE
loop_4674	FALSE	3	3	3	3	TRUE	TRUE
loop_4675	FALSE	3	3	3	3	TRUE	TRUE
loop_4676	TRUE	2	3	3	4	FALSE	FALSE
loop_4677	FALSE	3	3	3	3	TRUE	TRUE
loop_4678	TRUE	2	3	3	3	FALSE	TRUE
loop_4679	TRUE	3	3	4	3	TRUE	FALSE
loop_4680	TRUE	3	2	3	3	FALSE	TRUE
loop_4681	TRUE	2	2	3	3	FALSE	TRUE
loop_4682	FALSE	5	1	5	1	FALSE	FALSE
loop_4683	FALSE	5	1	5	1	FALSE	FALSE
loop_4684	FALSE	5	1	5	1	FALSE	FALSE
loop_4685	FALSE	5	2	5	2	FALSE	FALSE
loop_4686	FALSE	5	1	5	1	FALSE	FALSE
loop_4687	TRUE	4	1	4	3	FALSE	FALSE
loop_4688	FALSE	3	3	3	3	TRUE	TRUE
loop_4689	FALSE	3	1	3	1	FALSE	FALSE
loop_4690	FALSE	3	1	3	1	FALSE	FALSE
loop_4691	FALSE	2	3	2	3	FALSE	FALSE
loop_4692	FALSE	5	1	5	1	FALSE	FALSE
loop_4693	TRUE	2	3	3	3	FALSE	TRUE
loop_4694	FALSE	3	2	3	2	FALSE	FALSE
loop_4695	FALSE	4	3	4	3	FALSE	FALSE
loop_4696	FALSE	5	1	5	1	FALSE	FALSE
loop_4697	FALSE	3	2	3	2	FALSE	FALSE
loop_4698	FALSE	4	3	4	3	FALSE	FALSE
loop_4699	FALSE	4	3	4	3	FALSE	FALSE
loop_4700	FALSE	3	3	3	3	TRUE	TRUE
loop_4701	FALSE	2	1	2	1	FALSE	FALSE
loop_4702	TRUE	3	2	3	3	FALSE	TRUE
loop_4703	FALSE	4	3	4	3	FALSE	FALSE
loop_4704	FALSE	3	3	3	3	TRUE	TRUE
loop_4705	TRUE	4	2	3	3	FALSE	TRUE
loop_4706	FALSE	5	1	5	1	FALSE	FALSE
loop_4707	FALSE	3	3	3	3	TRUE	TRUE
loop_4708	TRUE	2	3	3	3	FALSE	TRUE
loop_4709	TRUE	4	2	2	3	FALSE	FALSE
loop_4710	TRUE	3	3	4	3	TRUE	FALSE
loop_4711	TRUE	2	2	3	3	FALSE	TRUE
loop_4712	FALSE	4	3	4	3	FALSE	FALSE
loop_4713	TRUE	3	4	3	3	FALSE	TRUE
loop_4714	TRUE	3	2	4	2	FALSE	FALSE
loop_4715	TRUE	3	2	3	3	FALSE	TRUE
loop_4716	FALSE	3	3	3	3	TRUE	TRUE
loop_4717	TRUE	3	1	3	3	FALSE	TRUE
loop_4718	FALSE	4	3	4	3	FALSE	FALSE
loop_4719	FALSE	3	3	3	3	TRUE	TRUE
loop_4720	TRUE	3	4	3	3	FALSE	TRUE
loop_4721	TRUE	3	3	3	4	TRUE	FALSE
loop_4722	FALSE	3	2	3	2	FALSE	FALSE
loop_4723	FALSE	3	3	3	3	TRUE	TRUE
loop_4724	FALSE	3	3	3	3	TRUE	TRUE
loop_4725	TRUE	4	3	3	3	FALSE	TRUE
loop_4726	TRUE	3	3	3	1	TRUE	FALSE
loop_4727	FALSE	3	3	3	3	TRUE	TRUE
loop_4728	TRUE	4	3	4	2	FALSE	FALSE
loop_4729	TRUE	2	2	3	3	FALSE	TRUE
loop_4730	TRUE	4	2	3	3	FALSE	TRUE
loop_4731	TRUE	3	2	3	3	FALSE	TRUE
loop_4732	FALSE	5	1	5	1	FALSE	FALSE
loop_4733	FALSE	3	3	3	3	TRUE	TRUE
loop_4734	TRUE	4	1	4	3	FALSE	FALSE
loop_4735	FALSE	3	4	3	4	FALSE	FALSE
loop_4736	TRUE	4	1	3	3	FALSE	TRUE
loop_4737	FALSE	3	2	3	2	FALSE	FALSE
loop_4738	TRUE	3	5	3	3	FALSE	TRUE
loop_4739	TRUE	5	5	3	3	FALSE	TRUE
loop_4740	FALSE	5	1	5	1	FALSE	FALSE
loop_4741	FALSE	3	4	3	4	FALSE	FALSE
loop_4742	FALSE	2	4	2	4	FALSE	FALSE
loop_4743	FALSE	2	3	2	3	FALSE	FALSE
loop_4744	FALSE	5	1	5	1	FALSE	FALSE
loop_4745	FALSE	3	3	3	3	TRUE	TRUE
loop_4746	FALSE	3	2	3	2	FALSE	FALSE
loop_4747	FALSE	4	4	4	4	FALSE	FALSE
loop_4748	FALSE	3	4	3	4	FALSE	FALSE
loop_4749	FALSE	3	1	3	1	FALSE	FALSE
loop_4750	FALSE	3	3	3	3	TRUE	TRUE
loop_4751	TRUE	3	3	2	3	TRUE	FALSE
loop_4752	FALSE	3	2	3	2	FALSE	FALSE
loop_4753	TRUE	1	3	3	3	FALSE	TRUE
loop_4754	TRUE	3	1	2	2	FALSE	FALSE
loop_4755	TRUE	3	2	4	2	FALSE	FALSE
loop_4756	FALSE	5	3	5	3	FALSE	FALSE
loop_4757	FALSE	3	2	3	2	FALSE	FALSE
loop_4758	TRUE	1	4	3	3	FALSE	TRUE
loop_4759	FALSE	5	1	5	1	FALSE	FALSE
loop_4760	FALSE	3	1	3	1	FALSE	FALSE
loop_4761	TRUE	3	5	4	5	FALSE	FALSE
loop_4762	FALSE	3	5	3	5	FALSE	FALSE
loop_4763	TRUE	3	5	5	5	FALSE	FALSE
loop_4764	FALSE	3	5	3	5	FALSE	FALSE
loop_4765	FALSE	5	2	5	2	FALSE	FALSE
loop_4766	TRUE	3	1	3	3	FALSE	TRUE
loop_4767	FALSE	3	3	3	3	TRUE	TRUE
loop_4768	FALSE	3	2	3	2	FALSE	FALSE
loop_4769	TRUE	5	3	5	2	FALSE	FALSE
loop_4770	TRUE	3	4	3	3	FALSE	TRUE
loop_4771	FALSE	3	3	3	3	TRUE	TRUE
loop_4772	FALSE	4	3	4	3	FALSE	FALSE
loop_4773	FALSE	3	3	3	3	TRUE	TRUE
loop_4774	TRUE	4	1	3	3	FALSE	TRUE
loop_4775	TRUE	3	1	2	2	FALSE	FALSE
loop_4776	FALSE	1	3	1	3	FALSE	FALSE
loop_4777	TRUE	5	1	3	3	FALSE	TRUE
loop_4778	TRUE	2	3	3	3	FALSE	TRUE
loop_4779	TRUE	4	3	3	3	FALSE	TRUE
loop_4780	FALSE	2	4	2	4	FALSE	FALSE
loop_4781	FALSE	3	2	3	2	FALSE	FALSE
loop_4782	TRUE	3	2	3	3	FALSE	TRUE
loop_4783	FALSE	3	4	3	4	FALSE	FALSE
loop_4784	FALSE	3	2	3	2	FALSE	FALSE
loop_4785	TRUE	5	5	3	5	FALSE	FALSE
loop_4786	FALSE	2	3	2	3	FALSE	FALSE
loop_4787	TRUE	1	3	3	3	FALSE	TRUE
loop_4788	FALSE	3	3	3	3	TRUE	TRUE
loop_4789	TRUE	3	2	3	3	FALSE	TRUE
loop_4790	FALSE	3	3	3	3	TRUE	TRUE
loop_4791	FALSE	3	3	3	3	TRUE	TRUE
loop_4792	TRUE	4	1	3	3	FALSE	TRUE
loop_4793	FALSE	3	2	3	2	FALSE	FALSE
loop_4794	FALSE	3	3	3	3	TRUE	TRUE
loop_4795	TRUE	3	4	3	3	FALSE	TRUE
loop_4796	FALSE	3	3	3	3	TRUE	TRUE
loop_4797	TRUE	3	4	3	5	FALSE	FALSE
loop_4798	FALSE	3	2	3	2	FALSE	FALSE
loop_4799	TRUE	4	2	4	3	FALSE	FALSE
loop_4800	FALSE	1	1	1	1	FALSE	FALSE
loop_4801	TRUE	3	3	2	3	TRUE	FALSE
loop_4802	TRUE	1	3	2	3	FALSE	FALSE
loop_4803	TRUE	5	4	3	3	FALSE	TRUE
loop_4804	FALSE	5	1	5	1	FALSE	FALSE
loop_4805	FALSE	5	1	5	1	FALSE	FALSE
loop_4806	FALSE	3	3	3	3	TRUE	TRUE
loop_4807	FALSE	5	1	5	1	FALSE	FALSE
loop_4808	FALSE	5	1	5	1	FALSE	FALSE
loop_4809	FALSE	5	1	5	1	FALSE	FALSE
loop_4810	FALSE	4	1	4	1	FALSE	FALSE
loop_4811	FALSE	3	3	3	3	TRUE	TRUE
loop_4812	FALSE	5	1	5	1	FALSE	FALSE
loop_4813	TRUE	3	2	3	3	FALSE	TRUE
loop_4814	TRUE	3	1	3	3	FALSE	TRUE
loop_4815	FALSE	3	3	3	3	TRUE	TRUE
loop_4816	FALSE	5	1	5	1	FALSE	FALSE
loop_4817	FALSE	5	3	5	3	FALSE	FALSE
loop_4818	TRUE	3	5	3	3	FALSE	TRUE
loop_4819	TRUE	5	1	4	3	FALSE	FALSE
loop_4820	FALSE	3	1	3	1	FALSE	FALSE
loop_4821	TRUE	4	3	2	2	FALSE	FALSE
loop_4822	FALSE	3	3	3	3	TRUE	TRUE
loop_4823	FALSE	5	1	5	1	FALSE	FALSE
loop_4824	FALSE	4	3	4	3	FALSE	FALSE
loop_4825	FALSE	2	3	2	3	FALSE	FALSE
loop_4826	FALSE	4	3	4	3	FALSE	FALSE
loop_4827	TRUE	5	1	3	1	FALSE	FALSE
loop_4828	FALSE	3	3	3	3	TRUE	TRUE
loop_4829	FALSE	4	3	4	3	FALSE	FALSE
loop_4830	FALSE	3	3	3	3	TRUE	TRUE
loop_4831	FALSE	5	1	5	1	FALSE	FALSE
loop_4832	FALSE	1	3	1	3	FALSE	FALSE
loop_4833	TRUE	3	2	4	2	FALSE	FALSE
loop_4834	FALSE	4	2	4	2	FALSE	FALSE
loop_4835	FALSE	3	3	3	3	TRUE	TRUE
loop_4836	FALSE	3	3	3	3	TRUE	TRUE
loop_4837	FALSE	3	5	3	5	FALSE	FALSE
loop_4838	TRUE	5	1	4	3	FALSE	FALSE
loop_4839	FALSE	3	3	3	3	TRUE	TRUE
loop_4840	FALSE	4	3	4	3	FALSE	FALSE
loop_4841	TRUE	3	2	3	3	FALSE	TRUE
loop_4842	TRUE	5	1	4	1	FALSE	FALSE
loop_4843	TRUE	2	3	4	3	FALSE	FALSE
loop_4844	FALSE	4	3	4	3	FALSE	FALSE
loop_4845	FALSE	5	4	5	4	FALSE	FALSE
loop_4846	FALSE	5	1	5	1	FALSE	FALSE
loop_4847	TRUE	4	4	3	3	FALSE	TRUE
loop_4848	FALSE	2	3	2	3	FALSE	FALSE
loop_4849	FALSE	3	1	3	1	FALSE	FALSE
loop_4850	FALSE	3	3	3	3	TRUE	TRUE
loop_4851	FALSE	3	1	3	1	FALSE	FALSE
loop_4852	TRUE	3	3	3	1	TRUE	FALSE
loop_4853	TRUE	3	4	3	3	FALSE	TRUE
loop_4854	FALSE	3	3	3	3	TRUE	TRUE
loop_4855	FALSE	3	4	3	4	FALSE	FALSE
loop_4856	TRUE	4	1	3	3	FALSE	TRUE
loop_4857	FALSE	3	3	3	3	TRUE	TRUE
loop_4858	FALSE	5	3	5	3	FALSE	FALSE
loop_4859	TRUE	5	3	2	3	FALSE	FALSE
loop_4860	FALSE	3	3	3	3	TRUE	TRUE
loop_4861	TRUE	3	2	3	3	FALSE	TRUE
loop_4862	FALSE	4	3	4	3	FALSE	FALSE
loop_4863	FALSE	3	3	3	3	TRUE	TRUE
loop_4864	FALSE	3	2	3	2	FALSE	FALSE
loop_4865	FALSE	2	3	2	3	FALSE	FALSE
loop_4866	TRUE	4	2	3	3	FALSE	TRUE
loop_4867	TRUE	3	2	3	3	FALSE	TRUE
loop_4868	TRUE	4	5	3	4	FALSE	FALSE
loop_4869	FALSE	3	2	3	2	FALSE	FALSE
loop_4870	FALSE	3	3	3	3	TRUE	TRUE
loop_4871	TRUE	4	3	3	3	FALSE	TRUE
loop_4872	TRUE	4	3	5	3	FALSE	FALSE
loop_4873	TRUE	3	3	3	4	TRUE	FALSE
loop_4874	FALSE	3	2	3	2	FALSE	FALSE
loop_4875	FALSE	3	3	3	3	TRUE	TRUE
loop_4876	TRUE	5	1	3	2	FALSE	FALSE
loop_4877	TRUE	5	3	4	3	FALSE	FALSE
loop_4878	TRUE	3	2	3	3	FALSE	TRUE
loop_4879	TRUE	3	2	1	2	FALSE	FALSE
loop_4880	FALSE	3	3	3	3	TRUE	TRUE
loop_4881	TRUE	3	1	3	3	FALSE	TRUE
loop_4882	FALSE	3	3	3	3	TRUE	TRUE
loop_4883	TRUE	3	4	3	3	FALSE	TRUE
loop_4884	TRUE	3	3	5	1	TRUE	FALSE
loop_4885	TRUE	3	2	3	3	FALSE	TRUE
loop_4886	FALSE	3	3	3	3	TRUE	TRUE
loop_4887	FALSE	3	4	3	4	FALSE	FALSE
loop_4888	TRUE	5	1	1	5	FALSE	FALSE
loop_4889	TRUE	3	5	3	4	FALSE	FALSE
loop_4890	TRUE	4	3	3	3	FALSE	TRUE
loop_4891	FALSE	2	2	2	2	FALSE	FALSE
loop_4892	FALSE	3	3	3	3	TRUE	TRUE
loop_4893	TRUE	5	3	3	3	FALSE	TRUE
loop_4894	FALSE	3	3	3	3	TRUE	TRUE
loop_4895	FALSE	3	3	3	3	TRUE	TRUE
loop_4896	FALSE	3	3	3	3	TRUE	TRUE
loop_4897	TRUE	3	2	3	3	FALSE	TRUE
loop_4898	FALSE	3	3	3	3	TRUE	TRUE
loop_4899	TRUE	3	1	3	3	FALSE	TRUE
loop_4900	TRUE	2	1	1	1	FALSE	FALSE
loop_4901	FALSE	3	3	3	3	TRUE	TRUE
loop_4902	FALSE	3	3	3	3	TRUE	TRUE
loop_4903	TRUE	3	4	3	3	FALSE	TRUE
loop_4904	FALSE	3	3	3	3	TRUE	TRUE
loop_4905	FALSE	3	4	3	4	FALSE	FALSE
loop_4906	TRUE	2	3	3	3	FALSE	TRUE
loop_4907	TRUE	5	3	3	3	FALSE	TRUE
loop_4908	TRUE	3	4	3	3	FALSE	TRUE
loop_4909	FALSE	2	3	2	3	FALSE	FALSE
loop_4910	TRUE	4	3	3	3	FALSE	TRUE
loop_4911	FALSE	3	3	3	3	TRUE	TRUE
loop_4912	TRUE	3	3	3	5	TRUE	FALSE
loop_4913	FALSE	3	3	3	3	TRUE	TRUE
loop_4914	TRUE	5	3	3	3	FALSE	TRUE
loop_4915	TRUE	3	4	3	3	FALSE	TRUE
loop_4916	FALSE	3	3	3	3	TRUE	TRUE
loop_4917	FALSE	3	3	3	3	TRUE	TRUE
loop_4918	TRUE	5	2	5	1	FALSE	FALSE
loop_4919	TRUE	5	2	3	3	FALSE	TRUE
loop_4920	FALSE	3	3	3	3	TRUE	TRUE
loop_4921	TRUE	5	1	3	3	FALSE	TRUE
loop_4922	TRUE	5	1	3	1	FALSE	FALSE
loop_4923	FALSE	5	1	5	1	FALSE	FALSE
loop_4924	FALSE	5	1	5	1	FALSE	FALSE
loop_4925	FALSE	5	1	5	1	FALSE	FALSE
loop_4926	FALSE	5	2	5	2	FALSE	FALSE
loop_4927	FALSE	5	1	5	1	FALSE	FALSE
loop_4928	FALSE	5	1	5	1	FALSE	FALSE
loop_4929	FALSE	3	3	3	3	TRUE	TRUE
loop_4930	FALSE	3	4	3	4	FALSE	FALSE
loop_4931	TRUE	5	1	3	3	FALSE	TRUE
loop_4932	FALSE	3	1	3	1	FALSE	FALSE
loop_4933	FALSE	5	1	5	1	FALSE	FALSE
loop_4934	TRUE	4	3	5	1	FALSE	FALSE
loop_4935	FALSE	5	1	5	1	FALSE	FALSE
loop_4936	FALSE	3	5	3	5	FALSE	FALSE
loop_4937	FALSE	5	1	5	1	FALSE	FALSE
loop_4938	FALSE	2	3	2	3	FALSE	FALSE
loop_4939	TRUE	3	4	3	3	FALSE	TRUE
loop_4940	FALSE	5	3	5	3	FALSE	FALSE
loop_4941	FALSE	4	3	4	3	FALSE	FALSE
loop_4942	FALSE	3	3	3	3	TRUE	TRUE
loop_4943	TRUE	5	3	3	3	FALSE	TRUE
loop_4944	FALSE	3	3	3	3	TRUE	TRUE
loop_4945	FALSE	5	1	5	1	FALSE	FALSE
loop_4946	FALSE	3	3	3	3	TRUE	TRUE
loop_4947	FALSE	5	1	5	1	FALSE	FALSE
loop_4948	FALSE	3	1	3	1	FALSE	FALSE
loop_4949	FALSE	4	4	4	4	FALSE	FALSE
loop_4950	FALSE	3	3	3	3	TRUE	TRUE
loop_4951	FALSE	5	3	5	3	FALSE	FALSE
loop_4952	TRUE	4	2	3	3	FALSE	TRUE
loop_4953	FALSE	3	5	3	5	FALSE	FALSE
loop_4954	FALSE	5	1	5	1	FALSE	FALSE
loop_4955	TRUE	3	2	3	1	FALSE	FALSE
loop_4956	TRUE	1	3	2	3	FALSE	FALSE
loop_4957	TRUE	3	3	3	2	TRUE	FALSE
loop_4958	FALSE	3	3	3	3	TRUE	TRUE
loop_4959	TRUE	4	3	4	4	FALSE	FALSE
loop_4960	TRUE	3	1	3	2	FALSE	FALSE
loop_4961	FALSE	5	1	5	1	FALSE	FALSE
loop_4962	TRUE	3	3	5	1	TRUE	FALSE
loop_4963	TRUE	3	2	3	3	FALSE	TRUE
loop_4964	FALSE	3	3	3	3	TRUE	TRUE
loop_4965	FALSE	3	3	3	3	TRUE	TRUE
loop_4966	TRUE	4	1	3	1	FALSE	FALSE
loop_4967	FALSE	3	3	3	3	TRUE	TRUE
loop_4968	TRUE	3	2	4	1	FALSE	FALSE
loop_4969	TRUE	4	3	3	3	FALSE	TRUE
loop_4970	FALSE	2	3	2	3	FALSE	FALSE
loop_4971	TRUE	4	2	3	3	FALSE	TRUE
loop_4972	TRUE	3	1	3	3	FALSE	TRUE
loop_4973	TRUE	3	2	3	3	FALSE	TRUE
loop_4974	FALSE	3	3	3	3	TRUE	TRUE
loop_4975	TRUE	5	5	3	3	FALSE	TRUE
loop_4976	TRUE	3	2	3	3	FALSE	TRUE
loop_4977	TRUE	4	3	3	3	FALSE	TRUE
loop_4978	FALSE	3	3	3	3	TRUE	TRUE
loop_4979	TRUE	3	4	3	3	FALSE	TRUE
loop_4980	FALSE	4	3	4	3	FALSE	FALSE
loop_4981	TRUE	2	4	2	5	FALSE	FALSE
loop_4982	FALSE	2	3	2	3	FALSE	FALSE
loop_4983	TRUE	4	4	3	3	FALSE	TRUE
loop_4984	FALSE	3	3	3	3	TRUE	TRUE
loop_4985	TRUE	3	2	4	1	FALSE	FALSE
loop_4986	FALSE	3	3	3	3	TRUE	TRUE
loop_4987	FALSE	3	3	3	3	TRUE	TRUE
loop_4988	FALSE	3	3	3	3	TRUE	TRUE
loop_4989	TRUE	3	3	2	3	TRUE	FALSE
loop_4990	TRUE	4	2	3	3	FALSE	TRUE
loop_4991	TRUE	3	2	3	3	FALSE	TRUE
loop_4992	FALSE	3	3	3	3	TRUE	TRUE
loop_4993	TRUE	2	5	1	5	FALSE	FALSE
loop_4994	FALSE	3	2	3	2	FALSE	FALSE
loop_4995	TRUE	2	3	3	3	FALSE	TRUE
loop_4996	TRUE	2	3	3	3	FALSE	TRUE
loop_4997	TRUE	5	3	3	3	FALSE	TRUE
loop_4998	TRUE	3	3	2	3	TRUE	FALSE
loop_4999	TRUE	3	3	3	2	TRUE	FALSE
loop_5000	FALSE	5	3	5	3	FALSE	FALSE
loop_5001	TRUE	3	3	2	4	TRUE	FALSE
loop_5002	TRUE	2	3	3	3	FALSE	TRUE
loop_5003	TRUE	3	3	4	3	TRUE	FALSE
loop_5004	FALSE	4	1	4	1	FALSE	FALSE
loop_5005	TRUE	5	3	4	3	FALSE	FALSE
loop_5006	FALSE	3	3	3	3	TRUE	TRUE
loop_5007	FALSE	3	1	3	1	FALSE	FALSE
loop_5008	TRUE	4	4	4	3	FALSE	FALSE
loop_5009	FALSE	3	3	3	3	TRUE	TRUE
loop_5010	TRUE	2	3	3	3	FALSE	TRUE
loop_5011	TRUE	4	3	3	3	FALSE	TRUE
loop_5012	TRUE	2	3	2	4	FALSE	FALSE
loop_5013	TRUE	2	2	3	3	FALSE	TRUE
loop_5014	TRUE	4	3	3	3	FALSE	TRUE
loop_5015	TRUE	3	2	3	3	FALSE	TRUE
loop_5016	FALSE	3	3	3	3	TRUE	TRUE
loop_5017	TRUE	3	2	3	3	FALSE	TRUE
loop_5018	FALSE	3	3	3	3	TRUE	TRUE
loop_5019	TRUE	4	2	3	3	FALSE	TRUE
loop_5020	FALSE	3	3	3	3	TRUE	TRUE
loop_5021	FALSE	3	4	3	4	FALSE	FALSE
loop_5022	FALSE	3	3	3	3	TRUE	TRUE
loop_5023	FALSE	3	3	3	3	TRUE	TRUE
loop_5024	FALSE	3	3	3	3	TRUE	TRUE
loop_5025	TRUE	1	3	3	2	FALSE	FALSE
loop_5026	FALSE	3	4	3	4	FALSE	FALSE
loop_5027	TRUE	4	5	2	3	FALSE	FALSE
loop_5028	TRUE	3	2	3	3	FALSE	TRUE
loop_5029	FALSE	3	4	3	4	FALSE	FALSE
loop_5030	FALSE	3	3	3	3	TRUE	TRUE
loop_5031	FALSE	3	3	3	3	TRUE	TRUE
loop_5032	FALSE	3	3	3	3	TRUE	TRUE
loop_5033	FALSE	3	3	3	3	TRUE	TRUE
loop_5034	TRUE	3	3	5	1	TRUE	FALSE
loop_5035	FALSE	3	2	3	2	FALSE	FALSE
loop_5036	TRUE	5	3	3	3	FALSE	TRUE
loop_5037	FALSE	3	3	3	3	TRUE	TRUE
